geography_code,health_in_general_4a-001,health_in_general_4a-002,health_in_general_4a-003
E00123460,80.1,16.7,3.2
E00123461,89.4,8.6,1.9
E00123462,82.7,12.3,4.9
E00123463,87,9,4
E00123464,88.7,8.4,2.9
E00123465,81.7,15.4,2.9
E00123466,88.3,8.9,2.8
E00123467,73.3,21.9,4.9
E00123468,74.7,19.6,5.7
E00123469,81.3,14.7,4
E00123471,68.6,21.2,10.2
E00123472,75.7,17.5,6.8
E00123473,82.4,11.8,5.9
E00123474,75,17.9,7.1
E00123475,87.4,8.4,4.2
E00123476,77.9,15.3,6.8
E00123477,85.9,11.8,2.3
E00123478,74.5,17.6,7.8
E00123479,85.5,11.3,3.1
E00123480,86.4,10.9,2.7
E00123482,83.3,13.9,2.7
E00123483,82.8,12.7,4.5
E00123484,87.9,8.5,3.6
E00123485,82.9,14.7,2.4
E00123486,71.6,21.1,7.3
E00123487,82.8,15.2,2
E00123488,81,13.6,5.4
E00123489,78.5,16.6,5
E00123550,85.1,10.6,4.3
E00123551,77.6,17.9,4.5
E00123552,89.3,8.9,1.8
E00123553,68.4,19.9,11.8
E00123554,84,9.6,6.4
E00123555,77.6,17.3,5.1
E00123556,87.5,10,2.5
E00123557,89.5,8.8,1.7
E00123558,85.1,11.1,3.8
E00123559,84.3,12,3.7
E00123560,75.8,14.5,9.7
E00123562,71.2,19.5,9.3
E00123563,89.2,7.3,3.5
E00123564,84.5,10.8,4.7
E00123565,80.6,14.5,4.9
E00123567,64.9,25.1,10
E00123568,80.9,14.7,4.4
E00123569,80.5,15.8,3.7
E00123570,88.4,9.7,1.9
E00123571,82.2,13.3,4.4
E00123572,88.6,9,2.5
E00123573,80,14.7,5.3
E00123574,83.7,11.9,4.4
E00123575,79.3,16.6,4.1
E00123576,80.2,16.7,3
E00123577,74.3,18.8,6.9
E00123578,83,14.1,2.9
E00123579,73.9,21.3,4.8
E00123580,84.8,11.7,3.4
E00123581,81,11.9,7.1
E00123582,88.5,8.6,2.9
E00123583,84.4,10.7,4.9
E00123584,90.1,7.8,2
E00123585,82.4,12,5.6
E00123586,90,6.3,3.6
E00123587,85.6,10.8,3.6
E00123588,83.7,12.6,3.8
E00123610,82.4,11.1,6.5
E00123615,79.8,12.1,8.2
E00123616,70.6,21.2,8.2
E00123629,88.6,9.1,2.3
E00123631,83.7,11.1,5.2
E00123636,85.6,11.2,3.1
E00123637,82.9,14.3,2.7
E00123638,85.1,10.7,4.2
E00123639,79.2,14.5,6.3
E00123640,85.9,11.3,2.8
E00123641,83.5,11.9,4.6
E00123642,80.8,13.9,5.3
E00123643,79,13.4,7.6
E00123644,81.3,13.1,5.5
E00123645,89,8.2,2.9
E00123646,77.3,12.1,10.6
E00123647,80,15.7,4.3
E00123648,86.6,9.5,3.9
E00123649,89.3,7.8,3
E00123650,84.7,12.1,3.2
E00123652,86.9,11,2.1
E00123653,85,10.8,4.2
E00123654,86.2,10.6,3.2
E00123655,88,9.1,2.8
E00123656,69.8,17.9,12.3
E00123657,87.6,9.7,2.7
E00123658,82.5,15.9,1.7
E00123659,84.6,11.8,3.6
E00123660,85.5,10.5,3.9
E00123661,74.1,17.1,8.7
E00123662,82.1,14.2,3.7
E00123697,83.4,10.8,5.7
E00123698,81.2,12.5,6.3
E00123699,83.1,13.3,3.7
E00123701,84.7,10.5,4.8
E00123702,81.4,15.2,3.4
E00123703,85.7,12.8,1.5
E00123704,79.2,14,6.8
E00123706,80.6,15.3,4.1
E00123707,86.9,10.9,2.2
E00123708,83.1,12.4,4.6
E00123709,86.6,10.6,2.8
E00123710,83.2,12,4.9
E00123711,83.6,12.6,3.8
E00123713,85.1,12.5,2.4
E00123714,85.7,12.5,1.8
E00123717,84.8,11.6,3.6
E00123718,75.2,18,6.9
E00123719,84.1,12.3,3.6
E00123729,80,15,5
E00123732,83.1,11.3,5.6
E00123734,86,10.4,3.6
E00123736,89.3,8.2,2.6
E00123744,86,10.6,3.4
E00123745,83.1,12.2,4.7
E00123746,85.4,11.8,2.8
E00123747,89.1,8.6,2.4
E00123748,87.2,9.5,3.3
E00123749,77.9,15.7,6.4
E00123750,82.3,11.4,6.3
E00123751,88.9,7.2,3.9
E00123761,80.9,12,7.1
E00123762,82.4,14.3,3.3
E00123763,79.7,15.7,4.6
E00123764,82.7,11.6,5.7
E00123765,79.9,14.8,5.3
E00123766,86.6,11.9,1.6
E00123767,77.8,14.9,7.3
E00123768,86.3,9.4,4.3
E00123769,79.2,15.5,5.3
E00123770,75,17.3,7.7
E00123771,87.5,9.6,2.8
E00123772,79.1,14.2,6.7
E00123773,88.1,7.8,4.1
E00123774,85.5,11.1,3.3
E00123777,71,20,9
E00123780,87.6,10,2.5
E00123782,86.1,12.2,1.7
E00123783,78.2,16.6,5.2
E00123785,87.1,9.9,2.9
E00123786,87.8,12.2,0
E00123787,84.3,11.8,3.9
E00123789,81.4,15.3,3.4
E00123796,80.7,15.8,3.5
E00123799,78.9,14.6,6.5
E00123869,91.6,7.2,1.2
E00123870,87,9.6,3.3
E00123871,80.9,12.8,6.4
E00123872,88,10,1.9
E00123873,85.9,9.9,4.2
E00123874,82.6,14.1,3.3
E00123878,86.2,10.8,3
E00123880,75.2,18.5,6.3
E00123881,83.5,12.8,3.7
E00123883,88.7,9.9,1.4
E00123884,85.2,11,3.8
E00123885,80.7,13,6.3
E00123887,88.5,8.2,3.3
E00123888,82.5,12.4,5.1
E00123889,88,8,4
E00123890,75.3,19.3,5.4
