geography_code,passports_all_4a-001,passports_all_4a-002,passports_all_4a-003
E00123460,87.5,2.3,10.3
E00123461,90.8,1.7,7.5
E00123462,85.6,2.1,12.3
E00123463,89.4,0.3,10.3
E00123464,78.7,10.1,11.3
E00123465,86.5,5.8,7.7
E00123466,87.1,4,8.9
E00123467,80.1,4.5,15.4
E00123468,81.8,5.8,12.4
E00123469,88.9,3,8.1
E00123471,73.9,5.8,20.4
E00123472,84,2.9,13.1
E00123473,86.8,1.7,11.5
E00123474,86.2,3,10.8
E00123475,86.8,2.7,10.5
E00123476,80.9,2.6,16.6
E00123477,91.1,3.4,5.5
E00123478,82.4,4.7,12.9
E00123479,88.9,5.7,5.4
E00123480,87.5,2.7,9.8
E00123482,88.8,4.1,7.1
E00123483,86.1,2.1,11.8
E00123484,87.2,5.8,6.9
E00123485,88.3,3.3,8.5
E00123486,88.5,1,10.5
E00123487,85.5,4.4,10.1
E00123488,86,2.4,11.6
E00123489,85.7,3.7,10.6
E00123550,56.2,30.9,13
E00123551,77.9,8.1,14.1
E00123552,72.9,12.1,15
E00123553,70.2,13.2,16.6
E00123554,73.9,16.7,9.5
E00123555,52.8,31.3,15.9
E00123556,91.4,3.3,5.3
E00123557,87.2,3.4,9.4
E00123558,82.9,7.9,9.3
E00123559,89,6.7,4.3
E00123560,83.6,8.1,8.3
E00123562,84,4.3,11.7
E00123563,86.7,6.4,7
E00123564,60.3,27.3,12.4
E00123565,69.8,9.9,20.4
E00123567,69,7.6,23.3
E00123568,86,1,13
E00123569,82.4,3.7,14
E00123570,86.7,4.6,8.6
E00123571,85,5.9,9.1
E00123572,87.1,3,9.9
E00123573,82,1,17
E00123574,88.1,1.6,10.4
E00123575,79.3,0.8,19.8
E00123576,90.9,1.1,8
E00123577,69.9,4.3,25.8
E00123578,93.9,3.6,2.5
E00123579,88.9,0.5,10.6
E00123580,87.2,1.4,11.4
E00123581,85.9,1.9,12.2
E00123582,86.5,4.9,8.6
E00123583,86.5,2.1,11.3
E00123584,87.2,5.5,7.3
E00123585,72.8,4.8,22.4
E00123586,84.1,4.5,11.4
E00123587,84.5,1.8,13.6
E00123588,90.7,2.1,7.3
E00123610,57.8,25.6,16.6
E00123615,63.3,19.2,17.5
E00123616,70.6,9.1,20.3
E00123629,66.1,23.5,10.4
E00123631,50.8,24.3,24.9
E00123636,70.9,18.4,10.7
E00123637,58.7,24.9,16.4
E00123638,86.6,5.6,7.7
E00123639,82.8,7,10.2
E00123640,88.7,2.8,8.5
E00123641,80.1,12.5,7.4
E00123642,69.4,16.1,14.4
E00123643,71.1,10.2,18.7
E00123644,78.8,6.9,14.2
E00123645,58.5,31.4,10.1
E00123646,71.6,15,13.4
E00123647,73.3,17,9.8
E00123648,76.7,9.5,13.8
E00123649,78.8,12.2,9
E00123650,71,18.1,10.9
E00123652,63.3,24.8,11.9
E00123653,63.7,20.2,16.1
E00123654,72.1,18.6,9.3
E00123655,79.7,8.9,11.4
E00123656,61.3,8.3,30.4
E00123657,72,16.1,11.9
E00123658,87.1,7.3,5.6
E00123659,67.1,14,19
E00123660,68.9,14.2,16.9
E00123661,66.7,6.6,26.7
E00123662,63.8,22.4,13.8
E00123697,85.9,5.8,8.3
E00123698,66.2,7.6,26.1
E00123699,93.4,0.3,6.3
E00123701,74.1,18,7.9
E00123702,70.3,17,12.7
E00123703,74.6,13.2,12.2
E00123704,74.3,13.7,12.1
E00123706,70,20,9.9
E00123707,80.8,14.1,5.1
E00123708,77.1,9.8,13.1
E00123709,85,7.2,7.8
E00123710,91.6,1.3,7.1
E00123711,65.9,18.3,15.9
E00123713,56,33.2,10.7
E00123714,64.5,22.8,12.7
E00123717,66.4,14.5,19.1
E00123718,56.7,11.1,32.3
E00123719,55,18.5,26.4
E00123729,64.8,15.1,20.1
E00123732,62.5,22.5,15
E00123734,62,24.3,13.8
E00123736,69.4,17.9,12.8
E00123744,87.9,4.7,7.4
E00123745,85,5.3,9.7
E00123746,89.2,4.2,6.6
E00123747,88.1,5.1,6.8
E00123748,90.8,1.3,7.9
E00123749,90.7,1.9,7.4
E00123750,86.2,4.5,9.3
E00123751,90.3,1.3,8.4
E00123761,81.7,1.7,16.6
E00123762,84.3,5.2,10.6
E00123763,83.7,5,11.2
E00123764,86.8,3,10.2
E00123765,77.9,1.8,20.3
E00123766,93.8,1.8,4.4
E00123767,79.8,5.3,14.8
E00123768,87.4,2.1,10.4
E00123769,88.1,3.4,8.5
E00123770,68.3,2.6,29
E00123771,87.3,3.8,8.9
E00123772,80.6,3,16.4
E00123773,87.2,3.2,9.6
E00123774,90.6,1.8,7.6
E00123777,71.5,3.7,24.8
E00123780,61.4,30.2,8.4
E00123782,82.8,7.5,9.7
E00123783,71.8,13.6,14.6
E00123785,70.9,18,11
E00123786,70.2,23.5,6.3
E00123787,58.8,28.8,12.4
E00123789,50.8,41.2,8
E00123796,70.8,10.6,18.6
E00123799,61.1,10.3,28.6
E00123869,92.8,0.6,6.6
E00123870,86.7,6.9,6.3
E00123871,86.5,1.1,12.4
E00123872,90.5,2,7.5
E00123873,89,4.6,6.5
E00123874,79.3,3.1,17.6
E00123878,82,8.6,9.3
E00123880,83,2.1,14.9
E00123881,82.9,7.6,9.5
E00123883,75.2,16,8.9
E00123884,77.4,12,10.6
E00123885,70,9.6,20.4
E00123887,88.8,3.4,7.9
E00123888,67.3,14.3,18.4
E00123889,76.3,12.2,11.5
E00123890,60.8,14.3,24.9
E00123892,83.8,6.3,9.9
E00123893,76.3,12.4,11.3
E00125579,87.1,4.2,8.7
E00125580,90.8,2.4,6.8
E00125581,89.3,3.9,6.8
E00125582,89.3,2.6,8.1
E00125583,73,4.6,22.4
E00125592,86.3,1.5,12.2
E00125593,70.5,1.4,28.1
E00125594,91.6,0.7,7.7
E00125595,81.2,2.6,16.2
E00125596,89.7,0.3,10
E00125597,90.7,1.3,8
E00125598,80.8,2.1,17.2
E00125599,78.7,0.8,20.5
E00125600,87.9,3.2,8.9
E00125601,93,1.9,5.1
E00125602,89.1,2.1,8.8
E00125616,88.9,4.8,6.3
E00125617,83,4.3,12.7
E00125676,69.9,6.2,23.9
E00125677,92.1,5.3,2.5
E00125678,98,1.1,0.9
E00125680,94.9,3.6,1.5
E00125681,96,1.2,2.8
E00125682,86.6,6.7,6.7
E00125683,94.9,3.3,1.8
E00125779,91.3,6,2.7
E00125780,82.1,7.7,10.3
E00125781,90.1,5.5,4.3
E00125782,91.4,1.1,7.4
E00125783,91.6,1,7.5
E00125784,81.3,4.9,13.8
E00125785,93,2.3,4.7
E00125786,77,5.3,17.7
E00125797,86.5,6,7.5
E00125864,73.8,1.3,24.8
E00125865,88.4,2.7,8.8
E00125866,79.1,4.9,15.9
E00125936,91.6,1.7,6.8
E00125939,67.1,6.6,26.2
E00125940,77.4,3.5,19
E00125947,84,4.3,11.7
E00125948,87.1,3,9.9
E00125949,83.1,7.2,9.7
E00125954,87.7,2.4,9.9
E00125955,91.6,0.7,7.7
E00125956,80.5,2.8,16.7
E00125957,93.2,0.9,5.9
E00167610,94.8,2.5,2.7
E00167611,94.8,3.6,1.7
E00167612,86,5.6,8.5
E00167614,87.9,5.7,6.4
E00167615,89.8,5.8,4.4
E00167616,80.1,14.6,5.3
E00167617,88.6,5.4,6
E00167618,95.1,2.5,2.5
E00167627,93.5,5.4,1.1
E00167628,86.6,3.3,10.1
E00167629,90.7,5.5,3.8
E00167630,86.9,9.7,3.4
E00167637,95.7,2.4,1.9
E00170334,64.4,12.9,22.7
E00170335,91.3,1.2,7.5
E00170336,63.4,32.2,4.3
E00170337,67.5,27.7,4.7
E00170338,73.1,19.8,7.1
E00170339,81,12.8,6.2
E00170340,75.2,19.9,4.9
E00170342,80.4,11.9,7.7
E00170343,92,4,4
E00170344,73.5,13.8,12.7
E00170345,82.6,7.4,9.9
E00170346,54.9,39.4,5.7
E00170347,64.7,29.4,5.9
E00170348,64.3,26.9,8.8
E00170349,74.2,7.8,18
E00170350,67.4,13.3,19.3
E00170356,67.5,18.2,14.3
E00170359,41.8,51.6,6.6
E00170360,80.4,11.9,7.7
E00170361,73.1,17.5,9.4
