geography_code,highest_qualification_6a-000,highest_qualification_6a-001,highest_qualification_6a-002,highest_qualification_6a-003,highest_qualification_6a-004
E00123460,11.6,43.4,7,34.5,3.5
E00123461,11.8,52.8,5.2,28,2.2
E00123462,22.5,48.9,7,16.3,5.3
E00123463,15.7,44.7,7.5,29,3.1
E00123464,13,42.9,4.9,33.8,5.5
E00123465,14,49.3,8.7,22.7,5.2
E00123466,13,44.6,5.2,35.2,2
E00123467,24.9,40.7,8.6,20.8,5
E00123468,29.5,37.1,9.5,21,2.9
E00123469,21.1,40.6,5.9,29.7,2.7
E00123471,32.9,33.8,8.7,18.4,6.3
E00123472,27.6,36.8,10.3,17.8,7.6
E00123473,13.1,50.6,4.6,28.7,3
E00123474,19.9,42.4,10.6,24.6,2.5
E00123475,16.9,45.6,5.7,28.4,3.4
E00123476,28.2,35.5,10.9,19.1,6.4
E00123477,12.2,47.2,5.6,32.6,2.4
E00123478,26,42.1,8.5,18.7,4.7
E00123479,10.9,47.4,7.5,30.1,4.1
E00123480,25,46.1,6.9,20.7,1.3
E00123482,13.1,44.8,7.5,32.1,2.4
E00123483,17.7,38.7,5.9,33.2,4.4
E00123484,11,48.3,2.5,34.6,3.7
E00123485,15.6,44.1,5.3,32.8,2.2
E00123486,25.7,29.9,10.6,31.3,2.5
E00123487,12.9,44.7,5.9,32.2,4.3
E00123488,16.1,43.4,4.3,31.6,4.6
E00123489,16,41.5,6.9,34.2,1.5
E00123550,20.2,39.6,5.1,32.5,2.6
E00123551,20.2,32.4,3.8,40.6,3
E00123552,13.8,43.7,6.9,32.6,3.1
E00123553,16.7,32.1,10.4,35.9,4.9
E00123554,13.9,48.3,2.7,32.4,2.7
E00123555,21.1,40.1,6.4,26,6.4
E00123556,7.8,47.7,3.5,39.2,1.8
E00123557,9.3,47.4,6.7,33.3,3.3
E00123558,15.6,36.8,2.5,42.2,3
E00123559,15.5,39.6,4.7,36.7,3.6
E00123560,16,31.7,5.5,43.8,3
E00123562,25,33.9,7.6,28.8,4.7
E00123563,12.2,47.5,5.4,31.5,3.4
E00123564,16.2,38,5.4,37.7,2.7
E00123565,20.3,39.9,8.5,26.6,4.8
E00123567,35.9,38,5.2,17.2,3.6
E00123568,13,41.7,9.1,33.1,3.1
E00123569,19,47,7.3,24.1,2.6
E00123570,16,43,6.4,32.6,1.9
E00123571,18.2,48.5,5.9,25.6,1.8
E00123572,15.8,51.3,9.8,19.9,3.2
E00123573,18.4,53.7,7.4,17.2,3.3
E00123574,14.3,49.3,7.5,23.9,5
E00123575,27.1,38.1,9.6,20.6,4.6
E00123576,22.8,38.6,6.6,29.4,2.6
E00123577,31.1,44.7,8.2,15.6,0.4
E00123578,13.1,45.8,8.5,29.7,3
E00123579,27.3,34.5,8.2,28.9,1
E00123580,15.5,44,2,38.5,0
E00123581,17.7,41.2,8.5,29.6,3.1
E00123582,11.7,44.3,7.9,34.7,1.4
E00123583,16,41.1,3.3,38.9,0.7
E00123584,13,37.5,4,43.1,2.3
E00123585,17.3,40.8,5.1,33.7,3.1
E00123586,24.7,34.8,5.7,32.5,2.3
E00123587,16.7,47.8,3.3,30,2.2
E00123588,13.2,41.9,5.5,37.4,2
E00123610,23.4,43.9,6.7,24.9,1.1
E00123615,22.5,45.8,6.4,21.3,4
E00123616,31.7,33.7,6.5,21.6,6.5
E00123629,9.3,49.8,5.9,32.1,3
E00123631,23.8,45.7,4.5,21.5,4.5
E00123636,15,48.3,2.7,30.9,3
E00123637,18.2,42.2,6.2,28.9,4.4
E00123638,13.9,44.4,3.9,34.7,3.1
E00123639,19.6,41.2,10.8,24.2,4.2
E00123640,11.8,50,6.1,26.7,5.3
E00123641,12.9,42.3,8.2,35.1,1.5
E00123642,18,47.4,6.9,25.3,2.4
E00123643,19.1,47.2,3.5,23.8,6.4
E00123644,19.9,48.1,7.4,24.5,0
E00123645,15.1,38.5,6.3,37.6,2.5
E00123646,27.6,35.2,4.2,30,3
E00123647,15.6,40.7,5.8,35.3,2.7
E00123648,9.3,49.8,5.3,34.2,1.3
E00123649,8.5,50.8,3.8,33.8,3.1
E00123650,14.7,43.5,3.6,34.9,3.2
E00123652,23.2,34.2,6.8,29.1,6.8
E00123653,21.5,48.2,6.6,22.6,1.1
E00123654,17.4,44.9,7.3,29.1,1.3
E00123655,9.2,50,4.8,32.7,3.3
E00123656,31.8,39.5,5,21.4,2.3
E00123657,14,43.2,6.8,34.5,1.5
E00123658,9.4,48.4,3.1,35.9,3.1
E00123659,18.5,48.5,4.6,25.9,2.5
E00123660,14.4,43.2,5.1,33.9,3.5
E00123661,21.7,50.5,4.7,20.3,2.8
E00123662,17.9,43.7,5.6,31,2
E00123697,15.3,46,4.6,32.6,1.5
E00123698,21.4,49,3.6,23.4,2.6
E00123699,13.3,47.8,7.8,29.4,1.6
E00123701,12.1,43.6,2.4,38.1,3.8
E00123702,18.6,44.7,4.2,28.9,3.6
E00123703,16.7,39.3,3,39.3,1.8
E00123704,15.4,29.5,6.8,44.2,4.1
E00123706,27.5,38,5.1,26.7,2.7
E00123707,14.4,42.8,8.8,31.2,2.8
E00123708,15.8,45.8,6.7,28.3,3.3
E00123709,9.7,43.6,5.1,38.5,3.1
E00123710,14.7,54.4,9.5,18.7,2.8
E00123711,20.1,42.3,4.7,29.2,3.7
E00123713,17.9,44.5,4.7,27.6,5.3
E00123714,24.6,43.3,7,21.1,3.9
E00123717,31,39.4,3.2,23.2,3.2
E00123718,37.1,40.4,4.2,14.6,3.7
E00123719,30.9,45.4,4.6,14.6,4.6
E00123729,17.4,42.2,8.3,28.7,3.4
E00123732,23.1,42,4.7,28.5,1.7
E00123734,19.9,50,6.3,19.5,4.3
E00123736,18.2,39.1,6.3,32.1,4.3
E00123744,12.4,47.7,4.3,33.4,2.2
E00123745,12.4,46.7,8.1,30.5,2.3
E00123746,13,45,8.8,31.1,2.1
E00123747,12.1,41,4.4,40,2.4
E00123748,8.6,42,7.8,37.4,4.3
E00123749,14.3,42.3,7.2,33.3,2.9
E00123750,17.9,44.8,5.6,29.5,2.2
E00123751,14.7,35.9,6.6,39.7,3.1
E00123761,23.8,42.9,8.5,22.8,2.1
E00123762,20.6,39,4.8,32.8,2.8
E00123763,20.8,39.4,9.3,29.2,1.3
E00123764,16.6,45.7,7.3,30,0.3
E00123765,24,47.9,5.5,18.4,4.1
E00123766,11.7,40.5,4.1,40.5,3.2
E00123767,18,39.6,4.1,35.5,2.8
E00123768,19,39.9,6.7,34.3,0
E00123769,24.5,38.9,6.6,28,2
E00123770,28.7,46,4.2,18.6,2.5
E00123771,11.7,48.6,4,33.6,2.1
E00123772,24.4,42.2,3.8,25.4,4.2
E00123773,14.3,45.2,3.8,35,1.7
E00123774,13.8,40.3,7.2,36.7,1.9
E00123777,29.1,45.6,5.3,16.5,3.4
E00123780,18.4,44.5,5.8,28.3,3
E00123782,14.7,46.8,4.3,31.4,2.7
E00123783,27.7,35.3,5.1,29.2,2.7
E00123785,19.2,42.8,4.5,31.8,1.7
E00123786,9,42.9,6.3,39.7,2.1
E00123787,17.9,34.4,7.2,35.5,5
E00123789,16,50.7,7.1,21.3,4.9
E00123796,27.9,45.2,3.7,21,2.3
E00123799,36.2,43.2,4.5,14.6,1.5
E00123869,12,46.1,6.7,33.3,1.9
E00123870,10.7,48.5,6.5,31.7,2.7
E00123871,16.7,45.9,9,24.9,3.4
E00123872,10.5,52.3,6.5,26.1,4.6
E00123873,6.8,44.1,4.1,43.6,1.4
E00123874,14,45.5,4.7,32.4,3.4
E00123878,19.6,42.6,5.1,29.5,3.3
E00123880,24.9,41.3,8.9,20.7,4.2
E00123881,12.1,44.6,5.7,33.5,4.2
E00123883,16.2,47.6,3.5,28.4,4.4
E00123884,20.2,42.9,8.4,25.2,3.4
E00123885,25.5,42.6,5.6,22.2,4.2
E00123887,6.2,44.2,5.3,43.8,0.4
E00123888,23.8,44.1,5.3,24.9,2
E00123889,14.9,50.4,3.9,25,5.7
E00123890,25.1,48,5.7,17.6,3.5
E00123892,12.1,52.5,3.8,27.9,3.8
E00123893,15.3,46.6,6.1,27.9,4.1
E00125579,15,40.8,4.3,37.9,1.9
E00125580,16.5,38.3,6.2,36.5,2.6
E00125581,12.1,36.6,7.3,42.1,1.8
E00125582,18,38.7,8,33,2.3
E00125583,20.5,43,6.6,27.5,2.3
E00125592,18.5,46.5,7.3,24.4,3.3
E00125593,32,42.2,4.9,17.8,3.1
E00125594,17.8,46.9,10,22,3.3
E00125595,20.3,43.7,7.3,23,5.7
E00125596,20.5,46.6,6,20.1,6.8
E00125597,9,43.3,4.9,40.3,2.6
E00125598,16.4,46.9,6.2,27.1,3.4
E00125599,23.2,41.9,6.4,24.5,4
