areacd,number_of_cars_5a-000,number_of_cars_5a-001,number_of_cars_5a-002,number_of_cars_5a-003
E00134564,8.1,29.9,38.6,23.4
E00134565,10.6,36,40.4,13
E00134566,2.8,31.1,44.6,21.5
E00134718,5.4,25.7,49.7,19.2
E00134748,6.3,43,34.2,16.5
E00134749,9,35.2,43.7,12.1
E00134750,16,37.9,35.5,10.7
E00134751,3.7,41.8,44,10.4
E00134752,22.2,34.4,32.2,11.1
E00134753,7.2,40.3,41,11.5
E00134754,13.2,56.6,25.5,4.7
E00134755,7.9,60.4,28.7,3
E00134756,8.3,45.5,32.2,14
E00134757,10.4,38.9,34,16.7
E00134758,4.8,47.6,39.3,8.3
E00134759,18.4,53.5,21.9,6.1
E00134760,14.1,47.7,28.1,10.2
E00134761,6.1,34.1,37.9,22
E00134762,10.2,42.2,27.3,20.3
E00134763,12.2,37.4,43.5,6.8
E00134764,3.3,39.7,38,19
E00134765,11.4,46.3,29.3,13
E00134766,11.8,43.3,32.3,12.6
E00134783,5,38.1,31.9,25
E00134784,4.3,30.9,41.5,23.4
E00134787,12.8,49.4,29.7,8.1
E00134788,6.4,33.9,30.3,29.4
E00134789,16.8,51.2,22.4,9.6
E00134790,15.4,46.2,26.9,11.5
E00134791,18.3,39.7,31,11.1
E00134792,5.9,40.3,42.9,10.9
E00134793,39.7,43.2,14.4,2.7
E00134794,16.7,43.3,27.5,12.5
E00134795,19.7,42.3,29.9,8
E00134796,15.3,51.1,21.4,12.2
E00134797,16,44.5,29.4,10.1
E00134798,15.3,43.5,34.4,6.9
E00134799,11.4,40.7,35,13
E00134800,10,52.5,30,7.5
E00134801,7.7,42.3,33.1,16.9
E00134802,18.1,42.9,29.5,9.5
E00134803,21.1,47.7,26.6,4.7
E00134804,13,50.4,26.7,9.9
E00134805,26.2,50,20.5,3.3
E00134806,11.7,43.8,27.3,17.2
E00134807,8.7,40.6,27.5,23.2
E00134808,14.4,51.4,24.3,9.9
E00134809,13.1,41,36.9,9
E00134810,13,39.8,36.6,10.6
E00134811,13.2,43.4,31.6,11.8
E00134812,14.3,35.3,32.3,18
E00134813,10.4,45.5,30.6,13.4
E00134814,7.7,39.3,43.5,9.5
E00134815,10.1,33.3,37,19.6
E00134816,11.4,45.5,31.1,12.1
E00134817,16.5,48.9,25.9,8.6
E00134818,29.7,38.6,22.1,9.7
E00134819,21.3,54.1,17.2,7.4
E00134820,11.7,41.4,32.8,14.1
E00134821,11.1,46.2,29.9,12.8
E00134822,9.4,41.1,39.4,10
E00134823,11.6,49.6,26.4,12.4
E00134824,12.7,42.4,31.4,13.6
E00134825,12.7,50.8,28.8,7.6
E00134859,11.9,44.8,32.1,11.2
E00134860,14.3,42.9,34.8,8
E00134861,8.1,51,34.9,6
E00134862,9.7,50.7,29.1,10.4
E00134863,12.4,45.1,33.2,9.3
E00134864,7.7,47.7,35.4,9.2
E00134865,16,40.3,34.7,9
E00134866,3.7,54.1,33.3,8.9
E00134867,22.4,43.3,27.6,6.7
E00134868,12.4,36.5,33.6,17.5
E00134869,6.3,46,34.9,12.7
E00134870,9.6,44.8,29.6,16
E00134871,10.4,50.4,32.6,6.7
E00134872,14,46.2,30.1,9.8
E00134873,8.4,40.5,39.7,11.5
E00134874,8.4,45.5,33.7,12.4
E00134875,7.8,51.3,32.2,8.7
E00134876,14.3,49.7,31.1,5
E00134877,12.3,50,27.2,10.5
E00134878,5.4,46.9,39.2,8.5
E00134879,27.6,47.6,23.8,1
E00134880,16.5,47.1,24,12.4
E00134882,13.5,41.3,32.5,12.7
E00134883,11.2,45.7,25.9,17.2
E00134884,19.5,43.4,26.5,10.6
E00134885,7.7,30.1,42.6,19.7
E00134887,7.1,43.5,37,12.3
E00134888,2.8,28.7,47.2,21.3
E00134889,11.3,39.6,38.7,10.4
E00134892,0,27.8,49.4,22.8
E00134902,9.2,45,28.3,17.5
E00134905,20.3,47.2,20.3,12.2
E00134906,6.3,34.9,42.9,15.9
E00134907,4.3,41.7,35.7,18.3
