areacd,passports_all_4a-001,passports_all_4a-002,passports_all_4a-003
E00134564,74.7,1,24.3
E00134565,67.5,0.3,32.2
E00134566,85.5,3,11.5
E00134718,85.2,3,11.8
E00134748,75.6,1.8,22.6
E00134749,83,1.3,15.7
E00134750,80.5,2.1,17.4
E00134751,92.1,1.3,6.6
E00134752,85,3.9,11.2
E00134753,84.4,2.2,13.4
E00134754,70.8,12.9,16.3
E00134755,72.5,15.7,11.8
E00134756,71.8,7.9,20.2
E00134757,73.5,2.1,24.4
E00134758,80,5.7,14.3
E00134759,66,2.7,31.3
E00134760,80.9,0.4,18.7
E00134761,82.9,0.9,16.1
E00134762,86.7,1.8,11.4
E00134763,85.4,3.1,11.4
E00134764,80.4,1.4,18.2
E00134765,88.1,0.7,11.2
E00134766,76.3,4.8,18.9
E00134783,85.6,2.7,11.8
E00134784,85.2,2.1,12.7
E00134787,78.3,4.5,17.2
E00134788,90,4.1,5.8
E00134789,79.3,0.8,19.8
E00134790,76.3,3.3,20.4
E00134791,85.6,1.5,12.9
E00134792,83.1,1.8,15.1
E00134793,70.6,1.9,27.5
E00134794,82.5,5.1,12.5
E00134795,75,0.7,24.3
E00134796,75.2,2.2,22.6
E00134797,76.7,0.8,22.6
E00134798,84.8,1.4,13.8
E00134799,77.8,2.3,19.9
E00134800,75.9,1.2,23
E00134801,80.9,3,16.2
E00134802,71.4,4.5,24.1
E00134803,68.8,6.8,24.3
E00134804,68.6,5.3,26.1
E00134805,73.9,5.1,20.9
E00134806,82,1.8,16.2
E00134807,78.9,3.4,17.7
E00134808,81.1,3.5,15.4
E00134809,75.9,1.8,22.3
E00134810,76.1,5.4,18.5
E00134811,78.5,5.6,15.9
E00134812,85.2,6.9,7.9
E00134813,81.7,4.1,14.2
E00134814,81.9,6.8,11.3
E00134815,78.2,4.7,17.1
E00134816,88.2,2,9.8
E00134817,67.6,16.4,16
E00134818,82.1,2.6,15.3
E00134819,73.7,9.3,17
E00134820,76,5.5,18.5
E00134821,79.9,5,15.1
E00134822,80.1,8.7,11.2
E00134823,79,7.2,13.8
E00134824,80.9,7.8,11.3
E00134825,79,5.2,15.7
E00134859,89.1,1.5,9.5
E00134860,79.7,3.4,16.9
E00134861,84.1,6,9.9
E00134862,77.7,4.1,18.3
E00134863,79.4,5.7,14.9
E00134864,85.8,1.7,12.5
E00134865,81.2,3.2,15.5
E00134866,75.8,5.6,18.6
E00134867,78.9,1.9,19.2
E00134868,82.6,3.3,14.1
E00134869,92.1,2.1,5.9
E00134870,91.4,2.2,6.3
E00134871,80.9,4.9,14.2
E00134872,85.7,3.2,11.1
E00134873,82.5,3.6,13.9
E00134874,85.9,2.3,11.8
E00134875,75,1.9,23.1
E00134876,72,6.6,21.4
E00134877,85.2,2.9,11.9
E00134878,83.8,0,16.2
E00134879,69.8,4.2,25.9
E00134880,77.1,3.3,19.6
E00134882,79.1,3.4,17.5
E00134883,79.3,2.9,17.8
E00134884,79.9,0,20.1
E00134885,86.7,3.2,10.1
E00134887,90.3,1.5,8.3
E00134888,86.9,2.2,10.8
E00134889,78,3.7,18.3
E00134892,92.2,2,5.8
E00134902,79.6,0.4,20
E00134905,66.2,0,33.8
E00134906,87.3,0.3,12.3
E00134907,88,2.2,9.8
E00134908,73.7,2.5,23.7
E00134909,86.2,2.7,11.2
E00134910,82.9,2.2,14.9
E00134911,77.6,3.6,18.8
E00134912,87.6,0.8,11.6
E00134913,80.2,2.2,17.6
E00134914,86.2,3.5,10.4
E00134915,88.8,0,11.2
E00134916,88,0.8,11.3
E00134917,84.7,0.4,14.9
E00134918,82.1,0.3,17.6
E00134919,83.5,2.9,13.6
E00134920,82.1,0.7,17.2
E00134921,85.7,0.4,13.9
E00134922,77.6,2.8,19.6
E00134923,81.4,1.6,17
E00134924,78.5,6.8,14.8
E00134925,79.7,2.6,17.6
E00134926,77.1,1.6,21.3
E00134927,74.3,4,21.7
E00134928,82.1,3.4,14.5
E00134929,84.9,5.2,9.8
E00134930,82.6,4.6,12.9
E00134931,80.4,3.7,15.9
E00134932,86.7,0,13.3
E00134933,88.8,2.1,9.1
E00134934,80.7,2.8,16.5
E00134935,83.2,2.2,14.6
E00134936,76.8,2.8,20.4
E00134937,83,2,15
E00134938,64.5,6.1,29.4
E00134939,80.9,2.3,16.8
E00134940,86,1.5,12.5
E00134941,83.9,1.2,15
E00134942,84,2.3,13.7
E00134943,74.5,2,23.5
E00134944,76,4.1,19.9
E00134945,67.4,2.5,30.1
E00134946,79.2,3.1,17.7
E00134947,85.3,5,9.7
E00134948,85,3.5,11.5
E00134949,66.3,2,31.7
E00134950,71.7,3.5,24.8
E00134952,79.5,1.9,18.6
E00134953,72.5,2.4,25.1
E00134954,87.1,0.6,12.3
E00134955,75.5,4.4,20.1
E00134956,72.2,2.4,25.3
E00134957,84.4,1.2,14.3
E00134958,81.9,3,15.1
E00134959,81.6,5.6,12.8
E00134960,84.6,1.2,14.2
E00134962,85.1,0.4,14.5
E00134963,81.4,1.8,16.7
E00134964,79.8,2.3,17.9
E00134965,80.3,1.3,18.4
E00134966,88.5,1.8,9.7
E00134967,70,3,27
E00134968,89.5,3.6,6.9
E00134969,79,6.1,15
E00134970,75.1,6.8,18.1
E00134971,94.7,0.5,4.8
E00134972,80.3,2,17.6
E00134973,83.7,7.2,9.1
E00134974,84.6,1.5,13.9
E00134975,87.3,0.6,12
E00134976,81.7,7.1,11.2
E00134977,65.8,20.3,13.9
E00134978,86.6,0.7,12.7
E00134979,80.5,3.9,15.6
E00134980,81.9,1.9,16.2
E00134981,88.2,1.8,10
E00134982,86.7,2.8,10.6
E00134983,87.2,0.3,12.5
E00134984,86.9,1.6,11.5
E00134985,83.5,0.4,16.1
E00134986,77.3,0.4,22.3
E00134987,83.9,0.4,15.7
E00134988,92.9,1.1,6.1
E00134989,85.2,4.1,10.7
E00134990,81.1,1.5,17.4
E00134991,84.7,3,12.3
E00134992,80.1,0.3,19.5
E00134993,93.2,4,2.8
E00134994,84.9,2.3,12.8
E00134995,71.7,10.6,17.7
E00134996,84.4,1.9,13.7
E00134997,84.2,2.9,12.9
E00134998,90.4,0,9.6
E00134999,80.9,4.4,14.7
E00135000,81.4,6.2,12.4
E00135001,79.3,2.5,18.1
E00135002,76,2.5,21.5
E00135003,82,0.7,17.3
E00135004,85.5,2.7,11.8
E00135005,86.4,2.6,11
E00135006,83.3,2.5,14.2
E00135007,86.9,3.3,9.8
E00135008,87.9,2.9,9.3
E00135009,73,2.4,24.6
E00135010,80.1,7,12.9
E00135011,82.8,1.1,16.1
E00135012,72.7,1.4,25.9
E00135013,71.3,6.3,22.4
E00135014,85.5,3.4,11.1
E00135015,71.4,1,27.7
E00135016,77.7,2.3,20
E00135017,82.8,4,13.2
E00135018,86.3,2.9,10.9
E00135019,80.6,0.4,19
E00135020,77.1,5.3,17.6
E00135021,80.5,5.2,14.3
E00135022,80,0,20
E00135023,87.3,3.6,9.1
E00135024,85.6,2.8,11.6
E00135025,81,1.3,17.7
E00135026,78.5,6.3,15.1
E00135027,87.9,5.7,6.4
E00135028,89.2,5.6,5.3
E00135029,78.9,3.1,17.9
E00135030,83.3,4.4,12.3
E00135031,85.3,7.2,7.5
E00135032,84.3,4.7,11
E00135033,73.2,6.1,20.7
E00135034,85.7,6.3,8
E00135035,84.3,1.1,14.6
E00135037,71.1,6.7,22.1
E00135038,79.7,4.1,16.2
E00135039,79.1,3.1,17.9
E00135040,91.5,1.7,6.8
E00135041,88.2,4.6,7.2
E00135042,75.8,6.1,18.1
E00135043,90.9,2.8,6.3
E00135044,87.5,4.9,7.6
E00135045,85.3,4.4,10.3
E00135046,92.3,3.5,4.1
E00135047,88.9,5.9,5.2
E00135048,79.9,2.7,17.4
E00135049,85.4,1.4,13.1
E00135050,79.3,3.5,17.2
E00135051,83.1,0.3,16.6
E00135052,76.7,3.1,20.2
E00135056,84.7,0.5,14.8
E00136233,69.6,7.1,23.3
