areacd,national_identity_all_4a-001,national_identity_all_4a-002,national_identity_all_4a-003
E00134564,97.1,0.4,2.5
E00134565,99.2,0.3,0.6
E00134566,98,0,2
E00134718,94,2,4
E00134748,97.2,1,1.8
E00134749,98.1,1.1,0.8
E00134750,96.2,1.2,2.6
E00134751,95.4,2.3,2.3
E00134752,93.2,2.9,3.9
E00134753,97.3,1.1,1.6
E00134754,87.1,0.6,12.4
E00134755,84.1,5,10.9
E00134756,92.5,0,7.5
E00134757,98.5,0.6,0.9
E00134758,94.3,0.6,5.1
E00134759,96.9,0,3.1
E00134760,100,0,0
E00134761,98.1,0.9,0.9
E00134762,97.4,0.4,2.2
E00134763,93.7,3.7,2.6
E00134764,98,0.3,1.7
E00134765,96,0,4
E00134766,93.2,1.8,5
E00134783,94.1,1.3,4.5
E00134784,97.5,0,2.5
E00134787,94.8,0.7,4.5
E00134788,96.2,0.8,2.9
E00134789,99.6,0,0.4
E00134790,96.7,0,3.3
E00134791,98.2,0.4,1.5
E00134792,97.9,0,2.1
E00134793,98.1,0.4,1.5
E00134794,95.3,0.8,3.9
E00134795,98.9,0.7,0.4
E00134796,98.1,0.4,1.5
E00134797,99.2,0,0.8
E00134798,96.8,0.4,2.8
E00134799,96.8,0.3,2.9
E00134800,98.8,0,1.2
E00134801,95.4,0.7,4
E00134802,94.8,1.1,4.1
E00134803,93.9,1.1,4.9
E00134804,93.4,2.3,4.3
E00134805,92.7,0.9,6.5
E00134806,96.1,0.4,3.5
E00134807,98,0,2
E00134808,92.9,0.4,6.7
E00134809,97.9,1.4,0.7
E00134810,93.1,1.8,5.1
E00134811,94.4,1.5,4.1
E00134812,92.7,0.9,6.3
E00134813,97.5,0.6,1.9
E00134814,92.2,1.3,6.5
E00134815,93.8,1.9,4.3
E00134816,97.6,0.3,2
E00134817,87.2,0.4,12.5
E00134818,94.8,1.1,4.1
E00134819,89.4,2.1,8.6
E00134820,92.3,1.2,6.4
E00134821,93.9,0.8,5.3
E00134822,90.9,0.7,8.4
E00134823,93.5,3.3,3.3
E00134824,89.9,1.2,8.9
E00134825,94.4,0.8,4.8
E00134859,97.8,1.1,1.1
E00134860,93.6,4.3,2.1
E00134861,93.4,0,6.6
E00134862,94.2,0.6,5.2
E00134863,93.9,0.9,5.1
E00134864,98.3,0.3,1.4
E00134865,95.3,0.6,4.1
E00134866,91.6,3.8,4.7
E00134867,98.5,0.4,1.2
E00134868,97,1,2
E00134869,98.3,0,1.7
E00134870,97.4,0.4,2.2
E00134871,93.1,3.1,3.8
E00134872,98.1,0,1.9
E00134873,93.1,2.3,4.6
E00134874,96.4,1,2.6
E00134875,96.5,1.5,1.9
E00134876,95,0.3,4.7
E00134877,95.1,2.5,2.5
E00134878,97.9,1.7,0.3
E00134879,95.8,1,3.1
E00134880,98.8,0,1.2
E00134882,94,2.6,3.4
E00134883,95.6,2.2,2.2
E00134884,99.6,0.4,0
E00134885,94.9,2.1,3
E00134887,95.9,2.3,1.7
E00134888,95.9,1.1,3
E00134889,96.3,1.2,2.5
E00134892,94.5,4.5,1
E00134902,99.2,0.4,0.4
E00134905,99.2,0.4,0.4
E00134906,100,0,0
E00134907,95.3,1.8,2.9
E00134908,97,0,3
E00134909,96.9,0.4,2.7
E00134910,97.5,0.4,2.2
E00134911,95.4,1.1,3.5
E00134912,96.7,0,3.3
E00134913,97.8,0.3,1.9
E00134914,95.9,1.6,2.5
E00134915,99.3,0.4,0.4
E00134916,97.4,1.9,0.7
E00134917,97.6,0.4,2
E00134918,99.3,0.7,0
E00134919,96.5,0,3.5
E00134920,98.5,0.7,0.7
E00134921,98.5,1.1,0.4
E00134922,97.2,1.2,1.6
E00134923,98,0.3,1.6
E00134924,92.6,0,7.4
E00134925,96.7,2,1.3
E00134926,96.9,0.9,2.2
E00134927,94.9,0.7,4.4
E00134928,94.7,2,3.3
E00134929,91.7,2,6.3
E00134930,92.9,1.7,5.4
E00134931,93.6,1.4,5.1
E00134932,97.6,1.9,0.5
