geography_code,migrant_ind-000,migrant_ind-001,migrant_ind-002,migrant_ind-003
W00003361,94,0,5.7,0.3
W00003362,91.9,0.5,7.7,0
W00003363,90.2,0,9.8,0
W00003364,94.8,0,4.8,0.3
W00003365,85.4,0.3,13.9,0.3
W00003366,94.4,0.9,4.7,0
W00003367,90.6,0,9.1,0.3
W00003368,87.7,0,11.9,0.4
W00003369,92.3,1.3,6.4,0
W00003370,93.8,0,5.6,0.6
W00003372,93.9,0,5.8,0.3
W00003373,90,0,10,0
W00003374,90,0,10,0
W00003375,92.3,0,7.7,0
W00003376,92.4,0.4,7.2,0
W00003377,90.9,0.7,8.4,0
W00003378,95.8,0,4.2,0
W00003379,92.3,0,7.7,0
W00003380,87.2,0,12.1,0.7
W00003381,93.3,0,6.7,0
W00003382,93.6,0,6,0.3
W00003383,93.3,0,5.9,0.8
W00003384,89.8,0.5,9.7,0
W00003385,84.8,0.3,14.5,0.3
W00003386,92.5,0.4,6.7,0.4
W00003387,94.4,0.6,4.7,0.3
W00003388,89.7,0,10,0.3
W00003389,92.2,0,7.5,0.3
W00003390,88.3,0.7,11,0
W00003391,97.3,0,2.7,0
W00003392,94.2,0,5.8,0
W00003393,88.1,0,11.9,0
W00003394,91.7,0.3,8,0
W00003395,93.2,0,6.8,0
W00003396,96.6,0.3,3.1,0
W00003397,85.3,0,11.9,2.8
W00003398,88.4,0,10.6,1
W00003414,91,0.4,8.6,0
W00003415,93.8,0,6.2,0
W00003416,95.6,0,4.4,0
W00003418,93.5,0.3,6.2,0
W00003419,94.4,0,5.6,0
W00003422,89.7,0.7,9.5,0
W00003423,94.5,0,4.9,0.5
W00003497,93.6,0.7,5.7,0
W00003498,91.8,0,8.2,0
W00003499,94.3,0,5.2,0.5
W00003500,91.9,0,8.1,0
W00003501,88.4,0.9,8.4,2.3
W00003502,96.1,0.4,3.6,0
W00003503,87.6,0,11.8,0.5
W00003504,90.3,0,8.7,1
W00003505,95.3,0,4.7,0
W00003506,93.7,0,6.3,0
W00003507,95.3,0,4.7,0
W00003508,93.9,0,6.1,0
W00003509,94,0,6,0
W00003510,87.8,0.3,11.5,0.3
