geography_code,country_of_birth_3a-001,country_of_birth_3a-002
E00071239,94.1,5.9
E00071240,94.7,5.3
E00071241,92.8,7.2
E00071242,92.8,7.2
E00071243,84.2,15.8
E00071244,77.9,22.1
E00071245,82,18
E00071246,81,19
E00071247,74.9,25.1
E00071248,87.5,12.5
E00071249,86.8,13.2
E00071250,81.3,18.7
E00071251,86.1,13.9
E00071252,83.1,16.9
E00071253,83.5,16.5
E00071254,92.8,7.2
E00071255,97.7,2.3
E00071256,94.4,5.6
E00071257,91.2,8.8
E00071258,79.9,20.1
E00071259,84.5,15.5
E00071260,60.8,39.2
E00071281,76.9,23.1
E00071282,93.5,6.5
E00071283,87.3,12.7
E00071284,89.1,10.9
E00071285,92.6,7.4
E00071286,93.7,6.3
E00071287,87.8,12.2
E00071288,96.1,3.9
E00071289,88.7,11.3
E00071290,92.9,7.1
E00071292,76.1,23.9
E00071293,91,9
E00071294,89.7,10.3
E00071295,85.5,14.5
E00071296,81.1,18.9
E00071297,83,17
E00071298,92.6,7.4
E00071299,96.7,3.3
E00071300,89.2,10.8
E00071301,93.2,6.8
E00071305,94.4,5.6
E00071306,93.7,6.3
E00071307,87.6,12.4
E00071309,97.7,2.3
E00071310,84.9,15.1
E00071312,88.7,11.3
E00071315,96.1,3.9
E00071324,98.4,1.6
E00071329,93,7
E00071449,95.4,4.6
E00071467,95.4,4.6
E00071468,94.5,5.5
E00071469,98.2,1.8
E00071471,83.8,16.2
E00071472,92,8
E00071473,91.4,8.6
E00071474,89.8,10.2
E00071475,96.7,3.3
E00071476,95.6,4.4
E00071478,88.4,11.6
E00071479,89.6,10.4
E00071480,92.3,7.7
E00071486,94.2,5.8
E00071503,96.7,3.3
E00071504,91.5,8.5
E00071505,89.5,10.5
E00071506,89.1,10.9
E00071507,92.7,7.3
E00071508,96.6,3.4
E00071509,97.6,2.4
E00071510,92.6,7.4
E00071511,94,6
E00071513,92.8,7.2
E00071516,96.3,3.7
E00071517,98.2,1.8
E00071519,95.7,4.3
E00071521,89.8,10.2
E00071522,83.6,16.4
E00071524,85.2,14.8
E00071527,97.8,2.2
E00071528,90.1,9.9
E00071529,90.7,9.3
E00071532,76.9,23.1
E00071533,81.2,18.8
E00071534,79.1,20.9
E00071536,58.6,41.4
E00071537,82.1,17.9
E00071538,85,15
E00071604,97.6,2.4
E00071606,86.6,13.4
E00071607,89.4,10.6
E00071608,89.4,10.6
E00071609,90.5,9.5
E00071611,85.8,14.2
E00071612,88.6,11.4
E00071613,90.8,9.2
E00071614,80.3,19.7
E00071615,91.3,8.7
E00071616,90.4,9.6
E00071617,93.1,6.9
E00071618,83.4,16.6
E00071621,96.3,3.7
E00071622,91.8,8.2
E00071623,96.1,3.9
E00071624,85.6,14.4
E00071625,94.8,5.2
E00071626,96.7,3.3
E00071627,96.9,3.1
E00071628,95.1,4.9
E00071629,92.7,7.3
E00071630,93,7
E00071631,93.9,6.1
E00071650,85.9,14.1
E00071651,52,48
E00071652,79.1,20.9
E00071653,79.7,20.3
E00071654,86.1,13.9
E00071655,90.7,9.3
E00071656,85.6,14.4
E00071657,93.1,6.9
E00071658,70.6,29.4
E00071659,94,6
E00071660,92.2,7.8
E00071661,92.7,7.3
E00071662,45,55
E00071663,71.8,28.2
E00071664,72.5,27.5
E00071665,47.7,52.3
E00071666,77.6,22.4
E00071667,71.3,28.7
E00071668,73.6,26.4
E00071669,83.4,16.6
E00071670,81.3,18.7
E00071671,89.2,10.8
E00071672,88.3,11.7
E00071673,81.5,18.5
E00071674,90.4,9.6
E00071675,92.9,7.1
E00071676,85.5,14.5
E00071677,77.3,22.7
E00071678,83.9,16.1
E00071691,90.3,9.7
E00071695,92.3,7.7
E00146813,96.9,3.1
E00146816,96.6,3.4
E00146817,94.6,5.4
E00146818,94.4,5.6
E00146819,93.2,6.8
E00146906,93.7,6.3
E00146907,96.5,3.5
E00146911,96.8,3.2
E00146918,96.9,3.1
E00146919,99.2,0.8
E00146920,96.4,3.6
E00146921,92.7,7.3
E00146922,97.3,2.7
E00146923,95.8,4.2
E00146951,98.1,1.9
E00146952,96.4,3.6
E00146953,97.8,2.2
E00146954,99,1
E00146955,95.9,4.1
E00146956,97,3
E00146957,88.8,11.2
E00146958,97.1,2.9
E00146959,96.9,3.1
E00146960,97.1,2.9
E00146961,95.9,4.1
E00146962,93.3,6.7
E00146964,94.6,5.4
E00146966,97.6,2.4
E00146967,95.1,4.9
E00146968,92.4,7.6
E00146969,95.5,4.5
E00146972,92.9,7.1
E00146974,96.6,3.4
E00151089,97.8,2.2
E00173114,87.5,12.5
E00173117,89.9,10.1
E00173128,94.7,5.3
E00174579,81.8,18.2
E00174585,95,5
E00187167,96,4
E00187179,97.7,2.3
E00187183,92.4,7.6
E00187205,95.3,4.7
E00187207,95.5,4.5
E00187211,87.1,12.9
E00187213,93.6,6.4
E00187216,92.5,7.5
E00187240,95.9,4.1
E00187261,92.6,7.4
E00187266,87.5,12.5
E00187278,82.3,17.7
E00187280,87.5,12.5
E00187283,95.2,4.8
E00187288,92,8
E00187299,94.9,5.1
E00187304,86.5,13.5
E00187311,86.2,13.8
E00187319,95.5,4.5
