geography_code,english_proficiency_4a-001,english_proficiency_4a-002,english_proficiency_4a-003
E00071239,98.8,1.2,0
E00071240,99,0.7,0.3
E00071241,96.3,2.6,1.1
E00071242,97.9,1.8,0.4
E00071243,90.6,6.8,2.6
E00071244,90.1,8.6,1.3
E00071245,85,11.5,3.5
E00071246,91,6,3
E00071247,84.8,11.4,3.8
E00071248,93.3,4.9,1.7
E00071249,94.2,4.5,1.3
E00071250,89.4,9.2,1.3
E00071251,92.3,6.7,1
E00071252,89.5,8.7,1.7
E00071253,93.9,4.6,1.4
E00071254,98.1,1.5,0.4
E00071255,99.3,0.7,0
E00071256,95.1,4.5,0.4
E00071257,94.4,4.4,1.2
E00071258,86.5,11.2,2.2
E00071259,92,5.8,2.2
E00071260,75.4,17.7,6.9
E00071281,89.3,8.3,2.4
E00071282,95.2,4.4,0.4
E00071283,93.6,4.6,1.8
E00071284,93.3,4.9,1.8
E00071285,96.6,2.4,1
E00071286,96,2.9,1.1
E00071287,93.2,5.3,1.5
E00071288,99.2,0.8,0
E00071289,92.5,7.2,0.3
E00071290,96.1,2.9,1
E00071292,85.9,10.4,3.6
E00071293,93.3,5.3,1.4
E00071294,92.2,7.1,0.7
E00071295,88.6,8.3,3.2
E00071296,87.1,9.4,3.6
E00071297,89.4,7.1,3.5
E00071298,96.5,3.5,0
E00071299,99.3,0.7,0
E00071300,91.7,7.8,0.5
E00071301,97.1,2.9,0
E00071305,97.7,1.9,0.3
E00071306,95.4,2.9,1.7
E00071307,92,6.5,1.5
E00071309,98.6,1.4,0
E00071310,88.6,9.5,1.9
E00071312,93.8,4.8,1.4
E00071315,98,1.5,0.5
E00071324,99.3,0.3,0.3
E00071329,98,1.3,0.7
E00071449,99.1,0.9,0
E00071467,97.1,1.8,1.1
E00071468,96.2,3,0.8
E00071469,99.6,0.4,0
E00071471,86.9,9.8,3.3
E00071472,97.7,1.9,0.4
E00071473,94.5,3.9,1.6
E00071474,95.8,2.3,1.9
E00071475,98,1,1
E00071476,97.7,2.3,0
E00071478,92.4,7,0.6
E00071479,94.8,5.2,0
E00071480,95.1,4.9,0
E00071486,97.1,2.6,0.4
E00071503,99.1,0.9,0
E00071504,94.6,4.9,0.4
E00071505,92.9,4.3,2.7
E00071506,94.4,4,1.6
E00071507,94.8,3.3,1.9
E00071508,99.6,0.4,0
E00071509,98.5,1.5,0
E00071510,97,1.5,1.5
E00071511,98.6,1.4,0
E00071513,95.4,4.6,0
E00071516,99.1,0.9,0
E00071517,99.4,0.6,0
E00071519,98.7,1,0.3
E00071521,96.2,2.9,1
E00071522,91.8,7.5,0.7
E00071524,93.9,5.6,0.5
E00071527,98.9,0.6,0.6
E00071528,94.2,4.8,1
E00071529,93.4,5.6,1
E00071532,86.5,12.2,1.4
E00071533,89.6,9.3,1.1
E00071534,84.7,11.7,3.6
E00071536,75.2,21.6,3.2
E00071537,88.1,9.3,2.6
E00071538,88.6,9.8,1.6
E00071604,99,1,0
E00071606,92.9,4.6,2.5
E00071607,94.9,4.3,0.8
E00071608,95.1,4.6,0.3
E00071609,95.5,3.3,1.2
E00071611,90.9,8.2,0.9
E00071612,93.9,3.9,2.2
E00071613,94,5.7,0.3
E00071614,87.2,10.7,2
E00071615,97.7,1.1,1.1
E00071616,96.2,3.6,0.2
E00071617,97.2,1.9,0.9
E00071618,90.9,8.5,0.7
E00071621,96.1,3.9,0
E00071622,96,3.7,0.4
E00071623,98.1,1.1,0.8
E00071624,90.9,6.7,2.4
E00071625,98.3,1.7,0
E00071626,99.6,0,0.4
E00071627,98.8,1.2,0
E00071628,98.3,1.3,0.3
E00071629,98,0.5,1.5
E00071630,96.3,3.3,0.4
E00071631,97.8,1.5,0.7
E00071650,92.3,7.1,0.7
E00071651,62.7,32,5.3
E00071652,86.4,10.5,3.1
E00071653,87.6,10.3,2.1
E00071654,92.9,6.2,0.9
E00071655,94.7,4.3,0.9
E00071656,90.5,8.4,1.1
E00071657,98,1.8,0.3
E00071658,85,10.7,4.3
E00071659,100,0,0
E00071660,94.9,3.6,1.5
E00071661,96.2,3.4,0.3
E00071662,66.3,29.5,4.3
E00071663,81.1,17.5,1.4
E00071664,84.2,12.5,3.3
E00071665,63.8,32.9,3.4
E00071666,88.7,9.6,1.7
E00071667,81.6,14.7,3.7
E00071668,84,12.2,3.9
E00071669,93.1,5.4,1.5
E00071670,89.4,9.3,1.3
E00071671,93.5,6.2,0.3
E00071672,91.9,6.2,1.9
E00071673,89.2,8,2.8
E00071674,94.8,4.1,1.1
E00071675,97.6,2.2,0.2
E00071676,90,6.7,3.2
E00071677,84.1,14.3,1.6
E00071678,90.2,8.3,1.5
E00071691,94,5.1,0.9
E00071695,94.4,4.5,1.1
E00146813,99,1,0
E00146816,99.3,0.3,0.3
E00146817,98.5,1.5,0
E00146818,100,0,0
E00146819,99.3,0.7,0
E00146906,98.1,1,1
E00146907,100,0,0
E00146911,99.6,0.4,0
E00146918,100,0,0
E00146919,100,0,0
E00146920,99.5,0.5,0
E00146921,100,0,0
E00146922,99.4,0.6,0
E00146923,99.6,0.4,0
E00146951,100,0,0
E00146952,98.3,1.4,0.3
E00146953,99.6,0.4,0
E00146954,100,0,0
E00146955,98.9,1.1,0
E00146956,99.5,0,0.5
E00146957,96.5,2.9,0.6
E00146958,99.6,0.4,0
E00146959,100,0,0
E00146960,99.7,0.3,0
