geography_code,accommodation_type_3a-001,accommodation_type_3a-002,accommodation_type_3a-003
E00082123,20.4,3.5,76.1
E00082124,80.5,1.5,17.9
E00082125,81.8,15.5,2.7
E00082126,98.6,1.4,0
E00082127,93.9,5.3,0.9
E00082130,86.3,11.3,2.4
E00082188,100,0,0
E00082189,94.6,5.4,0
E00082190,96.6,3.4,0
E00082191,100,0,0
E00082192,99.3,0.7,0
E00082281,70.5,29.5,0
E00082282,100,0,0
E00082283,100,0,0
E00082284,99.1,0.9,0
E00082285,98.4,1.6,0
E00082286,98.3,1.7,0
E00082287,92.7,7.3,0
E00082288,99.1,0.9,0
E00082289,93.2,6.8,0
E00082290,85.6,14.4,0
E00082291,99,1,0
E00082292,89.8,10.2,0
E00082293,89.1,10.9,0
E00082294,89.9,10.1,0
E00082295,99.2,0.8,0
E00082296,91.7,8.3,0
E00082297,80.7,19.3,0
E00082298,68.3,31.7,0
E00082299,96.9,3.1,0
E00082302,99.2,0.8,0
E00082303,91,9,0
E00082306,99.3,0.7,0
E00082307,99.2,0.8,0
E00082308,81.7,18.3,0
E00082309,96,4,0
E00082310,57.9,42.1,0
E00082311,92.5,7.5,0
E00082312,45.4,54.6,0
E00082313,99.1,0.9,0
E00082314,86,14,0
E00082336,91.8,4.9,3.3
E00082371,98.1,1.9,0
E00082372,68,31.2,0.8
E00082373,62.1,37.9,0
E00082374,98.2,1.8,0
E00082376,99.3,0,0.7
E00082378,70.8,29.2,0
E00082379,85.9,14.1,0
E00082380,91.5,8.5,0
E00082381,78.4,21.6,0
E00082382,96.3,3.7,0
E00082383,88.2,0,11.8
E00082384,98.3,1.7,0
E00082392,76.6,23.4,0
E00082401,91,9,0
E00082402,48.9,50,1.1
E00082403,83,17,0
E00082404,47.7,52.3,0
E00082435,40,60,0
E00082436,90.6,9.4,0
E00082438,85.9,14.1,0
E00082439,97.7,2.3,0
E00082440,88.2,11,0.8
E00082441,30.1,69.9,0
E00082442,76.7,23.3,0
E00082444,100,0,0
E00082445,97.5,2.5,0
E00082446,88.5,11.5,0
E00082447,86.1,13.9,0
E00082448,86.8,13.2,0
E00082449,79.4,20.6,0
E00082450,79.7,20.3,0
E00082451,90.5,9.5,0
E00082452,82.3,17.7,0
E00082479,85,15,0
E00082482,96.4,3.6,0
E00082485,98.5,1.5,0
E00082496,100,0,0
E00082497,67,33,0
E00082498,92.5,7.5,0
E00082499,86.7,13.3,0
E00082500,88.2,11.8,0
E00082501,92.7,7.3,0
E00082502,100,0,0
E00082519,100,0,0
E00082520,99.2,0.8,0
E00082524,88.7,11.3,0
E00082527,82,18,0
E00082529,94.5,5.5,0
E00082530,100,0,0
E00082564,24.9,75.1,0
E00082565,33.3,66.7,0
E00082573,3.6,94.6,1.8
E00082577,84.7,15.3,0
E00082578,34.2,65.8,0
E00082579,51,49,0
E00082580,96.1,3.9,0
E00114244,78.5,21.5,0
E00114253,89.7,10.3,0
E00114254,72.2,27.8,0
E00114255,78.4,21.6,0
E00114256,85.6,14.4,0
E00114258,100,0,0
E00114259,100,0,0
E00114266,86.3,13.7,0
E00114267,94,6,0
E00114268,85.3,11.8,2.9
E00114269,96.2,3.8,0
E00114270,98.4,1.6,0
E00114271,99.2,0.8,0
E00114272,99.2,0.8,0
E00114273,100,0,0
E00114274,93,7,0
E00114275,63.5,36.5,0
E00114276,63.8,36.2,0
E00114277,86.4,13.6,0
E00114278,80.6,19.4,0
E00114279,100,0,0
E00114280,79.5,20.5,0
E00114281,100,0,0
E00114282,83.1,16.9,0
E00114283,83.1,16.9,0
E00114284,75.6,24.4,0
E00114285,69,30.1,0.9
E00114287,78.9,21.1,0
E00114288,83.7,16.3,0
E00114289,81.7,18.3,0
E00114290,69.4,30.6,0
E00114291,68.8,31.3,0
E00114292,59.3,40.7,0
E00114293,84.7,15.3,0
E00114294,97.6,2.4,0
E00114295,75.2,24.8,0
E00114296,100,0,0
E00114297,100,0,0
E00114298,99.1,0.9,0
E00114299,73.2,26.8,0
E00114300,93.3,6.7,0
E00114301,79.7,20.3,0
E00114302,99.3,0.7,0
E00114303,68.4,31.6,0
