geography_code,number_of_cars_5a-000,number_of_cars_5a-001,number_of_cars_5a-002,number_of_cars_5a-003
E00082123,17.4,55.6,21.5,5.6
E00082124,3.6,31.5,35,29.9
E00082125,9.6,44.9,31.6,13.9
E00082126,7.2,31.2,39.9,21.7
E00082127,3.4,29.3,40.5,26.7
E00082130,17.9,41.1,28.6,12.5
E00082188,6.8,32.2,39,22
E00082189,8.5,38.8,38.8,14
E00082190,6.2,28.3,40.7,24.8
E00082191,8.8,29.9,44.9,16.3
E00082192,6.5,25.2,51.1,17.3
E00082281,14.9,39.9,33.1,12.2
E00082282,3.7,21.3,53.7,21.3
E00082283,2.4,45.6,41.6,10.4
E00082284,13.5,44.1,29.7,12.6
E00082285,5.5,30.7,44.9,18.9
E00082286,6.7,35,46.7,11.7
E00082287,8.9,32.6,38.5,20
E00082288,4.7,36.8,38.7,19.8
E00082289,11,40.4,40.4,8.2
E00082290,10.2,42.5,32.3,15
E00082291,5.2,50.5,38.1,6.2
E00082292,6.7,33.6,41.8,17.9
E00082293,8.1,31.5,43.5,16.9
E00082294,7.9,28.8,47.5,15.8
E00082295,11.7,45,33.3,10
E00082296,2.5,29.6,49.1,18.9
E00082297,7.7,43.6,38.1,10.5
E00082298,12.9,43.5,29.9,13.6
E00082299,8.5,33.3,44.2,14
E00082302,8.1,48.4,33.1,10.5
E00082303,10,30,45.2,14.8
E00082306,8.1,41.5,37,13.3
E00082307,7.2,40.8,41.6,10.4
E00082308,32,41,19.7,7.4
E00082309,11.3,30.6,47.6,10.5
E00082310,13.1,51,30.3,5.5
E00082311,28.3,43.4,22.8,5.5
E00082312,48.3,31.7,14.2,5.8
E00082313,20.8,43.4,22.6,13.2
E00082314,12.4,50.4,31.8,5.4
E00082336,6.8,28.8,38.1,26.3
E00082371,1.8,48.2,32.1,17.9
E00082372,9.8,39.3,35.2,15.6
E00082373,8.5,48.4,35.3,7.8
E00082374,10.7,33,39.3,17
E00082376,2.9,26.3,43.8,27
E00082378,20,39.2,32.5,8.3
E00082379,14.6,28.6,45.3,11.5
E00082380,7.1,42.6,31.9,18.4
E00082381,14.9,45.5,28.4,11.2
E00082382,16,33,34.9,16
E00082383,9.7,34,37.9,18.4
E00082384,5,37,46.2,11.8
E00082392,18.4,37.6,38.3,5.7
E00082401,9.9,54.1,30.6,5.4
E00082402,31.6,46.3,18.9,3.2
E00082403,21.4,45.5,23.4,9.7
E00082404,33.5,42.6,18.8,5.1
E00082435,20.6,51.1,24.8,3.5
E00082436,10.7,37.9,40.7,10.7
E00082438,7.1,35.7,43.7,13.5
E00082439,4.5,36.8,46.6,12
E00082440,15.7,43.3,30.7,10.2
E00082441,36.9,46.7,14.8,1.6
E00082442,12.3,38.4,36.3,13
E00082444,4.7,43,39.1,13.3
E00082445,3.3,25.6,53.7,17.4
E00082446,4.6,32.3,47.7,15.4
E00082447,13,40,36.5,10.4
E00082448,24.2,45.2,22.9,7.6
E00082449,10.1,43.2,39.1,7.7
E00082450,20.3,50,25.8,3.9
E00082451,8.2,43.5,34.7,13.6
E00082452,15.3,41.2,32.8,10.7
E00082479,18,31.3,36.7,14.1
E00082482,3.6,34.3,42.1,20
E00082485,10.3,44.1,35.3,10.3
E00082496,0,49.6,34.8,15.7
E00082497,27.8,47.8,18.3,6.1
E00082498,12.1,43.6,34.2,10.1
E00082499,11.6,45,31.8,11.6
E00082500,11.3,40,36.7,12
E00082501,10.5,46,34.7,8.9
E00082502,5.7,34.3,40,20
E00082519,2.4,27.8,51.6,18.3
E00082520,0.8,48,39.8,11.4
E00082524,11.3,43.6,31.4,13.7
E00082527,7.8,40.6,40.6,10.9
E00082529,18,32,34.4,15.6
E00082530,4.3,39.7,42.2,13.8
E00082564,33.5,50.6,12.9,2.9
E00082565,32.6,44.4,19.2,3.8
E00082573,50,42.7,7.3,0
E00082577,14.5,46,29.8,9.7
E00082578,24.3,51.4,21.6,2.7
E00082579,21.6,56.2,16.3,5.9
E00082580,13.4,49.6,29.1,7.9
E00114244,12.5,50.7,28.7,8.1
E00114253,7.9,37.7,41.2,13.2
E00114254,20.9,31.8,34.5,12.7
E00114255,7.8,47.4,35.3,9.5
E00114256,7.1,32.1,44.6,16.1
E00114258,8.5,32.6,46.8,12.1
E00114259,4.9,35.2,43.4,16.4
E00114266,6.8,47.4,33.1,12.8
E00114267,7,29.9,40.6,22.5
E00114268,3,31,39,27
E00114269,0.9,19.8,46.2,33
E00114270,14.6,37.4,30.1,17.9
E00114271,6.3,28.1,49.2,16.4
E00114272,5.7,36.1,45.1,13.1
E00114273,3.3,30.8,42.5,23.3
E00114274,7.6,41.9,36,14.5
E00114275,12.9,44.8,26.7,15.5
E00114276,5.6,44.4,31.7,18.3
E00114277,10.1,45.9,32.1,11.9
E00114278,27.1,49.6,17.8,5.4
E00114279,4.9,45.9,32,17.2
E00114280,6.9,42.1,39.3,11.7
E00114281,4.1,40.2,37.7,18
E00114282,21,46.2,25.2,7.6
E00114283,11.5,37.8,39.2,11.5
E00114284,6.8,53,32.5,7.7
E00114285,28.3,42.5,23.9,5.3
E00114287,2.8,45,43.1,9.2
E00114288,8,45.3,36.5,10.2
E00114289,10.1,49.5,30.3,10.1
E00114290,29.8,41.9,22.6,5.6
E00114291,37.5,35.2,19.5,7.8
E00114292,22.6,42.6,20.9,13.9
