geography_code,number_of_cars_5a-000,number_of_cars_5a-001,number_of_cars_5a-002,number_of_cars_5a-003
E00035073,5.6,51.6,31.7,11.1
E00035074,32.8,40.1,25.5,1.5
E00035075,10.4,49,35.4,5.2
E00035076,19.4,41.9,30.2,8.5
E00035077,34.8,41.5,19.3,4.4
E00035078,29,38.9,24.1,8
E00035079,3.9,33.5,44.7,17.9
E00035080,5.5,34.4,52.3,7.8
E00035081,17.4,46.1,31.3,5.2
E00035082,14.5,43.5,30.6,11.3
E00035083,12.6,44.4,30.8,12.1
E00035084,34.1,44.2,18.6,3.1
E00035085,49.1,41.7,8.3,0.9
E00035086,6.8,47,34.1,12.1
E00035087,35.3,34.5,20.9,9.4
E00035088,4.3,35.5,43.3,17
E00035089,30.6,45.5,18.7,5.2
E00035090,19,46.4,25.5,9.2
E00035091,17.7,46.8,27,8.5
E00035092,12.1,48.3,31,8.6
E00035093,10.3,29.4,42.9,17.5
E00035094,20.4,48.1,23.5,8
E00035095,14.9,49.3,32.1,3.7
E00035096,19.1,50.4,25.2,5.2
E00035097,16.3,37.8,33.7,12.2
E00035098,16.5,52.2,30.4,0.9
E00035099,6.9,47.2,30.6,15.3
E00035100,8,32.7,46,13.3
E00035101,13.3,46.9,30.1,9.7
E00035102,10.3,49.2,34.1,6.3
E00035103,11.2,44.8,32.8,11.2
E00035104,10.9,50.9,27.3,10.9
E00035105,48,37.3,10.8,3.9
E00035106,14.2,41.6,36.3,8
E00035107,27.1,51.4,17.9,3.6
E00035108,11,41.3,33.9,13.8
E00035109,13,59.8,19.6,7.6
E00035110,10.8,49.7,30.6,8.9
E00035111,23.8,42.9,23,10.3
E00035112,10.2,41.7,37,11
E00035113,10.9,37,41.2,10.9
E00035114,15.4,41.9,33.3,9.4
E00035115,7.8,36.4,42.6,13.2
E00035116,18.6,51.3,25.7,4.4
E00035117,21.3,51.1,22,5.7
E00035118,31.5,40.5,23.4,4.5
E00035119,19.5,46.1,31.3,3.1
E00035120,34.7,39.8,22.9,2.5
E00035121,27.8,52.6,16.5,3
E00035122,7.6,41.2,39.5,11.8
E00035123,17.3,44.9,29.1,8.7
E00035124,15.7,41.7,35.4,7.1
E00035125,6.8,31.1,42.7,19.4
E00035126,5.4,38.5,37.7,18.5
E00035127,17.5,49.2,19,14.3
E00035128,4.5,33.6,45.5,16.4
E00035129,23.8,42.9,26.7,6.7
E00035130,17.4,47,30.4,5.2
E00035131,29,43.5,23.4,4
E00035132,18.2,46.7,28.5,6.6
E00035133,20,48.3,22.8,9
E00035134,14.7,54.3,19,12.1
E00035135,28.5,41.6,23.4,6.6
E00035136,22.3,43.9,20.9,12.8
E00035137,7.9,33.3,39.7,19
E00035138,20,36.6,28.3,15.2
E00035139,17.4,35.8,33.9,12.8
E00035140,21.8,41.5,25.2,11.6
E00035141,15.9,44.8,27.6,11.7
E00035142,4.6,29,48.1,18.3
E00035143,11.5,42.4,35.3,10.8
E00035144,18.8,38.5,31.6,11.1
E00035145,16.2,48.5,25.4,10
E00035146,13.7,40.5,38.9,6.9
E00035147,6.3,47.3,36.6,9.8
E00035148,16.1,45.5,26.8,11.6
E00035149,44.3,43,11.4,1.3
E00035150,13.9,38.7,35.8,11.7
E00035151,7.6,41.5,33.9,16.9
E00035152,13.6,45.5,30.3,10.6
E00035153,10.4,52.6,28.9,8.1
E00035154,7.8,45.2,33.9,13
E00035155,7.5,45.9,30.1,16.5
E00035194,34.3,38.9,23.1,3.7
E00035195,47.1,41.9,8.1,2.9
E00035196,52,37.9,7.3,2.8
E00035197,45.6,42.5,11.9,0
E00035198,39.5,45.9,6.4,8.1
E00035199,35,47.5,14.2,3.3
E00035200,32.3,47.9,17.4,2.4
E00035201,13.6,55.6,25.3,5.6
E00035202,39.8,27.8,24.1,8.3
E00035203,31.8,40.2,17.8,10.3
E00035204,15.7,51.5,28.4,4.5
E00035205,14.2,50,30,5.8
E00035206,11.2,45.6,34.4,8.8
E00035207,37,37,21.8,4.2
E00035208,33.3,36.1,28.7,1.9
E00035209,10.1,38.8,38.1,12.9
E00035210,15.3,40.5,28.2,16
E00035211,25,54.8,17.3,2.9
E00035212,9.5,35.2,44.8,10.5
E00035213,28.3,50.4,17.3,3.9
E00035214,55.1,41.1,2.8,0.9
