geography_code,number_bedrooms_5a-001,number_bedrooms_5a-002,number_bedrooms_5a-003,number_bedrooms_5a-004
E00035073,0,6.3,28.6,65.1
E00035074,17.4,29,42.8,10.9
E00035075,0,15.6,63.5,20.8
E00035076,0.8,10.2,75.8,13.3
E00035077,21.5,11.1,63,4.4
E00035078,7.8,28.3,54.8,9
E00035079,1.7,4.5,29.1,64.8
E00035080,0.8,9.2,27.7,62.3
E00035081,0,17.5,78.1,4.4
E00035082,0.8,6.5,47.6,45.2
E00035083,1.4,7.4,69.4,21.8
E00035084,12.3,11.5,70,6.2
E00035085,60.7,22.4,15,1.9
E00035086,0,14.7,33.3,51.9
E00035087,29.5,16.5,32.4,21.6
E00035088,0,9.2,17,73.8
E00035089,2.2,15.6,77,5.2
E00035090,11.7,21.4,59.1,7.8
E00035091,6.5,17.3,44.6,31.7
E00035092,1.7,15.5,71.6,11.2
E00035093,0,3.9,19.5,76.6
E00035094,3.7,38.3,30.2,27.8
E00035095,2.3,31.3,49.6,16.8
E00035096,3.4,37.9,31.9,26.7
E00035097,0,25.8,36.1,38.1
E00035098,0.9,28.7,65.2,5.2
E00035099,0,2.7,52,45.3
E00035100,0.7,0.7,41.5,57.1
E00035101,0.9,9.9,50.5,38.7
E00035102,0,12.5,41.4,46.1
E00035103,2.4,16,26.4,55.2
E00035104,0.9,8.1,68.5,22.5
E00035105,37.9,10.7,48.5,2.9
E00035106,0,9.6,57,33.3
E00035107,28.6,32.9,36.4,2.1
E00035108,0,8.3,53.2,38.5
E00035109,0,19.6,64.1,16.3
E00035110,0.6,42,31.8,25.5
E00035111,3.9,0.8,84.3,11
E00035112,0,18.5,65.3,16.1
E00035113,0,7.6,72.3,20.2
E00035114,1.7,11.1,75.2,12
E00035115,0,1.6,61.7,36.7
E00035116,2.7,30.1,62.8,4.4
E00035117,3.5,32.2,47.6,16.8
E00035118,12.6,33.3,48.6,5.4
E00035119,11.9,10.3,57.9,19.8
E00035120,24.4,17.6,52.9,5
E00035121,2.2,42.2,48.1,7.4
E00035122,0,13.3,45.8,40.8
E00035123,0.8,14.2,70.9,14.2
E00035124,0.8,22,62.2,15
E00035125,0,0.9,34,65.1
E00035126,0,1.5,63.1,35.4
E00035127,0.8,22.1,55.7,21.4
E00035128,0,1.8,21.8,76.4
E00035129,1,4.8,71.4,22.9
E00035130,0.9,17.1,72.6,9.4
E00035131,8.6,29.7,48.4,13.3
E00035132,2.2,24.1,55.5,18.2
E00035133,4.8,33.6,47.3,14.4
E00035134,3.4,15.4,58.1,23.1
E00035135,22.7,29.1,22.7,25.5
E00035136,11.9,19.2,32.5,36.4
E00035137,5.4,10.9,16.3,67.4
E00035138,7,21.7,23.1,48.3
E00035139,0.9,20,55.5,23.6
E00035140,17,30.6,23.8,28.6
E00035141,8,25.3,33.3,33.3
E00035142,0,3.1,18.3,78.6
E00035143,4.3,16.5,48.2,30.9
E00035144,5.1,23.9,59,12
E00035145,3.1,34.4,55.5,7
E00035146,1.5,9.2,43.5,45.8
E00035147,0,18.6,28.3,53.1
E00035148,1.8,25.5,60,12.7
E00035149,24.7,51.9,17.3,6.2
E00035150,3.6,16.5,41,38.8
E00035151,0.8,0.8,45.8,52.5
E00035152,6.2,20,58.5,15.4
E00035153,1.5,19.1,61.8,17.6
E00035154,1.7,0.9,65.2,32.2
E00035155,0,8.3,78,13.6
E00035194,27.5,30.3,22,20.2
E00035195,54.9,29.5,4.6,11
E00035196,57.8,30.6,5.6,6.1
E00035197,26.1,57.1,10.6,6.2
E00035198,21.4,59.5,13.3,5.8
E00035199,30.8,41.2,21.4,6.6
E00035200,26.8,45.8,19,8.3
E00035201,3.7,36.2,42.3,17.8
E00035202,46.4,2.7,16.1,34.8
E00035203,13.2,17.9,57.5,11.3
E00035204,4.4,31.6,50,14
E00035205,4.2,29.2,59.2,7.5
E00035206,0.8,13.7,66.9,18.5
E00035207,6.7,16.7,68.3,8.3
E00035208,23.9,20.2,46.8,9.2
E00035209,2.9,10.1,49.6,37.4
E00035210,7.6,34.4,16,42
E00035211,21.5,34.6,36.4,7.5
E00035212,0,12.4,58.1,29.5
E00035213,30.4,41.6,18.4,9.6
E00035214,70.1,24.3,1.9,3.7
E00035215,10.1,66.1,16.7,7.1
E00035216,30.5,46.4,16.6,6.6
E00035217,33,41,5.3,20.7
E00035218,40.5,46.6,7.4,5.4
E00035219,0.9,3.6,15.5,80
E00035220,57.3,25.2,11.9,5.6
E00035221,47.5,37.6,5.7,9.2
E00035222,47,41,6.7,5.2
E00035223,6.7,16.4,26.1,50.7
E00035224,39.4,30.3,10.3,20
