geography_code,hh_deprivation-001,hh_deprivation-002,hh_deprivation-003,hh_deprivation-004,hh_deprivation-005
E00035073,57.9,36.5,5.6,0,0
E00035074,38,36.5,21.2,4.4,0
E00035075,54.6,35.1,10.3,0,0
E00035076,48.8,38.8,11.6,0.8,0
E00035077,36,27.9,25,11,0
E00035078,44.5,36.6,13.4,4.9,0.6
E00035079,68.2,25.1,6.1,0.6,0
E00035080,61.7,32,5.5,0.8,0
E00035081,47.8,27.4,23.9,0.9,0
E00035082,48.8,39.2,12,0,0
E00035083,48.4,29.8,17.2,4.7,0
E00035084,41.3,30.2,19,9.5,0
E00035085,29.1,45.5,20,5.5,0
E00035086,48.1,38.8,12.4,0.8,0
E00035087,44.6,28.8,20.1,6.5,0
E00035088,61.4,31.4,7.1,0,0
E00035089,35.1,35.1,22.4,7.5,0
E00035090,47.7,34.4,13.9,4,0
E00035091,52.5,33.3,10.6,2.8,0.7
E00035092,60.3,26.7,12.1,0.9,0
E00035093,68.3,25.4,6.3,0,0
E00035094,48.8,35,13.8,2.5,0
E00035095,51.5,35.8,11.9,0,0.7
E00035096,39.7,44,13.8,1.7,0.9
E00035097,57.6,35.4,6.1,1,0
E00035098,48.7,31.3,14.8,5.2,0
E00035099,57.5,38.4,4.1,0,0
E00035100,43.5,38.1,17.7,0.7,0
E00035101,49.1,38.4,11.6,0.9,0
E00035102,44.4,40.5,14.3,0.8,0
E00035103,44.4,41.1,12.9,0.8,0.8
E00035104,56.8,31.5,10.8,0.9,0
E00035105,29.7,32.7,30.7,6.9,0
E00035106,46.5,36.8,16.7,0,0
E00035107,38.4,31.2,21.7,8.7,0
E00035108,51.9,38.9,9.3,0,0
E00035109,47.9,37.2,12.8,1.1,1.1
E00035110,42.7,41.4,15.9,0,0
E00035111,32,34.4,28.1,5.5,0
E00035112,46.5,40.2,13.4,0,0
E00035113,61.9,22,11,4.2,0.8
E00035114,53.8,32.5,12,1.7,0
E00035115,63.3,26.6,7.8,2.3,0
E00035116,52.2,29.2,15,3.5,0
E00035117,53.5,25.4,16.2,3.5,1.4
E00035118,45,28.4,21.1,4.6,0.9
E00035119,50.8,33.6,12.5,3.1,0
E00035120,42.4,29.7,18.6,9.3,0
E00035121,47.4,26.7,21.5,4.4,0
E00035122,64.2,28.3,6.7,0.8,0
E00035123,46.5,33.1,19.7,0.8,0
E00035124,50,33.6,14.1,2.3,0
E00035125,63.1,29.1,7.8,0,0
E00035126,64.3,29.5,6.2,0,0
E00035127,49.2,28.6,20.6,1.6,0
E00035128,60,33.6,6.4,0,0
E00035129,41.9,34.3,21,2.9,0
E00035130,49.2,27.5,18.3,5,0
E00035131,42.5,43.3,11.8,2.4,0
E00035132,46.7,32.8,18.2,2.2,0
E00035133,43.5,33.3,17,6.1,0
E00035134,52.1,30.8,13.7,3.4,0
E00035135,47.4,30.7,19,2.9,0
E00035136,52,32,14.7,1.3,0
E00035137,58.1,38.8,3.1,0,0
E00035138,60.3,29.5,8.9,0,1.4
E00035139,50,34.5,10,4.5,0.9
E00035140,45.6,37.4,14.3,2,0.7
E00035141,55.6,31.3,11.8,1.4,0
E00035142,64.8,29.7,4.7,0.8,0
E00035143,60.4,29.5,8.6,1.4,0
E00035144,49.2,36.4,11.9,2.5,0
E00035145,50.8,37.5,9.4,2.3,0
E00035146,58.8,30.5,7.6,3.1,0
E00035147,64.6,25.7,7.1,2.7,0
E00035148,53.6,33.6,10,2.7,0
E00035149,32.1,40.7,21,6.2,0
E00035150,56.8,34.5,5.8,2.2,0.7
E00035151,64.7,25.2,10.1,0,0
E00035152,41.7,36.4,18.2,3.8,0
E00035153,53,29.1,17.2,0.7,0
E00035154,55.2,31,13.8,0,0
E00035155,47,40.9,11.4,0.8,0
E00035194,40.7,40.7,16.7,1.9,0
E00035195,21.1,36.3,26.3,14.6,1.8
E00035196,30.5,31.1,27.7,10.2,0.6
E00035197,36.3,35.6,19.4,8.8,0
E00035198,40.5,37,17.9,4.6,0
E00035199,40.2,36.4,17.4,4.9,1.1
E00035200,44.3,31.7,19.2,4.8,0
E00035201,45.7,35.8,17.3,1.2,0
E00035202,42.2,23.9,25.7,8.3,0
E00035203,40.6,33,21.7,4.7,0
E00035204,47.8,36.6,13.4,2.2,0
E00035205,48.3,38.3,11.7,1.7,0
E00035206,51.6,34.7,12.1,0.8,0.8
E00035207,34.2,34.2,14.2,17.5,0
E00035208,40.4,33.9,20.2,5.5,0
E00035209,57.6,30.9,11.5,0,0
E00035210,56.5,35.1,6.9,1.5,0
E00035211,29.2,44.3,23.6,2.8,0
E00035212,59,31.4,9.5,0,0
E00035213,25.2,32.5,26.8,13.8,1.6
E00035214,22.2,50.9,20.4,3.7,2.8
E00035215,41.8,41.8,13.5,2.9,0
E00035216,31.8,43,21.2,3.3,0.7
E00035217,39.6,40.6,16,2.7,1.1
E00035218,44.9,40.8,11.6,2,0.7
E00035219,67.6,30.6,1.8,0,0
E00035220,28.7,38.5,28.7,4.2,0
E00035221,36.2,34.8,19.9,8.5,0.7
E00035222,37.3,32.1,20.9,8.2,1.5
E00035223,52.3,34.8,9.8,2.3,0.8
E00035224,38,33.7,20.9,6.1,1.2
E00035225,49.3,34.3,13.6,2.9,0
E00035226,44,30.4,20.8,4.8,0
E00035227,32.7,43.4,20.4,3.5,0
E00035228,32.1,48.5,14.5,4.8,0
E00035229,35.9,33.3,17.3,10.3,3.2
E00035230,39.3,43.4,15.6,1.6,0
E00035231,35.8,46.7,14.2,2.5,0.8
E00035232,47.2,27,18.4,6.1,1.2
E00035233,39.3,45.9,12.3,1.6,0.8
E00035234,42.9,42.2,12.4,2.5,0
E00035235,49.6,32.2,14.8,3.5,0
E00035236,47.6,41,10.5,1,0
E00035237,39.1,38.3,20,2.6,0
E00035238,29.2,25,35,10.8,0
E00035239,42.6,40.4,14.2,2.1,0.7
E00035240,48.2,34.1,11.8,5.9,0
E00035325,23.8,48.1,19.2,7.5,1.3
E00035326,32.2,37,19.6,10.4,0.9
E00035327,25.8,30,25.8,16.3,2.1
E00035328,27.4,41.1,23.3,8.2,0
E00035329,45.2,39.7,11,2.1,2.1
E00035330,44.8,31.4,12.4,7.6,3.8
E00035331,42.4,40.8,12,4.8,0
E00035332,44.4,38.9,12.7,4,0
E00035333,43.3,36.3,16.4,2.9,1.2
E00035334,53.8,34,11.3,0.9,0
E00035335,66.4,25.9,7.8,0,0
E00035336,60.7,34.8,3.6,0.9,0
E00035337,53.2,33.9,11,1.8,0
E00035338,60,26.7,11.1,2.2,0
E00035339,53.8,31.1,15.1,0,0
E00035341,28.7,35.9,23.1,12.3,0
E00035342,31,36.1,28.4,4.5,0
E00035343,27.2,38.6,27.8,6.3,0
E00035344,31.3,46.5,19.2,3,0
E00035345,42.9,28.3,22,4.7,2.1
E00035346,38.3,34.4,19.5,5.5,2.3
E00035347,36.4,38.5,20.8,4.3,0
E00035348,40.4,35.9,16,7.1,0.6
E00035349,46.3,30.9,20.8,2,0
E00035350,38.7,33.6,16.8,10.9,0
E00035351,28.1,45,21.3,5,0.6
E00035352,33.2,29.8,27.9,9.1,0
E00035353,29.7,37.2,15.5,13.5,4.1
E00035354,37.2,31.1,26,5.6,0
E00035355,30.1,32.7,26.1,11.1,0
E00035357,29.7,44.3,20.9,3.2,1.9
E00035358,45,32.6,18.6,3.9,0
E00035359,39.1,39.1,18.4,3.4,0
E00035360,42.2,44.2,12.2,1.4,0
E00035361,45.9,40.3,13.3,0.6,0
E00035362,49.3,35.8,14.2,0.7,0
E00035363,50.3,40.5,9.2,0,0
E00035364,42.4,35.6,15.3,5.9,0.8
E00035365,48.7,40.1,9.2,2,0
E00035366,33.3,53.5,10.9,2.3,0
E00035367,27.4,38.7,27.4,5.6,0.8
E00035368,50.5,39.4,10.1,0,0
E00035369,54.7,31.7,12.2,1.4,0
E00035370,43.5,44.4,5.6,5.6,0.8
E00035371,32.7,50,15.3,2,0
E00035372,49.7,36.3,10.9,3.1,0
E00035415,49.6,36.8,12.8,0.9,0
E00035416,56.6,35.2,6.6,1.6,0
E00035417,41.6,39.6,16.8,2,0
E00035418,56.3,33.9,6.3,3.6,0
E00035419,30.8,27.8,30.2,11.2,0
E00035420,61.6,30.2,7,1.2,0
E00035421,50.9,38.6,8.8,1.8,0
E00035422,44.5,46.4,9.1,0,0
E00035423,53.9,37.4,8.7,0,0
E00035424,60.7,33.1,4.1,2.1,0
E00035425,41.4,34.2,18.9,4.5,0.9
E00035426,53.9,34.8,8.7,2.6,0
E00035427,53.8,36.9,8.5,0.8,0
E00035428,65.2,26.1,8.7,0,0
E00035429,57.4,34.1,5.4,3.1,0
E00035430,70.2,27.2,2.6,0,0
E00035431,52.2,36.6,9,2.2,0
E00035432,57.8,36.3,5.9,0,0
E00035433,48.4,41.3,9.5,0.8,0
E00035434,51.6,36.1,11.5,0.8,0
E00035435,63.9,30.3,4.2,1.7,0
E00035436,52.5,36.4,9.1,2,0
E00035437,61.5,30.8,6,1.7,0
E00035438,51.8,38.4,8,1.8,0
E00035439,55.5,29.4,14.3,0.8,0
E00035440,52.7,40,7.3,0,0
E00035441,62.4,31.2,5.8,0.5,0
E00035442,69.9,24.8,3.5,1.8,0
E00035443,56.7,34.6,8.7,0,0
E00035444,49,37.5,10.6,2.9,0
E00035445,57.9,31.6,10.5,0,0
E00035446,62.3,33.6,4.1,0,0
E00035447,52.1,37.8,10.1,0,0
E00035448,53.8,36.3,9.9,0,0
E00035449,56.6,38.1,3.5,1.8,0
E00035450,56.7,34,9.3,0,0
E00035451,58.7,36.5,4.8,0,0
E00035452,55,33.9,11,0,0
E00035453,67.3,29.9,2.8,0,0
