geography_code,is_carer_5a-001,is_carer_5a-002,is_carer_5a-003,is_carer_5a-004
E00069560,89.9,4.8,1.6,3.6
E00069654,90.2,5.4,2.3,2.1
E00069655,91.5,5.6,1.1,1.7
E00069656,89.1,6.6,2.6,1.7
E00069657,88.4,4.2,2.4,5
E00130332,89.1,3.8,1.8,5.3
E00130333,90.2,5.5,1.8,2.5
E00130336,96.5,1.8,0.9,0.9
E00130545,90.4,4.8,1.9,2.9
E00130547,88.7,5.5,0.3,5.5
E00130548,90.7,5.4,1.4,2.5
E00130549,86.5,8.6,1.2,3.7
E00130551,93.8,2.9,1.7,1.7
E00130736,92.2,5.3,1.4,1.1
E00130737,91.9,3.7,1.9,2.5
E00130738,93.1,4,0.5,2.4
E00130741,88.1,8.7,1.2,2
E00130742,93.1,4.1,1.4,1.4
E00131338,89.3,7.6,1,2.1
E00131339,89.4,6,2,2.6
E00131340,90.5,4.4,1.7,3.4
E00131341,92.5,4.3,0.9,2.3
E00131342,90.5,5.4,1,3.2
E00131343,86.4,8.9,0.5,4.2
E00131344,92.7,2.9,1.8,2.6
E00131345,91.8,4.6,3.1,0.5
E00131346,92.3,4.2,1.2,2.4
E00131347,91.1,3,3.4,2.5
E00131348,88.2,5.7,1.6,4.5
E00131361,88.6,5.9,3.1,2.4
E00131362,89.8,5.6,1.4,3.2
E00131363,83.6,7.8,3.4,5.2
E00131364,92.7,5.3,1.4,0.6
E00131365,83.4,10.9,3,2.6
E00131366,90.3,6.1,2.1,1.5
E00131367,90.9,6,1.1,2.1
E00131368,91.2,4.8,0.8,3.2
E00131369,91.2,5.5,0.6,2.7
E00131370,89.1,5.2,1.1,4.5
E00131371,89.7,7.3,2.1,0.9
E00131372,88,9,0.3,2.7
E00131373,89.2,4.7,2.6,3.4
E00131374,93.3,4.8,0,1.9
E00131375,87.4,7.2,1,4.4
E00131376,88.8,5.9,3.6,1.7
E00131377,90.1,5.4,1.7,2.8
E00131378,89.3,3.5,2.3,4.9
E00131379,89.4,5.8,2.2,2.6
E00131380,89.6,8.5,0.6,1.3
E00131381,91.7,6.1,0.3,1.8
E00131382,87.3,6.7,1.4,4.6
E00131383,93.9,4.7,1.1,0.4
E00131384,91.4,7.1,0.7,0.7
E00131385,89,6,1.1,3.8
E00131386,88.7,7.2,1.3,2.8
E00131387,92.3,4.5,0.6,2.6
E00131389,91.2,7.9,0,0.9
E00131390,91,5.6,1.6,1.9
E00131391,91.9,5.5,1.6,1
E00131392,87.6,2.7,3.1,6.7
E00131393,91,2.6,3.4,3
E00131394,88.7,5.5,2.9,2.9
E00131395,93.8,3.5,1.2,1.5
E00131396,91.8,3.8,1.1,3.3
E00131397,93.8,2.6,2,1.6
E00131398,91.7,4.1,3.4,0.7
E00131399,94.2,2.3,1.2,2.3
E00131400,92.7,5.1,1.1,1.1
E00131401,87,7.1,2.4,3.5
E00131402,91.7,4.5,1,2.8
E00131403,90.7,2.3,1.9,5.1
E00131404,92.5,4.7,2,0.8
E00131405,92,4.7,1,2.3
E00131406,90.3,4.2,2.5,3
E00131407,89.4,5.1,2.4,3.1
E00131408,90.7,5,2,2.2
E00131409,91.6,1.7,3.8,2.8
E00131410,93.7,3.9,1.5,0.9
E00131412,93.7,3.9,1.2,1.2
E00131413,92,3.8,2.6,1.6
E00131414,89,7.1,2.8,1.1
E00131415,89.8,5.3,2,2.9
E00131416,91.2,4,1.6,3.2
E00131417,90.6,5.6,0.7,3
E00131418,91.8,3.9,0.8,3.5
E00131419,92,2.7,2.7,2.7
E00131420,88.7,5.2,2.1,4
E00131421,87.9,6.5,1.7,3.9
E00131422,92.1,5.6,0.7,1.7
E00131423,92.4,3.4,1.1,3.1
E00131424,89.2,3.9,2.2,4.7
E00131425,95.3,2.3,1.1,1.3
E00131426,93.2,4.6,2.2,0
E00131427,93.2,4.2,1.5,1.1
E00131428,92.4,3.4,1.9,2.3
E00131429,91.3,2.2,2.5,4
E00131430,89.4,1.5,3.8,5.3
E00131431,89.4,4.9,2.6,3.1
E00131433,91,4.5,1.3,3.2
E00131434,88.9,6.3,2.6,2.3
E00131435,86.6,6.7,2.7,4
E00131436,93.4,4,0.5,2.1
E00131437,93.8,2.5,1,2.7
E00131438,87.6,7.9,2.5,2.1
E00131439,88.7,5.9,1.4,4.1
E00131440,95,3,0.3,1.7
E00131441,93.4,2.4,1.9,2.4
E00131442,92.2,3.9,2.7,1.2
E00131443,87.9,4.2,2.1,5.8
E00131444,94.6,2.7,0.8,1.9
E00131445,89.8,6.1,1.7,2.4
E00131446,90.2,5.3,1.1,3.4
E00131447,94.6,2.7,1.3,1.3
E00131448,90.5,3.6,2,4
E00131449,91.8,4,1.5,2.7
E00131450,89.3,6.5,1.3,2.9
E00131451,94,4.1,1,1
E00131452,89.6,6.1,2.7,1.7
E00131453,91.9,3,2.6,2.6
E00131454,91.8,3.9,1,3.3
E00131455,94.2,2.3,0.6,2.9
E00131456,90.9,5.1,0,4.1
E00131457,89.8,5,1.6,3.7
E00131458,89.6,6.2,2.1,2.1
E00131459,92.3,4.6,0.4,2.7
E00131460,91.2,6,0.5,2.3
E00131461,89.1,5.8,2.8,2.2
E00131462,90.2,6.3,1.3,2.2
E00131463,90.8,3.3,2,3.8
E00131464,91.9,3.3,0.8,4.1
E00131465,90.5,7,1.5,1
E00131466,93.2,4,0.8,2
E00131467,88.5,9,1.4,1.1
E00131468,91.2,3.7,2.3,2.8
E00131470,93.5,2.3,2.3,1.9
E00131471,87,4.9,3.1,4.9
E00131472,94.7,4.8,0,0.5
E00131473,95.8,4.2,0,0
E00131474,93.2,5.2,1.2,0.4
E00131475,88.7,4.8,1.7,4.8
E00131476,87.6,8.4,0.9,3.1
E00131477,91.5,6,0.9,1.6
E00131478,88.1,7.5,1.3,3.1
E00131479,89.5,6.3,2.2,2
E00131480,90.1,2.5,2.9,4.5
E00131485,88,7.2,2.2,2.5
E00131487,93.4,3.3,1.2,2.1
E00131488,86.9,8.4,1.5,3.3
E00131489,94.8,3.1,0.8,1.3
E00131490,92.7,2.6,1.7,3
E00131491,89.8,4.9,1.8,3.5
E00131492,92.2,4.7,0.8,2.3
E00131494,88.8,8.1,0,3.1
E00131495,90.1,5.5,1.1,3.3
E00131496,89.1,8.5,0.3,2
E00131497,90.6,6.1,1.1,2.2
E00133651,91.8,5.2,1.1,1.9
E00133657,87.8,5.9,3.8,2.5
E00144535,88.2,5.4,3.6,2.9
E00144536,84.5,6.1,4.2,5.2
E00144537,89.1,4.7,4.3,2
E00144538,92.1,4.3,2,1.6
E00144543,88.9,5.4,3.3,2.4
E00144547,89.5,3.1,2,5.4
E00144548,90.7,6.4,1.4,1.4
E00144549,91.9,2.3,2.3,3.5
E00144550,88.8,8.7,0.4,2.2
E00144551,91.1,5.6,2,1.3
E00144552,87.7,5.4,2.4,4.5
E00144553,88.2,7.2,0.8,3.8
E00144554,89.4,6.2,0.7,3.7
E00144715,90.1,5.7,2,2.3
