areacd,disability_3a-001,disability_3a-002
E00003377,14.9,85.1
E00003727,11.6,88.4
E00003733,23.9,76.1
E00003758,16.5,83.5
E00003760,15.9,84.1
E00003761,10.5,89.5
E00003762,8.6,91.4
E00003763,32.7,67.3
E00003764,11.8,88.2
E00003772,26.5,73.5
E00003781,8,92
E00003782,11.3,88.7
E00003783,9.7,90.3
E00003784,17.8,82.2
E00003785,11,89
E00003786,13.1,86.9
E00003787,12.5,87.5
E00003788,17.6,82.4
E00003789,17,83
E00003790,10.2,89.8
E00003791,8.6,91.4
E00003792,10.9,89.1
E00003793,15,85
E00003795,13.8,86.2
E00003796,10,90
E00003797,9.3,90.7
E00003798,17.5,82.5
E00003799,8.6,91.4
E00003800,11.8,88.2
E00003801,26,74
E00003802,13.6,86.4
E00003803,10.8,89.2
E00003804,9.6,90.4
E00004047,8,92
E00004048,10.7,89.3
E00004051,11,89
E00004054,7.6,92.4
E00004055,7.5,92.5
E00004057,10.4,89.6
E00004061,9.6,90.4
E00004063,8,92
E00004066,8.3,91.7
E00004068,8.8,91.2
E00004069,9.7,90.3
E00004075,11.8,88.2
E00004076,17.7,82.3
E00004078,14,86
E00004079,12.4,87.6
E00004080,15.1,84.9
E00004081,12.9,87.1
E00004082,13.1,86.9
E00004083,18.8,81.2
E00004084,22.8,77.2
E00004085,12.5,87.5
E00004086,16.7,83.3
E00004087,11.8,88.2
E00004088,10.4,89.6
E00004090,12.8,87.2
E00004091,10.5,89.5
E00004092,14.3,85.7
E00004093,10.3,89.7
E00004094,13.9,86.1
E00004095,15.5,84.5
E00004096,11.6,88.4
E00004097,45.5,54.5
E00004098,15.3,84.7
E00004099,13.2,86.8
E00004100,14,86
E00004101,17.4,82.6
E00004102,15.8,84.2
E00004103,15.9,84.1
E00004104,5,95
E00004105,10.1,89.9
E00004106,8.7,91.3
E00004107,11.6,88.4
E00004109,17.5,82.5
E00004110,9.2,90.8
E00004112,10.4,89.6
E00004113,12.1,87.9
E00004115,16.5,83.5
E00004116,8.3,91.7
E00004117,12.6,87.4
E00004118,8.1,91.9
E00004119,13.1,86.9
E00004854,11,89
E00004855,16.7,83.3
E00004856,12.9,87.1
E00004857,24.5,75.5
E00004858,21.8,78.2
E00004859,15.9,84.1
E00004860,19.5,80.5
E00004861,15.2,84.8
E00004862,10.4,89.6
E00004863,8.1,91.9
E00004864,16.6,83.4
E00004865,12,88
E00004866,12.9,87.1
E00004867,13.3,86.7
E00004868,7.9,92.1
E00004869,15.5,84.5
E00004870,12.9,87.1
E00004871,13,87
E00004872,12.6,87.4
E00004873,14.2,85.8
E00004874,16.3,83.7
E00004875,14,86
E00004876,7.9,92.1
E00004877,12.1,87.9
E00004878,12.5,87.5
E00004879,10.6,89.4
E00004880,11.8,88.2
E00004882,13.8,86.2
E00004883,11,89
E00004884,9.2,90.8
E00004886,18.3,81.7
E00004887,19.9,80.1
E00004889,13.8,86.2
E00004890,12.2,87.8
E00004891,19.6,80.4
E00004893,19.5,80.5
E00004895,10.3,89.7
E00004896,14.5,85.5
E00004897,9.8,90.2
E00004898,12.2,87.8
E00004899,28.2,71.8
E00004900,11.3,88.7
E00004901,19.4,80.6
E00004902,15.9,84.1
E00004904,12.8,87.2
E00004906,6.9,93.1
E00004907,12,88
E00004908,11.4,88.6
E00004909,14.3,85.7
E00004911,14.2,85.8
E00004912,11.5,88.5
E00004913,19.3,80.7
E00004914,14.4,85.6
E00004916,25.3,74.7
E00004917,22,78
E00004918,22.9,77.1
E00004920,25.1,74.9
E00004921,22.2,77.8
E00004922,16.7,83.3
E00004923,8.3,91.7
E00004924,17.1,82.9
E00004925,14.9,85.1
E00004926,9.6,90.4
E00004927,12,88
E00004928,12.3,87.7
E00004929,15.3,84.7
E00004930,11.7,88.3
E00004931,14.9,85.1
E00004932,13.8,86.2
E00004933,10.6,89.4
E00004934,14.7,85.3
E00004935,14.7,85.3
E00004936,13.9,86.1
E00004937,14.1,85.9
E00004938,16.4,83.6
E00004939,12,88
E00004940,12.7,87.3
E00004941,13.7,86.3
E00004942,11.6,88.4
E00004943,13.6,86.4
E00004944,21,79
E00004945,17.9,82.1
E00004946,26.7,73.3
E00004947,15.6,84.4
E00004948,10.6,89.4
E00004949,9.4,90.6
E00004950,23.3,76.7
E00004951,10,90
E00004952,13.5,86.5
E00004953,17.5,82.5
E00004954,16.1,83.9
E00004955,19.3,80.7
E00005139,16.4,83.6
E00005141,8.9,91.1
E00005142,23.5,76.5
E00005143,16.1,83.9
E00005145,18.8,81.2
E00005147,16.4,83.6
E00005154,12.6,87.4
E00005156,11.1,88.9
E00005161,10,90
E00005176,13.8,86.2
E00005183,19.5,80.5
E00005185,13.8,86.2
E00005186,7.9,92.1
E00005187,11.5,88.5
E00005188,14.6,85.4
E00005190,15.5,84.5
E00005192,9.6,90.4
E00005198,7.3,92.7
E00005200,10.7,89.3
E00005203,10.3,89.7
E00005205,12,88
E00005212,9.9,90.1
E00005218,11.6,88.4
E00005219,12.3,87.7
E00005229,10.8,89.2
E00005230,14,86
E00005231,10.2,89.8
E00005232,8.1,91.9
E00005234,9,91
E00005235,24.4,75.6
E00005236,8.2,91.8
E00005237,9.9,90.1
E00005238,14,86
E00005239,41.4,58.6
E00005241,7.3,92.7
E00005242,12.3,87.7
E00005245,21.8,78.2
E00005246,17.4,82.6
E00005247,15,85
E00005248,17.5,82.5
E00005249,17.6,82.4
E00005250,19.8,80.2
E00005251,17.7,82.3
E00005252,15.8,84.2
E00005253,17.8,82.2
E00005254,15,85
E00005255,15.7,84.3
E00005256,12.5,87.5
E00005257,23.2,76.8
E00005258,15.6,84.4
E00005259,16.1,83.9
E00005260,17.7,82.3
E00005261,16.8,83.2
E00005262,22.4,77.6
E00005263,18.6,81.4
E00005264,11,89
E00005265,22.9,77.1
E00005266,18,82
E00005267,19.5,80.5
E00005268,21.5,78.5
E00005269,15.2,84.8
E00005270,20.1,79.9
E00005271,22.1,77.9
E00005272,16.3,83.7
E00005273,13.2,86.8
E00005274,29.4,70.6
E00005275,32.4,67.6
E00005276,21.4,78.6
E00005277,20.2,79.8
E00005278,11.5,88.5
E00005279,14,86
E00005281,22.3,77.7
E00005283,16.8,83.2
E00005284,16.7,83.3
E00005287,12.1,87.9
E00005288,18.8,81.3
E00005289,9.5,90.5
E00005290,13.2,86.8
E00005291,13.8,86.2
E00005292,12.7,87.3
E00005293,14.1,85.9
E00005294,11.8,88.2
E00005295,15.8,84.2
E00005296,14.3,85.7
E00005297,13.6,86.4
E00005298,14.2,85.8
E00005299,18.8,81.2
E00005300,15.2,84.8
E00005301,11.8,88.2
E00005302,15.5,84.5
E00005303,13.4,86.6
E00005304,17.2,82.8
E00005305,23.1,76.9
E00005306,18.2,81.8
E00005307,15,85
E00005308,21,79
E00005309,17.8,82.2
E00005310,15,85
E00005311,14.2,85.8
E00005312,15.3,84.7
E00005313,18.1,81.9
E00005314,14.7,85.3
E00005315,14.3,85.7
E00005316,15.6,84.4
E00005317,17,83
E00005318,18.9,81.1
E00005319,13.9,86.1
E00005320,13,87
E00005321,13.8,86.2
E00005366,17.2,82.8
E00005367,11.5,88.5
E00005389,17.2,82.8
E00005391,14.3,85.7
E00005392,16.9,83.1
E00005525,12.8,87.2
E00005535,13.2,86.8
E00005537,11.5,88.5
E00005539,13.6,86.4
E00005541,15.5,84.5
E00005542,23.4,76.6
E00005543,11,89
E00005544,16,84
E00005547,10,90
E00005555,14.7,85.3
E00005573,16.4,83.6
E00005574,16.4,83.6
E00005575,16.3,83.7
E00005584,20.7,79.3
E00005593,10.9,89.1
E00005594,10.9,89.1
E00005595,14.4,85.6
E00005596,12.9,87.1
E00005597,13.1,86.9
E00005598,8.3,91.7
E00005599,13.8,86.2
E00005600,11.9,88.1
E00005601,12.7,87.3
E00005602,11,89
E00005604,12,88
E00005605,15.3,84.7
E00005607,14.8,85.2
E00005608,15,85
E00005609,13.7,86.3
E00005610,11.6,88.4
