areacd,workplace_travel_4a-001,workplace_travel_4a-002,workplace_travel_4a-003,workplace_travel_4a-004
E00003377,31.3,11.4,42.8,14.5
E00003727,27.7,15.1,36.1,21
E00003733,26.5,12.2,41.3,20.1
E00003758,28.4,14.4,41.8,15.5
E00003760,23.8,13.6,52.4,10.2
E00003761,19.2,16.3,55.2,9.3
E00003762,20.2,10.7,62.4,6.7
E00003763,34.8,14.4,30.3,20.5
E00003764,19.7,13.6,59.9,6.8
E00003772,33.3,8.3,50,8.3
E00003781,21.3,8.6,56.3,13.8
E00003782,25.4,22.5,35.9,16.2
E00003783,32.3,7.6,47,13.1
E00003784,38.6,14.2,31.5,15.7
E00003785,25.7,17.4,45.5,11.4
E00003786,27.6,11.8,49.4,11.2
E00003787,32.3,15.1,39.6,13
E00003788,35.9,11.7,39.8,12.6
E00003789,31.4,13.9,38,16.8
E00003790,22.9,12,55.4,9.6
E00003791,25.9,17.5,45.3,11.3
E00003792,31.2,10.4,41.2,17.2
E00003793,22.1,15.4,47.7,14.8
E00003795,27.8,10.6,47.2,14.4
E00003796,32.1,10.4,43.4,14.2
E00003797,22.5,8.1,60.1,9.2
E00003798,36.8,12,39.2,12
E00003799,32.8,8.6,43.1,15.5
E00003800,29.9,9.1,42.2,18.7
E00003801,35.3,12.9,31.9,19.8
E00003802,24.3,11.6,54.5,9.5
E00003803,25.9,15.7,45.4,13
E00003804,31.7,9.7,42.5,16.1
E00004047,14.8,14.8,60.5,9.9
E00004048,15.8,11.3,59.4,13.5
E00004051,24.7,12,56,7.3
E00004054,16,17.3,56.7,10
E00004055,15.7,19.3,58.6,6.4
E00004057,27.6,12.7,53.7,6
E00004061,32.4,6.3,52.8,8.5
E00004063,25,13.4,54.9,6.7
E00004066,23.5,9.8,56.8,9.8
E00004068,19.6,6.8,62.8,10.8
E00004069,23,8.1,59.5,9.5
E00004075,25,14.4,53.1,7.5
E00004076,30.2,13.4,40.9,15.4
E00004078,24.4,10.4,54.4,10.9
E00004079,28.3,11,40.5,20.2
E00004080,24.7,12.4,50.5,12.4
E00004081,31,13.9,38,17.1
E00004082,22,13.6,46.2,18.2
E00004083,24.7,17.4,44.7,13.2
E00004084,23.5,14.3,38.7,23.5
E00004085,23.1,10.9,53.2,12.8
E00004086,22.6,11.6,55.5,10.3
E00004087,28.9,15.1,36.8,19.1
E00004088,23.9,15.9,47.8,12.4
E00004090,24.7,15.2,51,9.1
E00004091,23.6,14.8,50.5,11.1
E00004092,26.2,17.7,41.5,14.6
E00004093,27.4,11.2,47.5,14
E00004094,26.9,10.9,40.3,21.8
E00004095,24,8.7,55.3,12
E00004096,22.6,15.9,53,8.5
E00004097,40,40,20,0
E00004098,25.8,12.3,46.5,15.5
E00004099,20.6,14.2,56.8,8.4
E00004100,24.2,18.8,44.5,12.5
E00004101,19.5,20.8,48.1,11.7
E00004102,20.9,10.9,53.5,14.7
E00004103,19.8,5.6,60.3,14.3
E00004104,24.5,10.4,54,11
E00004105,27.8,13.4,42.8,16
E00004106,23.6,8.1,50.9,17.4
E00004107,27,15.1,44.7,13.2
E00004109,22.5,17.6,36.3,23.5
E00004110,26.6,11.8,48.5,13
E00004112,19.4,11.4,57.1,12
E00004113,21.3,14.9,54,9.8
E00004115,31.4,16.9,39.8,11.9
E00004116,28.1,16.9,48.9,6.2
E00004117,28.1,9.5,47.2,15.1
E00004118,25.1,9.9,56.1,8.8
E00004119,28.7,12.9,48.5,9.9
E00004854,35.3,8.3,44.9,11.5
E00004855,30.6,10.6,39.4,19.4
E00004856,19,10.2,52.6,18.2
E00004857,33,18.7,37.9,10.4
E00004858,43.7,17,25.9,13.3
E00004859,28.8,18.3,41.3,11.5
E00004860,29.6,16,35.8,18.5
E00004861,27.8,26.3,35.3,10.5
E00004862,31.1,14.6,37.1,17.2
E00004863,29.5,13.7,41.1,15.8
