geography_code,residence_length_6b-001,residence_length_6b-002,residence_length_6b-003,residence_length_6b-004,residence_length_6b-005
E00056977,96.2,2.5,0.4,0.8,0
E00057126,63,23.4,7.4,5,1.3
E00057128,89.1,7.7,1.2,1.2,0.8
E00057129,93.1,4.5,1.2,0,1.2
E00057130,54,25.3,14.5,4.6,1.7
E00057131,69.3,18.8,9.4,1,1.5
E00057132,88.4,7.9,2.7,0.3,0.7
E00057135,78.9,14.5,3.6,1.7,1.2
E00057136,84.3,11.6,2.4,1.5,0.3
E00057142,90,4.4,3.9,1.1,0.6
E00057144,84.4,8,5.4,1.7,0.6
E00057146,92.3,5.6,2,0,0
E00057147,88.8,9.6,0.4,0,1.2
E00057152,70,15.2,10.5,3.6,0.7
E00057153,90.6,7.6,0.4,0.7,0.7
E00057159,75.4,16.9,5.6,1.5,0.6
E00057160,91,5.9,2.2,0.9,0
E00057162,75.3,18,2.8,1.6,2.2
E00057167,79.5,13.5,3.1,2.3,1.5
E00057170,62.7,12.2,11.6,12.4,1.1
E00057180,58.2,21.4,10.5,6.7,3.2
E00057181,94.7,4.7,0,0,0.5
E00057183,77.2,13.6,2.5,4.3,2.5
E00057184,93.4,6.1,0,0,0.6
E00057185,74.8,12.9,8.2,3.5,0.6
E00057187,87.9,9.4,1.1,0.5,1.1
E00057488,99.1,0.9,0,0,0
E00057489,92.7,5.3,0.4,1.2,0.4
E00057490,95.2,2.7,0.3,1.4,0.3
E00057491,98,1.7,0,0.3,0
E00057492,97.3,2,0.3,0.3,0
E00057493,94.3,3.1,1.4,0.3,0.9
E00057494,93.1,3.1,1.4,1,1.4
E00057495,96.4,3.3,0.3,0,0
E00057503,92.8,4.9,1.5,0.5,0.3
E00057505,93,6.2,0,0,0.8
E00057506,93.1,4.8,0.8,0,1.2
E00057507,92.3,6.3,1.1,0.4,0
E00057508,96.1,3.9,0,0,0
E00057509,96.7,3,0.4,0,0
E00057510,97.4,2.2,0,0.4,0
E00057511,95,3.1,1.2,0.8,0
E00057512,97.9,1.4,0.3,0.3,0
E00057513,96.9,3.1,0,0,0
E00057514,94.4,4.7,0.4,0,0.4
E00057515,89.4,6,2.3,1.8,0.5
E00057516,98.7,0.9,0.4,0,0
E00057517,95.7,3.9,0.4,0,0
E00057518,96.3,2,0.3,1.3,0
E00057519,92.9,5.2,1.4,0,0.5
E00057520,94.1,4.8,0,0.4,0.7
E00057521,96.3,2.2,1.5,0,0
E00057522,94.4,3.1,0.3,0.7,1.4
E00057523,94.7,3.3,0,1.6,0.4
E00057524,95.3,4.7,0,0,0
E00057525,98.4,0.8,0.8,0,0
E00057561,94.4,3.2,0.4,1.2,0.8
E00057562,94.4,3.7,1,1,0
E00057563,92.5,4,3.5,0,0
E00057566,70.7,21.4,2.7,1.6,3.6
E00057578,83.1,10.4,4.9,0,1.6
E00057582,71.7,17.7,6.4,2.8,1.4
E00057619,82.2,11.5,3.2,2.8,0.4
E00057620,83.7,11.4,2.4,1.6,0.8
E00057621,73.1,16.9,4.9,2.6,2.6
E00057622,80.9,12.2,2.2,1.4,3.2
E00057623,74.9,17.8,2.5,3.8,1
E00057624,85.8,9.4,1.3,3.4,0
E00057625,77.3,15.3,0.6,4.9,1.9
E00057627,75.7,16.5,3.4,3.7,0.7
E00058589,86.4,8.8,1.8,2.4,0.6
E00058674,86,8.7,0.8,0.8,3.7
E00058699,89.6,9.6,0,0.7,0
E00058702,84.4,9.1,2.6,0.3,3.6
E00058706,88.6,7.1,1.4,0.7,2.1
E00058707,82.7,11.7,1.6,2.2,1.9
E00058712,83.3,13.7,0.9,0.9,1.2
E00058737,91.3,5.5,2.4,0,0.8
E00058741,92.7,4.2,2.4,0.6,0
E00058742,95.8,3.2,0.6,0,0.3
E00058743,85.8,8,3.9,1.6,0.8
E00058744,90.3,5,3.7,0.6,0.4
E00058745,80.8,13.8,3.8,0.5,1
E00058746,87.6,9.9,1.6,0.3,0.5
E00058747,94.9,4.5,0,0.3,0.3
E00058748,88.9,7.2,1.4,2.2,0.4
E00058749,86.7,8.8,3.6,0.3,0.6
E00058750,95.7,3.3,0,0,1
E00058751,87.5,8.3,0.6,1.8,1.8
E00058752,84,5,0.4,9.6,1.1
E00058753,89.9,8,1.1,0.5,0.5
E00058754,86.2,8.5,2.6,2,0.7
E00058755,75.3,8.7,9.1,5,1.9
E00058756,78.3,10.6,5.8,3.3,1.9
E00058757,87.6,5.9,2.9,3.6,0
E00058759,81,12.8,4.3,0.7,1.3
E00058760,75,12.7,8.6,2.3,1.4
E00058761,75.6,14.6,6,2.4,1.4
E00058762,79.9,12.9,3.4,1.8,2
E00058764,89.9,4.4,1.7,1.7,2.3
E00058765,91.3,8,0.7,0,0
E00058766,88.1,5.7,3.6,2.6,0
E00058767,95.5,3.8,0,0.7,0
E00058768,89.9,7,1.8,0.9,0.4
E00058769,88.5,7.7,3,0,0.7
E00058770,88.8,3.5,5.3,1.8,0.7
E00058771,94.6,4.2,0.9,0,0.3
E00058772,94.9,4.2,0,0.8,0
E00058773,87.6,7.6,1.6,2.4,0.8
E00058774,85.5,8.7,1.9,2.4,1.4
E00058775,92.4,4.3,0.4,1.1,1.8
E00058776,85.8,9.2,3.6,1.4,0
E00058777,82.6,10.9,2.6,2.3,1.5
E00058778,95,2.5,0.7,1.4,0.4
E00058779,93.9,4.7,0.7,0.7,0
E00058780,91.9,6.4,0.6,1.2,0
E00058781,72.8,7.4,3.2,11.4,5.2
E00058782,89,4.2,3.5,2.6,0.6
E00058783,93.7,3.9,1.8,0.7,0
E00058784,90.6,5.6,3.1,0.8,0
E00058785,94.1,4.9,1,0,0
E00058786,81,11.7,5.4,1.5,0.4
E00058787,81.8,6,5.7,3.9,2.7
E00058788,95.6,3.9,0.5,0,0
E00058789,87.8,5.6,3.3,2,1.3
E00058790,93.2,4.8,1.6,0.4,0
E00058791,90.7,7.4,1.1,0.4,0.4
E00058792,95.5,4.2,0.3,0,0
E00058793,89.6,5.8,1.7,1.3,1.7
E00058794,91.3,6.4,0.8,0.3,1.3
E00058795,98.2,1.5,0.4,0,0
E00058796,86.8,7.5,3.7,0.7,1.4
E00058797,90.3,4.5,1.9,1.1,2.2
E00058798,81.9,13.1,1.9,2.9,0.3
E00058799,85.9,8.6,4.5,1,0
E00059048,95.9,3.3,0.4,0.4,0
E00059049,97.2,2.5,0.4,0,0
E00059050,96.1,1.1,1.9,0.6,0.3
E00059051,95.7,2,1.8,0.2,0.2
E00059052,94.9,4,0.4,0.7,0
E00059053,94,3.7,1.9,0,0.4
E00059054,84.3,12.4,1.4,0.5,1.4
E00059055,91.8,6.8,1,0,0.3
E00059056,89.7,8.8,0,1.1,0.4
E00059057,81.9,13.4,3.1,0.6,1
E00059058,86.8,10.1,1.4,0,1.7
E00059059,77.4,17.6,1,2.3,1.7
E00059060,83.7,14.3,1.7,0.3,0
E00059061,94.1,4.9,1,0,0
E00059062,87.3,5.7,5.7,0.4,0.9
E00059063,93.3,6.1,0.3,0.3,0
E00059064,90.3,6.4,1.9,1.3,0
E00059065,92,5.1,1,1.9,0
E00059066,93.2,2.8,0.4,2.8,0.7
E00059067,96.6,2.1,0.9,0,0.4
E00059068,86,10.1,2.1,0.8,1
E00059069,95.7,1.8,0,2.2,0.4
E00059071,96.8,2.8,0.3,0,0
E00059073,97.3,2.1,0,0.3,0.3
E00059074,85.8,8.1,3.9,1.4,0.7
E00059075,91.7,4.8,2.8,0.8,0
E00059076,91.8,6.3,1,0.7,0.3
E00059077,95,2.8,2.2,0,0
E00059078,93.4,3.7,1.2,0.4,1.2
E00059079,96.3,3.8,0,0,0
E00059080,96.6,2.2,0.3,0.9,0
E00059081,95,1.7,2.5,0.8,0
E00059082,89.3,8.2,1.6,0.5,0.5
E00059083,94.4,3.5,0,1.5,0.6
E00059084,97.4,2.6,0,0,0
E00059085,93,4.7,0,2.3,0
E00059086,80.4,17.3,1.5,0.8,0
E00059087,91,4.5,1.9,0.3,2.2
E00059088,94.9,3.7,1.4,0,0
E00059089,94.1,3.5,1.5,0,0.9
E00059090,94.7,3.3,1.8,0.3,0
E00059091,95,2.8,0.9,0.9,0.3
E00059092,92.1,4.2,1.6,0.5,1.6
E00059093,95,3.6,0.5,0.9,0
E00059094,91.8,6.5,1.4,0.3,0
E00059095,89.7,8.8,1.5,0,0
E00059096,91.1,4.1,2.5,0.9,1.3
E00059097,96.1,3.5,0.4,0,0
E00059098,96.8,3.2,0,0,0
E00059099,98.8,1.2,0,0,0
E00059100,98,0.8,0.8,0,0.4
E00059101,93.6,5.3,0.8,0,0.4
E00059102,95.9,2.3,0.3,0,1.5
E00059103,97.6,1,0.7,0.3,0.3
E00059104,95.7,4.3,0,0,0
E00059105,94.3,4.6,0,0.8,0.4
E00165681,91.7,6.3,1.4,0,0.6
E00165682,88.7,11.3,0,0,0
E00170270,77,13.1,5.4,3.5,0.9
E00170586,81.3,8.9,6.8,0.8,2.2
E00170606,79.2,9.6,3.9,3.9,3.4
E00187044,81,13.5,3.5,1.2,0.9
