geography_code,health_in_general_4a-001,health_in_general_4a-002,health_in_general_4a-003
E00056977,89.3,7.7,3
E00057126,80.5,10.6,8.9
E00057128,72.6,21.4,6
E00057129,68.2,18,13.9
E00057130,83.4,10.6,6
E00057131,81.6,9.8,8.6
E00057132,75.8,17.1,7.2
E00057135,78.2,12.6,9.2
E00057136,85.1,11.3,3.6
E00057142,72.1,18.4,9.5
E00057144,85,11.6,3.4
E00057146,52.8,28.5,18.7
E00057147,71.3,17.1,11.6
E00057152,80.7,14.6,4.7
E00057153,69.9,19.7,10.4
E00057159,81.1,13.3,5.6
E00057160,81.2,13.9,4.9
E00057162,81.6,12,6.3
E00057167,74.5,15.8,9.7
E00057170,90,5.9,4
E00057180,87.8,7.6,4.6
E00057181,46.9,26.6,26.6
E00057183,63,23.5,13.6
E00057184,78.9,11.9,9.2
E00057185,81.8,10.7,7.5
E00057187,76.4,18.2,5.4
E00057488,76.7,15.7,7.6
E00057489,85.8,12.2,2
E00057490,86.1,10.9,3.1
E00057491,82.7,13.6,3.7
E00057492,81.4,11.6,7
E00057493,81.9,10.1,8
E00057494,87.9,9.7,2.4
E00057495,82.5,11.5,6
E00057503,81.3,13.6,5.1
E00057505,82.6,12.8,4.7
E00057506,76.2,17.3,6.5
E00057507,83.1,13.6,3.3
E00057508,85.2,10.5,4.3
E00057509,73.7,20.4,5.9
E00057510,73.2,19.7,7
E00057511,84,12.5,3.5
E00057512,84.4,11.8,3.8
E00057513,79.4,14.5,6.1
E00057514,87.1,11.2,1.7
E00057515,71.1,17.4,11.5
E00057516,80.8,13.8,5.4
E00057517,65.8,25.5,8.7
E00057518,84.7,12.3,3
E00057519,65.4,28,6.5
E00057520,81.8,14.1,4.1
E00057521,81.6,13.2,5.3
E00057522,91.2,8.1,0.7
E00057523,76.7,15.1,8.2
E00057524,80.8,14.1,5.1
E00057525,75.5,19.2,5.3
E00057561,79.2,14.4,6.4
E00057562,80.8,15.2,4
E00057563,71.6,22.8,5.6
E00057566,82.5,12.9,4.7
E00057578,80,14.8,5.2
E00057582,78.8,16.2,4.9
E00057619,75.2,17.7,7.1
E00057620,85.6,9,5.4
E00057621,80.3,12.7,7.1
E00057622,82,13.3,4.7
E00057623,76.8,13.1,10.2
E00057624,80.3,12,7.7
E00057625,84.6,9.8,5.6
E00057627,82.4,12.7,4.9
E00058589,76.7,17.1,6.2
E00058674,85.6,10.6,3.8
E00058699,92.9,4.7,2.4
E00058702,78.2,14.9,6.8
E00058706,87.1,9.3,3.6
E00058707,83.2,13.3,3.5
E00058712,84.2,12,3.8
E00058737,92.1,7.9,0
E00058741,78.2,14.5,7.3
E00058742,85.4,11,3.6
E00058743,74.4,16.3,9.3
E00058744,79.7,15.3,5
E00058745,81.3,10.8,7.9
E00058746,82.3,10.7,7
E00058747,82.8,14.4,2.7
E00058748,78.4,14.5,7.1
E00058749,72.6,16,11.4
E00058750,67.6,19.5,12.9
E00058751,56,25,19
E00058752,68.3,18.5,13.2
E00058753,79.5,12.5,8
E00058754,79.2,12.1,8.8
E00058755,84.6,11.1,4.4
E00058756,86,8.8,5.2
E00058757,75.2,16.7,8.2
E00058759,82.4,12.7,4.9
E00058760,70.5,20.9,8.6
E00058761,85.4,13.6,1
E00058762,81.1,11,7.9
E00058764,78.2,14.1,7.7
E00058765,77.9,13,9.1
E00058766,82.4,12.1,5.5
E00058767,84.1,12.1,3.8
E00058768,69.3,17.5,13.2
E00058769,75.8,14.7,9.5
E00058770,74.7,17.5,7.7
E00058771,87,10,3
E00058772,86.9,11.9,1.3
E00058773,78.5,16.3,5.2
E00058774,70.2,19,10.7
E00058775,82.9,12.7,4.4
E00058776,73.2,17,9.8
E00058777,86.3,11,2.7
E00058778,65.7,21.2,13.1
E00058779,76,17.9,6.1
E00058780,68.5,14,17.5
E00058781,77.6,15.7,6.7
E00058782,76.1,15.9,8
E00058783,77.5,15.4,7
E00058784,72.9,17.4,9.7
E00058785,45.5,30.7,23.8
E00058786,86,10.6,3.4
E00058787,76.9,13.9,9.2
E00058788,38.9,32.5,28.6
E00058789,81.6,13.5,4.9
E00058790,68.1,20.7,11.2
E00058791,66.3,22.5,11.2
E00058792,77.5,17.5,5
E00058793,66.3,21.7,12.1
E00058794,50.4,28.5,21.1
E00058795,74.9,18.2,6.9
E00058796,81.6,10.2,8.2
E00058797,74.6,16.4,9
E00058798,82.6,10.7,6.7
E00058799,78.5,15.6,5.9
E00059048,77.1,15,7.9
E00059049,78.3,14.3,7.3
E00059050,78.2,16.9,5
E00059051,68.2,19.7,12.1
E00059052,80.2,15.8,4
E00059053,82.2,12.1,5.7
E00059054,87.9,8.2,4
E00059055,85.2,12.4,2.4
E00059056,75.1,16,8.9
E00059057,86.1,9.6,4.3
E00059058,85.4,9.1,5.6
E00059059,86.3,10.3,3.3
E00059060,86.3,10.3,3.3
E00059061,62.9,21.5,15.6
E00059062,80.5,12.6,6.9
E00059063,77.2,16.6,6.2
E00059064,86.6,10.5,2.9
E00059065,77.6,14.1,8.3
E00059066,80.1,13.5,6.4
E00059067,80.6,13.4,6
E00059068,85.6,11.3,3.1
E00059069,81.6,14.1,4.3
E00059071,75.5,15.1,9.4
E00059073,75.3,18.6,6.2
E00059074,85.2,10.2,4.6
E00059075,76.5,15.5,8
E00059076,75.7,16.8,7.6
E00059077,54.4,27.2,18.3
E00059078,71.5,19.8,8.7
