areacd,number_bedrooms_5a-001,number_bedrooms_5a-002,number_bedrooms_5a-003,number_bedrooms_5a-004
E00070666,0,6.2,44.6,49.2
E00070671,6.1,16.4,50.3,27.3
E00070741,1.1,10.6,41.5,46.8
E00070752,0,10.2,51,38.8
E00070820,7.1,35.7,42,15.2
E00070822,7.9,13.4,36.2,42.5
E00070823,3.9,22.8,35.4,37.8
E00070824,4.1,24.1,45.3,26.5
E00070825,19.3,34.2,29.8,16.7
E00070826,6.8,12.7,29.7,50.8
E00070827,6.4,21.6,41.6,30.4
E00070828,0.7,9,31.3,59
E00070829,4.1,15.8,43.8,36.3
E00070830,5.7,36.5,32.7,25.2
E00070831,0,13.5,40,46.5
E00070832,2.7,17.6,36.5,43.2
E00070833,23.3,20.9,35.7,20.2
E00070834,1.8,13.3,27.7,57.2
E00070835,2.8,15.6,34.9,46.8
E00070836,6.6,11.8,39.7,41.9
E00070837,1,10.7,41.7,46.6
E00070838,5.6,15,41.1,38.3
E00164127,5.1,15.2,34.8,44.9
E00164128,7,20.2,38.6,34.2
E00164129,4.2,20.4,41.7,33.8
E00164130,4.8,18.3,31.7,45.2
E00164131,0,29.1,36.6,34.3
E00164132,0.7,12.7,39.3,47.3
E00164133,3.8,22.5,34.1,39.6
E00164134,1.5,20.2,33.3,44.9
E00164135,4.4,21.2,37.2,37.2
E00164136,8,24,36,32
E00164137,0.6,12.4,40.2,46.7
E00164141,7.3,28,36,28.7
E00164142,1.5,19.9,37.5,41.2
E00164144,0,10.7,36.6,52.7
E00164145,6.4,25.5,55.3,12.8
E00164146,3.2,24,38.3,34.4
E00164147,0,8.8,35,56.2
E00164148,0,28.5,48.5,23.1
E00164149,0.6,15.9,41.8,41.8
E00164150,0,17,45,38
E00164152,0,6.2,70.5,23.3
E00164153,0.9,3.6,67.3,28.2
E00164154,15.7,11.2,33.6,39.6
E00164155,7.1,24.6,54.8,13.5
E00164156,11.4,26.5,17.4,44.7
E00164157,11.2,30.3,40.8,17.8
E00164158,0.8,18.6,41.1,39.5
E00164159,34.3,35.2,10.2,20.4
E00164160,2.8,47.9,23.9,25.4
E00164161,2.2,8.8,66.9,22.1
E00164162,0.5,18.5,49.2,31.7
E00164163,15.7,22.8,39.4,22
E00164164,6.5,27.3,39.6,26.6
E00164165,40.8,28.3,22.5,8.3
E00164166,21.7,12.4,62,3.9
E00164167,3.8,36.2,42.3,17.7
E00164168,29.7,59.3,10.3,0.7
E00164169,3,20.3,60.2,16.5
E00164170,4.3,59,27.3,9.4
E00164171,1.7,36.5,49.6,12.2
E00164172,0.8,23.3,43.4,32.6
E00164173,1.6,16.4,56.6,25.4
E00164174,0.8,5,29.8,64.5
E00164175,0,10.9,43.7,45.4
E00164176,0.8,17.3,48.1,33.8
E00164179,0.9,35,48.7,15.4
E00164180,0.7,22.2,58.8,18.3
E00164181,2.5,27.8,43.7,25.9
E00164182,12.9,29.5,43.9,13.6
E00164183,11.9,25.4,50.8,11.9
E00164184,10.3,16.4,64.7,8.6
E00164185,3.8,16,55.8,24.4
E00164186,1.6,18.3,37.3,42.9
E00164187,2.3,17.2,33.6,46.9
E00164188,22.5,27.9,29.5,20.2
E00164189,6,25.9,41.3,26.9
E00164190,5.2,18.8,28.2,47.9
E00164191,4.6,27.6,46,21.8
E00164192,21.8,21.8,27.8,28.6
E00164193,2.4,18.7,47,31.9
E00164196,4.7,17.2,29.7,48.4
E00164197,11.2,26.9,28.4,33.6
E00164198,6.8,14.9,56.8,21.6
E00164199,3.4,16.4,41.5,38.6
E00164200,6.8,7.8,33,52.4
E00164201,0.6,23.4,59.9,16.2
E00164202,0.7,8.2,41.1,50
E00164203,5.3,7.5,45.9,41.4
E00164211,9.8,27.8,58.6,3.8
E00164212,21.2,54.7,20.7,3.4
E00164213,10.3,32,41.7,16
E00164214,9.7,37.2,34.5,18.6
E00164215,0,13,68.3,18.7
E00164216,5.7,25.3,47.5,21.5
E00164217,16,61.7,19.8,2.5
E00164218,1.6,47.6,42.1,8.7
E00164219,6.1,35.9,43.5,14.5
E00164220,32.9,26.3,21.5,19.3
E00164221,17,40.1,25.2,17.7
E00164222,3.1,27.3,52.3,17.2
E00164223,4,63.2,24,8.8
E00164224,4.9,37.4,36.6,21.1
E00164225,8.1,25.8,53.2,12.9
E00164226,3.6,13.7,34.5,48.2
E00164227,47.1,42.6,4.4,5.9
E00164228,32.2,49.6,8.7,9.6
E00164229,29.4,29.4,25.2,16
E00164230,7.3,15.4,56.1,21.1
E00164231,1.9,31.6,38.6,27.8
E00164232,0.8,27.6,48,23.6
E00164240,4.5,18.6,32.1,44.9
E00164241,6.9,20,34.6,38.5
E00164242,4.3,14.9,30.3,50.5
E00164243,19.6,36.6,29.5,14.3
E00164244,6,16.5,37.3,40.2
E00164248,15.2,26.8,33.3,24.6
E00164249,0,6.3,45,48.6
E00164251,11.3,28.7,25.2,34.8
E00164252,46.8,33.8,18.7,0.7
E00164253,7.3,28.4,55,9.2
E00164254,15.5,17.1,45.7,21.7
E00164255,23,18.7,51.1,7.2
E00164256,21.8,15.8,42.9,19.5
E00164257,3.9,63,28.3,4.7
E00164258,2.8,44.8,49,3.4
E00164259,8.9,33.9,52.4,4.8
E00164260,7.3,48.6,39.1,5
E00164261,16.4,4.1,41,38.5
E00164262,0,12.7,31,56.3
E00164263,1.6,26.8,39.8,31.7
E00164264,2.4,15.7,37.8,44.1
E00164265,13.3,44,25.3,17.5
E00164266,8.9,17.8,66.4,6.8
E00164267,9.3,33.1,48.3,9.3
E00164268,5.6,26.2,54,14.3
E00164269,25.6,35.2,32.8,6.4
E00164270,29.1,33.9,34.6,2.4
E00164271,18.2,17.5,50.4,13.9
E00164272,25.2,20.6,49.6,4.6
E00164273,3.5,10.4,39.1,47
E00164274,1.7,27.6,44.8,25.9
E00164275,3,16.4,37.3,43.3
E00164276,35.1,33,16,16
E00164277,1.5,15.4,40.8,42.3
E00164278,0.7,22.8,42.8,33.8
E00164279,1.5,10.2,35.9,52.4
E00164280,0,21.2,38.7,40.1
E00164281,11.6,42,21.7,24.6
E00164282,1.3,28.9,60.4,9.4
E00164283,2.8,22.4,31.5,43.4
E00164284,8.9,32.5,42.4,16.3
E00164285,12.4,28.3,34.5,24.8
E00164286,2.3,23,41.4,33.3
E00164287,0,12.4,56.2,31.4
E00164288,9,50.3,28.3,12.4
E00164289,24.3,39.6,16.7,19.4
E00164290,8.5,36.6,30.5,24.4
E00164291,0.9,34.3,60.2,4.6
E00164292,6,11.9,43.7,38.4
E00164293,39.7,21.4,19,19.8
E00164294,27.9,31.8,17.8,22.5
E00164295,10.4,38.3,26,25.3
E00164296,18.5,52.5,16.7,12.3
E00164298,15.2,43.9,24.2,16.6
E00164299,27.9,23.3,12.4,36.4
E00164300,8.1,12.1,42.4,37.4
E00164301,1.5,18.2,42.4,37.9
E00164302,1,23.2,49.3,26.6
E00164303,2.2,16.3,45.7,35.9
E00164305,0,36.4,43.4,20.2
E00164306,14.5,23.9,33.3,28.2
E00164307,3.1,23,36.2,37.8
E00164308,1.9,24.7,41.4,32.1
E00164312,2.3,21.6,27.3,48.9
E00164330,0,14.7,51.2,34.1
E00164331,4.5,12.6,42.2,40.7
E00164332,6.3,27.8,36.8,29.2
E00164333,7.3,27,17.5,48.2
E00164334,6.2,13.8,50,30
E00164335,34.9,28.6,27,9.5
E00164336,0.8,22.7,35.3,41.2
E00164337,9.9,29,42.6,18.5
E00164338,7.4,45.1,36.9,10.7
E00164339,20.3,42.1,30.8,6.8
E00164340,4.6,18.4,33.3,43.7
E00164341,25,46.4,20,8.6
E00164342,23.5,40.3,28.2,8.1
E00164343,9.7,39.6,44.4,6.3
E00164345,9.8,15.9,28,46.2
E00164346,11.2,35.1,32.1,21.6
E00164347,0.8,13.6,53.6,32
E00164348,8.4,27.3,42.7,21.7
E00164349,4.5,15.3,22.5,57.7
E00164350,11.4,43.2,39.4,6.1
E00164351,5.4,10.2,33.3,51
E00164352,0,11.9,43.7,44.4
E00164353,6.3,29.7,23.4,40.5
E00164354,4.8,22.2,53.2,19.8
E00164355,0.7,9.1,29.4,60.8
E00164356,1.8,25.9,54.5,17.9
E00164357,9.2,29,37.4,24.4
E00164358,12.2,26.5,20.4,40.8
E00164359,37.2,9.7,43.4,9.7
E00164360,2.7,37.2,43.4,16.8
E00164361,3,43.7,45.9,7.4
E00164362,6.8,27.1,36.4,29.7
E00164363,0.8,5.5,52.8,40.9
E00164364,32.2,24,22.3,21.5
E00164365,7,24.5,40.6,28
E00164366,8.9,12.7,30.6,47.8
E00164367,2.1,16.3,29.8,51.8
E00164368,3.2,28.6,48.4,19.8
E00164369,30.3,18.9,30.3,20.5
E00164632,0.6,18.5,66.9,14
E00164633,17.1,30.3,41.4,11.2
E00164634,0,19.8,58.7,21.5
E00164635,0.8,18.3,71.7,9.2
E00164636,42.2,31.9,4.4,21.5
E00164637,41.3,17.4,22.5,18.8
E00164638,5.5,69.2,22.6,2.7
