areacd,migrant_ind-000,migrant_ind-001,migrant_ind-002,migrant_ind-003
E00070666,93.1,0,6.2,0.7
E00070671,89,0,10.7,0.3
E00070741,96.1,0.9,3,0
E00070752,94.7,0,5.3,0
E00070820,88.4,0.4,10.4,0.8
E00070822,90,0.3,9.4,0.3
E00070823,89.8,0,8.9,1.3
E00070824,89.9,0.8,9,0.3
E00070825,86.7,0,12.4,0.8
E00070826,92.1,0,7.9,0
E00070827,93.8,0.4,5.8,0
E00070828,89.3,0,9.2,1.5
E00070829,95.8,0.8,3.1,0.3
E00070830,86.8,0,13.2,0
E00070831,91.7,0.3,8.1,0
E00070832,93.5,0,6.5,0
E00070833,91.8,0.4,6.7,1.1
E00070834,92,0,7.2,0.8
E00070835,91.7,0,8.3,0
E00070836,92.7,0.3,5.1,1.9
E00070837,90.7,0,7.6,1.7
E00070838,85.1,0.3,8.3,6.3
E00164127,90.8,0,9.2,0
E00164128,89.3,0.8,9.9,0
E00164129,91.6,0,7.2,1.1
E00164130,89.8,0,10.2,0
E00164131,91.1,0,8.9,0
E00164132,92.5,0.3,7.2,0
E00164133,87.4,0,11.1,1.5
E00164134,96.5,0.4,2.7,0.4
E00164135,89.9,0.4,8.9,0.8
E00164136,97.3,0,2.7,0
E00164137,93.9,0,5.4,0.8
E00164141,92.5,0.5,6.2,0.8
E00164142,91,0.6,6.9,1.5
E00164144,93.5,0.4,5.6,0.5
E00164145,93.3,0,6.7,0
E00164146,87.7,0.3,11.4,0.6
E00164147,89.4,0.6,9.7,0.3
E00164148,92.3,0.3,7,0.3
E00164149,93,0.3,6.5,0.3
E00164150,94.7,0.4,4.5,0.4
E00164152,91.2,0,8.3,0.6
E00164153,91.6,0,8.4,0
E00164154,93,0,6.4,0.7
E00164155,95.1,0,4.5,0.3
E00164156,86.1,2.7,7.3,3.9
E00164157,89.8,1,8.9,0.3
E00164158,93.5,0.8,5.6,0
E00164159,87.7,0,12.3,0
E00164160,84.5,0,14.4,1.1
E00164161,95.4,0,4.6,0
E00164162,83,0.2,15.7,1.1
E00164163,92.5,0,7.1,0.4
E00164164,92,0.3,7.7,0
E00164165,88.8,0,10.7,0.5
E00164166,93.7,0.3,5.9,0
E00164167,95.7,0,3.9,0.4
E00164168,85,0,14.6,0.4
E00164169,93.3,1.2,5.6,0
E00164170,95.8,0,4.2,0
E00164171,94.3,0,5.7,0
E00164172,90.7,0.7,8.7,0
E00164173,95.7,0,4.3,0
E00164174,95.5,0.4,4.1,0
E00164175,95.3,0,3.6,1.1
E00164176,94.6,0.9,4.4,0
E00164179,93,0,6.6,0.3
E00164180,81.1,0,18,0.9
E00164181,90.5,0.5,9,0
E00164182,93.6,0,6.4,0
E00164183,92.9,0,7.1,0
E00164184,96.5,0,3.5,0
E00164185,93.4,0,6,0.5
E00164186,92.5,0.3,7.2,0
E00164187,91.1,0.3,8.6,0
E00164188,96.1,0,3.9,0
E00164189,89.2,0.4,10.4,0
E00164190,90.4,0.2,9.2,0.2
E00164191,93.3,0,6.1,0.6
E00164192,94,0,6,0
E00164193,94.1,0.5,5.1,0.3
E00164196,88.9,0,11.1,0
E00164197,92.1,0,7.6,0.4
E00164198,91.3,0,8.7,0
E00164199,92.2,0.4,7.2,0.2
E00164200,91.8,0.3,7.5,0.3
E00164201,91.2,0,8.8,0
E00164202,90,0,8.9,1.1
E00164203,90.4,0.3,9.3,0
E00164211,91.2,0,8.8,0
E00164212,89.9,0.3,9.8,0
E00164213,86,0.2,13.8,0
E00164214,89.3,0.4,10.3,0
E00164215,92.7,0.4,6.6,0.4
E00164216,77.1,0.3,22.7,0
E00164217,94.5,0,5.5,0
E00164218,92.6,0,7.4,0
E00164219,90.7,0,8.9,0.4
E00164220,83.2,0.5,16,0.3
E00164221,89.3,0,8.9,1.8
E00164222,89.1,0,8.4,2.5
E00164223,88.4,0,11.2,0.4
E00164224,90.2,0,9.8,0
E00164225,92.7,0.4,6.5,0.4
E00164226,89.7,0.6,9.1,0.6
E00164227,90.4,0,9,0.6
E00164228,83.2,0.5,16.2,0
E00164229,92.9,0.5,6.6,0
E00164230,91.6,0.3,7.7,0.3
E00164231,95.4,0,4.3,0.3
E00164232,90.7,0.8,7.7,0.8
E00164240,91.6,0,7.7,0.8
E00164241,91.3,0,8.4,0.3
E00164242,91.7,0.4,7.5,0.4
E00164243,96.8,0,3.2,0
E00164244,93,0,6.8,0.2
E00164248,92.9,1.1,5.5,0.5
E00164249,90.2,0,9.8,0
E00164251,94.8,0.4,3.6,1.2
E00164252,91.5,0,8.5,0
E00164253,88.9,0,11.1,0
E00164254,92.8,1.1,6,0
E00164255,95.9,0.3,3.6,0.3
E00164256,93.3,0.3,6.3,0
E00164257,91.5,0,8.2,0.4
E00164258,91.6,0.3,8.1,0
E00164259,90.2,0.3,9.2,0.3
E00164260,90.2,0,9.5,0.3
E00164261,85.4,1.2,13,0.4
E00164262,92.3,1,6.7,0
E00164263,90.1,0,9.9,0
E00164264,89.9,0.4,9.4,0.4
E00164265,69,0,31,0
E00164266,92,0.7,7.1,0.2
E00164267,90,0,8.8,1.2
E00164268,93.1,0,6.5,0.3
E00164269,91,0,9,0
E00164270,92.5,0,7.5,0
E00164271,92,0,8,0
E00164272,90.7,0,8.9,0.4
E00164273,91.5,1.2,6.9,0.4
E00164274,96.6,0,2.7,0.7
E00164275,97.8,0,2.2,0
E00164276,91.7,0,7.6,0.6
E00164277,93.2,0,6.8,0
E00164278,91.5,0,7.9,0.6
E00164279,90.5,0.2,8.9,0.4
E00164280,93.4,0,6.6,0
E00164281,93.6,0.7,5,0.7
E00164282,91.4,0.3,8.3,0
E00164283,93.7,0.3,6,0
E00164284,91.1,0,7.4,1.5
E00164285,97.5,0,1.3,1.3
E00164286,86,0.2,13.5,0.2
E00164287,92.5,0.3,5.8,1.4
E00164288,86.3,0.4,11.7,1.6
E00164289,86.2,0.2,12.6,1
E00164290,83.3,0.6,15.8,0.3
E00164291,91.2,0.4,8.4,0
E00164292,91.3,0.6,7.7,0.3
E00164293,87.9,0.5,10.3,1.4
E00164294,89.6,0,10,0.5
E00164295,86.3,1,12,0.7
E00164296,83.5,0.4,15.5,0.7
E00164298,82.7,0.3,16.3,0.8
E00164299,89.2,0,10.4,0.3
E00164300,95,0,5,0
E00164301,93.9,0,6.1,0
E00164302,92.1,0.2,7.7,0
E00164303,95.3,0,4.7,0
E00164305,95.1,1.2,3.7,0
E00164306,92.5,0,7.5,0
E00164307,88.6,0.4,10.3,0.7
E00164308,88.2,0,11.3,0.5
E00164312,92.7,0,6.4,0.9
E00164330,91.2,0,8.8,0
E00164331,92.4,0.4,7.2,0
E00164332,86,0,14,0
E00164333,92.8,0,6.2,1
E00164334,90.4,0,8.2,1.4
E00164335,87.6,0,12,0.4
E00164336,93.6,0.8,4.5,1.1
E00164337,89.9,0,9.5,0.6
E00164338,86.6,0,13.4,0
E00164339,92.1,0,7.9,0
E00164340,96.3,0,3.7,0
E00164341,86.1,0,10.9,3
E00164342,87.5,0.8,11.7,0
E00164343,92.3,0,7.7,0
E00164345,76.4,1.2,17.3,5.2
E00164346,92.2,0.8,6.6,0.4
E00164347,90,0.9,9.1,0
E00164348,89.4,0.3,9.4,1
E00164349,91.4,0,8.2,0.4
E00164350,92.9,0,7.1,0
E00164351,93.1,0,6.6,0.3
E00164352,90.9,1.1,8,0
E00164353,82.2,0,16.9,0.8
E00164354,92,0,8,0
E00164355,88.6,0,11.1,0.3
E00164356,89.4,0.4,10.2,0
E00164357,91.4,0,7.9,0.7
E00164358,84.8,0.3,13.1,1.8
E00164359,90.2,0,9.8,0
E00164360,91.5,0,7.7,0.8
E00164361,90.1,0,9.9,0
E00164362,89.9,0.9,8.4,0.9
E00164363,88.2,0.7,10.7,0.3
E00164364,87.7,0.9,10.4,0.9
E00164365,92.5,0.3,7.2,0
E00164366,89.8,0.3,9.7,0.3
E00164367,91.8,0.3,7.8,0
E00164368,91.4,0,8.6,0
E00164369,87.1,0.8,11.7,0.4
E00164632,95.1,0,3.5,1.4
E00164633,88.6,0.6,10.7,0
E00164634,90.4,0,8.9,0.7
E00164635,90.8,0,9.2,0
E00164636,82.2,1.7,15.3,0.8
E00164637,83,0,17,0
E00164638,87.6,0.7,11,0.7
E00164639,90.6,0,9,0.4
E00164640,92.9,0.4,4.9,1.9
E00164641,93.3,0.4,5.6,0.8
E00164642,73.1,0,22.5,4.4
E00164643,83.9,0.8,11.2,4.1
E00164644,81.1,2.1,14.4,2.4
E00164645,86.9,0,11.3,1.8
E00164646,81.9,0.5,13.9,3.7
E00164647,86.5,0,13.1,0.4
E00164649,93.9,0.3,5.8,0
E00164650,90.2,0,9.8,0
E00164651,85.3,0.6,13.2,0.9
E00164652,87.4,0,12.1,0.5
E00164653,90,0,9.5,0.6
E00164654,85.7,0.4,12.6,1.3
E00164655,88.9,0,10.1,1
E00164656,96.7,0.3,2.8,0.3
E00164657,90,1.7,6.9,1.3
E00164658,91.9,0.3,7.6,0.3
E00164659,93.2,0,6.4,0.3
E00164660,90.1,1.5,8.4,0
E00164661,85.9,0.8,13.4,0
E00164662,94.3,0.6,4.8,0.3
E00164663,88.2,0,10.9,0.9
E00164664,88.7,0,10.2,1
E00164665,94.3,0,4.4,1.3
E00164666,91.9,0.3,6.2,1.6
E00164667,84.1,0,14.4,1.5
E00164668,87.2,0.4,12.4,0
E00164669,94.9,0.4,3.3,1.5
E00164671,93.8,1,5.2,0
E00164672,94,0.8,4.8,0.4
E00164673,91.2,0.3,8.5,0
E00164674,94.1,0.3,5.6,0
E00164675,91.9,0.4,7.7,0
E00164676,93.4,0.3,5.3,1
E00164677,93.3,0,6.7,0
E00164678,93.4,0,6.6,0
E00164679,91,0,7.9,1.1
E00164680,91.6,0.3,7,1.1
E00164681,82.3,0.6,17,0
E00164682,92.6,0.2,7.3,0
E00164683,84.6,1.6,13.5,0.3
E00164685,86.8,0.8,12.5,0
E00164686,88.3,0.8,10.5,0.4
E00164687,88.5,0.6,9.2,1.6
E00164688,90.2,1.1,8.3,0.4
E00164689,90.4,0,9.6,0
E00164690,83.6,1.2,15.2,0
E00164691,94.6,0.3,5,0
E00164692,93.4,0.7,4.9,1
E00164693,96.1,0.3,3.5,0
E00164694,92.3,0,7.4,0.3
E00164695,85.2,0.9,11.1,2.8
E00164697,89.5,0.3,9.1,1.1
E00164698,79.7,4.2,14.7,1.3
E00164700,84.5,1.6,11,2.8
E00164701,82.2,1.2,16.6,0
E00164702,85.5,0.5,13.6,0.5
E00164704,79,0,16,5
E00164705,83.2,0.8,13.9,2
E00164706,79.3,1,18.4,1.3
E00164709,87,1.5,10.7,0.7
E00164710,94.7,0,3.4,1.9
E00164711,86.6,0,10.7,2.8
E00164712,89.5,0.7,7.5,2.2
E00164714,94.8,0,4.9,0.3
E00164715,92.1,0,7.2,0.8
E00164716,92.8,0,7.2,0
E00164717,83.8,0.3,13.5,2.4
E00164719,89.8,1.4,8.1,0.7
E00164721,86.8,0.5,12.7,0
E00164722,49,6.6,37.9,6.4
E00164723,88.3,0.4,10.9,0.4
E00164724,93.5,0,5.4,1.1
E00164725,89.3,0.7,9.6,0.3
E00164726,95.2,1,3.8,0
E00164727,92.4,0.3,7.3,0
E00164728,87.9,0.3,11.2,0.6
E00164729,93.5,0,6.5,0
E00164730,91.3,0.4,6.7,1.6
E00164731,93.9,0,6.1,0
E00164732,86.8,0.6,12.5,0
E00164733,93.4,0,6.6,0
E00164734,92.9,0,5.9,1.2
E00164735,90.9,0,8.4,0.7
E00164736,79.3,0.9,19.9,0
E00164737,94.8,0.3,4.9,0
E00164738,89.6,0.5,10,0
E00164739,95.6,0,4.4,0
E00164740,93.8,0,5.2,1
E00164741,84.2,0.4,13.3,2.1
E00164742,89.5,0,9.6,0.8
E00164743,92.1,0,7.9,0
E00164744,94,0.6,4.8,0.6
E00164745,92.5,0.3,6.8,0.3
E00164746,86.4,4.2,9.3,0
E00164747,92.4,0,6.6,0.9
E00164748,96.3,0,3.7,0
E00164749,92,1.5,6.5,0
E00164750,90.7,0.4,8.9,0
E00164751,95,0,4.3,0.8
E00164752,92.5,0,7.1,0.4
E00164753,93,0.4,6.3,0.4
E00164754,93,0,5.7,1.3
E00164755,93.9,0,6.1,0
E00164756,94.9,0,5.1,0
E00164757,92.1,0,7.9,0
E00164758,90.8,0,9.2,0
E00164759,83.7,0,14.2,2.1
E00164760,87.4,0,12.6,0
E00164761,91,0,8.6,0.3
E00164762,88.9,0.4,10.7,0
E00164763,94.7,0,5.3,0
E00164764,93.6,0.3,6.1,0
E00164765,96.6,0,1.4,2
E00164766,97.8,0,1.9,0.3
E00164767,91,0,9,0
E00164768,88.7,0.4,9.4,1.5
E00164769,77.1,0,22,1
E00164770,93,0.6,4.7,1.7
E00164771,95.1,0,4.3,0.5
E00164772,90.7,0,5.8,3.5
E00164773,97.4,0.4,2.2,0
E00164774,90.5,0,6.8,2.8
E00164775,94,0.7,5,0.4
E00164776,94.2,0.5,5.4,0
E00164777,93.3,0,3.8,2.9
E00164778,74.8,0,25,0.2
E00164779,90.7,0,9,0.3
E00164780,91.7,0.5,7.8,0
E00164781,86.1,0.4,13.5,0
E00164782,94.5,0.3,4.9,0.3
E00164783,87.1,0.5,12.4,0
E00164784,91.1,0.3,8.6,0
E00164785,92.5,0,7.5,0
E00164786,87.2,0.3,11.5,1
E00164787,94.2,0,4.7,1.2
E00164788,90.1,0,9.9,0
E00164789,90.5,0,9.5,0
E00164790,92.6,0,5.5,1.9
E00164791,90.1,0,7.4,2.5
E00164792,87.8,0.3,8.3,3.6
E00164793,92.9,0,6.2,1
