areacd,residence_length_6b-001,residence_length_6b-002,residence_length_6b-003,residence_length_6b-004,residence_length_6b-005
E00070666,92.5,6.2,0,0.7,0.7
E00070671,95.1,3,1.4,0.3,0.3
E00070741,94.4,4.3,0.4,0.4,0.4
E00070752,92.2,5.2,1.7,0,0.9
E00070820,96,2.8,1.2,0,0
E00070822,90.7,5.6,2,1.3,0.3
E00070823,93,2.5,1.3,1,2.2
E00070824,94.7,4.4,0.3,0.6,0
E00070825,92.6,5.8,1.7,0,0
E00070826,92.5,7.1,0,0,0.4
E00070827,94.2,5,0.4,0.4,0
E00070828,90.8,7.4,0.4,1.1,0.4
E00070829,91,6.2,0,0.8,2
E00070830,93.5,5.2,0.3,1,0
E00070831,95.5,3.5,0.3,0.5,0.3
E00070832,94.7,4.2,1.1,0,0
E00070833,90.7,5.2,0.7,1.5,1.9
E00070834,95.2,4.5,0.3,0,0
E00070835,92.4,7.6,0,0,0
E00070836,84.3,2.5,0.9,2.5,9.7
E00070837,94.1,4.6,0,0,1.3
E00070838,70.9,7.9,6,5.4,9.8
E00164127,95.8,3.5,0.3,0.3,0
E00164128,96.7,3.3,0,0,0
E00164129,95.6,3.2,0.2,0.2,0.8
E00164130,99.2,0.8,0,0,0
E00164131,97.1,2.7,0.3,0,0
E00164132,93.1,5.2,0.6,1.1,0
E00164133,96.5,1.7,0.5,0,1.2
E00164134,95.2,2.1,0.8,1.7,0.2
E00164135,94.8,4.4,0,0.8,0
E00164136,96.2,3.3,0.5,0,0
E00164137,96,3.3,0.3,0.3,0.3
E00164141,88.2,4.6,3.1,2.3,1.8
E00164142,93.8,3.6,1.2,0.3,1.2
E00164144,97.5,2,0.5,0,0
E00164145,96.8,2.6,0.6,0,0
E00164146,95,4.2,0.8,0,0
E00164147,93.8,5.3,0.3,0.6,0
E00164148,97.7,2.3,0,0,0
E00164149,95.3,2.8,0.3,1.6,0
E00164150,95.5,3.4,0,0.7,0.4
E00164152,97.4,2,0.3,0,0.3
E00164153,95.1,3.8,0.8,0.4,0
E00164154,91.6,6.4,0.3,1,0.7
E00164155,93.1,5.2,0,1.7,0
E00164156,83,4.3,0.7,1.6,10.5
E00164157,94.6,4.5,0.6,0,0.3
E00164158,93.5,4.8,1.6,0,0
