areacd,national_identity_all_4a-001,national_identity_all_4a-002,national_identity_all_4a-003
E00098112,96.4,0,3.6
E00098114,90.7,0.4,8.9
E00098115,96.2,0.3,3.4
E00098116,96.8,0.6,2.5
E00098117,87.5,1.6,11
E00098118,92.6,1.8,5.5
E00098119,94.9,1.8,3.3
E00098120,93.9,2.7,3.4
E00098121,92,1.9,6
E00098122,94.1,0,5.9
E00098123,93.2,1.4,5.4
E00098124,90.8,2,7.1
E00098125,95.7,1.6,2.8
E00098126,91.5,1.9,6.6
E00098127,94.6,0.8,4.6
E00098128,93.5,0,6.5
E00098129,90.8,0.9,8.3
E00098130,94.8,0.7,4.4
E00098131,92.7,2.3,5
E00098132,98.9,0,1.1
E00098133,98.8,0,1.2
E00098134,95.8,0,4.2
E00098135,94.4,0,5.6
E00098137,96,0.7,3.3
E00098138,98.6,0,1.4
E00098219,97,1,2
E00098220,99.2,0.8,0
E00098221,98,1.5,0.5
E00098222,97.8,0,2.2
E00098223,99.4,0,0.6
E00098224,98.7,0,1.3
E00098225,98.4,0.4,1.2
E00098226,97,0.3,2.7
E00098227,99.3,0,0.7
E00098228,99.1,0,0.9
E00098229,98.4,0.3,1.3
E00098230,98.1,0.6,1.3
E00098231,94.9,2,3.1
E00098232,98.2,0.4,1.4
E00098233,97.4,1.8,0.7
E00098234,98.8,0,1.2
E00098235,98.4,1.4,0.2
E00098275,100,0,0
E00098276,98.3,0.3,1.4
E00098277,93.6,0.8,5.6
E00098278,96.4,0.7,2.9
E00098279,97,1.8,1.2
E00098280,97.3,0,2.7
E00098281,98.2,0.4,1.5
E00098282,99.1,0,0.9
E00098283,96.9,0.3,2.8
E00098284,98.1,1.1,0.7
E00098285,98.4,0.3,1.3
E00098286,99.6,0.4,0
E00098287,98.9,0.8,0.3
E00098288,97.4,0.4,2.1
E00098289,97.7,0,2.3
E00098290,98.4,1,0.6
E00098291,99.4,0,0.6
E00098292,99,0,1
E00098311,97.2,1,1.7
E00098316,98.4,0.5,1.1
E00098317,97.4,0.3,2.4
E00098318,99.3,0,0.7
E00098319,98.2,0.9,0.9
E00098321,96.3,0,3.7
E00098327,97.3,0.7,2
E00098328,97.5,0.4,2.1
E00098329,95.2,0,4.8
E00098330,97.4,0.3,2.3
E00098331,98,1.3,0.7
E00098332,98.9,0.7,0.4
E00098333,98.5,0.4,1.2
E00098334,97.6,0,2.4
E00098335,100,0,0
E00098336,95.4,1.5,3.2
E00098337,94.7,0,5.3
E00098338,97.8,1.3,0.9
E00098339,96.6,0,3.4
E00098340,94.6,1.3,4
E00098341,98.9,0,1.1
E00098342,98.6,0.7,0.7
E00098343,98.2,0.4,1.5
E00098344,97.9,0.2,2
E00098345,94.7,1.6,3.7
E00098346,98.1,0.4,1.5
E00098348,100,0,0
E00098371,98.1,0.6,1.3
E00098372,97.5,0.7,1.8
E00098373,99.1,0.6,0.3
E00098374,92.5,0,7.5
E00098375,93.3,1.1,5.7
E00098376,98.3,0.5,1.2
E00098377,95.4,0.9,3.7
E00098378,97.9,0.4,1.7
E00098379,99.6,0,0.4
E00098380,93.6,3.6,2.8
E00098381,100,0,0
E00098382,97.8,0.8,1.3
E00098383,97.6,0,2.4
E00098384,98.8,0.5,0.7
E00098385,95.8,0.2,3.9
E00098386,99.2,0.8,0
E00098387,98.6,0.3,1
E00098388,100,0,0
E00098389,96.6,0.6,2.8
E00098390,96.2,1.4,2.3
E00098391,96.8,0.7,2.5
E00098392,98.7,0,1.3
E00098393,97.4,0,2.6
E00098394,97,2.3,0.7
E00098395,96.8,1.4,1.8
E00098396,98.2,0.5,1.3
E00098397,98.4,0.5,1.1
E00098400,98.2,0.6,1.2
E00098401,97.6,0.7,1.7
E00098405,96.7,1.5,1.8
E00098406,99,1,0
E00098408,95.9,1.4,2.7
E00098410,94.3,0.4,5.3
E00098412,99.6,0,0.4
E00098413,97.3,0,2.7
E00098414,98,1.3,0.7
E00098415,99.1,0.3,0.6
E00098416,98.4,0.8,0.8
E00098418,97,0,3
E00098454,97.2,0.7,2.1
E00098455,98,0,2
E00098456,95.5,1.4,3.1
E00098457,97.9,0.4,1.7
E00098458,98.8,0.9,0.3
E00098459,99.3,0,0.7
E00098460,98.5,0,1.5
E00098461,90.4,0.3,9.3
E00098462,95.3,1.3,3.3
E00098463,97.2,0,2.8
E00098464,93.6,0,6.4
E00098465,93.9,1.2,4.9
E00098466,94.7,0,5.3
E00098467,90.7,2.2,7.2
E00098468,99.6,0,0.4
E00098469,88.5,0.3,11.2
E00098470,92.1,0.7,7.1
E00098471,93.4,0.8,5.8
E00098472,95,0.3,4.7
E00098473,96.7,2,1.3
E00098483,96.7,0.3,3
E00098484,99,0,1
E00098485,99.3,0,0.7
E00098486,98.4,0,1.6
E00098487,98.8,0,1.2
E00098488,100,0,0
