areacd,passports_all_4a-001,passports_all_4a-002,passports_all_4a-003
E00098112,74.2,4.8,21
E00098114,68.6,10.5,20.9
E00098115,70.9,3.1,26
E00098116,81.3,1.9,16.8
E00098117,63.6,10,26.5
E00098118,71.6,8.1,20.3
E00098119,63.9,4.6,31.4
E00098120,65.3,5.8,28.9
E00098121,64.5,6.1,29.5
E00098122,61.5,3.6,34.8
E00098123,63.8,5.9,30.2
E00098124,66.2,8.5,25.3
E00098125,68.5,2.8,28.7
E00098126,62.8,7.5,29.7
E00098127,67.5,7.1,25.4
E00098128,77.7,5.9,16.5
E00098129,58.7,10.7,30.6
E00098130,60.4,4.8,34.8
E00098131,66.7,5.7,27.6
E00098132,59,1.1,39.9
E00098133,79.6,1.2,19.2
E00098134,85,4.2,10.8
E00098135,67.4,5.5,27.1
E00098137,56.8,5,38.2
E00098138,69.6,2.2,28.1
E00098219,80.9,3.3,15.8
E00098220,69.8,0,30.2
E00098221,65.8,0.5,33.7
E00098222,75.1,2.9,22
E00098223,79.5,1.2,19.3
E00098224,78.5,0,21.5
E00098225,71.9,1.6,26.5
E00098226,89.1,2.2,8.7
E00098227,75.5,1.1,23.4
E00098228,65.4,1.2,33.4
E00098229,72.6,1.3,26.1
E00098230,75.6,1.3,23.2
E00098231,81.1,2.8,16.1
E00098232,83,1.4,15.6
E00098233,80.1,1.1,18.8
E00098234,77.4,0.4,22.2
E00098235,86.1,0,13.9
E00098275,77.6,0,22.4
E00098276,74.5,1.4,24.1
E00098277,68.1,6.1,25.8
E00098278,77.5,2.9,19.6
E00098279,79.4,0.9,19.7
E00098280,77.6,1.5,20.9
E00098281,76.7,1.5,21.8
E00098282,74.1,0.9,25
E00098283,70.7,1.9,27.4
E00098284,81.1,0.4,18.5
E00098285,85.2,0.3,14.6
E00098286,76.4,0,23.6
E00098287,71.4,0.3,28.3
E00098288,74.5,2.1,23.4
E00098289,74.9,1.3,23.8
E00098290,79.7,1.6,18.7
E00098291,73.4,0.9,25.7
E00098292,74.2,0.7,25.1
E00098311,86.2,0.7,13.1
E00098316,88.3,0.8,10.9
E00098317,69.5,2.1,28.4
E00098318,72.1,0,27.9
