areacd,number_of_cars_5a-000,number_of_cars_5a-001,number_of_cars_5a-002,number_of_cars_5a-003
E00007031,35.6,40.7,20,3.7
E00007033,26.5,45,17.9,10.6
E00007192,34.7,49.5,10.9,5
E00007193,24.6,45.2,19.8,10.3
E00007194,32.6,38.6,16.7,12.1
E00007195,44.4,35.4,10.4,9.7
E00007196,17.2,40.5,36.2,6
E00007197,28.3,40.2,21.3,10.2
E00007198,13.5,45.9,28.6,12
E00007199,22.2,47.6,23.8,6.3
E00007200,29.5,46.2,18.2,6.1
E00007201,36.2,43.1,17.2,3.4
E00007202,34.9,46,15.9,3.2
E00007203,28.9,47.4,18.4,5.3
E00007205,27.4,40.3,24.2,8.1
E00007206,35.1,49.8,12.2,2.9
E00007668,39.9,45.2,11.9,3
E00007686,14.2,46.5,22.8,16.5
E00007687,36.3,39.3,19.3,5.2
E00007688,13.1,52.5,24.6,9.8
E00007689,44.3,43.7,9.5,2.5
E00007690,26.1,48.6,22.5,2.7
E00007691,33.1,43,17.4,6.6
E00007692,16.1,46,26.6,11.3
E00007693,21.6,46.4,18.4,13.6
E00007694,20,44.8,22.4,12.8
E00007695,25.6,44.4,27.4,2.6
E00007696,32.9,40.5,22.2,4.4
E00007697,17.1,43.2,31.5,8.1
E00007698,26.4,39.2,28.8,5.6
E00007699,29.3,36.6,17.9,16.3
E00007700,33.5,47.6,13.5,5.3
E00007701,28.1,41.2,21.1,9.6
E00007702,45,32.9,17.9,4.3
E00007703,45.4,40,13.8,0.8
E00007704,22.3,40.5,25.6,11.6
E00007705,36,40.8,13.6,9.6
E00007706,26.4,47.9,18.6,7.1
E00007707,15,51.1,25.6,8.3
E00110832,28.4,43.1,21.1,7.3
E00110834,30.7,43.6,19.3,6.4
E00110837,12.3,39.8,36.8,11.1
E00110838,32.5,50.2,15.6,1.7
E00110840,7.6,34.4,42,16
E00110841,30.8,46.9,17.5,4.9
E00110843,19.5,45,30.2,5.4
E00110844,16.2,39,31.6,13.2
E00118344,7.9,38.1,39.6,14.4
E00118345,29.5,44.3,18,8.2
E00118346,11.8,47.1,31.6,9.6
E00118347,14.1,44.5,35.2,6.3
E00118348,7.8,37.5,38.3,16.4
E00118349,30.8,37.8,18.2,13.3
E00118350,11.9,52.5,24.6,11
E00118351,25.9,46.7,21.5,5.9
E00118352,7.9,32.9,39.3,20
E00118353,40.4,31.5,24.6,3.4
E00118354,34.2,47.5,11.7,6.7
E00118355,20,41.6,25.9,12.4
E00118356,8.3,43.3,35.8,12.5
E00118357,14.5,35.9,32.5,17.1
E00118358,13.2,49.3,26.3,11.2
E00118359,3.8,37.4,38.9,19.8
E00118360,12.3,36.9,36.9,13.8
E00118361,15.4,33.3,34,17.3
E00118362,15.8,42.9,27.8,13.5
E00118363,19.9,41.2,26.5,12.5
E00118364,13.8,45.5,29,11.7
E00118365,18.9,39.3,29.5,12.3
E00118366,25.3,45.3,22.4,7.1
E00118367,12.4,43.1,33.6,10.9
E00118368,14.4,34.4,30.4,20.8
E00118369,31.7,44.3,18,6
E00118370,17.8,46.6,24.6,11
E00118371,9.6,38.4,36.8,15.2
E00118372,39.9,45.5,11.1,3.5
E00118373,14,48.8,23.1,14
E00118374,16.2,47.7,26.9,9.2
E00118375,13.6,50.7,28.6,7.1
E00118376,26.7,55.7,15.3,2.3
E00118377,23.2,46.4,26.8,3.6
E00118378,21.3,51.1,22,5.7
E00118379,27.9,41.2,22.8,8.1
E00118380,52.3,35.6,6.1,6.1
E00118381,23.7,47.3,21.9,7.1
E00118382,21.4,52.7,22.3,3.6
E00118383,19.4,43.2,22.3,15.1
E00118384,25,40.6,28.1,6.3
E00118385,16.7,51.6,21.4,10.3
E00118386,13.2,45.6,28.1,13.2
E00118387,15.8,37.4,33.1,13.7
E00118388,12,40,24.8,23.2
E00118389,9.6,56.8,22.4,11.2
E00118390,56,33,8.8,2.2
E00118391,22.2,43.7,22.8,11.4
E00118392,34.7,45.2,16.9,3.2
E00118393,12.4,51.2,26.4,10.1
E00118394,15.7,40.9,28.7,14.8
E00118395,7.6,46.6,31.3,14.5
E00118396,12.6,38.7,31.9,16.8
E00118397,20.2,49.7,20.2,9.8
E00118398,9.4,35.9,34.2,20.5
E00118399,5.5,39.4,40.9,14.2
E00118400,11.9,39,33.9,15.3
E00118401,0,34.2,43.3,22.5
E00118402,8.5,52.1,31.6,7.7
E00118403,13.8,43.1,32.5,10.6
E00118404,13.6,32.1,30,24.3
E00118405,10.3,37.6,34.2,17.9
E00118406,36.6,42.5,17.2,3.7
E00118407,15.9,54,23,7.1
E00118408,11.4,42.1,36.4,10
E00118409,14.3,49,23.8,12.9
E00118410,19.8,38.8,28.9,12.4
E00118411,27.4,36.8,21.4,14.5
E00118412,0,31.1,31.8,37.1
E00118413,6.3,34.6,42.5,16.5
E00118414,28.7,43.3,21.3,6.7
E00118416,8.6,26.6,45.3,19.5
E00118417,2.4,33.6,37.6,26.4
E00118418,4.5,28.8,41.7,25
E00118419,6.3,42,38.4,13.4
E00118420,3.2,33.6,40.8,22.4
E00118421,9.2,28.3,37.5,25
E00118422,3.8,19.7,51.5,25
E00118423,6.8,36.1,37.6,19.5
E00118424,5.7,33.6,39.3,21.3
E00118425,13.4,31.9,40.3,14.3
E00118426,8.8,29.2,39.8,22.1
E00118427,13.8,47.8,25.4,13
E00118429,16.8,52.6,24.7,5.8
E00118430,16.7,48.7,22,12.7
E00118432,1.5,20.6,47.1,30.9
E00118433,3.4,35.1,42.8,18.8
E00118434,3.3,11.2,42.1,43.4
E00118435,12.6,26.3,41.1,20
E00118438,3.4,30.2,38.5,27.8
E00118441,4.3,20.4,43.8,31.5
E00118442,4.5,44.1,41.7,9.7
E00118444,2.3,22.9,51.1,23.7
E00118445,20.9,40.3,33.8,5
E00118448,4.6,39.2,40,16.2
E00118449,0,22.9,42.7,34.4
E00118450,6.9,36.2,37.9,19
E00118451,7.6,51.3,29.4,11.8
E00118495,12.9,36.4,31.1,19.7
E00118496,23.1,47.7,20,9.2
E00118497,18.8,35.3,33.8,12
E00118498,13,44.4,30.6,12
E00118499,19.6,48.6,23.9,8
E00118500,12.8,36.9,37.6,12.8
E00118501,33,46.4,17,3.6
E00118502,8.3,37.2,39.7,14.9
E00118503,7.3,37.4,37.4,17.9
E00118504,13.9,56.3,23.4,6.3
E00118505,9.4,57.5,29.1,3.9
E00118506,12,40.8,33.6,13.6
E00118507,15.7,47.8,23.9,12.7
E00118508,29.6,45.9,18.5,5.9
E00118531,15,38.8,32.7,13.6
E00118532,21.3,47.2,23.6,7.9
E00118533,24,38.6,31,6.4
E00118534,38.3,48.3,11.7,1.7
E00118535,17.6,45.6,28,8.8
E00118536,28,48.8,18.5,4.8
E00118537,11.8,39.7,34.6,14
E00118538,16.5,34.5,34.5,14.4
E00118539,21,40.3,25.8,12.9
E00118540,23.4,50,21.8,4.8
E00118541,20,54.6,18.5,6.9
E00118542,19.8,46.7,24,9.6
E00118543,13.8,50.8,24.6,10.8
E00118544,31.8,50.8,13.2,4.1
E00118545,15,48.1,30.8,6
E00118546,36.1,40.6,17.3,6
E00118547,22.8,48,21.1,8.1
E00118548,30.1,44.1,16.2,9.6
E00118549,9.8,38.6,39.4,12.1
E00118550,18.5,33.9,29,18.5
E00118551,28.2,38.8,22.8,10.2
E00118552,10.2,36.2,40.9,12.6
E00118553,39.5,38.8,10.9,10.9
E00118554,30,56.9,12.3,0.8
E00118555,32.4,45.9,17.1,4.5
E00118556,46.7,35.8,13.3,4.2
E00118558,26.8,45.5,23.9,3.8
E00118559,27.1,43.6,20,9.3
E00118560,31,49.6,12.4,7
E00118563,34.8,40.4,16.8,8.1
E00118564,14.8,42.2,26.6,16.4
E00118565,25.9,41.3,24.5,8.4
E00118566,29,43.5,23.4,4
E00118567,20.5,30.8,32.5,16.2
E00118568,29.4,39.4,22.9,8.3
E00118569,24.2,45.8,18.3,11.7
E00118570,18.3,53.2,22,6.4
E00118571,22.9,54.9,18.3,3.9
E00118572,25,56.9,14.7,3.4
E00118573,17.1,48,27.6,7.3
E00118574,42.4,52.5,5.1,0
E00118575,27.5,41.2,19.8,11.5
E00118577,16.9,47.6,27.4,8.1
E00118596,35.2,41.5,19,4.2
E00118597,22.7,53.9,21.9,1.6
E00118598,10.4,64.3,20.9,4.3
E00118599,30.2,45.7,17.2,6.9
E00118600,10,42.1,37.1,10.7
E00118601,11.1,48,29.8,11.1
E00118602,5.4,51.8,30.4,12.5
E00118603,9.5,44.2,33.7,12.6
E00169719,12.8,55.8,28.2,3.2
E00169720,7.6,59.1,28,5.3
E00169721,18.3,51,24.8,5.9
E00169722,17.1,63.1,16.2,3.6
E00169723,0,33.6,50,16.4
E00169724,5.6,68.1,23.6,2.8
E00169725,13.6,53.7,26.5,6.1
E00170073,6.3,45.7,37,11
E00178851,32.6,52.3,12.8,2.3
E00190222,30.5,44.9,14.4,10.2
E00190229,12.9,42.1,36.4,8.6
E00190239,16.1,57.3,25,1.6
E00190244,8.5,46.5,38,7
E00190266,44.3,41.7,12.3,1.8
E00190276,35.2,53.5,9.4,1.9
E00190290,17.1,43.1,28.5,11.4
E00190318,42.3,52.1,4.9,0.7
E00190329,7.2,46.1,39.5,7.2
E00190334,14.6,56.2,23.6,5.6
E00190337,33,53.8,11,2.2
