areacd,accommodation_type_3a-001,accommodation_type_3a-002,accommodation_type_3a-003
E00007031,45.2,54.8,0
E00007033,86.1,13.9,0
E00007192,37.6,62.4,0
E00007193,98.4,1.6,0
E00007194,74,26,0
E00007195,37.5,62.5,0
E00007196,98.2,1.8,0
E00007197,78.1,21.9,0
E00007198,87.9,12.1,0
E00007199,86.3,13.7,0
E00007200,61.9,38.1,0
E00007201,47.4,52.6,0
E00007202,50,50,0
E00007203,80,20,0
E00007205,90.3,9.7,0
E00007206,35.8,63.7,0.5
E00007668,35.3,64.7,0
E00007686,99.2,0.8,0
E00007687,53.7,46.3,0
E00007688,93.5,5.6,0.8
E00007689,46.5,53.5,0
E00007690,49.1,50.9,0
E00007691,69.4,30.6,0
E00007692,90.2,9.8,0
E00007693,89.7,10.3,0
E00007694,81.7,18.3,0
E00007695,99.1,0.9,0
E00007696,62.4,37.6,0
E00007697,98.2,1.8,0
E00007698,78,22,0
E00007699,86,14,0
E00007700,47.6,52.4,0
E00007701,74.6,25.4,0
E00007702,43.2,56.8,0
E00007703,17.8,81.4,0.8
E00007704,97.5,2.5,0
E00007705,73.4,26.6,0
E00007706,74.8,25.2,0
E00007707,90.2,9.8,0
E00110832,27,72.1,0.9
E00110834,43.9,56.1,0
E00110837,70.6,29.4,0
E00110838,17.4,82.6,0
E00110840,91.4,8.6,0
E00110841,30.5,69.5,0
E00110843,62.2,37.8,0
E00110844,86.7,13.3,0
E00118344,99.3,0.7,0
E00118345,42.6,56.6,0.8
E00118346,98.5,1.5,0
E00118347,96.1,3.9,0
E00118348,99.2,0,0.8
E00118349,59.2,40.8,0
E00118350,87.8,12.2,0
E00118351,87.3,12.7,0
E00118352,94.5,5.5,0
E00118353,44.1,55.9,0
E00118354,32.2,67.8,0
E00118355,92.4,7.6,0
E00118356,84.9,15.1,0
E00118357,90.7,9.3,0
E00118358,89.5,10.5,0
E00118359,99.2,0.8,0
E00118360,86.7,13.3,0
E00118361,73,27,0
E00118362,97.7,2.3,0
E00118363,99.3,0.7,0
E00118364,75.3,24,0.7
E00118365,97.6,2.4,0
E00118366,48.5,51.5,0
E00118367,94.9,5.1,0
E00118368,100,0,0
E00118369,59.6,23.5,16.9
E00118370,99.2,0.8,0
E00118371,99.2,0.8,0
E00118372,23.9,76.1,0
E00118373,82,18,0
E00118374,93,7,0
E00118375,73.2,26.8,0
E00118376,20.9,79.1,0
E00118377,83.9,16.1,0
E00118378,58.9,41.1,0
E00118379,64.7,35.3,0
E00118380,30.3,69.7,0
E00118381,32.2,67.8,0
E00118382,87.4,12.6,0
E00118383,84.9,15.1,0
E00118384,64.3,35.7,0
E00118385,51.2,48.8,0
E00118386,64.9,35.1,0
E00118387,90.8,9.2,0
E00118388,89.3,0,10.7
E00118389,48.4,51.6,0
E00118390,6.7,93.3,0
E00118391,67.7,32.3,0
E00118392,31,69,0
E00118393,99.2,0.8,0
E00118394,95.7,4.3,0
E00118395,98.5,1.5,0
E00118396,84.2,15.8,0
E00118397,59.1,40.9,0
E00118398,78.6,21.4,0
E00118399,95.3,4.7,0
E00118400,94.9,5.1,0
E00118401,98.3,1.7,0
E00118402,72,28,0
E00118403,86.3,13.7,0
E00118404,94.2,5.8,0
E00118405,94.9,5.1,0
E00118406,25.4,73.9,0.7
E00118407,52.8,47.2,0
E00118408,75.7,24.3,0
E00118409,83.7,16.3,0
E00118410,69.4,30.6,0
E00118411,79,19.3,1.7
E00118412,97.3,2,0.7
E00118413,99.2,0.8,0
E00118414,42.1,57.9,0
E00118416,98.4,0.8,0.8
E00118417,93.6,6.4,0
E00118418,100,0,0
E00118419,99.1,0.9,0
E00118420,98.4,0.8,0.8
E00118421,100,0,0
E00118422,100,0,0
E00118423,88,12,0
E00118424,97.5,2.5,0
E00118425,99.2,0.8,0
E00118426,100,0,0
E00118427,66.7,33.3,0
E00118429,56.8,43.2,0
E00118430,70.7,29.3,0
E00118432,100,0,0
E00118433,95.6,4.4,0
E00118434,99.3,0,0.7
E00118435,98.9,1.1,0
E00118438,96.1,3.9,0
E00118441,96.3,1.2,2.5
E00118442,93.5,6.5,0
E00118444,100,0,0
E00118445,63.3,36.7,0
E00118448,91.5,8.5,0
E00118449,99.2,0.8,0
E00118450,100,0,0
E00118451,84.7,15.3,0
E00118495,100,0,0
E00118496,65.9,34.1,0
E00118497,77.3,22.7,0
E00118498,79.8,20.2,0
E00118499,74.6,25.4,0
E00118500,94.7,5.3,0
E00118501,49.1,50.9,0
E00118502,100,0,0
E00118503,99.2,0.8,0
E00118504,57,42.4,0.6
E00118505,100,0,0
E00118506,88.3,11.7,0
E00118507,70.1,29.9,0
E00118508,67.2,32.8,0
E00118531,99.3,0.7,0
E00118532,80,20,0
E00118533,76.6,23.4,0
E00118534,21.8,78.2,0
E00118535,85.8,14.2,0
E00118536,32.7,67.3,0
E00118537,98.5,1.5,0
E00118538,92.7,7.3,0
E00118539,100,0,0
E00118540,53.2,43.5,3.2
E00118541,71.7,28.3,0
E00118542,73.8,26.2,0
E00118543,88.5,11.5,0
E00118544,24.1,75.9,0
E00118545,99.2,0,0.8
E00118546,54.5,44.8,0.7
E00118547,87,13,0
E00118548,68.1,31.9,0
E00118549,87.9,12.1,0
E00118550,87.1,12.1,0.8
E00118551,72.9,27.1,0
E00118552,98.4,1.6,0
E00118553,58.5,41.5,0
E00118554,2.3,97.7,0
E00118555,68.5,31.5,0
E00118556,21.5,78.5,0
E00118558,59.4,40.6,0
E00118559,56,44,0
E00118560,57.5,42.5,0
E00118563,37.1,62.9,0
E00118564,92.9,6.3,0.8
E00118565,94.5,5.5,0
E00118566,74.2,25.8,0
E00118567,97.4,2.6,0
E00118568,92.7,7.3,0
E00118569,76.9,20.7,2.5
E00118570,64.5,35.5,0
E00118571,63.1,36.9,0
E00118572,62.1,37.9,0
E00118573,82.1,17.9,0
E00118574,4.2,95.8,0
E00118575,89.4,10.6,0
E00118577,72,28,0
E00118596,16.1,83.9,0
E00118597,67.7,32.3,0
E00118598,78.6,21.4,0
E00118599,59.5,40.5,0
E00118600,97.9,2.1,0
E00118601,67.4,32.6,0
E00118602,98.2,1.8,0
E00118603,98.9,1.1,0
E00169719,21.3,78.1,0.6
E00169720,49.6,50.4,0
E00169721,30.2,68.5,1.3
E00169722,17.9,82.1,0
E00169723,95.3,4.7,0
E00169724,1.4,98.6,0
E00169725,34.7,65.3,0
E00170073,73.6,26.4,0
E00178851,48.3,51.7,0
E00190222,57.1,42.9,0
E00190229,60.7,39.3,0
E00190239,13.7,84.7,1.6
E00190244,47.2,52.8,0
E00190266,4.4,95.2,0.4
E00190276,1.3,98.7,0
E00190290,70.7,29.3,0
E00190318,2,98,0
E00190329,96,4,0
E00190334,97.8,2.2,0
E00190337,24.2,8.8,67
