areacd,highest_qualification_6a-000,highest_qualification_6a-001,highest_qualification_6a-002,highest_qualification_6a-003,highest_qualification_6a-004
E00007031,34.9,38.7,7.1,17.8,1.5
E00007033,21.7,42,4.6,28.9,2.9
E00007192,21.3,36.1,3.8,33.7,5.1
E00007193,29.4,34,5.7,28.7,2.3
E00007194,27,31.5,3.8,32.5,5.2
E00007195,25.1,35.6,5.8,30.2,3.3
E00007196,32.9,34.6,2.8,24.8,4.9
E00007197,17,37.5,3.4,39,3
E00007198,21,36.3,5.1,35.4,2.2
E00007199,20.4,42.2,4.8,29.4,3.1
E00007200,29.1,38.9,5.1,24.4,2.5
E00007201,28.7,40.9,3.2,24.3,2.8
E00007202,28.6,37.2,4.3,24.7,5.2
E00007203,21.7,39.1,4.7,29.1,5.4
E00007205,25.2,36.9,4.7,28.8,4.4
E00007206,26.8,36.9,4.9,28.6,2.9
E00007668,29.5,35.6,4.4,26.7,3.8
E00007686,26.4,33.5,5.6,30.3,4.2
E00007687,29,36.6,3.7,27.4,3.4
E00007688,26.9,41.1,5.1,25.1,1.8
E00007689,33.2,34.5,4.6,22.5,5.2
E00007690,29.4,35.8,4.1,29.4,1.4
E00007691,31.5,37.1,2.6,26.8,2
E00007692,25.2,38.3,2.9,29.9,3.6
E00007693,27,37.5,6.3,26.6,2.6
E00007694,27.6,38.1,4.2,25.6,4.5
E00007695,29.4,38.2,2,28.1,2.3
E00007696,23.1,39.3,4,30.3,3.2
E00007697,25.7,43.3,6.7,22.2,2.1
E00007698,29.6,33,4.1,27.7,5.6
E00007699,18.3,38.9,5.6,30.6,6.6
E00007700,26.4,35.6,4.6,31.6,1.7
E00007701,29.1,34.4,7,25,4.5
E00007702,22,48.3,3.9,23.2,2.7
E00007703,31.6,37.2,4,23.3,4
E00007704,28,36.9,4.8,27.3,3
E00007705,31.8,31.4,4,30.3,2.6
E00007706,28.2,34,5.8,25.4,6.5
E00007707,28.9,38.2,1.3,27.6,3.9
E00110832,26.1,35.5,3.8,29.9,4.7
E00110834,23,42.8,7.4,22.6,4.3
E00110837,14.1,48.1,4.6,30.5,2.6
E00110838,26.6,28.1,7.7,34.3,3.3
E00110840,16.8,42.5,2.6,35.5,2.6
E00110841,28.4,39,7.8,22.9,1.8
E00110843,20.6,51.4,5.7,19.9,2.5
E00110844,27.9,41.5,6.6,21.3,2.7
E00118344,22.7,44,5.8,23.3,4.2
E00118345,25.7,45.8,4.2,20.6,3.7
E00118346,19.1,48.5,3.1,27.5,1.9
E00118347,17.8,43.6,4.6,29.3,4.6
E00118348,23,46.4,6.5,21.2,2.9
E00118349,36.3,36.3,5.8,20.1,1.5
E00118350,22.1,41,4.5,30.3,2
E00118351,26.6,48,6.3,16.3,2.8
E00118352,21.2,45.9,6.6,25,1.3
E00118353,21.1,32.4,3.3,39,4.2
E00118354,24.6,40.6,4.3,28.3,2.1
E00118355,22.9,40.8,4.2,29.7,2.4
E00118356,30.3,39,6.6,18,6.1
E00118357,16.7,44.7,5.8,31.3,1.5
E00118358,24.3,34.5,5.9,32.9,2.3
E00118359,18.2,43.4,7.7,27.6,3.1
E00118360,24.8,43.7,5.6,23.4,2.4
E00118361,21,42.1,5.8,26.8,4.3
E00118362,24.9,48.1,6.2,18,2.8
E00118363,28,43.3,6.7,20.1,1.9
E00118364,15,40.5,4.3,37.5,2.7
E00118365,18.8,40.2,9.2,28,3.8
E00118366,19.1,43,7.3,28.2,2.4
E00118367,17.5,42.8,4.7,33,2
E00118368,17.4,45.7,5.7,29.1,2.1
E00118369,23.8,42.9,4.3,26.7,2.3
E00118370,19.6,45.7,7.3,24.1,3.3
E00118371,25.8,38.7,8,24.7,2.8
E00118372,21.9,36,4.5,34.5,3
E00118373,29.1,33.9,5.6,30.7,0.8
E00118374,20.5,35.4,6.1,34.2,3.8
E00118375,23,36,4.7,33.8,2.5
E00118376,14.4,36.6,5.4,38.1,5.4
E00118377,27.1,43.7,3.9,22.9,2.5
E00118378,20.9,45.9,2.5,26.6,4.1
E00118379,22.4,42.6,3.6,26.7,4.7
E00118380,34,30.1,3.4,27.2,5.3
E00118381,23,42.7,7.4,23.6,3.2
E00118382,40.1,29.5,8.3,18,4.1
E00118383,19.8,45.1,5.2,26,3.8
E00118384,25.5,38.5,4.8,25.1,6.1
E00118385,17.6,39.9,9.9,30.9,1.7
E00118386,12.7,48.1,5.9,31.2,2.1
E00118387,21.3,40.9,7.2,28.5,2.1
E00118388,25.7,42.7,2.4,26.5,2.8
E00118389,15.9,44.5,5,33.6,0.9
E00118390,41.8,30.6,6,18.7,3
E00118391,23.2,41,7.1,25.5,3.2
E00118392,30.8,40.5,8.2,17.9,2.6
E00118393,27,36.9,6.9,26.6,2.6
E00118394,27,38.5,5.3,23.8,5.3
E00118395,15.7,44.6,10.4,26.1,3.2
E00118396,23.4,44.4,5,26.1,1.1
E00118397,22.3,37.3,5.9,31.7,2.8
E00118398,21.4,52.3,5.8,20.2,0.4
E00118399,25.8,38.5,5.8,26.9,3.1
E00118400,22.2,44,4.9,23.6,5.3
E00118401,16.5,53.1,7.3,20.1,2.9
E00118402,22.7,44.2,2.9,28.1,2.1
E00118403,22,49.2,8.9,17.4,2.5
E00118404,18.5,47.6,4.8,27.1,2.1
E00118405,16.4,44.1,6.7,30.3,2.5
E00118406,26.8,41.5,4.9,23.7,3.1
E00118407,24.8,41.7,6.3,26,1.2
E00118408,20.1,41.7,4.7,31.5,2
E00118409,18.8,45.6,6,26.5,3
E00118410,22.1,42.4,5.2,26.4,3.9
E00118411,30.5,44.4,3.7,19.3,2.1
E00118412,18.1,46.8,5.7,27.8,1.6
E00118413,15.3,51,5.4,26.1,2.3
E00118414,30.5,41.1,4.3,22.5,1.7
E00118416,20,47.9,5.7,23.9,2.5
E00118417,16.8,49.1,6.3,26.3,1.4
E00118418,17.6,47.6,7.1,26.4,1.4
E00118419,24.6,46.9,4.5,22.3,1.8
E00118420,18.2,47.1,8.1,23.2,3.4
E00118421,17.9,48.2,2.9,25.7,5.4
E00118422,15.9,49.5,5.3,26.9,2.3
E00118423,11.7,46.1,3.2,35.5,3.5
E00118424,16.5,55.1,5.5,20.1,2.8
E00118425,22.3,44.6,6.2,24.2,2.7
E00118426,14.5,55,6.8,22.1,1.6
E00118427,26.2,38.5,7.3,24.5,3.5
E00118429,24.5,35.9,3.6,32.6,3.3
E00118430,20.1,49.1,6.8,21.9,2.2
E00118432,10.4,47.8,4.4,34.9,2.5
E00118433,13.4,49.3,4.9,31.5,0.9
E00118434,14.3,36,5,42.9,1.9
E00118435,22.5,39.9,8.3,25.2,4.1
E00118438,16.7,42.4,5,33.5,2.4
E00118441,22.9,33.6,6.6,34.4,2.5
E00118442,16.5,44.8,4.6,31.6,2.4
E00118444,15.3,45.9,6.5,32.2,0
E00118445,21.7,37.3,7.4,29.9,3.7
E00118448,21.7,45.5,4.1,26.6,2.1
E00118449,14.4,45.1,6.9,32.3,1.3
E00118450,16.3,44.6,8.3,27.9,2.9
E00118451,22.5,51.1,4.8,19.4,2.2
E00118495,20.6,48.6,4.2,25.7,1
E00118496,21,46.9,4.9,25.5,1.6
E00118497,24.1,42,5.3,25.7,2.9
E00118498,26.3,38.8,6.3,26.7,2.1
E00118499,32.2,39.1,5.4,19.4,3.9
E00118500,35,38.3,6.4,16.7,3.5
E00118501,35,36.8,7.4,16.6,4.3
E00118502,30.7,39.5,4.2,21.8,3.8
E00118503,25.5,46.3,6.2,18.9,3.1
E00118504,12,52.6,6.8,28.5,0
E00118505,19.9,46.9,4.9,24.3,4
E00118506,19.8,53.4,4.5,19.8,2.4
E00118507,20.1,43.4,7.4,27,2
E00118508,31.3,36.2,6.7,22.3,3.6
E00118531,24.3,40.3,5.1,28.3,2
E00118532,27,42.2,3.4,23.2,4.2
E00118533,22,39.3,6.4,27.8,4.5
E00118534,21.8,36.9,2.3,37.6,1.3
E00118535,17.7,37.4,7.5,34.3,3.1
E00118536,27,33.2,4.9,31.6,3.3
E00118537,21.8,38.3,6,31.2,2.7
E00118538,26.9,46,5.2,19.8,2.2
E00118539,25.9,43,6,23.5,1.6
E00118540,19.7,35.5,3.3,36.9,4.6
E00118541,16.4,36.4,4.8,39,3.3
E00118542,27.4,35.4,3.4,32,1.8
E00118543,23.8,37.7,7.7,28.6,2.2
E00118544,19.6,36.9,7.1,32.4,4
E00118545,23.2,33.4,4.4,35.2,3.8
E00118546,44.3,28.5,6.8,16.3,4.1
E00118547,20.2,45.6,6.3,24.6,3.3
E00118548,17.2,41.8,7,29.3,4.7
E00118549,18.8,41.7,6.6,28.4,4.4
E00118550,25.8,39.2,5.4,26.9,2.7
E00118551,23.9,42.5,4.5,24.4,4.8
E00118552,19.7,47.3,5.1,25.5,2.4
E00118553,30,35.9,4.2,26.2,3.8
E00118554,20.3,30.9,7.2,36.7,4.8
E00118555,30,42.9,5.5,18,3.7
E00118556,29.3,42.9,6.8,17.8,3.1
E00118558,21,32.5,4.6,38.6,3.2
E00118559,33.2,32.4,5.1,26.5,2.8
E00118560,26.4,35.7,6.2,26,5.8
E00118563,26.1,40.6,6.3,24.8,2.2
E00118564,28.4,36.1,5.5,27.7,2.3
E00118565,32.2,36.8,2.9,25.9,2.3
E00118566,24.2,43.6,5.5,23.7,3
E00118567,24.3,39.9,4.3,27.9,3.6
E00118568,21.5,38.4,6.8,30.8,2.5
E00118569,28.9,38.5,3.3,26.3,3
E00118570,23.3,37.2,6.3,30.5,2.7
E00118571,19.4,38.8,6.1,29.9,5.8
E00118572,24.7,34.9,2.8,34,3.7
E00118573,22.9,44.4,6.4,22.2,4.1
E00118574,22.9,43.3,5.1,26.1,2.5
E00118575,31.9,38,5.1,23.9,1.1
E00118577,22.6,43.9,4.3,25.7,3.5
E00118596,30.6,46.1,5.9,15.1,2.3
E00118597,23.6,48.1,4.2,21.2,2.8
E00118598,16,50,6.2,23.7,4.1
E00118599,30.9,40.3,5.2,21.5,2.1
E00118600,22.3,45.1,5.7,23.1,3.8
E00118601,17.9,49.7,7.9,22.1,2.4
E00118602,16.8,48.1,8.7,22.6,3.8
E00118603,23.4,47.9,6.9,19.7,2.1
E00169719,11.8,43.3,2.8,38.6,3.5
E00169720,16,39.1,3.7,38.7,2.5
E00169721,16.4,41.6,6.3,32.8,2.9
E00169722,15.4,50,5.3,26.1,3.2
E00169723,12.1,43.1,4,38.7,2
E00169724,10.3,41,6.8,39.3,2.6
E00169725,20.9,46.9,5.9,24.2,2.2
E00170073,16,46.2,2.7,32.8,2.3
E00178851,30.4,38.5,2,27.7,1.4
E00190222,33.9,32.2,3.9,24.3,5.7
E00190229,23.8,41.5,4.3,27.7,2.8
E00190239,4.6,44.3,1,49.5,0.5
E00190244,10.4,40.4,2.6,42.2,4.4
E00190266,25.3,37.5,5.4,26.8,5.1
E00190276,26.1,35.1,7.1,28.7,3
E00190290,25.2,51.1,7.1,14.7,1.9
E00190318,18.3,24.3,3.5,46.1,7.8
E00190329,17.4,47.5,3.2,29.8,2.1
E00190334,18.4,30.8,1.5,48.8,0.5
E00190337,43.7,21.8,3.4,23.5,7.6
