geography_code,hh_size_5a-001,hh_size_5a-002,hh_size_5a-003,hh_size_5a-004
E00045264,54.6,18,10.8,16.5
E00045266,35.6,34.6,14.4,15.4
E00045269,20.5,42.7,16.2,20.5
E00045271,27.8,34.2,17.7,20.3
E00045272,45,30.3,9.2,15.6
E00045273,22.5,26.5,21.9,29.1
E00045274,28.7,25,18.9,27.4
E00045417,28.3,32.1,18.9,20.8
E00045418,57.6,30.3,8.1,4
E00045419,32.4,29.6,21.8,16.2
E00045423,18.8,27.4,21.4,32.5
E00045424,15.6,34.7,19,30.6
E00045425,27.2,34,12.6,26.2
E00045426,38.6,37.7,7.9,15.8
E00045430,28.6,39.7,11.9,19.8
E00045432,41.7,29.9,18.1,10.2
E00045433,21,33.6,22.7,22.7
E00045435,39.5,27.9,14,18.6
E00045436,41.3,31.7,14.3,12.7
E00045437,60.2,27.3,7.8,4.7
E00045438,51.7,27.8,6,14.6
E00045440,64.1,23.1,6.8,6
E00045442,18.8,28.9,22.7,29.7
E00045444,29.5,26.2,19.7,24.6
E00045446,18.8,37.6,20.5,23.1
E00045447,55.4,29.9,9.6,5.1
E00045449,33.6,30.3,17.6,18.5
E00045450,55.3,21.7,9.9,13.2
E00045451,43.9,27.7,13.5,14.9
E00045452,21.8,31.7,21.8,24.6
E00045453,33.1,30.8,15,21.1
E00045454,36.7,34,13.3,16
E00045455,29.9,26,16.2,27.9
E00045456,40.5,30.2,15.5,13.8
E00045457,26.9,28.5,18.3,26.3
E00045458,27,34.8,21.7,16.5
E00045472,33.8,33.8,12.3,20
E00045474,27.1,29.7,18.6,24.6
E00045476,26.5,34.1,18.9,20.5
E00045477,31.4,42.9,17.1,8.6
E00045479,19.8,52.9,15.7,11.6
E00045482,57,18.8,8.6,15.6
E00045485,92.7,5.8,0.7,0.7
E00045487,29.8,43,14,13.2
E00045489,52,40,2,6
E00045490,22.7,30.9,22.7,23.7
E00045495,38.8,38.8,11.7,10.7
E00045497,16.5,29.1,19.4,35
E00046189,31,31,12.4,25.5
E00046190,23.4,26.6,20.2,29.8
E00046191,18.8,42.9,20.1,18.2
E00046192,39.1,27,15.7,18.3
E00046193,29.8,28.1,18.2,24
E00046194,37.6,29.1,12.7,20.6
E00046195,25.3,31.3,22.2,21.2
E00046196,40.4,24.7,14.6,20.2
E00046197,20.7,34.5,20.7,24.1
E00046198,18.8,46.9,12.5,21.9
E00046199,21.7,39.2,13.3,25.8
E00046200,33.9,29,19.4,17.7
E00046201,47.1,31.2,6.5,15.2
E00046204,13.1,26.3,15.6,45
E00046205,24.3,37.4,22.6,15.7
E00046207,63.8,21,9.4,5.8
E00046208,21.1,28.9,22.8,27.2
E00046209,48.7,26.1,10.4,14.8
E00046210,16,37.8,21,25.2
E00046211,31.4,25.1,16,27.4
E00046213,41.2,31.1,8.4,19.3
E00046214,48,28.6,11.2,12.2
E00046215,44.6,29.2,12.3,13.8
E00046216,33.9,37.6,14.7,13.8
E00046218,45.8,23.4,15.9,15
E00046219,49.5,21.8,13.9,14.9
E00046221,21.6,38.7,19.8,19.8
E00046222,38.7,27.9,20.7,12.6
E00046224,29.9,36.1,11.1,22.9
E00046225,27.3,37.8,17.5,17.5
E00046226,37.5,11.7,20.3,30.5
E00046229,20,46.7,17,16.3
E00046231,20,20.6,20.6,38.8
E00046233,14.3,45.1,15.8,24.8
E00046234,58.1,12.8,9.4,19.7
E00046236,30.7,28.2,16.3,24.8
E00046237,30.3,31.1,17.2,21.3
E00046239,31.5,39.2,11.9,17.5
E00046242,35,30.7,13.1,21.2
E00046247,30.8,38.5,20.5,10.3
E00046252,25.2,43.5,16.5,14.8
E00046258,32,42.3,13.4,12.4
E00046259,12.5,31.3,16.7,39.6
E00046431,26,30.7,26.8,16.5
E00046432,29.3,28,17.2,25.5
E00046435,23.3,23.3,18.9,34.4
E00046436,43.3,21.7,17.5,17.5
E00046437,21.3,40.6,17.4,20.6
E00046438,30.1,18.2,17.5,34.3
E00046439,20.2,37,16.8,26.1
E00046440,38.8,28.7,10.1,22.5
E00046442,32.3,23.3,17.3,27.1
E00046443,19,29.8,25.6,25.6
E00046444,32,27.9,17.2,23
E00046445,30.4,28.1,20.5,21
E00046446,38.8,33.1,16.5,11.5
E00046447,37.1,27.6,19,16.2
