geography_code,legal_partnership_status_3a-001,legal_partnership_status_3a-002
E00045825,58.9,41.1
E00045827,48.7,51.3
E00045829,49,51
E00045830,56.3,43.8
E00045831,51,49
E00045833,52.4,47.6
E00045835,51.7,48.3
E00045837,51,49
E00045873,49,51
E00045874,56,44
E00045875,41.2,58.8
E00045876,40,60
E00045877,50.9,49.1
E00045879,43.8,56.2
E00045880,43.8,56.2
E00045882,51.2,48.8
E00045883,36.1,63.9
E00045884,41.1,58.9
E00045886,40,60
E00045887,43.4,56.6
E00045888,50,50
E00045889,56.5,43.5
E00045892,55,45
E00045893,55.2,44.8
E00045895,57.9,42.1
E00045897,44,56
E00045898,50.2,49.8
E00045900,44,56
E00051109,57.8,42.2
E00051114,68.3,31.7
E00051334,68.5,31.5
E00051336,69.7,30.3
E00051424,45.9,54.1
E00051436,67.7,32.3
E00051437,28.8,71.3
E00051438,64.8,35.2
E00051439,56.2,43.8
E00051440,62.5,37.5
E00051441,57.9,42.1
E00051442,59.5,40.5
E00051443,63.8,36.2
E00051444,64.7,35.3
E00051445,66.7,33.3
E00051461,36,64
E00051463,58.9,41.1
E00051466,59.7,40.3
E00051467,41,59
E00051472,31.7,68.3
E00051473,51.1,48.9
E00051490,63.7,36.3
E00051492,64.4,35.6
E00051494,68.7,31.3
E00051495,61.3,38.7
E00051498,52.5,47.5
E00051500,61.7,38.3
E00051507,58.8,41.2
E00051508,65.3,34.7
E00051509,61.3,38.7
E00051510,61.9,38.1
E00051511,61.7,38.3
E00051512,52.3,47.7
E00051513,49.8,50.2
E00051514,72.5,27.5
E00051515,67.3,32.7
E00051516,48.1,51.9
E00051517,71.5,28.5
E00051518,63.7,36.3
E00051519,55,45
E00051520,62.9,37.1
E00051521,64.9,35.1
E00051522,67.4,32.6
E00051523,66.7,33.3
E00051524,67.8,32.2
E00051525,67.7,32.3
E00051526,70.2,29.8
E00051527,62.3,37.7
E00051528,67.3,32.7
E00051529,66,34
E00051530,68.2,31.8
E00051531,67.8,32.2
E00051532,51.3,48.7
E00051533,67.4,32.6
E00051534,68.1,31.9
E00051535,32.9,67.1
E00051536,59.7,40.3
E00051537,59.9,40.1
E00051538,72.8,27.2
E00051539,67.7,32.3
E00051540,60.5,39.5
E00051541,66.1,33.9
E00051542,48.8,51.2
E00051543,59,41
E00051544,66,34
E00051545,68.6,31.4
E00051546,62.1,37.9
E00051547,63.5,36.5
E00051548,64.1,35.9
E00051549,54.7,45.3
E00051550,55.3,44.7
E00051551,59,41
E00051552,61.7,38.3
E00051553,45.6,54.4
E00051554,63.3,36.7
E00051555,65.4,34.6
E00051556,58.6,41.4
E00051557,57.8,42.2
E00051558,54.3,45.7
E00051559,60,40
E00051560,55.5,44.5
E00051561,42,58
E00051562,46.5,53.5
E00051563,56.6,43.4
E00051564,55.5,44.5
E00051565,63.8,36.2
E00051566,58.2,41.8
E00051567,59.2,40.8
E00051568,39,61
E00051569,55.9,44.1
E00051570,36.1,63.9
E00051571,32.7,67.3
E00051572,50.3,49.7
E00051573,49.1,50.9
E00051574,33,67
E00051575,19.9,80.1
E00051576,39,61
E00051577,19.4,80.6
E00051578,57.7,42.3
E00051579,70.4,29.6
E00051580,48.1,51.9
E00051581,35.3,64.7
E00051582,53.3,46.7
E00051583,61.9,38.1
E00051584,56.3,43.7
E00051585,59.4,40.6
E00051586,55.6,44.4
E00051587,60.4,39.6
E00051588,60.9,39.1
E00051589,61.5,38.5
E00051590,63.5,36.5
E00051591,55.6,44.4
E00051592,45.7,54.3
E00051593,65.2,34.8
E00051594,53.3,46.7
E00051595,57.2,42.8
E00051596,61.6,38.4
E00051597,59.4,40.6
E00051598,63,37
E00051599,58,42
E00051600,63.8,36.2
E00051601,62.6,37.4
E00051602,48.9,51.1
E00051603,26.3,73.7
E00051604,58.3,41.7
E00051605,54.8,45.2
E00051606,54,46
E00051607,66.5,33.5
E00051608,58.3,41.7
E00051609,51.9,48.1
E00051610,65.9,34.1
E00051611,61.8,38.2
E00051612,63.3,36.7
E00051613,58.3,41.7
E00051614,60.8,39.2
E00051615,62.9,37.1
E00051616,42.9,57.1
E00051617,46.9,53.1
E00051618,47.2,52.8
E00051619,61.6,38.4
E00051620,43.6,56.4
E00051621,53,47
E00051622,59,41
E00051623,28.9,71.1
E00051624,56.5,43.5
E00051625,48.7,51.3
E00051626,64.6,35.4
E00051627,30.4,69.6
E00051628,61.9,38.1
E00051629,44.6,55.4
E00051630,71,29
E00051631,52.1,47.9
E00051632,35.2,64.8
E00051633,56.4,43.6
E00051634,56.5,43.5
E00051635,36.6,63.4
E00051636,47.4,52.6
E00051637,38.5,61.5
E00051638,51.6,48.4
E00051639,72,28
E00051640,60.8,39.2
E00051641,70.9,29.1
E00051642,42.9,57.1
E00051643,66.2,33.8
E00051645,57.8,42.2
E00051647,37.9,62.1
E00051649,60.3,39.7
E00051654,59.8,40.2
E00051658,47.5,52.5
E00051660,57.4,42.6
E00051661,57,43
E00051662,48.2,51.8
E00051663,52.9,47.1
E00051664,51.6,48.4
E00051666,48.9,51.1
E00051667,59.1,40.9
E00051668,52.5,47.5
E00051669,55.5,44.5
E00051671,54.1,45.9
E00051674,37.5,62.5
E00051675,43.4,56.6
E00051680,58.4,41.6
E00051682,47.8,52.2
E00051683,61.8,38.2
E00051684,68.1,31.9
E00051686,61.3,38.7
E00051687,64.6,35.4
E00051688,36.9,63.1
