geography_code,hh_size_5a-001,hh_size_5a-002,hh_size_5a-003,hh_size_5a-004
E00045825,16.7,31,18.3,34.1
E00045827,21.4,31,14.3,33.3
E00045829,21.6,35.1,16.2,27
E00045830,19.1,32.6,12.1,36.2
E00045831,21.4,26,19.8,32.8
E00045833,23.3,41.1,14,21.7
E00045835,27.7,31.9,19.9,20.6
E00045837,22.8,39,18.7,19.5
E00045873,21.8,27.5,13.4,37.3
E00045874,10.8,33.1,20,36.2
E00045875,23.9,26.8,10.6,38.7
E00045876,27.9,26.4,10.9,34.9
E00045877,17,31.3,14.3,37.5
E00045879,35.3,19.5,13.5,31.6
E00045880,19.4,24.6,22.4,33.6
E00045882,16.3,25.2,22,36.6
E00045883,25.8,25.8,14.5,33.9
E00045884,14.9,30.6,19.8,34.7
E00045886,35.6,20.9,14.7,28.8
E00045887,42.9,24.5,13,19.6
E00045888,25.4,28.6,18.3,27.8
E00045889,10.9,24.8,21.7,42.6
E00045892,23.4,27.3,14.1,35.2
E00045893,24.5,18.9,14.7,42
E00045895,35.5,40.5,11.6,12.4
E00045897,43.5,23.6,12.4,20.5
E00045898,26.1,29.1,15.7,29.1
E00045900,38.5,13.1,16.9,31.5
E00051109,18.3,41.3,15.9,24.6
E00051114,16.4,35.9,20.3,27.3
E00051334,30,51.5,7.7,10.8
E00051336,22.2,41.7,14.8,21.3
E00051424,29.7,27.7,21.6,20.9
E00051436,14.9,35.5,17.4,32.2
E00051437,78.1,18,3.1,0.8
E00051438,22.6,32.3,18.8,26.3
E00051439,18.9,31.1,14.2,35.8
E00051440,23.8,37.2,13.4,25.6
E00051441,19,28.9,21.5,30.6
E00051442,24.1,41.4,10.3,24.1
E00051443,21.6,35.3,12.9,30.2
E00051444,13.9,45.4,9.3,31.5
E00051445,10.1,43.1,17.4,29.4
E00051461,31.5,25.4,17.7,25.4
E00051463,23.6,35.4,15.3,25.7
E00051466,21.6,31.1,14.2,33.1
E00051467,37.7,26.4,12.7,23.1
E00051472,41.4,32.8,12.9,12.9
E00051473,19.8,45,16.2,18.9
E00051490,14.5,33.7,17.6,34.2
E00051492,15.3,47.4,13.9,23.4
E00051494,10,40.8,24.2,25
E00051495,20.8,45.6,14.4,19.2
E00051498,25.2,31.1,20.7,23
E00051500,22.4,38.4,17.6,21.6
E00051507,26.5,29.2,19.5,24.8
E00051508,20.9,35.7,24.3,19.1
E00051509,20.5,36.9,14.8,27.9
E00051510,25.5,38.5,20.5,15.5
E00051511,19.3,42,19.3,19.3
E00051512,37.6,33,11,18.3
E00051513,28.1,38.3,15.6,18
E00051514,9.3,44.9,17.8,28
E00051515,14.1,39.3,19.3,27.4
E00051516,40.3,29.8,13.7,16.1
E00051517,17.8,41.5,13.6,27.1
E00051518,15.4,37.4,25.2,22
E00051519,25.7,36.3,20.4,17.7
E00051520,26,39.3,7.5,27.2
E00051521,17.8,34.4,16,31.9
E00051522,14.3,37.9,18.6,29.3
E00051523,15.4,27.4,20.5,36.8
E00051524,12.1,42.2,12.1,33.6
E00051525,10.6,36.6,18.7,34.1
E00051526,16.2,41.9,15.4,26.5
E00051527,30.7,31.3,15.3,22.7
E00051528,11.2,36.6,17.2,35.1
E00051529,16.2,34.6,23.1,26.2
E00051530,15.7,29.1,22,33.1
E00051531,16,32.8,16,35.2
E00051532,46.7,29.3,17.3,6.7
E00051533,30.6,45.6,11.6,12.2
E00051534,15.8,35.8,18.3,30
E00051535,69,21.9,4.5,4.5
E00051536,30.1,34,13.7,22.2
E00051537,41.7,33.1,10.4,14.7
E00051538,11.1,35.9,18.8,34.2
E00051539,19,43,17.4,20.7
E00051540,27.6,34.7,14.7,22.9
E00051541,32,47.2,7.2,13.6
E00051542,37.4,35,11.9,15.6
E00051543,39.2,31,13.3,16.5
E00051544,18.5,31.9,16.8,32.8
E00051545,22.9,38.6,17.9,20.7
E00051546,19.2,33.1,22.3,25.4
E00051547,26,34.9,14.4,24.7
E00051548,12,42.7,23.9,21.4
E00051549,29.1,38.6,16.5,15.7
E00051550,27.2,36.8,12,24
E00051551,25,31.3,19.5,24.2
E00051552,13.4,24.4,20.2,42
E00051553,48.9,30.5,10,10.5
E00051554,17.7,23.4,21.8,37.1
E00051555,17.9,30.8,14.5,36.8
E00051556,37.2,29.5,10.9,22.5
E00051557,13.3,28.6,20.9,37.2
E00051558,19.6,37.3,13.1,30.1
E00051559,36.2,39.9,10.1,13.8
E00051560,29.8,24,22.3,24
E00051561,31.6,28.3,13.8,26.3
E00051562,31.1,28,18.2,22.7
E00051563,25,35,18.3,21.7
E00051564,17.5,29.2,25,28.3
E00051565,26.7,34.1,19.3,20
E00051566,10.6,23.9,24.8,40.7
E00051567,23,22.2,17.8,37
E00051568,53.8,23.8,7.7,14.6
E00051569,26.6,33.9,16.9,22.6
E00051570,56.3,23.5,7.6,12.6
E00051571,41.4,22.6,15,21.1
E00051572,28.7,28.7,18.7,24
E00051573,34.2,27.5,21.7,16.7
E00051574,43.9,28.7,18.7,8.8
E00051575,42.1,35.7,11.9,10.3
E00051576,40.6,27.3,13.3,18.8
E00051577,65.6,17.7,11.5,5.2
E00051578,23.3,28.3,13.8,34.6
E00051579,12.7,31.7,19.8,35.7
E00051580,28.3,32.3,14.2,25.2
E00051581,47.6,25.9,12.4,14.1
E00051582,22.7,32.8,17.2,27.3
E00051583,11.9,34.3,24.6,29.1
E00051584,28.6,36.1,10.5,24.8
E00051585,21.6,32,21.6,24.8
E00051586,19.1,37.5,16.2,27.2
E00051587,14.1,26.6,19.5,39.8
E00051588,12.3,27,23,37.7
E00051589,16.7,28.3,20.8,34.2
E00051590,12,35,22.2,30.8
E00051591,32,29.6,18.4,20
E00051592,30.7,32.1,13.6,23.6
E00051593,18,40.6,21.9,19.5
E00051594,36.4,38.8,10.7,14
E00051595,25.2,43.7,12.6,18.5
E00051596,15.4,34.6,25,25
E00051597,22.5,33.3,20.7,23.4
E00051598,22.8,47.2,16.3,13.8
E00051599,30.6,35.5,14,19.8
E00051600,29.3,43.6,12,15
E00051601,26.6,42.2,14.1,17.2
E00051602,40.6,26.6,18.8,14.1
E00051603,51.2,28.1,9.1,11.6
E00051604,22.1,36.9,16.4,24.6
E00051605,21.9,29.2,19,29.9
E00051606,28.2,39.3,12.8,19.7
E00051607,16.1,33.9,19.5,30.5
E00051608,19.5,35.6,20.3,24.6
E00051609,23.5,34.8,13.9,27.8
E00051610,14.8,53,18.3,13.9
E00051611,28.2,35.9,15.3,20.6
E00051612,14.3,32.8,20.2,32.8
E00051613,19.7,32.8,23,24.6
E00051614,34.8,42.8,10.9,11.6
E00051615,15.5,36.4,17.1,31
E00051616,26.8,35.9,12.7,24.6
E00051617,34.1,45.9,11.9,8.1
E00051618,31.6,23.3,18.8,26.3
E00051619,14.2,38.1,19.5,28.3
E00051620,29.6,27.4,20.7,22.2
E00051621,24.4,29.8,17.6,28.2
E00051622,21.8,41.8,12.7,23.6
E00051623,38.8,28.6,18.4,14.3
E00051624,19.4,42.5,20.1,17.9
E00051625,23.2,36.2,18.8,21.7
E00051626,16.7,35.2,18.5,29.6
E00051627,55.5,29.2,5.8,9.5
E00051628,22.6,38.3,15.7,23.5
E00051629,24.2,22.6,18.5,34.7
E00051630,18.4,40,22.4,19.2
E00051631,21.6,31.7,23,23.7
E00051632,44.2,30,9.2,16.7
E00051633,23.8,28.7,23.8,23.8
E00051634,28.7,36.9,13.9,20.5
E00051635,46.8,28.1,10.3,14.8
E00051636,21.1,40.8,15,23.1
E00051637,41.9,25.6,17.1,15.4
E00051638,30.8,41.9,18.8,8.5
E00051639,4.6,42.2,22,31.2
E00051640,24.4,42.2,13.3,20
E00051641,21.4,42.9,19,16.7
E00051642,36.4,37.7,14.9,11
E00051643,10.5,39.1,20.3,30.1
E00051645,23.2,29.6,17.6,29.6
E00051647,39.7,27.8,15.9,16.7
E00051649,17.2,31.9,19,31.9
E00051654,22.1,30.1,14,33.8
E00051658,20,27.8,20.9,31.3
E00051660,29.1,35,12.8,23.1
E00051661,19.3,36.3,17,27.4
E00051662,25.6,29.1,17.9,27.4
E00051663,21.6,33.3,18,27
E00051664,16.8,38.1,12.4,32.7
E00051666,31.7,22.8,19.5,26
E00051667,19.2,30,21.7,29.2
E00051668,22,25.2,27.6,25.2
E00051669,22.9,29.7,15.3,32.2
E00051671,27.8,34.9,15.9,21.4
E00051674,22.3,23.2,25,29.5
E00051675,30.4,28.9,18.5,22.2
E00051680,20.7,33.1,20.7,25.6
E00051682,44.9,32.1,8.3,14.7
E00051683,16.4,38.8,19,25.9
E00051684,16.3,31.9,20,31.9
E00051686,14.2,34.3,12.7,38.8
E00051687,14.4,41.8,15.8,28.1
E00051688,33.9,23.6,18.9,23.6
E00051689,38.3,32.5,15.8,13.3
E00051691,33,30.4,17,19.6
E00051692,27.2,29.8,18.5,24.5
E00051693,33.6,34.9,12.1,19.5
E00051694,14.5,32.7,17.3,35.5
E00051695,29.9,28.7,18.9,22.5
E00051696,27.3,35.2,14.1,23.4
E00051699,15.6,39.3,18.9,26.2
E00051700,36.4,37.2,14.9,11.6
E00051701,31.2,32,6.4,30.4
E00051702,37.8,32.9,16.8,12.6
E00051703,33.1,23.3,15,28.6
E00051704,23.9,36.3,22.1,17.7
E00051705,25.5,36.4,13.9,24.2
E00051706,28.7,42,14,15.4
E00051707,28.9,34.2,17.5,19.3
E00051708,22.6,35.2,18.2,23.9
E00051709,19.5,41.4,18,21.1
E00051710,44.2,28.8,16.7,10.3
E00051711,53.1,18.6,13.3,15
E00051712,15.6,36.9,18.4,29.1
E00051713,54.5,27.3,8.3,9.9
E00051714,55,37.2,5.6,2.2
E00051715,65.4,26.8,6.3,1.6
E00051716,49.3,33.6,10.3,6.8
E00051717,27,37.2,17.5,18.2
E00051723,39.8,31.7,13,15.4
E00165815,21.1,33.8,12.8,32.3
E00165816,28.8,29.7,10.6,30.9
E00168157,27.4,41.1,16.3,15.3
E00168158,41.8,20.9,18.7,18.7
E00168160,57.1,25.3,7.7,9.9
E00168161,38.2,31.4,14.7,15.7
E00168165,52.6,33.8,7.8,5.8
E00168166,51.9,36.4,8.7,2.9
E00168167,57,32.6,5.2,5.2
E00168168,43,28.9,12.3,15.8
E00168169,42,32.1,13,13
E00168170,33.3,38.3,12.5,15.8
E00168172,28.7,41,14.8,15.6
E00168173,25.9,31,19,24.1
E00168174,22.7,26.1,23.9,27.3
E00168175,29.2,34.2,16.7,20
E00168176,37.4,23.4,14,25.2
E00168177,22.2,27.8,15.1,34.9
E00168178,23.1,26.9,23.1,26.9
E00168179,24.3,33.9,23.5,18.3
E00185039,17.6,36.6,22.1,23.7
E00185047,15.8,33.9,21.1,29.2
E00185057,39.7,34.9,15.9,9.5
E00185058,40,32,18,10
E00185063,42,20,16,22
E00185093,29.9,34.3,16.1,19.7
E00185096,30,34.3,15.2,20.5
E00185104,61.6,25.6,10.4,2.4
E00185128,28.8,33.9,25.4,11.9
E00185134,17.5,21.4,17.5,43.7
