geography_code,workplace_travel_4a-001,workplace_travel_4a-002,workplace_travel_4a-003,workplace_travel_4a-004
E00045825,35.1,14.1,36.1,14.7
E00045827,50,7.2,28.3,14.5
E00045829,33.6,16.8,35.8,13.9
E00045830,41.6,18.5,28.9,11
E00045831,46.4,11.7,33.5,8.4
E00045833,34.6,11.1,37.7,16.7
E00045835,38.2,14.6,34.4,12.7
E00045837,37.2,13.5,37.8,11.5
E00045873,41.5,15.8,33.9,8.7
E00045874,39.1,16.1,24.1,20.7
E00045875,57,12,13.9,17.1
E00045876,61.2,13.7,17.3,7.9
E00045877,38.9,16.2,32.9,12
E00045879,56.9,17.5,15.3,10.2
E00045880,49,17.7,15.6,17.7
E00045882,48.7,10.1,27,14.3
E00045883,45.8,13.4,23.9,16.9
E00045884,55.4,9.4,20.1,15.1
E00045886,49,17.6,9.8,23.5
E00045887,40.6,12.5,30.6,16.3
E00045888,47.4,7.1,24.7,20.8
E00045889,43.8,9.6,35.1,11.5
E00045892,42.6,8,37.7,11.7
E00045893,35.6,19.7,34.1,10.6
E00045895,30.2,19.8,38.5,11.5
E00045897,51,16.3,22.2,10.5
E00045898,37.6,12.4,35.3,14.7
E00045900,40,11,36.8,12.3
E00051109,30.4,23.4,34.2,12
E00051114,25.5,20.3,51,3.3
E00051334,23.3,20,51.1,5.6
E00051336,19.8,17.2,55.2,7.8
E00051424,48.1,8.8,31.9,11.3
E00051436,24.2,14.3,49.7,11.8
E00051437,28,0,64,8
E00051438,35.5,10.5,40.1,13.8
E00051439,32.2,14.1,47.7,6
E00051440,33.7,10.7,50.3,5.3
E00051441,34.5,15.8,37.6,12.1
E00051442,40.2,10.7,29.5,19.6
E00051443,33.1,12.8,43.6,10.5
E00051444,34.1,12.2,43.1,10.6
E00051445,30.7,10.5,49.7,9.2
E00051461,26.4,25,38.6,10
E00051463,21.3,17.8,50.9,10.1
E00051466,19.7,20.2,54,6.1
E00051467,20.2,26.3,44.4,9.1
E00051472,21.2,17.4,44.7,16.7
E00051473,13.7,25.8,52.4,8.1
E00051490,23.6,27,43.2,6.2
E00051492,30.6,19.4,39.4,10.6
E00051494,28.1,19.9,40.4,11.6
E00051495,33.1,23.7,33.9,9.3
E00051498,34.8,21.3,31.5,12.4
E00051500,33.1,22.6,39.1,5.3
E00051507,31.6,18,43.6,6.8
E00051508,22,23.4,46.1,8.5
E00051509,24.1,15.4,54.3,6.2
E00051510,20.8,16.1,56.3,6.8
E00051511,23.1,15,56.5,5.4
E00051512,33.6,13.8,49.1,3.4
E00051513,20.2,26.2,44.6,8.9
E00051514,20.5,19.9,52.1,7.5
E00051515,22,13.1,51.2,13.7
E00051516,24.3,16,52.1,7.6
E00051517,22.5,13.2,58.1,6.2
E00051518,23.1,18.8,47.5,10.6
E00051519,20,20,51.4,8.6
E00051520,25,23.5,42.9,8.7
E00051521,32.6,16.7,47.9,2.8
E00051522,34.6,13.1,45,7.3
E00051523,30.5,12.4,45.8,11.3
E00051524,26.5,14.3,53.1,6.1
E00051525,30.3,18,44.4,7.3
E00051526,21.7,21.7,47.1,9.6
E00051527,22.8,9.7,61.4,6.2
E00051528,29.4,18.6,44.8,7.2
E00051529,22,16,48.7,13.3
E00051530,23,20,49.5,7.5
E00051531,20.9,20.3,49.3,9.5
E00051532,37.2,14.2,45.9,2.7
E00051533,21.1,15.6,51.6,11.7
E00051534,28.5,13.9,52.8,4.9
E00051535,13.7,19.6,56.9,9.8
E00051536,22.6,16.4,52.7,8.2
E00051537,18.5,12.7,56.7,12.1
E00051538,24.4,14.1,55.8,5.8
E00051539,28.2,13.7,51.1,6.9
E00051540,26.4,15.4,49.8,8.5
E00051541,29.8,12.8,50,7.4
E00051542,17.2,24.9,51.2,6.7
E00051543,21.5,17.4,52.9,8.3
E00051544,15.6,13.6,64.6,6.1
E00051545,18.7,20,57.3,4
E00051546,24.1,19.9,51.2,4.8
E00051547,25.6,17.3,44,13.1
E00051548,22.2,21.5,49.6,6.7
E00051549,19.7,16.6,54.8,8.9
E00051550,31.4,16.8,43.8,8
E00051551,29.7,20.3,41.9,8.1
E00051552,27.8,17,43.8,11.4
E00051553,36.7,9.4,38.8,15.1
E00051554,27.6,16.3,43.9,12.2
