geography_code,workplace_travel_4a-001,workplace_travel_4a-002,workplace_travel_4a-003,workplace_travel_4a-004
E00076718,52.3,9.3,12.2,26.2
E00076720,42.2,13.3,27.8,16.7
E00076725,49.1,17,19.6,14.3
E00076727,33.3,14.3,34.5,17.9
E00076728,40.7,9.3,33.7,16.3
E00076730,51,8.7,24,16.3
E00076735,41.3,18.3,12.8,27.5
E00076736,35,20,26.7,18.3
E00076740,38.1,23.8,19,19
E00076741,45.3,16.3,16.3,22.1
E00076743,39.6,18.8,22.9,18.8
E00076745,41,16,19,24
E00076746,50,19,18.1,12.9
E00076748,36.6,14.6,26.8,22
E00076749,51.4,11.4,24.3,12.9
E00076750,45.5,19.2,22.2,13.1
E00076751,32.7,17.8,19.8,29.7
E00076753,41.8,18,23,17.2
E00076754,41.7,20.8,22.9,14.6
E00076755,38.8,9.5,25,26.7
E00076756,42.5,10.6,16.8,30.1
E00076757,46.3,12.8,17.4,23.5
E00076759,63,7.4,8.3,21.3
E00076760,52.9,16.9,6.6,23.5
E00076761,50.3,12.6,20.9,16.2
E00076762,51.6,12.5,13.3,22.7
E00076763,51.3,11.8,16,21
E00076764,56.8,12.8,12.2,18.2
E00076765,58.2,10.6,9.2,22
E00076766,47.3,15.5,16.9,20.3
E00076767,59.5,14.3,7.9,18.3
E00076768,45.7,16.7,20.5,17.1
E00076769,61.8,8.9,4.5,24.8
E00076770,55.1,10.3,12.8,21.8
E00076771,50,15.9,12.9,21.2
E00076772,55.6,9.6,8.9,25.9
E00076773,48.7,15.3,19.3,16.7
E00076774,36.5,25.7,20.3,17.6
E00076775,49.7,12.7,18.5,19.1
E00076776,48.9,16.7,11.1,23.3
E00076777,53.8,8.5,17.7,20
E00076778,42.4,14.1,21.2,22.4
E00076779,45.6,16.5,13.6,24.3
E00076780,51.6,13.1,16.4,18.9
E00076781,45.1,13.7,23.5,17.6
E00076782,49.6,14.2,13.3,23
E00076786,39.2,14.4,22.9,23.5
E00076787,67.1,13.4,6.1,13.4
E00076788,43.6,11.4,22.9,22.1
E00076789,35.4,15.2,29.3,20.2
E00076790,56.3,7.5,21.3,15
E00076791,47.6,9.7,21,21.8
E00076792,56.7,13.4,20.6,9.3
E00076793,44.7,13.8,26.8,14.6
E00076794,31.6,10.5,49.1,8.8
E00076795,40,13,28,19
E00076796,57.4,18,10.7,13.9
E00076797,45.3,10.9,20.3,23.4
E00076798,56.1,12.9,13.6,17.4
E00076799,36,13.2,34.2,16.7
E00076800,45.9,19.8,14.4,19.8
E00076801,48.7,19.1,12.2,20
E00076802,40.4,11.2,30.3,18
E00076803,46.3,17.1,18.3,18.3
E00076804,55.3,15.8,13.2,15.8
E00076805,37.4,11.3,37.4,13.9
E00076806,34.7,13.9,32.7,18.8
E00076807,39.5,14.7,34.9,10.9
E00076808,30.9,12.3,28.4,28.4
E00076809,33.3,9,42.3,15.4
E00076810,48.1,9.6,26,16.3
E00076811,44.3,15.9,18.2,21.6
E00076812,40.6,10.4,29.2,19.8
E00076813,25.6,12.8,35.9,25.6
E00076814,39.9,12.8,21.6,25.7
E00076815,44.2,15.4,19.2,21.2
E00076816,48.6,14.6,20.1,16.7
E00076817,54.4,11.2,12,22.4
E00076818,44.5,11.8,17.3,26.4
E00076819,48.8,12.8,16,22.4
E00076820,46.9,13.8,17.5,21.9
E00076821,43.7,15.6,16.3,24.4
E00076822,59,12.7,12.7,15.7
E00076823,44.6,15.2,20.5,19.6
E00076824,37.9,16.1,20.2,25.8
E00076825,51.4,11.4,17.9,19.3
E00076826,39.2,13.3,22.4,25.2
E00076827,49.6,11.3,18,21.1
E00076828,45.3,14.2,16.2,24.3
E00076829,40.1,10.2,27.7,21.9
E00076830,46,8.1,27.4,18.5
E00076831,44.2,10.9,23.9,21
E00076832,46.3,8.6,24.7,20.4
E00076833,48,7.3,19.5,25.2
E00076834,51.1,13.1,15.3,20.5
E00076835,58.1,7.8,15.5,18.6
E00076836,40.7,12.7,22.7,24
E00076837,47.9,16.2,16.8,19.2
E00076838,58.7,10.7,15.3,15.3
E00076839,49.4,9.4,20,21.1
E00076840,42.5,11.7,25.8,20
E00076841,42.4,9.9,38.4,9.3
E00076842,63.6,10.9,14.5,10.9
E00076843,46.5,7,23.2,23.2
E00076844,58,7.6,20.6,13.7
E00076845,47.1,11.5,24.8,16.6
E00076846,50.9,11,22.1,16
E00076847,48.3,7.5,25.8,18.3
E00076848,40.4,16,28.7,14.9
E00076849,38.7,18.5,31,11.9
E00076850,43.4,9.9,34.9,11.8
E00076851,43,6,29,22
E00076852,42.9,11,28.6,17.5
E00076853,41.3,10.1,39.4,9.2
E00076854,41.4,11.5,28.7,18.4
E00076855,30.1,14.6,46.3,8.9
E00076856,44.4,10.3,26.5,18.8
E00076857,37.3,9.6,34.9,18.1
E00076858,38.8,8.6,40.5,12.1
E00076859,34.8,9.8,42.4,12.9
E00076860,45.9,16.4,22.1,15.6
E00076861,52.6,12,20.3,15
E00076862,57.3,8.3,28.1,6.3
E00076863,50.6,6.5,18.2,24.7
E00076864,48.9,8.8,25.5,16.8
E00076865,51.9,8.4,16.2,23.4
E00076866,60.9,6,17.3,15.8
E00076867,57.5,11.2,15.7,15.7
E00076868,50.9,18.5,11.1,19.4
E00076869,48.9,9.6,17,24.5
E00076870,56.2,12.3,12.3,19.2
E00076871,47.4,13.2,16.7,22.8
E00076872,52.4,7.2,11.4,28.9
E00076873,49.7,9.8,21.5,19
E00076874,44.2,8.7,28.8,18.3
