geography_code,in_full_time_education-001,in_full_time_education-002
E00076718,21.2,78.8
E00076720,11.6,88.4
E00076725,11.8,88.2
E00076727,15.8,84.2
E00076728,9.5,90.5
E00076730,16.2,83.8
E00076735,9.5,90.5
E00076736,5.2,94.8
E00076740,5.4,94.6
E00076741,10.9,89.1
E00076743,5.8,94.2
E00076745,8.3,91.7
E00076746,9.4,90.6
E00076748,3.5,96.5
E00076749,6.5,93.5
E00076750,9.9,90.1
E00076751,13.5,86.5
E00076753,21.9,78.1
E00076754,12.5,87.5
E00076755,9.7,90.3
E00076756,21.3,78.7
E00076757,16.5,83.5
E00076759,22.7,77.3
E00076760,24.9,75.1
E00076761,16.1,83.9
E00076762,34.1,65.9
E00076763,27.8,72.2
E00076764,18.8,81.2
E00076765,21.7,78.3
E00076766,16.1,83.9
E00076767,31.6,68.4
E00076768,22.2,77.8
E00076769,34.7,65.3
E00076770,12.7,87.3
E00076771,21.6,78.4
E00076772,22.7,77.3
E00076773,18.2,81.8
E00076774,9.6,90.4
E00076775,23.5,76.5
E00076776,7,93
E00076777,17.9,82.1
E00076778,16.2,83.8
E00076779,26.2,73.8
E00076780,12.9,87.1
E00076781,20.3,79.7
E00076782,17.9,82.1
E00076786,15.2,84.8
E00076787,22.2,77.8
E00076788,20.5,79.5
E00076789,9.9,90.1
E00076790,10.5,89.5
E00076791,15.7,84.3
E00076792,12.9,87.1
E00076793,11.5,88.5
E00076794,10.4,89.6
E00076795,12.1,87.9
E00076796,14.7,85.3
E00076797,6.3,93.7
E00076798,25.8,74.2
E00076799,15.9,84.1
E00076800,10.9,89.1
E00076801,14,86
E00076802,10.5,89.5
E00076803,9.8,90.2
E00076804,18.9,81.1
E00076805,15.6,84.4
E00076806,8.4,91.6
E00076807,12,88
E00076808,8.7,91.3
E00076809,6.1,93.9
E00076810,15.2,84.8
E00076811,12.3,87.7
E00076812,11,89
E00076813,7.7,92.3
E00076814,20.7,79.3
E00076815,22.8,77.2
E00076816,22.7,77.3
E00076817,24,76
E00076818,16.4,83.6
E00076819,14.7,85.3
E00076820,19.1,80.9
E00076821,15.4,84.6
E00076822,15.4,84.6
E00076823,13.8,86.2
E00076824,14.6,85.4
E00076825,15.6,84.4
E00076826,12.5,87.5
E00076827,12.4,87.6
E00076828,22.2,77.8
E00076829,20.2,79.8
E00076830,12,88
E00076831,16.3,83.7
E00076832,17.3,82.7
E00076833,11.5,88.5
E00076834,20.9,79.1
E00076835,21.7,78.3
E00076836,21.7,78.3
E00076837,20.2,79.8
E00076838,20.2,79.8
E00076839,18.9,81.1
E00076840,12.9,87.1
E00076841,17.7,82.3
E00076842,12.2,87.8
E00076843,21.9,78.1
E00076844,21.8,78.2
E00076845,18.9,81.1
E00076846,21.9,78.1
E00076847,19.6,80.4
E00076848,13,87
E00076849,14.9,85.1
E00076850,17.3,82.7
E00076851,6.8,93.2
E00076852,5.1,94.9
E00076853,13.9,86.1
E00076854,8.3,91.7
E00076855,11.3,88.7
E00076856,8.1,91.9
E00076857,10.4,89.6
E00076858,13.8,86.2
E00076859,18,82
E00076860,18.2,81.8
E00076861,23.9,76.1
E00076862,15.4,84.6
E00076863,24.3,75.7
E00076864,22.7,77.3
E00076865,30.9,69.1
E00076866,27.1,72.9
E00076867,26.1,73.9
E00076868,28.6,71.4
E00076869,25.8,74.2
E00076870,27.7,72.3
E00076871,21.8,78.2
E00076872,23.5,76.5
E00076873,21.4,78.6
E00076874,12.5,87.5
E00076875,27.6,72.4
E00076876,32.4,67.6
E00076877,20.8,79.2
E00076878,21.1,78.9
E00076879,20.9,79.1
E00076880,19.4,80.6
E00076881,18.7,81.3
E00076882,17.8,82.2
E00076883,12,88
E00076884,20.7,79.3
E00076885,20.6,79.4
E00076886,13.4,86.6
E00076887,17.5,82.5
E00076888,20.8,79.2
E00076889,26,74
E00076890,21.1,78.9
E00076891,17.6,82.4
E00076892,17.2,82.8
E00076893,14.4,85.6
E00076894,12.6,87.4
E00076895,12.6,87.4
E00076896,19,81
E00076897,18.8,81.2
E00076898,15.6,84.4
E00076899,13.5,86.5
E00076900,21.6,78.4
E00076901,21.6,78.4
E00076902,13.2,86.8
E00076903,11.7,88.3
E00076904,24.5,75.5
E00076905,18.3,81.7
E00076906,11.7,88.3
E00076907,16.7,83.3
E00076908,15.7,84.3
E00076909,14.5,85.5
E00076910,17,83
E00076911,17.5,82.5
E00076912,12.7,87.3
E00076913,5.2,94.8
E00076914,10.5,89.5
E00076915,6,94
E00076916,15.3,84.7
E00076917,9.7,90.3
E00076918,19.3,80.7
E00076919,13.2,86.8
E00076920,9.6,90.4
E00076921,10.7,89.3
E00076922,19.1,80.9
E00076923,15.4,84.6
E00076924,9.8,90.2
E00076925,19.7,80.3
E00076926,15,85
E00076927,20.8,79.2
E00076928,16.8,83.2
E00076929,9,91
E00076930,17,83
E00076931,8.4,91.6
E00076932,13.1,86.9
E00076933,9.9,90.1
E00076934,6.5,93.5
E00076935,11.5,88.5
E00076936,16.2,83.8
E00076937,7.9,92.1
E00076938,16.8,83.2
E00076939,17.1,82.9
E00076940,15.7,84.3
E00076941,15.6,84.4
E00076942,13.1,86.9
E00076943,22,78
E00076944,17.5,82.5
E00076945,18.5,81.5
E00076946,14.2,85.8
E00076947,10.8,89.2
E00076948,19.9,80.1
E00076949,15.8,84.2
E00076950,10.6,89.4
E00076951,8.9,91.1
E00076952,21.6,78.4
E00076953,16.3,83.8
E00076954,18.2,81.8
E00076955,13.5,86.5
E00076956,21.5,78.5
E00076957,14.1,85.9
E00076958,16.6,83.4
E00076959,15.2,84.8
E00076960,15.7,84.3
E00076961,13.9,86.1
E00076962,0.6,99.4
E00076963,5.3,94.7
E00076964,12.1,87.9
E00076965,18,82
E00076966,9.3,90.7
E00076967,19.4,80.6
E00076968,6.4,93.6
E00076969,3.6,96.4
E00076970,22.5,77.5
E00076971,9,91
E00076972,17.6,82.4
E00076973,19.5,80.5
E00076974,26.2,73.8
E00076975,2.3,97.7
E00076976,6.7,93.3
E00076977,11.6,88.4
E00076978,12.3,87.7
E00076979,9.3,90.7
E00076980,11.9,88.1
E00076981,8.1,91.9
E00076982,13.8,86.2
E00076983,15.6,84.4
E00076984,13.3,86.7
E00076985,5.4,94.6
E00076986,13.5,86.5
E00076987,19,81
E00076988,9.8,90.2
E00076989,10.5,89.5
E00076990,17.9,82.1
E00076991,23.1,76.9
E00076992,11.5,88.5
E00076993,9.1,90.9
E00076994,9.1,90.9
E00076995,6.5,93.5
E00076996,14.1,85.9
E00076997,24,76
E00076998,22.8,77.2
E00077002,28.6,71.4
E00077003,5.6,94.4
E00077004,15.2,84.8
E00077005,26.5,73.5
E00077006,23.3,76.7
E00077007,16.2,83.8
E00077009,20.7,79.3
E00077011,16.6,83.4
E00077012,7,93
E00077016,12.9,87.1
E00077017,14.6,85.4
E00077018,16.7,83.3
E00077019,15.7,84.3
E00077020,22.3,77.7
E00077021,9.7,90.3
E00077022,16.9,83.1
E00077023,10.8,89.2
E00077024,11.3,88.7
E00077025,19.5,80.5
E00077026,19,81
E00077027,11.1,88.9
E00077028,19.7,80.3
E00077029,18.1,81.9
E00077030,15.4,84.6
E00077031,9.8,90.2
E00077033,20.8,79.2
E00077034,5.9,94.1
E00077035,17.4,82.6
E00077036,10.3,89.7
E00077037,6.6,93.4
E00077038,10.4,89.6
E00077039,13.3,86.7
E00077040,13.6,86.4
E00077042,14.5,85.5
E00077044,13.5,86.5
E00077045,23.6,76.4
E00077046,17.1,82.9
E00077048,10.9,89.1
E00077049,14.3,85.7
E00077050,12.3,87.7
E00077051,18.8,81.2
E00077052,4.3,95.7
E00077053,13,87
E00077054,14.7,85.3
E00077055,13.6,86.4
E00077057,21.9,78.1
E00077058,15.6,84.4
E00077059,15,85
E00077062,22.2,77.8
E00077063,23.4,76.6
E00077064,19,81
E00077065,23.4,76.6
E00077066,16,84
E00077067,16.4,83.6
E00077068,18.3,81.7
E00077069,23.1,76.9
E00077070,16.3,83.7
E00077071,26.1,73.9
E00077072,27.5,72.5
E00077073,11.5,88.5
E00077074,15.3,84.7
E00077075,17.9,82.1
E00077076,20.4,79.6
E00077077,19.3,80.7
E00077078,9.4,90.6
E00077079,28.9,71.1
E00077080,21.4,78.6
E00077081,17.7,82.3
E00077082,23.9,76.1
E00077083,5.2,94.8
E00077084,14.6,85.4
E00077085,28.8,71.2
E00077086,14.4,85.6
E00077087,9.7,90.3
E00077088,6.6,93.4
E00077089,12.3,87.7
E00077090,12.7,87.3
E00077091,21.2,78.8
E00077092,13.9,86.1
E00077093,21.2,78.8
E00077094,27.8,72.2
E00077095,20.4,79.6
E00077096,12.3,87.7
E00077097,22,78
E00077098,23.3,76.7
E00077099,22.4,77.6
E00077100,16.9,83.1
E00077101,19.2,80.8
E00077102,12.8,87.2
E00077103,20.6,79.4
E00077104,19.8,80.2
E00077105,25.5,74.5
E00077107,23.9,76.1
E00077108,19.1,80.9
E00077109,16.4,83.6
E00077110,18.4,81.6
E00077111,19,81
E00077112,12,88
E00077113,19.4,80.6
E00077114,12.1,87.9
E00077115,17.7,82.3
E00077116,13.1,86.9
E00077117,12.1,87.9
E00077118,10.8,89.2
E00077119,8.5,91.5
E00077120,13.4,86.6
E00077121,12,88
E00077122,14,86
E00077123,2.2,97.8
E00077124,22.3,77.7
E00077125,16,84
E00077126,5.5,94.5
E00077127,17,83
E00077128,6.2,93.8
E00077129,17.1,82.9
E00077130,6.3,93.7
E00077131,21.9,78.1
E00077132,27.4,72.6
E00077133,32.7,67.3
E00077134,9.7,90.3
E00077135,14.7,85.3
E00077136,23.9,76.1
E00077137,17.1,82.9
E00077138,28.5,71.5
E00077139,28.2,71.8
E00077140,23.2,76.8
E00077141,23.2,76.8
E00077142,20.8,79.2
E00077143,21.2,78.8
E00077144,30.5,69.5
E00077145,24.4,75.6
E00077146,13.9,86.1
E00077147,9.3,90.7
E00077148,8.9,91.1
E00077149,6.3,93.7
E00077157,11.7,88.3
E00077160,5.1,94.9
E00077162,4.3,95.7
E00077163,1.7,98.3
E00077165,6.9,93.1
E00077167,7.4,92.6
E00077171,10.2,89.8
E00077172,6.9,93.1
E00077174,5.8,94.2
E00101994,24.7,75.3
E00101995,20.3,79.7
E00101996,17.2,82.8
E00101997,19,81
E00101998,15.1,84.9
E00101999,21.6,78.4
E00102000,19.8,80.2
E00102001,16,84
E00102002,16.9,83.1
E00102003,16.4,83.6
E00102004,15,85
E00102005,9.1,90.9
E00102006,18.6,81.4
E00102007,9.7,90.3
E00102008,16.3,83.7
E00102024,14.6,85.4
E00102025,15.6,84.4
E00102026,17.1,82.9
E00102039,17.6,82.4
E00102040,12.8,87.2
E00102041,18,82
E00102042,15.9,84.1
E00102043,16.3,83.7
