geography_code,english_proficiency_4a-001,english_proficiency_4a-002,english_proficiency_4a-003
E00076718,99,1,0
E00076720,99.1,0.9,0
E00076725,97.1,2.9,0
E00076727,99.1,0.9,0
E00076728,100,0,0
E00076730,97.8,2.2,0
E00076735,100,0,0
E00076736,100,0,0
E00076740,98.1,1.9,0
E00076741,100,0,0
E00076743,100,0,0
E00076745,99.1,0.9,0
E00076746,98.6,1.4,0
E00076748,99,0.5,0.5
E00076749,98.2,1.8,0
E00076750,100,0,0
E00076751,99.5,0.5,0
E00076753,99.2,0.8,0
E00076754,100,0,0
E00076755,100,0,0
E00076756,98.5,1.5,0
E00076757,98,2,0
E00076759,98,1.7,0.3
E00076760,97.3,2.7,0
E00076761,98.8,1.2,0
E00076762,98.6,1.4,0
E00076763,98.5,1.5,0
E00076764,97.1,2.6,0.3
E00076765,97.6,2.4,0
E00076766,98.1,1.2,0.8
E00076767,97.3,2.2,0.5
E00076768,98.8,1.2,0
E00076769,99,1,0
E00076770,100,0,0
E00076771,98.9,1.1,0
E00076772,98.4,1.6,0
E00076773,96.6,3,0.3
E00076774,97.2,2.8,0
E00076775,99.4,0.3,0.3
E00076776,98,1,1
E00076777,97.9,1.5,0.6
E00076778,98.7,0.4,0.9
E00076779,98.6,0.3,1
E00076780,98.5,1.5,0
E00076781,99.1,0.9,0
E00076782,98.8,0.4,0.8
E00076786,99.7,0.3,0
E00076787,99.6,0,0.4
E00076788,100,0,0
E00076789,100,0,0
E00076790,99.6,0.4,0
E00076791,99.6,0.4,0
E00076792,100,0,0
E00076793,100,0,0
E00076794,100,0,0
E00076795,98.9,1.1,0
E00076796,99.3,0.7,0
E00076797,98.8,1.2,0
E00076798,98.6,1.1,0.4
E00076799,99.3,0.7,0
E00076800,100,0,0
E00076801,99.6,0.4,0
E00076802,98.4,1.6,0
E00076803,100,0,0
E00076804,98.8,1.2,0
E00076805,99.3,0.7,0
E00076806,99.6,0.4,0
E00076807,99.4,0.6,0
E00076808,100,0,0
E00076809,99.6,0.4,0
E00076810,98.7,1.3,0
E00076811,99.1,0.9,0
E00076812,100,0,0
E00076813,99.7,0.3,0
E00076814,98.4,1.6,0
E00076815,91.5,6.9,1.6
E00076816,99.4,0.3,0.3
E00076817,99.3,0.7,0
E00076818,98.8,1.2,0
E00076819,98.6,1.1,0.4
E00076820,99.1,0.9,0
E00076821,99.3,0.7,0
E00076822,99.6,0.4,0
E00076823,98.5,1.5,0
E00076824,97.2,2,0.8
E00076825,99.8,0.2,0
E00076826,98.7,1.3,0
E00076827,99.4,0.6,0
E00076828,99.3,0.7,0
E00076829,99.7,0.3,0
E00076830,98.6,1.4,0
E00076831,98.9,0.7,0.4
E00076832,98.9,0.9,0.3
E00076833,98.5,1.5,0
E00076834,99,1,0
E00076835,98.7,1.3,0
E00076836,97.1,2.9,0
E00076837,99.3,0.7,0
E00076838,97.9,2.1,0
E00076839,93.8,5.2,0.9
E00076840,97.6,2.4,0
E00076841,95.4,4,0.6
E00076842,98.5,1.5,0
E00076843,97.5,1.8,0.7
E00076844,99.2,0.8,0
E00076845,94.8,4.5,0.6
E00076846,99.6,0.4,0
E00076847,96.1,2.7,1.2
E00076848,98.4,1.6,0
E00076849,95.3,4.3,0.3
E00076850,97.8,2.2,0
E00076851,96.2,3.8,0
E00076852,94.6,5,0.3
E00076853,98.4,1.2,0.4
E00076854,99.1,0.9,0
E00076855,98.5,1.5,0
E00076856,94.6,2.7,2.7
E00076857,98.8,0.8,0.4
E00076858,98.5,0.7,0.7
E00076859,97,3,0
E00076860,97.2,2.8,0
E00076861,97.9,2.1,0
E00076862,95.5,4.5,0
E00076863,94.7,3.8,1.5
E00076864,99.3,0.7,0
E00076865,95.7,4,0.3
E00076866,96.3,3.1,0.6
E00076867,94,5.6,0.4
E00076868,97.9,1.4,0.7
E00076869,96.1,3.5,0.4
E00076870,99,1,0
E00076871,99.2,0.8,0
E00076872,97.1,2.9,0
E00076873,99.3,0.7,0
