geography_code,hh_size_5a-001,hh_size_5a-002,hh_size_5a-003,hh_size_5a-004
E00116925,19.4,54.6,11.1,14.8
E00116926,18.1,54.3,14.7,12.9
E00117613,36.4,49.3,11.4,2.9
E00117614,56.3,32.5,6.3,4.8
E00117615,58.6,33.3,5.2,2.9
E00117616,42.9,31.5,10.1,15.5
E00117617,53.2,28.6,9.7,8.4
E00117618,53.7,29.1,12.7,4.5
E00117619,51.1,36.3,5.9,6.7
E00117620,29,42.7,12.2,16
E00117621,55.1,31.6,5.1,8.1
E00117622,57.6,32.1,7.9,2.4
E00117623,46.7,42.4,6.2,4.8
E00117624,29.6,29.6,14.8,25.9
E00117625,36,36.7,12.9,14.4
E00117626,44.7,34.7,11.4,9.1
E00117627,43.4,32.4,12.5,11.8
E00117628,43.9,28.6,13.8,13.8
E00117654,24.7,40.4,13.7,21.2
E00117655,17.5,40.1,21.2,21.2
E00117658,25.9,45.9,13.3,14.8
E00117659,18.7,52.7,14.7,14
E00117664,23.9,44.4,15.4,16.2
E00117665,14.6,40.9,18.2,26.3
E00117672,22,55.9,8.7,13.4
E00117673,23.6,51.2,7.9,17.3
E00117680,19.9,35.8,23.2,21.2
E00117681,18.5,37.1,20.5,23.8
E00117682,17.4,43.5,12.2,27
E00117683,22.6,46.6,11.3,19.5
E00117684,25.3,45.5,13.6,15.6
E00117685,17.9,51.8,16.1,14.3
E00117686,16.7,48,15.3,20
E00117687,23.3,42,20.7,14
E00117688,47.6,28.2,11.3,12.9
E00117689,18.9,42,14.7,24.5
E00117690,22.9,51.9,14.5,10.7
E00117691,24.2,31.8,18.2,25.8
E00117692,22.2,35.6,20.7,21.5
E00117693,20.1,43.2,18.7,18
E00117694,27.9,46.3,12.5,13.2
E00117703,18.6,48.8,15.1,17.4
E00117704,16.1,58.1,9.7,16.1
E00117705,33.6,39.2,13.8,13.4
E00117706,24.3,55.9,6.3,13.5
E00117707,21.8,46.5,12,19.7
E00117708,23.8,54.6,7.7,13.8
E00117709,25.4,38.8,17.9,17.9
E00117710,24.7,40.3,13.6,21.4
E00117711,28.3,43.4,15.1,13.2
E00117712,21.6,47.1,19.6,11.8
E00117713,20.7,43.8,17.4,18.2
E00117714,24.7,37,17.8,20.5
E00117715,27.6,34.5,19.5,18.4
E00117716,25,48.3,17.2,9.5
E00117717,23,50,8.1,18.9
E00117718,46.1,39.6,8.4,5.8
E00117719,36.8,42.1,13.2,7.9
E00117727,37.5,30.4,21.4,10.7
E00117728,21.2,47.1,10.6,21.2
E00117747,34.1,31,14,20.9
E00117748,20.6,44.4,13.5,21.4
E00117749,24.3,39,16.9,19.9
E00117750,22.6,36.8,20.3,20.3
E00117751,28.1,45.9,10.2,15.8
E00117752,39.8,33.1,18.6,8.5
E00117753,18.3,51.9,15.4,14.4
E00117754,56.6,34.9,3.9,4.7
E00117755,24.6,44.4,18.3,12.7
E00117756,21.4,33.7,25.5,19.4
E00117757,41.2,32.5,13.2,13.2
E00117758,22.4,48.3,11.2,18.1
E00117759,43.1,27.6,12.1,17.2
E00117760,23.3,45.9,15.8,15
E00117761,27.6,49.6,11,11.8
E00117762,41.1,34.7,12.9,11.3
E00117763,35.4,39.2,11.5,13.8
E00117764,23,41.4,18.4,17.2
E00117765,18.3,43.9,18.3,19.5
E00117766,15.6,45.1,15.6,23.8
E00117767,16.8,41.6,16.8,24.8
E00117768,27.5,33.9,13.8,24.8
E00117769,22.7,44.7,11.3,21.3
E00117770,18.3,46,15.9,19.8
E00117771,20.3,43,16.4,20.3
E00117779,26.5,44.9,12.2,16.3
E00117780,32,42.7,14.6,10.7
E00117803,28.3,50,10.1,11.6
E00117804,30.4,45.5,13.4,10.7
E00117805,26.1,35.3,13.1,25.5
E00117806,16.4,44.1,20.2,19.2
E00117807,25.4,44.6,12.3,17.7
E00117808,9.3,50.9,19.3,20.5
E00117809,15.6,44.4,16.1,23.9
E00117833,20.2,32.5,15.8,31.6
E00117834,25,42.6,15.7,16.7
E00117835,29.6,36,18.4,16
E00117836,21.5,51.9,11.9,14.8
E00117837,22.5,45.9,12.6,18.9
E00117838,23.8,39.5,16.1,20.6
E00117839,24.8,41.4,17.3,16.5
E00117840,31.4,41.5,13.6,13.6
E00117841,16.8,32.3,26.1,24.8
E00117842,25.9,43.5,14.3,16.3
E00117843,24.8,44.6,16.5,14
E00117845,26.8,38.6,17.3,17.3
E00117846,19.7,43.2,21.2,15.9
E00117847,54.1,21.3,13.1,11.5
