geography_code,heating_type_3a-001,heating_type_3a-002
E00116925,1.9,98.1
E00116926,0.9,99.1
E00117613,0,100
E00117614,2.4,97.6
E00117615,1.4,98.6
E00117616,0,100
E00117617,2.6,97.4
E00117618,0,100
E00117619,4.4,95.6
E00117620,0,100
E00117621,0,100
E00117622,0,100
E00117623,1,99
E00117624,0,100
E00117625,2.2,97.8
E00117626,0.9,99.1
E00117627,1.5,98.5
E00117628,0,100
E00117654,0,100
E00117655,0.7,99.3
E00117658,0,100
E00117659,2.6,97.4
E00117664,0.9,99.1
E00117665,2.2,97.8
E00117672,0,100
E00117673,0,100
E00117680,0,100
E00117681,0,100
E00117682,0.9,99.1
E00117683,0,100
E00117684,2,98
E00117685,0,100
E00117686,0,100
E00117687,0.7,99.3
E00117688,1.6,98.4
E00117689,0,100
E00117690,0.8,99.2
E00117691,3,97
E00117692,2.9,97.1
E00117693,0,100
E00117694,0,100
E00117703,1.8,98.2
E00117704,0,100
E00117705,1.4,98.6
E00117706,2.7,97.3
E00117707,2.1,97.9
E00117708,0,100
E00117709,0,100
E00117710,0.7,99.3
E00117711,0,100
E00117712,0,100
E00117713,0,100
E00117714,0,100
E00117715,1.1,98.9
E00117716,0,100
E00117717,0.7,99.3
E00117718,0,100
E00117719,1.9,98.1
E00117727,0,100
E00117728,1,99
E00117747,2.3,97.7
E00117748,0.8,99.2
E00117749,0,100
E00117750,0,100
E00117751,1,99
E00117752,0.9,99.1
E00117753,0,100
E00117754,2.3,97.7
E00117755,0.8,99.2
E00117756,2,98
E00117757,6.1,93.9
E00117758,0,100
E00117759,12,88
E00117760,0,100
E00117761,0,100
E00117762,0.8,99.2
E00117763,0,100
E00117764,0,100
E00117765,6,94
E00117766,1.6,98.4
E00117767,1.8,98.2
E00117768,0.9,99.1
E00117769,1.4,98.6
E00117770,1.6,98.4
E00117771,3.1,96.9
E00117779,4.2,95.8
E00117780,0,100
E00117803,0,100
E00117804,1.8,98.2
E00117805,3.9,96.1
E00117806,1,99
E00117807,0.8,99.2
E00117808,1.8,98.2
E00117809,1.1,98.9
E00117833,0,100
E00117834,0.9,99.1
E00117835,0,100
E00117836,0,100
E00117837,0.9,99.1
E00117838,0,100
E00117839,0.8,99.2
E00117840,0.8,99.2
E00117841,0,100
E00117842,0,100
E00117843,0,100
E00117845,0.8,99.2
E00117846,0,100
E00117847,0,100
E00117848,1.1,98.9
E00117849,0.8,99.2
E00117850,0,100
E00117851,0.9,99.1
E00117852,2,98
E00117853,0,100
E00117855,0.6,99.4
E00117856,1.3,98.7
E00117873,0.7,99.3
E00117874,0.8,99.2
E00117877,0.7,99.3
E00117878,0,100
E00117879,0.8,99.2
E00117880,3.7,96.3
E00117881,0,100
E00117882,0.7,99.3
E00117909,0,100
E00117910,1.4,98.6
E00117911,0.9,99.1
E00117912,1.2,98.8
E00117913,0.8,99.2
E00117914,0.9,99.1
E00117915,2.6,97.4
E00117916,0,100
E00117917,0,100
E00117918,4,96
E00117919,0,100
E00117920,0.7,99.3
E00117921,0,100
E00117922,3.9,96.1
E00117923,3,97
E00117924,0,100
E00117925,0.6,99.4
E00117931,0,100
E00117933,0,100
E00117937,0.9,99.1
E00117939,0.9,99.1
E00117940,0.9,99.1
E00117943,0,100
E00117945,0,100
E00163045,0.6,99.4
E00163046,1.6,98.4
E00163047,0.7,99.3
E00163048,0,100
E00163049,0,100
E00163050,2.2,97.8
E00163051,3.9,96.1
E00163052,0,100
E00163053,0.9,99.1
E00163054,0.8,99.2
E00163055,1.9,98.1
E00163056,0,100
E00163057,1.1,98.9
E00163060,0,100
E00163061,0,100
E00163062,1.4,98.6
E00163063,0,100
E00163066,0.9,99.1
E00163086,1,99
E00163158,1.6,98.4
E00163159,0,100
E00163162,1.4,98.6
E00163163,2.3,97.7
E00163165,0,100
E00163166,0,100
E00163167,1.4,98.6
E00163168,0,100
E00163169,3,97
E00163170,0.8,99.2
E00163171,0.7,99.3
E00163172,0.8,99.2
E00163173,1.5,98.5
E00163174,0,100
E00163175,0.8,99.2
E00163176,0.9,99.1
E00163381,2.1,97.9
E00163382,0,100
E00163384,0.8,99.2
E00163385,0,100
E00163386,0,100
E00163387,0,100
E00163388,1.7,98.3
E00163389,0,100
E00163390,0,100
E00163391,2.4,97.6
E00163392,0,100
E00163393,0,100
E00163394,0,100
E00163395,3.6,96.4
E00163396,0,100
E00163427,0,100
E00163428,0,100
E00163429,1,99
E00163430,0,100
E00163431,3,97
E00163432,2,98
E00163433,2,98
E00163434,2.2,97.8
E00163435,3.5,96.5
E00163436,1.4,98.6
E00163437,0.8,99.2
E00163438,0,100
E00168069,0,100
E00168070,0.8,99.2
E00168071,0.7,99.3
E00168072,2,98
E00168073,1.3,98.8
E00168074,0,100
E00168075,0,100
E00179078,0,100
E00182073,0,100
E00184732,0,100
E00190546,0,100
E00190555,0,100
E00190561,0,100
E00190565,1.8,98.2
E00190575,0,100
E00190579,0,100
E00190581,0,100
E00190588,1.5,98.5
