geography_code,health_in_general_4a-001,health_in_general_4a-002,health_in_general_4a-003
E00116925,85.8,10.9,3.3
E00116926,84.2,12.8,3
E00117613,72,20.6,7.3
E00117614,82.8,13.2,3.9
E00117615,81.4,14.8,3.8
E00117616,83.8,13,3.2
E00117617,69.9,22.5,7.6
E00117618,77.6,16.6,5.8
E00117619,81.1,14.9,3.9
E00117620,82.2,14.3,3.5
E00117621,78.3,17.8,3.9
E00117622,76.3,18.3,5.4
E00117623,73.4,18.4,8.2
E00117624,72.6,15.2,12.2
E00117625,79.3,15.9,4.7
E00117626,74.5,20.2,5.2
E00117627,83.8,10,6.3
E00117628,77.6,16.4,6
E00117654,88.9,9.4,1.7
E00117655,88.1,8.5,3.4
E00117658,88.5,7.8,3.7
E00117659,85.5,10.1,4.5
E00117664,85.1,11.2,3.7
E00117665,84.2,10.9,4.9
E00117672,85.8,9.5,4.7
E00117673,85.8,10.4,3.8
E00117680,88,9.7,2.4
E00117681,89.8,8.1,2.1
E00117682,82.2,13.5,4.3
E00117683,83.6,13.5,3
E00117684,76.2,17.3,6.5
E00117685,85.1,10.3,4.6
E00117686,86,12.1,1.9
E00117687,82.3,13.8,3.9
E00117688,75.2,15.4,9.4
E00117689,87.9,9.9,2.2
E00117690,85.3,13,1.8
E00117691,88.5,9.9,1.6
E00117692,87.6,10.3,2.1
E00117693,87.7,8,4.3
E00117694,86.8,10.2,3.1
E00117703,88.8,9.7,1.5
E00117704,90.7,9.3,0
E00117705,81.9,11.6,6.5
E00117706,88.4,7.9,3.7
E00117707,84.8,10.6,4.5
E00117708,85.8,10.6,3.5
E00117709,84.5,13.5,1.9
E00117710,94.1,4.9,1.1
E00117711,90,6.7,3.3
E00117712,87.7,11.4,0.9
E00117713,85.4,10.5,4.2
E00117714,83.9,12.8,3.3
E00117715,79.7,11,9.3
E00117716,88.3,8.5,3.2
E00117717,88.2,7.4,4.4
E00117718,77.7,16.8,5.5
E00117719,84.4,11.7,3.9
E00117727,78.8,14.2,7.1
E00117728,86.8,7.8,5.3
E00117747,78.2,15.8,6
E00117748,76,20.2,3.8
E00117749,85.4,11.8,2.8
E00117750,85.3,10.7,4
E00117751,84.6,12.1,3.3
E00117752,81.4,12.6,6.1
E00117753,87.7,9,3.3
E00117754,83.8,11.1,5.1
E00117755,81.9,14.9,3.2
E00117756,87.2,9.5,3.3
E00117757,86.4,9.9,3.7
E00117758,86.7,10,3.3
E00117759,84.3,12,3.6
E00117760,90,7.6,2.4
E00117761,85.9,11.2,2.9
E00117762,67.6,19.5,12.9
E00117763,88,9.1,2.9
E00117764,86.7,12.8,0.5
E00117765,86.5,13.5,0
E00117766,86.2,10.7,3.1
E00117767,86.6,9.3,4.1
E00117768,84.7,9.9,5.5
E00117769,84.2,11.9,3.9
E00117770,87.3,10.2,2.5
E00117771,86.2,10.3,3.4
E00117779,82.7,12.4,4.9
E00117780,79.3,15.7,5.1
E00117803,87.1,11.6,1.4
E00117804,85,12.4,2.6
E00117805,75.3,17.8,6.8
E00117806,92.2,6.7,1.1
E00117807,91.3,7,1.7
E00117808,90.9,6.7,2.3
E00117809,90.3,6.4,3.2
E00117833,78,13.6,8.4
E00117834,86.3,9.7,4
E00117835,83.3,11.5,5.2
E00117836,79.9,16.8,3.3
E00117837,89.7,8.8,1.5
E00117838,88.9,8.3,2.8
E00117839,86.5,10.2,3.3
E00117840,77,16.9,6
E00117841,86.4,9.6,4
E00117842,83.5,12.1,4.4
E00117843,78.3,15.7,6
E00117845,82.9,14.7,2.4
E00117846,82.3,13.1,4.6
E00117847,73.8,14.8,11.4
E00117848,76.9,13.2,9.9
E00117849,77.2,16.6,6.2
E00117850,86.6,11.7,1.7
