geography_code,hours_per_week_worked-001,hours_per_week_worked-002,hours_per_week_worked-003,hours_per_week_worked-004
E00116925,20.9,21.7,40.9,16.5
E00116926,14.5,24.2,47.6,13.7
E00117613,18.1,19.3,43.4,19.3
E00117614,14.8,17,39.8,28.4
E00117615,15.8,20.6,53.9,9.7
E00117616,10.5,11.7,62.3,15.4
E00117617,10.7,19.6,53.6,16.1
E00117618,15.3,18.1,58.3,8.3
E00117619,12.5,17.3,58.7,11.5
E00117620,13,20.3,57.2,9.4
E00117621,7.4,15.7,65.7,11.1
E00117622,13.3,20,62.7,4
E00117623,9.9,13.2,65.8,11.2
E00117624,13.5,25,51.9,9.6
E00117625,7.6,20.5,62.9,9.1
E00117626,7.9,16.4,61.6,14.1
E00117627,6.7,20.7,62.2,10.4
E00117628,13.1,19.9,52.4,14.7
E00117654,16,17.7,50.8,15.5
E00117655,18,15.2,50,16.9
E00117658,6.9,21.4,55,16.8
E00117659,11.3,14.3,60.7,13.7
E00117664,10.4,16.7,60.4,12.5
E00117665,14.7,15.8,59.2,10.3
E00117672,9.4,22.2,53.8,14.5
E00117673,12.4,22.1,47.8,17.7
E00117680,14.4,19.3,48.5,17.8
E00117681,11.7,19,52.5,16.8
E00117682,13.5,15.3,50.9,20.2
E00117683,14.8,20.4,47.9,16.9
E00117684,10.2,18.1,53.7,18.1
E00117685,19.2,16.7,44.2,20
E00117686,11.4,22.9,53.6,12
E00117687,9.8,22.1,54.6,13.5
E00117688,7.7,20.2,56.7,15.4
E00117689,11.7,20.7,52.1,15.4
E00117690,19.4,22.3,49.5,8.7
E00117691,16.2,16.2,48.6,18.9
E00117692,20.5,19.9,39.2,20.5
E00117693,13.4,28.2,44.4,14.1
E00117694,10.9,18.2,59.1,11.8
E00117703,14.3,18.6,47.2,19.9
E00117704,14.9,21.8,45.5,17.8
E00117705,13.9,17.7,54.1,14.3
E00117706,19,23.8,45.7,11.4
E00117707,9.9,21.6,55.6,13
E00117708,14.4,22.5,37.8,25.2
E00117709,25.7,8.6,45.7,20
E00117710,11.9,19.2,50.3,18.7
E00117711,3.1,24.6,47.7,24.6
E00117712,13.1,13.1,59,14.8
E00117713,9.4,17.3,56.7,16.5
E00117714,15.4,17.6,53.8,13.2
E00117715,13.8,16.4,51.7,18.1
E00117716,9.2,21.1,45,24.8
E00117717,15.2,20.5,50.9,13.5
E00117718,10.6,15.4,63.5,10.6
E00117719,16.5,17.3,48.1,18
E00117727,15.7,25.5,47.1,11.8
E00117728,18.7,20.3,47.2,13.8
E00117747,10.1,19.6,59.5,10.8
E00117748,7.4,20.6,62.5,9.6
E00117749,12.4,22.2,55.6,9.8
E00117750,11.8,18.2,60.6,9.4
E00117751,9.2,20.8,61.8,8.1
E00117752,8.7,26,58.7,6.7
E00117753,20.2,19.3,50.5,10.1
E00117754,15.9,20.5,54.5,9.1
E00117755,12.6,21.5,55.6,10.4
E00117756,8.8,16,65.6,9.6
E00117757,10.9,21.7,55.8,11.6
E00117758,11.6,17.9,49.5,21.1
E00117759,7.6,19.1,57.3,16
E00117760,13.2,15.5,57.4,14
E00117761,16.2,21.2,51.5,11.1
E00117762,12.5,20.8,59.4,7.3
E00117763,12.3,18.8,55.1,13.8
E00117764,17.8,21.8,47.5,12.9
E00117765,13.8,23.9,50.5,11.9
E00117766,15.7,15,56.2,13.1
E00117767,15.1,20.5,51.4,13
E00117768,8.4,27.7,53.8,10.1
E00117769,13.5,18.2,53.5,14.7
E00117770,11.6,21.9,52.1,14.4
E00117771,14.2,21.6,40.3,23.9
E00117779,17.2,19.2,49.5,14.1
E00117780,13.7,15.4,59,12
E00117803,12.1,19.5,49.7,18.8
E00117804,19.3,10.1,60.6,10.1
E00117805,6.8,25.4,59.3,8.5
E00117806,14.2,17.5,50.2,18.2
E00117807,12.3,25.4,49.3,13
E00117808,13.7,20.5,47,18.7
E00117809,9.7,20.5,51.6,18.2
E00117833,19.4,26.6,45.2,8.9
E00117834,7.5,18.9,57.5,16
E00117835,9.3,17.8,63.6,9.3
E00117836,13.2,25.5,51.9,9.4
E00117837,9.4,16.5,65.4,8.7
E00117838,10.6,18.6,55.3,15.5
E00117839,13,19.1,55.7,12.2
E00117840,7.1,20.4,58.2,14.3
E00117841,9.7,24.4,56.2,9.7
E00117842,6.3,21.9,61.9,10
E00117843,12.7,23.1,58.2,6
E00117845,10.7,20,60,9.3
E00117846,11.3,19.5,51.1,18
