geography_code,hh_tenure_5a-000,hh_tenure_5a-001,hh_tenure_5a-002,hh_tenure_5a-003
E00116925,57.9,22.4,5.6,14
E00116926,55.1,24.6,6.8,13.6
E00117613,63.6,14.3,7.9,14.3
E00117614,61.9,12.7,1.6,23.8
E00117615,52.4,12.4,1.9,33.3
E00117616,38.1,35.1,6.5,20.2
E00117617,43.9,8.9,28.7,18.5
E00117618,38.6,10.6,31.1,19.7
E00117619,51.1,13.3,2.2,33.3
E00117620,54.5,35.6,1.5,8.3
E00117621,30.9,19.1,25,25
E00117622,67.5,12,7.2,13.3
E00117623,37.3,8.1,16.3,38.3
E00117624,0,8,85.7,6.3
E00117625,44.9,27.5,18.1,9.4
E00117626,36.5,16.9,29.7,16.9
E00117627,37.2,24.1,19.7,19
E00117628,39.6,22.3,19.3,18.8
E00117654,47.6,38.8,4.1,9.5
E00117655,45.2,40,6.7,8.1
E00117658,52.9,27.2,7.4,12.5
E00117659,57.4,21.3,3.2,18.1
E00117664,41.2,34.5,7.6,16.8
E00117665,32.6,45.2,14.1,8.1
E00117672,42.5,22.8,20.5,14.2
E00117673,69.3,22.8,1.6,6.3
E00117680,42.4,29.8,15.9,11.9
E00117681,50,38.2,3.9,7.9
E00117682,40.9,20.9,10.4,27.8
E00117683,61.4,26.5,1.5,10.6
E00117684,48,26.3,8.6,17.1
E00117685,65.8,29.8,0,4.4
E00117686,58.4,34.2,1.3,6
E00117687,48.7,36.2,5.3,9.9
E00117688,21.6,25.6,44.8,8
E00117689,49.7,42,0.7,7.7
E00117690,72.1,23.3,0,4.7
E00117691,50.4,36.1,0,13.5
E00117692,45.6,33.1,0,21.3
E00117693,53.6,36.2,8.7,1.4
E00117694,70.3,25.4,0,4.3
E00117703,62,28.1,0.6,9.4
E00117704,45.3,36.8,2.1,15.8
E00117705,32.1,32.6,28.9,6.4
E00117706,68.8,25,0.9,5.4
E00117707,31.2,34,24.8,9.9
E00117708,67.7,29.2,1.5,1.5
E00117709,52.3,16.9,1.5,29.2
E00117710,37.3,28.8,12.4,21.6
E00117711,43.4,15.1,3.8,37.7
E00117712,20,14,4,62
E00117713,39.5,21.8,4.2,34.5
E00117714,40,24,20,16
E00117715,33.7,32.6,22.5,11.2
E00117716,51.3,36.5,1.7,10.4
E00117717,51.4,23.3,6.2,19.2
E00117718,47.1,11.8,20.3,20.9
E00117719,57.6,24.1,4.4,13.9
E00117727,51.8,16.1,21.4,10.7
E00117728,50.9,30.2,10.4,8.5
E00117747,29.9,27.6,26.8,15.7
E00117748,57.6,36.8,0,5.6
E00117749,50,41.9,1.5,6.6
E00117750,41.7,45.5,0,12.9
E00117751,59,32.3,5.6,3.1
E00117752,38.8,18.1,16.4,26.7
E00117753,62.9,29.5,1,6.7
E00117754,50.8,15.6,2.3,31.3
E00117755,51.6,36.5,0.8,11.1
E00117756,39.8,34.7,1,24.5
E00117757,29.6,37.4,7.8,25.2
E00117758,65.5,27.6,0,6.9
E00117759,34.2,41,7.7,17.1
E00117760,64.3,27.1,1.6,7
E00117761,69.5,26.6,0,3.9
E00117762,17.9,16.3,57.7,8.1
E00117763,53.1,25.4,0.8,20.8
E00117764,50.6,26.4,5.7,17.2
E00117765,34.1,20.7,15.9,29.3
E00117766,45.8,32.2,9.3,12.7
E00117767,54.4,38.6,0.9,6.1
E00117768,22.9,23.9,42.2,11
E00117769,21.8,18.3,31.7,28.2
E00117770,43.3,37.8,7.9,11
E00117771,33.9,25.2,15,26
E00117779,36.7,24.5,1,37.8
E00117780,25.7,31.7,25.7,16.8
E00117803,45.7,30.7,15,8.6
E00117804,53.5,29.8,9.6,7
E00117805,10.7,19.5,65.8,4
E00117806,35.1,22.3,0.9,41.7
E00117807,55.1,37.8,0,7.1
E00117808,47.3,38.2,0.6,13.9
E00117809,40.3,38.7,7.2,13.8
E00117833,24.8,21.4,44.4,9.4
E00117834,50,36.1,2.8,11.1
E00117835,52.8,32.5,1.6,13
E00117836,66.7,24.4,0.7,8.1
