areacd,heating_type_3a-001,heating_type_3a-002
E00134231,1,99
E00134232,1,99
E00136679,0.9,99.1
E00136680,0.9,99.1
E00136681,4.9,95.1
E00136682,0.7,99.3
E00136683,0.8,99.2
E00136684,2.9,97.1
E00136685,0,100
E00136686,0,100
E00136687,1.4,98.6
E00136688,0,100
E00136689,0.8,99.2
E00136691,3.5,96.5
E00136692,3.1,96.9
E00136693,6.3,93.8
E00136694,3.6,96.4
E00136695,1.2,98.8
E00136696,1,99
E00136706,1,99
E00136713,0.5,99.5
E00136745,0,100
E00136746,2.4,97.6
E00136747,1.6,98.4
E00136748,3.2,96.8
E00136749,0,100
E00136750,0.6,99.4
E00136751,1.1,98.9
E00136752,4.8,95.2
E00136753,2.3,97.7
E00136754,1.9,98.1
E00136757,0.8,99.2
E00136758,0.6,99.4
E00136760,0.8,99.2
E00136761,0.8,99.2
E00136762,3.3,96.7
E00136763,1.9,98.1
E00136764,1.6,98.4
E00136765,2.1,97.9
E00136766,0.8,99.2
E00136767,0,100
E00136768,0,100
E00136769,1.5,98.5
E00136770,0.7,99.3
E00136771,1.2,98.8
E00136772,0,100
E00136773,2.5,97.5
E00136774,0,100
E00136775,1.4,98.6
E00136776,0,100
E00136777,0,100
E00136778,4.2,95.8
E00136779,0,100
E00136789,1.7,98.3
E00136790,0.6,99.4
E00136794,0.9,99.1
E00136795,0,100
E00136796,0.8,99.2
E00136825,0.8,99.2
E00136826,0,100
E00136827,0.7,99.3
E00136829,3.1,96.9
E00136830,0,100
E00136831,0,100
E00136832,1.6,98.4
E00136833,1.6,98.4
E00136834,4,96
E00136835,1.9,98.1
E00136836,0.8,99.2
E00136837,0,100
E00136838,0,100
E00136839,0,100
E00136840,0,100
E00136847,0.9,99.1
E00136985,0.8,99.2
E00136986,2.3,97.7
E00136987,1.2,98.8
E00136988,0.7,99.3
E00136989,0,100
E00136990,1.6,98.4
E00136991,0.6,99.4
E00136992,0,100
E00137000,1.9,98.1
E00137001,0,100
E00137002,2,98
E00137003,1.6,98.4
E00137004,2.3,97.7
E00137005,3.4,96.6
E00137006,0.8,99.2
E00137007,3.3,96.7
E00137020,1.9,98.1
E00137023,0,100
E00137024,4,96
E00137034,2.7,97.3
E00153157,1.5,98.5
E00153158,0.7,99.3
E00153159,0,100
E00153160,0.6,99.4
E00153161,2.2,97.8
E00153162,0,100
E00153163,0,100
E00153164,2,98
E00153165,0.7,99.3
E00153166,0,100
E00153167,0,100
E00153168,2.9,97.1
E00153169,2.2,97.8
E00153170,0,100
E00153175,2.4,97.6
E00153176,2.8,97.2
E00153177,4.2,95.8
E00153178,1.5,98.5
E00153194,7.4,92.6
E00153195,0,100
E00153196,0,100
E00153197,2.3,97.7
E00153198,0.9,99.1
E00153199,0,100
E00153200,1.1,98.9
E00153201,1.4,98.6
E00153208,0,100
E00153232,0.8,99.2
E00153233,0,100
E00153234,1.5,98.5
E00153235,0,100
E00153236,2.5,97.5
E00153237,0,100
E00153238,0.5,99.5
E00153327,0,100
E00153328,0.7,99.3
E00153329,1.7,98.3
E00153330,1,99
E00153331,5.6,94.4
E00153332,0.5,99.5
E00153333,0,100
E00153334,0.8,99.2
E00153356,1.7,98.3
E00153357,2,98
E00153358,1.8,98.2
E00153359,0,100
E00153360,1.3,98.8
E00153361,1.9,98.1
E00153373,3.7,96.3
E00153378,1.1,98.9
E00153379,0.6,99.4
E00154005,5,95
E00154470,1.3,98.7
E00154473,2.4,97.6
E00154477,0,100
E00173699,1.7,98.3
E00174638,0.8,99.2
E00174644,2.4,97.6
E00187876,0.7,99.3
E00187883,0,100
E00187897,0,100
E00187926,1.4,98.6
E00187988,0,100
E00188002,0,100
E00188010,0.9,99.1
