areacd,number_of_cars_5a-000,number_of_cars_5a-001,number_of_cars_5a-002,number_of_cars_5a-003
E00134231,4.8,37.1,43.8,14.3
E00134232,7.8,34,36.9,21.4
E00136679,7.6,38.1,35.6,18.6
E00136680,14.5,40,33.6,11.8
E00136681,3.3,40.2,34.4,22.1
E00136682,11.3,43,37.1,8.6
E00136683,12.8,47.4,30.1,9.8
E00136684,4.5,36.6,38.8,20.1
E00136685,0,34,42,24
E00136686,10.9,35.9,37,16.3
E00136687,5.7,39,32.6,22.7
E00136688,6.6,39.3,36.1,18
E00136689,8.6,37.5,31.3,22.7
E00136691,0.9,22.2,43.5,33.3
E00136692,16.8,35.9,30.5,16.8
E00136693,3.8,38.5,35.9,21.8
E00136694,7.3,30,40,22.7
E00136695,3.6,33.9,37.5,25
E00136696,7.3,26.3,38.5,27.8
E00136706,3.7,32.3,34.9,29.1
E00136713,6.1,28.3,38.7,26.9
E00136745,6.7,44.2,34.2,15
E00136746,7.2,32,45.6,15.2
E00136747,6.4,40,44,9.6
E00136748,3.8,43.5,33.7,19
E00136749,11.6,35.7,36.6,16.1
E00136750,7.3,29.3,40.9,22.6
E00136751,4.6,36,37.7,21.7
E00136752,8.8,35.2,36.8,19.2
E00136753,9.8,33.3,36.4,20.5
E00136754,17.6,47.8,27.7,6.9
E00136757,10.9,41.4,28.9,18.8
E00136758,35.3,43.1,12.6,9
E00136760,24.8,45.7,24.8,4.7
E00136761,14,52.9,19.8,13.2
E00136762,14.6,49.6,30.9,4.9
E00136763,17.9,50,21.7,10.4
E00136764,16.4,43.4,29.5,10.7
E00136765,15.1,43.1,33.5,8.4
E00136766,18.9,47,25,9.1
E00136767,22.5,45.8,24.6,7
E00136768,37,45.7,15,2.4
E00136769,40.7,39.3,15.6,4.4
E00136770,23.8,51,17,8.2
E00136771,12,46.7,28.7,12.6
E00136772,24.1,48.1,21.1,6.8
E00136773,43.3,39.2,15.8,1.7
E00136774,24.2,38.6,30.3,6.8
E00136775,30.9,41.2,22.8,5.1
E00136776,12.7,48.5,29.1,9.7
E00136777,16.4,49.3,25.7,8.6
E00136778,16.8,51.3,26.9,5
E00136779,23.9,52.1,16.2,7.7
