geography_code,highest_qualification_6a-000,highest_qualification_6a-001,highest_qualification_6a-002,highest_qualification_6a-003,highest_qualification_6a-004
E00015257,2.1,12.8,1.3,82.6,1.3
E00015264,10.6,18,3.2,65.9,2.3
E00015268,5.4,15.9,0,76.4,2.2
E00015269,2.1,16.4,0,80.6,0.9
E00015270,5,14.2,1.7,77.9,1.3
E00015271,2.4,11.5,2,82.9,1.2
E00015272,6.2,17.5,2.7,72,1.6
E00015273,12.9,21.8,3.6,60.9,0.8
E00015274,5.5,11.7,0.3,81.1,1.4
E00015275,6.8,18,2.8,70.4,2
E00015276,3.3,19.3,2.5,73.8,1.1
E00015277,20.3,30.4,3.8,45.6,0
E00015278,11,31.8,4.2,49.6,3.4
E00015279,11.7,29.3,4.8,54.3,0
E00015709,24.5,22.9,5.7,41.4,5.4
E00015712,13.5,23.3,3.1,59.2,0.9
E00015717,10,23.8,4.6,59.6,2.1
E00015721,12.3,34,1.6,51.6,0.4
E00015732,16.3,27.2,3.3,50.2,2.9
E00015733,19.1,33.2,4,41.7,2
E00015734,13.2,35.8,2.2,47.4,1.4
E00015736,21.3,24.7,1.7,48.9,3.4
E00015738,12.3,33.7,2.1,49.8,2.1
E00015742,9.4,28.2,1.5,58.2,2.7
E00015743,22.5,20.3,2.5,52.2,2.5
E00015746,18.2,20.1,1.6,57.7,2.5
E00015748,10.2,19.5,1.9,65.6,2.8
E00015749,8.9,29.1,2.3,55.4,4.3
E00015751,31.1,15.9,1.6,48.9,2.4
E00015805,6.2,19.4,2.4,71.6,0.5
E00015809,3.5,14.4,0.4,79.9,1.7
E00015813,7.4,21.1,2.9,68.6,0
E00015837,5,18.4,0.5,76.1,0
E00015846,1.6,15.5,0.4,82,0.4
E00015937,1.8,9.2,2.8,86.2,0
E00015938,2.5,6.4,1,90.1,0
E00015940,15,33.2,2.2,47.6,1.9
E00015942,10,38.6,2.7,45,3.6
E00015944,5.7,11.4,0.5,79.6,2.8
E00015945,15.1,40.6,0.9,40.1,3.3
E00015946,6.2,11.9,0,82,0
E00015947,11.3,30.6,2.2,52.7,3.2
E00015949,19.2,33.8,4.2,39.9,2.8
E00015950,18.3,31.2,3.7,42.7,4.1
E00015951,14.2,25.4,5.6,52.3,2.5
E00015953,14.2,34.1,0.8,47.2,3.7
E00015954,5.3,13.1,1,80.1,0.5
E00015955,8.4,27.5,1.5,59.3,3.3
E00015958,8.7,20.8,2.8,65.7,2.1
E00015959,10.1,18.1,3.2,67.3,1.2
E00015960,14.5,19.1,3.3,61.8,1.2
E00015961,13.9,29.2,3.7,50.5,2.8
E00015962,7.9,22,1.3,67.4,1.3
E00015965,4.1,14.5,1,79.3,1
E00015966,10.1,24.2,1.6,62.1,2
E00015967,13.6,34.9,1.9,47.3,2.3
E00015968,15.9,29.2,2.6,52.3,0
E00015969,8.4,10.7,0,80.4,0.5
