geography_code,national_identity_all_4a-001,national_identity_all_4a-002,national_identity_all_4a-003
E00015257,71,5.1,23.9
E00015264,70.7,8.2,21.1
E00015268,69.5,4.7,25.8
E00015269,68.3,6.3,25.4
E00015270,78.2,5.5,16.2
E00015271,79.8,4.8,15.4
E00015272,81.4,3.7,14.9
E00015273,65.2,3.8,31
E00015274,77.8,3.6,18.6
E00015275,73.5,4.3,22.2
E00015276,78,5.7,16.2
E00015277,81.3,1.6,17.2
E00015278,77.8,3.9,18.3
E00015279,69.8,4.7,25.4
E00015709,54.6,6.3,39.2
E00015712,79.1,3.5,17.4
E00015717,67,3.6,29.4
E00015721,76.1,2.6,21.3
E00015732,80.2,3.4,16.4
E00015733,82.5,1.1,16.4
E00015734,89.6,2.8,7.6
E00015736,82.2,5,12.9
E00015738,64.9,8,27.1
E00015742,72.2,5.3,22.5
E00015743,73.1,5,21.9
E00015746,62.1,3,34.9
E00015748,75.5,5.6,18.9
E00015749,71.6,5,23.3
E00015751,67.2,6,26.7
E00015805,79.8,5.3,14.8
E00015809,74.5,7.5,18
E00015813,63.6,3.9,32.5
E00015837,75.2,6.5,18.3
E00015846,77.2,10.7,12.1
E00015937,80.8,7.2,12.1
E00015938,77.5,3.8,18.8
E00015940,74.9,3.6,21.5
E00015942,43.4,7.7,48.9
E00015944,77.4,6.5,16.1
E00015945,78.4,5.9,15.6
E00015946,78,4.3,17.7
E00015947,65.2,6.4,28.4
E00015949,79.4,5.9,14.7
E00015950,56.6,5.5,37.9
E00015951,68.5,6.8,24.8
E00015953,80.7,4.2,15
E00015954,77.2,4.2,18.5
E00015955,83.1,4.2,12.7
E00015958,83.1,3.2,13.7
E00015959,77.5,6,16.5
E00015960,80.3,3.3,16.4
E00015961,76.6,4.1,19.3
E00015962,75.8,4.9,19.2
E00015965,77.6,3.9,18.5
E00015966,79.4,5.2,15.4
E00015967,82.8,4,13.2
E00015968,82.2,3,14.8
E00015969,78,4.4,17.6
E00015970,83.3,4.5,12.1
E00015971,78.2,4.2,17.5
E00015972,83.6,3.7,12.7
E00015973,76.6,4.8,18.6
E00015974,85.1,3.6,11.3
E00015975,82.8,5.7,11.5
E00015976,80,10.9,9.1
E00015977,90.7,2.8,6.5
E00015978,84.6,4.9,10.5
E00015979,84.6,3.4,12
E00015980,77.8,8.2,14
E00022487,76.7,6,17.3
E00022488,76.3,5.6,18.1
E00022489,76.8,4.9,18.2
E00022490,78.2,5.8,16
E00022491,80.2,5.2,14.5
E00022492,77.7,4.6,17.6
E00022493,81.1,2.7,16.3
E00022494,77.9,6.7,15.5
E00022495,69.6,7.3,23.1
E00022497,77.4,5.3,17.4
E00022498,75.5,4.6,19.9
E00022499,72.6,5.1,22.3
E00022500,81.5,4,14.5
E00022501,80.8,6.8,12.5
E00022502,73.9,6,20.1
E00022503,75.4,5,19.6
E00022504,80.3,3.7,16.1
E00022505,73.8,5.7,20.5
E00022506,77.6,1,21.4
E00022509,77.5,6.2,16.3
E00022511,66.5,13.8,19.7
E00022512,76.1,5.2,18.6
E00022513,72,9.3,18.6
E00022514,71.2,11.1,17.8
E00022515,77.2,4.7,18.1
E00022516,76.1,4.3,19.6
E00022517,71.5,4.9,23.6
E00022518,78.8,5.5,15.8
E00022519,56.3,7.9,35.7
E00022520,83.7,3.9,12.5
E00022521,67.6,9.1,23.2
E00022522,74.4,7.7,17.9
E00022523,82.9,4.6,12.5
E00022524,71.1,7.4,21.5
E00022525,82.5,3.3,14.2
E00022526,78.7,4.3,17
E00022527,79.9,4.5,15.6
E00022528,77.6,6.2,16.2
E00022529,70.5,7.3,22.2
