geography_code,hh_deprivation-001,hh_deprivation-002,hh_deprivation-003,hh_deprivation-004,hh_deprivation-005
E00132925,54,37.1,8.1,0.8,0
E00132926,66.9,29.1,4,0,0
E00132927,40,39.1,16.5,4.3,0
E00132928,50.3,42.3,6.7,0.7,0
E00132929,48.4,36.3,14,1.3,0
E00132930,60.7,26.2,9.8,3.3,0
E00132931,56.9,31.4,10.9,0.7,0
E00132932,60,25.7,12.9,1.4,0
E00132992,56.2,34.5,9.3,0,0
E00132993,49,32.2,16.8,2.1,0
E00132994,63.6,26.2,8.2,2.1,0
E00132995,60.4,26.3,12.5,0.8,0
E00133002,51.4,38.5,10.1,0,0
E00133003,53.8,36.2,9.2,0.8,0
E00133005,53.1,32,13.3,1.6,0
E00133006,42.6,36.9,20.5,0,0
E00133007,53.3,33.7,11.8,1.2,0
E00133008,40.4,49.4,10.3,0,0
E00133009,55.6,32.7,9.3,2.5,0
E00133010,52.4,38.1,7.9,1.6,0
E00133011,65.3,26.9,7.8,0,0
E00133012,42.3,39.3,13.5,4.9,0
E00133013,86.3,13.7,0,0,0
E00133014,77.7,19.4,1,1.9,0
E00133016,55,35.1,9.4,0.6,0
E00133018,77.3,14.7,7.3,0.7,0
E00133019,40.3,39.6,17.2,3,0
E00133021,45.3,38.3,16.4,0,0
E00133071,54.4,36.9,8.1,0.7,0
E00133072,43.9,39.4,13.6,3,0
E00133073,55.3,29.1,12.6,2.4,0.5
E00133076,47.7,36.9,13.5,1.8,0
E00133077,54.8,29.4,11.1,4.8,0
E00133078,51.6,32.8,14.8,0.8,0
E00133079,56.9,31.7,10.6,0.8,0
E00133080,44,43.3,9.7,3,0
E00133081,38.1,44.1,17.8,0,0
E00133082,46.8,25.8,21,6.5,0
E00133083,53.5,33.1,10.5,2.9,0
E00133149,58,32,9,1,0
E00133150,60.3,32.9,6.8,0,0
E00133151,67.6,19.1,13.2,0,0
E00133152,44.9,38,13.4,3.7,0
E00133153,49.2,34.4,13.9,2.5,0
E00133154,56.1,32.4,10.8,0.7,0
E00133156,60.7,29.9,6.5,2.8,0
E00133157,45.3,36.3,14.9,3.5,0
E00133158,35.7,44.8,18.6,1,0
E00133159,45.4,36.2,17,1.4,0
E00133160,50.8,30.7,16.8,1.7,0
E00133161,55.2,38.3,4.5,1.9,0
E00133162,46.3,32.5,13.8,7.5,0
E00133163,25.9,40.5,25.9,6,1.7
E00133164,45.5,37.5,17,0,0
E00133165,46.5,39.4,12.4,1.8,0
E00133166,36.3,37.6,19.1,7,0
E00133167,39.5,36.4,17.8,6.2,0
E00133168,42.6,39.6,16.3,1.5,0
E00133169,50,38.7,8.9,2.4,0
E00133170,46.1,35.9,13.2,4.8,0
E00133171,49.6,38,12.4,0,0
E00133172,52.8,33.5,11.8,1.9,0
E00133173,39.7,43,13.2,4,0
E00133174,53.8,30.3,13.3,2.6,0
E00133187,56.6,32.9,7,3.5,0
E00133188,64.5,25.8,8.1,1.6,0
E00133189,35.3,42.4,18,3.6,0.7
E00133190,38.1,37.1,19.8,4.1,1
E00133191,56.9,29.9,9.5,3.3,0.5
E00133192,43.8,31.4,16.3,7.8,0.7
E00133193,59.7,28.1,11.5,0.7,0
E00133194,44.3,30.7,12.1,11.4,1.4
E00133195,33.7,38,22.5,4.8,1.1
E00133196,42.2,38.8,17.2,1.7,0
E00133197,40.3,44.4,15.3,0,0
E00133198,50,35.4,14.6,0,0
E00133199,62.2,23.8,10.5,3.5,0
E00133202,39.6,36,16.5,7.9,0
E00133203,44.5,35.2,14.8,5.5,0
E00133204,28.6,37.1,26.4,7.9,0
E00133205,52.6,37.8,8.7,1,0
E00133206,56.4,30.1,12.8,0.8,0
E00133207,48.5,41.7,9.8,0,0
E00133208,61,33.3,5,0.7,0
E00133209,59.3,31.2,8.2,1.3,0
E00133210,51.4,33.6,12.9,2.1,0
E00133211,57.9,27.2,12.8,1.5,0.5
E00133212,32.8,41.8,18.6,6.2,0.6
E00133213,52,36.4,11.1,0.4,0
E00133214,43.5,38.9,15.3,2.3,0
E00133215,29.1,39.7,21.2,9.3,0.7
E00133216,16.5,47.7,31.2,4.6,0
E00133217,38.8,34.7,20.7,5.8,0
E00133218,51.8,36.8,9.6,1.8,0
E00133219,64.8,31.7,2.8,0.7,0
E00133220,59.9,28.9,11.3,0,0
E00133223,52.4,37.9,7.3,2.4,0
E00133224,46.3,42.5,10.4,0.7,0
E00133225,58.8,34.1,6.2,0.9,0
E00133226,57.3,35.1,7.6,0,0
E00133227,23.2,41.1,25,10.7,0
E00133228,39.4,38.9,21.1,0.6,0
E00133229,57.7,31.7,9.8,0,0.8
E00133230,31.5,39.1,22.3,7.1,0
E00133231,28.7,45.9,17.8,7.6,0
E00133232,34.7,43,19.8,2.5,0
E00133235,42.3,39.3,13.8,4.6,0
E00133538,61.7,33.3,5,0,0
E00133539,46.6,39.7,13.7,0,0
E00133540,54.5,38.6,6.8,0,0
E00133541,36.4,37.6,20.6,5.5,0
E00133542,59.1,27,10.7,1.9,1.3
E00133543,56.3,34.4,7.3,2,0
E00133544,55.1,34.6,7.9,2.4,0
E00133547,43.8,43.1,11.7,1.5,0
E00133548,51.1,32.8,13.9,2.2,0
E00133549,41.7,38.6,18.2,1.5,0
E00133550,53.8,35,9.1,2.1,0
E00133551,53.5,31.7,12.9,2,0
E00133552,46.2,42.7,11.1,0,0
E00133555,52.8,34.4,11.2,1.6,0
E00133556,59.3,30.1,7.1,3.5,0
E00133557,59.2,33.1,6.3,1.4,0
E00133620,51.5,33,14.6,1,0
E00133622,37.1,31.5,24.2,7.3,0
E00133625,41,40.3,15.7,3,0
E00133636,43.7,36.7,15.6,3.5,0.5
E00133637,47.6,38.8,13.6,0,0
E00133638,44.7,44.7,10.6,0,0
E00133639,61.3,29.4,7.6,1.7,0
E00133640,45,38.7,16.2,0,0
E00133641,56.6,27.9,14.7,0.7,0
E00133642,53.1,37.1,8,1.7,0
E00133643,49.6,38.2,9.9,2.3,0
E00133644,39.2,40.8,16.7,2.5,0.8
E00133645,54,27.3,14.3,3.7,0.6
E00133646,35.6,39.4,22.5,2.5,0
E00133647,50,47.2,2.8,0,0
E00133648,64.5,28.2,7.3,0,0
E00133649,57.8,35.6,5.6,1.1,0
E00133650,59.7,35.5,4.8,0,0
E00133682,46,42.7,9.7,1.6,0
E00133683,52.8,35,12.2,0,0
E00133684,59.9,32.4,7.7,0,0
E00133686,48,39.2,9.6,3.2,0
E00133687,61.2,27.3,9.9,1.7,0
E00133688,44.1,41.7,11.8,2.4,0
E00133689,61,27.6,10.6,0.8,0
E00133690,54.1,36.4,8.6,1,0
E00133691,42.1,47.4,9,1.5,0
E00133692,57,33.3,9.2,0.5,0
E00133693,46.3,43.8,9.9,0,0
E00133694,54,34.8,10.6,0.6,0
E00133695,59.8,26.4,11.5,1.1,1.1
E00133698,60.2,34.7,4.2,0.8,0
E00133699,61,27.6,10.5,1,0
E00133700,55.2,32.8,9,3,0
E00133701,49.2,34.7,15.3,0.8,0
E00133702,51.2,37,11,0.8,0
E00133703,50.7,37.7,10.1,1.4,0
E00133704,63.7,29,6.5,0.8,0
E00133705,63,31.9,5.2,0,0
E00133706,22.2,39.2,29.5,8.5,0.6
E00133707,39,32.2,22.6,6.2,0
E00133708,23.3,43.3,25.8,7.5,0
E00133709,45.3,35.9,16.2,2.6,0
E00133710,37.6,28.8,27.2,6.4,0
E00133711,33.9,36.2,23.6,6.3,0
E00133712,41.9,34.1,21.7,2.3,0
E00133713,62.8,33.9,3.3,0,0
E00133714,34.4,37.5,24.2,3.1,0.8
E00133715,30.3,47.1,21,1.7,0
E00133716,33.3,36.4,23.3,7,0
E00133717,25,29.8,30.6,14.5,0
E00133718,61,18.6,19.5,0.8,0
E00133719,37.9,33.9,22.6,5.6,0
E00133720,31.7,40.8,20.8,6.7,0
E00133721,48.3,39,11,1.7,0
E00133722,31.6,31.6,27.4,9.4,0
E00133723,29,36.6,22.9,11.5,0
E00133724,28,32,34,6,0
E00133725,41.9,38.5,16.2,3.4,0
E00133726,47.1,32.2,19,1.7,0
E00133727,55.1,30.8,14.1,0,0
E00133728,62.4,28.4,7.8,1.4,0
E00133729,39.2,36.9,20,3.8,0
E00133730,55.6,36.1,6.9,1.4,0
E00133731,67,26,5,2,0
E00133732,50.8,41.5,6.2,1.5,0
E00133733,36.4,36.4,21.2,6.1,0
E00133750,61.5,31.1,5.2,2.2,0
E00133758,50,40.3,9.7,0,0
E00133759,55.5,31.3,10.9,2.3,0
E00133763,46.9,37.5,9.4,6.3,0
E00133764,56.2,33.7,7.3,2.8,0
E00133765,55,38.2,5.3,1.5,0
E00133794,31.3,37.5,25,6.3,0
E00133795,54,34.3,11.7,0,0
E00133796,52.7,37.2,9.3,0.8,0
E00133797,46.9,35.6,16.3,1.3,0
E00133798,32.1,33.6,26.3,8,0
E00133799,35.8,34.2,26.7,3.3,0
E00133800,50.9,38.3,6.9,3.4,0.6
E00133810,50.9,29.1,16.4,3.6,0
E00133811,41,35,19.7,4.3,0
E00133812,46.3,38.9,13.1,1.1,0.6
E00133813,41.7,32.1,19.2,7.1,0
E00133824,39.6,37.3,18.7,4.5,0
E00133825,51.4,29.7,17.4,1.4,0
E00133858,39.8,42.1,16.5,1.5,0
E00133859,50.4,36.4,10.1,3.1,0
E00133860,33.9,42,17.9,6.3,0
E00133861,40.3,40.3,16.8,2.5,0
E00133862,46,38.9,14.3,0.8,0
E00133863,34.9,39.7,21.4,4,0
E00133864,57.9,32.8,9.2,0,0
E00133865,51.5,32.1,13.4,3,0
E00133866,31.1,35.8,29.2,3.8,0
E00133867,54.5,33.3,12.2,0,0
E00133868,41.2,40.5,14.5,3.8,0
E00133869,60.2,37.4,2.4,0,0
E00133870,54.2,35,10,0,0.8
E00133871,50.8,44.2,5,0,0
E00133872,58.5,33.1,8.5,0,0
E00133933,53.1,39.5,7.4,0,0
E00133934,56.1,33.5,8.4,1.9,0
E00169350,52,35.4,11.8,0.8,0
E00169351,59,34,6,1,0
E00169352,67.6,29.6,2.8,0,0
E00169353,59,32.8,7.4,0.8,0
E00169355,61.4,28.3,9.4,0.8,0
E00169376,79.2,19.2,1.6,0,0
E00169377,65.7,27.5,5.1,1.7,0
E00169380,46.9,39.7,12,1.4,0
E00169381,39.2,37.5,21.3,2.1,0
E00169396,62.5,27.9,9.6,0,0
