areacd,workplace_travel_4a-001,workplace_travel_4a-002,workplace_travel_4a-003,workplace_travel_4a-004
W00005625,31.3,22.2,31.9,14.6
W00005627,38.8,19.4,28.8,13.1
W00005628,37.8,24.3,20.7,17.1
W00005629,50,12.2,25.6,12.2
W00005630,40.4,19.1,27,13.5
W00005631,38.5,19.5,30.8,11.2
W00005632,46,19,19,15.9
W00005633,50.9,8.9,29.5,10.7
W00005634,42.4,15.1,24.5,18
W00005635,34.1,17.4,31.7,16.8
W00005636,47.7,25.7,13.8,12.8
W00005637,39.3,17.2,24.5,19
W00005638,48.7,20.9,18.3,12.2
W00005639,42.1,18.3,25.4,14.3
W00005640,45.2,20.9,22.6,11.3
W00005641,31.3,23.2,32.3,13.1
W00005642,38,15.3,25.5,21.2
W00005643,34.9,21.7,28.7,14.7
W00005644,43,20.4,22.6,14
W00005645,47.3,14.5,18.2,20
W00005646,47.3,16.4,19.1,17.3
W00005647,47.6,12,21.7,18.7
W00005648,48.2,15.5,23.6,12.7
W00005650,50.3,11.1,24.8,13.7
W00005651,47.2,12.8,23.1,16.9
W00005652,39.9,14.1,31.3,14.7
W00005653,31.3,20.2,23.2,25.3
W00005654,43.1,13.8,28.7,14.4
W00005655,50,17.3,17.3,15.3
W00005656,60.5,11.6,9.3,18.6
W00005657,56.7,10.8,15,17.5
W00005658,55.9,13.6,8.5,22
W00005659,41,13.3,30.3,15.4
W00005660,58.5,10,21.5,10
W00005661,50.7,17.1,18.4,13.8
W00005662,49.2,11.7,21.7,17.5
W00005663,46.8,11,24.8,17.4
W00005664,51.7,15.8,16.7,15.8
W00005665,48.9,18.3,18.8,14
W00005666,55.7,11.3,15.5,17.5
W00005667,56,12.6,18.3,13.1
W00005668,55,12.1,13.6,19.3
W00005669,56,16.5,14.7,12.8
W00005670,44.4,11.9,27,16.7
W00005671,47.8,19.5,21.2,11.5
W00005672,48.6,15.9,22.4,13.1
W00005673,46.1,17.3,22.4,14.2
W00005674,47.1,17.6,4.4,30.9
W00005675,40.7,14.8,24.7,19.8
W00005676,41.6,20.1,23.4,14.9
W00005677,49.2,16.4,14.8,19.7
W00005678,37.4,24.4,16.3,22
W00005679,41.7,11.4,29.5,17.4
W00005680,40,18.7,27.3,14
W00005681,41.8,19.4,22.4,16.4
W00005683,42.2,16.4,28.9,12.5
W00005684,40.6,26.6,24.5,8.4
W00005686,54.1,7.4,23.6,14.9
W00005687,44.9,10.8,36.7,7.6
W00005688,36.8,8.3,46.6,8.3
W00005689,35.4,12.7,42.4,9.5
W00005690,47,11,37,5
W00005691,27,8.1,58.1,6.8
W00005692,32.4,9,46.2,12.4
W00005693,50,8.6,30.9,10.5
W00005694,53.9,11.3,23.4,11.3
W00005695,44.2,14.5,29.7,11.6
W00005696,41,10.1,41,7.9
