geography_code,health_in_general_4a-001,health_in_general_4a-002,health_in_general_4a-003
E00096526,72,17.7,10.3
E00096527,71.9,16.3,11.8
E00096528,76,14.6,9.4
E00096529,74.6,17,8.4
E00096530,73.9,19.6,6.5
E00096531,68,27.4,4.6
E00096532,78.9,15.7,5.4
E00096533,81.1,15.8,3.1
E00096534,65.4,23.8,10.8
E00096536,84.6,12.3,3.1
E00096537,79.5,15.2,5.3
E00096538,83.8,13.6,2.6
E00096539,84,10.8,5.3
E00096540,80.1,12.9,7
E00096570,66.5,20.3,13.2
E00096571,77.6,15.2,7.2
E00096572,75.3,16.4,8.4
E00096573,75.3,17.2,7.5
E00096574,79.8,15,5.2
E00096575,71.7,16.5,11.8
E00096576,73.5,18.9,7.6
E00096577,76.9,16.2,6.9
E00096578,71.4,18.7,9.9
E00096579,75.3,17.2,7.5
E00096580,73.2,15.7,11.1
E00096581,72.2,18.8,9
E00096582,78.8,13.3,7.9
E00096583,71.2,20.1,8.7
E00096584,76.4,15.8,7.8
E00096585,73.9,19.3,6.8
E00096586,68.6,19.1,12.4
E00096587,74.4,19,6.6
E00096588,68.2,21.5,10.3
E00096590,76.2,15.9,7.9
E00096591,69.6,17.9,12.6
E00096592,57.6,22.1,20.3
E00096593,72.6,21.1,6.3
E00096594,69.6,21.7,8.8
E00096595,71.2,16.6,12.3
E00096596,80.4,13.4,6.2
E00096597,77.8,14,8.2
E00096598,72.8,16.9,10.3
E00096599,61.6,24.2,14.2
E00096600,73.7,17.2,9.1
E00096601,72.5,22,5.5
E00096602,69.6,21.4,8.9
E00096614,81.3,13.4,5.3
E00096615,76.6,16,7.4
E00096616,78.6,14.1,7.3
E00096617,70.9,22.4,6.7
E00096618,80.7,15.6,3.7
E00096619,77.1,15.3,7.6
E00096620,78.8,10.4,10.8
E00096621,74.6,16.6,8.9
E00096622,86.3,10.3,3.4
E00096623,82.9,12.1,5
E00096624,83.2,12.7,4.1
E00096625,83.8,12.6,3.6
E00096626,77.6,16.9,5.5
E00096627,86.7,9,4.3
E00096628,62.9,19.5,17.6
E00096629,83.9,12.5,3.7
E00096630,77.1,19.3,3.6
E00096631,82,13.2,4.7
E00096632,82.5,11.3,6.2
E00096633,80.2,14.4,5.3
E00096634,79.2,14.2,6.6
E00096635,78,14.9,7.1
E00096636,68,23.1,8.8
E00096637,79.1,14.1,6.8
E00096638,72.1,21,6.8
E00096639,65.5,24.1,10.5
E00096640,77,15.1,7.9
E00096641,59.9,24,16.2
E00096642,70.7,22.3,7
E00096643,65.2,21.2,13.6
E00096644,70.2,21.8,7.9
E00096645,79.7,15.4,4.9
E00096646,80.2,14.7,5.2
E00096647,84.2,11.7,4.2
E00096648,71.9,20.6,7.5
E00096649,74,16.4,9.6
E00096650,58.2,25.8,15.9
E00096651,68.1,16.1,15.7
E00096653,84.6,11.4,4.1
E00096654,83.7,12.3,4
E00096655,79.4,15.8,4.8
E00096656,81.6,13.5,4.9
E00096657,80.8,16.2,2.9
E00096658,80.7,12.8,6.5
E00096659,86.1,10,3.9
E00096660,72.1,16.7,11.1
E00096661,72.2,19.3,8.5
E00096662,90.5,7.6,1.9
E00096663,79,16.4,4.5
E00096664,83.3,13.8,3
E00096665,78,16.6,5.4
E00096666,75.5,17.6,6.9
E00096667,85.1,10.8,4.1
E00096668,77.7,19.7,2.6
E00096686,76,16.6,7.5
E00096687,79.2,17.3,3.5
E00096688,86.2,11,2.8
E00096690,85,12.4,2.7
E00097387,62.6,24.8,12.6
E00097388,71,17.8,11.2
E00097389,70.7,22,7.3
E00097390,70.1,19.2,10.7
E00097392,68,21.2,10.8
E00097393,77.4,15.7,6.9
E00097394,74.6,18.7,6.7
E00097395,77.2,15.8,7
E00097396,83,10,7
E00097530,88.1,9.5,2.4
E00179312,90.3,7.2,2.5
E00179313,88.6,9,2.4
E00179315,59.1,29.1,11.8
E00179317,92.7,5.1,2.2
E00179326,83.5,10.5,5.9
E00179328,92.6,7,0.4
E00179332,83.4,12.8,3.8
