geography_code,ethnic_group_tb_6a-001,ethnic_group_tb_6a-002,ethnic_group_tb_6a-003,ethnic_group_tb_6a-004,ethnic_group_tb_6a-005
E00096526,0,0.4,0.4,99.2,0
E00096527,0,0.3,0.3,99.3,0
E00096528,0,0,0.4,99.6,0
E00096529,0,0.3,0.3,99.4,0
E00096530,0.4,0,0,99.2,0.4
E00096531,0,0.5,0,99.5,0
E00096532,0,0,0,100,0
E00096533,0,0,0,100,0
E00096534,0.9,0,0.4,98.7,0
E00096536,0,0,1.7,98.3,0
E00096537,0.7,0,1.6,97.7,0
E00096538,1.5,0,0,98.5,0
E00096539,0.6,0,0.4,98.7,0.2
E00096540,0,0,0.3,99.7,0
E00096570,0,0,0.4,99.6,0
E00096571,0.4,0,0.7,98.9,0
E00096572,0,0.4,0,99.6,0
E00096573,0.4,0,0,99.1,0.4
E00096574,1.7,0,0,98.3,0
E00096575,0.4,0,0,99.6,0
E00096576,0.4,0,0,99.6,0
E00096577,0,0,1.6,98.4,0
E00096578,0,0,0.4,99.6,0
E00096579,0,0,0.3,99.7,0
E00096580,0,0,0.3,96.9,2.8
E00096581,0,0,0,100,0
E00096582,2.2,0,0,97.8,0
E00096583,0.7,0,0.3,99,0
E00096584,0,0,0.6,99.4,0
E00096585,0,0,0.4,99.6,0
E00096586,0,0,0.7,94.7,4.7
E00096587,0,0,0.3,99.7,0
E00096588,0.8,0,0.4,98.5,0.4
E00096590,0,0,0,100,0
E00096591,0,0,0,100,0
E00096592,0,0,1.7,98.3,0
E00096593,0,0,0,98.7,1.3
E00096594,0,0,0.4,99.2,0.4
E00096595,1.2,0,1.5,97.2,0
E00096596,0.3,0,0.3,99.4,0
E00096597,0,0,0,100,0
E00096598,1.3,0,0.5,98.1,0
E00096599,0.3,0,0.5,99.2,0
E00096600,0,0,0,100,0
E00096601,0,0,2.9,97.1,0
E00096602,0,0.3,1,98.4,0.3
E00096614,2.7,0,0.8,96.6,0
E00096615,1.7,0,0,98.3,0
E00096616,0.9,0.4,0,98.7,0
E00096617,0,0,0,98.2,1.8
E00096618,2.9,0,1.7,95.5,0
E00096619,0,0,1.2,96.4,2.4
E00096620,0.4,0,0.9,96.9,1.8
E00096621,4.2,0,0,95.8,0
E00096622,0.3,0,0,99.3,0.3
E00096623,1.1,0,2.1,96.8,0
E00096624,1.7,0,1.4,95.9,1
E00096625,0.4,0,0.4,98.2,1.1
E00096626,0.4,0,0.8,98.8,0
E00096627,0.2,0,0,99.8,0
E00096628,0,0,0.3,99.7,0
E00096629,0,0,0,100,0
E00096630,0,0,0,100,0
E00096631,0,0,0,99.7,0.3
E00096632,0.3,0,0.7,99,0
E00096633,2.1,0,1.1,96.8,0
E00096634,0,0.4,2.9,94.9,1.8
E00096635,4,0,0,95.6,0.3
E00096636,5.1,0,2.1,92.8,0
E00096637,0,0,1.3,98.1,0.6
E00096638,1.8,0,0.5,95,2.7
E00096639,3.2,0,0,96.3,0.5
E00096640,1.8,0,0.4,97.8,0
E00096641,0,0,0,100,0
E00096642,0.4,0,1.2,97.7,0.8
E00096643,0,0,0.5,98.9,0.5
E00096644,0.4,0,0,99.6,0
E00096645,0,0,0,100,0
E00096646,0.4,0,1.2,96.8,1.6
E00096647,0.8,0,0.8,98.3,0
E00096648,0,0,0,100,0
E00096649,0,0,0,99.7,0.3
E00096650,0,0,1.6,97.8,0.5
E00096651,0,0,0.4,99.2,0.4
E00096653,0.3,0,0.3,99.5,0
E00096654,0.6,0,0.3,98.8,0.3
E00096655,0.7,0,0,99,0.3
E00096656,0.4,0,0.4,99.2,0
E00096657,0,0,0.3,99.4,0.3
E00096658,0,0,0,100,0
E00096659,0.2,0,0.8,99.1,0
E00096660,1.4,0,0.7,97.9,0
E00096661,0.3,0,0.3,99.4,0
E00096662,0.4,0,0.2,99.4,0
E00096663,1.4,0,0.3,98.3,0
E00096664,0,0,0,99.6,0.4
E00096665,0,0,0,100,0
E00096666,0.5,0,0.5,99.1,0
E00096667,0,0,0.4,99.2,0.4
E00096668,0.4,0,0,99.6,0
E00096686,1.3,0,0.3,98.4,0
E00096687,0,0,1.4,98.6,0
E00096688,0,0,0,100,0
E00096690,0,0,0.5,99.5,0
E00097387,0.9,0,0,99.1,0
E00097388,0,0,0.4,99.3,0.4
E00097389,0,0,0,100,0
E00097390,0,0,0,100,0
E00097392,0.3,0.3,0,99.4,0
E00097393,0,0,0,100,0
E00097394,2.6,0,1.1,96.3,0
E00097395,0.5,0,0.2,99.3,0
E00097396,1.3,0.5,0,98.3,0
E00097530,0,0,0,99.5,0.5
E00179312,0.5,0,1.8,97.5,0.2
E00179313,0.2,0.2,1.1,98.1,0.4
E00179315,0,0,0,100,0
E00179317,0,0,2.2,97.8,0
E00179326,0.4,0,0.4,98.9,0.2
E00179328,0.4,0,1.9,97.7,0
E00179332,0,0,0.5,99.5,0
