areacd,migrant_ind-000,migrant_ind-001,migrant_ind-002,migrant_ind-003
E00094642,93.2,0,6.8,0
E00094643,90.1,0,9.5,0.4
E00094644,87.9,0.4,10.3,1.3
E00094645,94.6,0,4.3,1.1
E00094646,92.9,0,7.1,0
E00094647,82.1,0,16.1,1.8
E00094648,91.4,0,8.6,0
E00094650,87.1,0,10.8,2
E00094651,90.2,0,8.9,0.9
E00094652,92.2,0.6,7.3,0
E00094653,90.7,0.3,9,0
E00094655,92.1,0,7.9,0
E00094656,80.7,0.2,18.4,0.7
E00094657,94.9,0,4.7,0.3
E00094658,94.5,0,5.5,0
E00094660,89.4,0.3,10.3,0
E00094661,91.7,0,7.7,0.6
E00094663,92.1,0.3,7.6,0
E00094665,93,0,7,0
E00094666,94.7,0,4.6,0.6
E00094667,94.9,0,3.9,1.2
E00094670,92.5,0.3,6.9,0.3
E00094674,93.4,0,6.6,0
E00094676,90.6,0.4,8.6,0.4
E00094677,90.7,0,8.1,1.2
E00094679,88.3,0,11.4,0.3
E00094680,92,0.3,6.4,1.2
E00094681,90.7,0,8.4,0.9
E00094682,87.2,0,12.2,0.7
E00094683,82.7,0.5,15.9,0.8
E00094684,90.2,0,9.6,0.3
E00094685,91.3,0.7,8,0
E00094686,94.3,0,5.7,0
E00094687,95.3,0,4.7,0
E00094688,89.8,0.3,9.5,0.3
E00094689,93.8,0,5.4,0.8
E00094690,89.1,0.6,10.3,0
E00094691,90.7,0.2,8.4,0.6
E00094692,91.3,0.7,8,0
E00094693,89.9,0,10.1,0
E00094694,94.7,0.9,4.4,0
E00094695,93.1,0,6.9,0
E00094696,89.6,0,10.4,0
E00094697,91.6,0.3,7.8,0.3
E00094698,89.7,0,10.1,0.3
E00094699,89.5,0.6,9.9,0
E00094700,88,0,12,0
E00094701,91.8,0.4,7.9,0
E00094702,91.8,0,8.2,0
E00094703,94.1,0,5.9,0
E00094704,88.1,0.6,11.3,0
E00094705,96.6,0.6,2.9,0
E00094706,95.5,0.6,3.8,0
E00094707,90.8,0,8.9,0.3
E00094708,88.3,0,11,0.6
E00094709,84.2,0,15.5,0.3
E00094711,93.7,0,6.3,0
E00094712,89.2,0,9.9,0.9
E00094713,95.5,0,4.1,0.4
E00094714,92.3,0,7.4,0.4
E00094715,89.3,0.3,10.2,0.3
