areacd,disability_3a-001,disability_3a-002
E00094642,20.9,79.1
E00094643,17.6,82.4
E00094644,36.8,63.2
E00094645,29.6,70.4
E00094646,18.5,81.5
E00094647,27.9,72.1
E00094648,19.5,80.5
E00094650,41,59
E00094651,23.4,76.6
E00094652,19.2,80.8
E00094653,25.9,74.1
E00094655,18.4,81.6
E00094656,19.7,80.3
E00094657,26.3,73.7
E00094658,21.5,78.5
E00094660,22.9,77.1
E00094661,23,77
E00094663,19.8,80.2
E00094665,28.5,71.5
E00094666,25.4,74.6
E00094667,24.7,75.3
E00094670,16.7,83.3
E00094674,25.3,74.7
E00094676,17.1,82.9
E00094677,22.2,77.8
E00094679,23.1,76.9
E00094680,14.5,85.5
E00094681,17.9,82.1
E00094682,19,81
E00094683,16.6,83.4
E00094684,22.3,77.8
E00094685,19.6,80.4
E00094686,19.9,80.1
E00094687,28.9,71.1
E00094688,17.6,82.4
E00094689,26.1,73.9
E00094690,21.1,78.9
E00094691,18.4,81.6
E00094692,28,72
E00094693,21.5,78.5
E00094694,22.5,77.5
E00094695,24.1,75.9
E00094696,16.7,83.3
E00094697,25.3,74.7
E00094698,18.2,81.8
E00094699,16.7,83.3
E00094700,16.3,83.7
E00094701,18,82
E00094702,23.8,76.2
E00094703,41.6,58.4
E00094704,17.8,82.2
E00094705,15.3,84.7
E00094706,18.5,81.5
E00094707,22.6,77.4
E00094708,19,81
E00094709,23.7,76.3
E00094711,25.1,74.9
E00094712,22.3,77.7
E00094713,18.7,81.3
E00094714,18.8,81.2
E00094715,15.5,84.5
E00094716,27.8,72.2
E00094717,12.6,87.4
E00094719,16.4,83.6
E00094720,18.1,81.9
E00094721,15.8,84.2
E00094722,11.3,88.7
E00094723,20.2,79.8
E00094724,18.2,81.8
E00094725,29.6,70.4
E00094726,16.7,83.3
E00094727,21.6,78.4
E00094728,12.7,87.3
E00094729,23.1,76.9
E00094730,22.7,77.3
E00094731,25.1,74.9
E00094732,17.9,82.1
E00094733,21.9,78.1
E00094734,19.5,80.5
E00094735,22,78
E00094736,16.8,83.2
E00094737,23.1,76.9
E00094738,31,69
E00094739,30.8,69.2
E00094740,17.9,82.1
E00094741,31.5,68.5
E00094742,17.7,82.3
E00094743,32.3,67.7
E00094744,33.7,66.3
E00094745,42.7,57.3
E00094746,17.1,82.9
E00094748,13.7,86.3
E00094749,27.8,72.2
E00094750,20.5,79.5
E00094751,20,80
E00094752,19.8,80.2
E00094753,29.6,70.4
E00094754,18.9,81.1
E00094755,23.6,76.4
E00094756,32.1,67.9
E00094757,32.6,67.4
E00094758,29.4,70.6
E00094759,21.4,78.6
E00094760,27.9,72.1
E00094761,26.4,73.6
E00094762,33.6,66.4
E00094763,33.1,66.9
E00094764,21.1,78.9
E00094765,28.4,71.6
E00094766,17.9,82.1
E00094767,37.2,62.8
E00094768,25.7,74.3
E00094769,19.5,80.5
E00094770,20,80
E00094771,24.5,75.5
E00094772,29.9,70.1
E00094773,20.7,79.3
E00094774,22.1,77.9
E00094775,19.9,80.1
E00094777,19.6,80.4
E00094778,14.2,85.8
E00094779,25.3,74.7
E00094780,24,76
E00094781,13.8,86.2
E00094782,22.8,77.2
E00094783,33,67
E00094784,18,82
E00094785,19.4,80.6
E00094786,21.6,78.4
E00094787,18.1,81.9
E00094788,23.7,76.3
E00094789,18,82
E00094790,21.2,78.8
E00094791,18.1,81.9
E00094792,19.5,80.5
E00094793,17.4,82.6
E00094794,21.2,78.8
E00094795,29.8,70.2
E00094796,19.1,80.9
E00094797,22.9,77.1
E00094798,24.7,75.3
E00094799,22,78
E00094800,28.7,71.3
E00094801,15.2,84.8
E00094802,22.5,77.5
E00094803,19.7,80.3
E00094806,21.3,78.7
E00094810,28.2,71.8
E00094811,21.4,78.6
E00094817,17.9,82.1
E00094818,18.5,81.5
E00094819,22.2,77.8
E00094820,22.3,77.7
E00094821,19.5,80.5
E00094822,19.3,80.7
E00094823,23.4,76.6
E00094824,27.2,72.8
E00094825,19.1,80.9
E00094826,21,79
E00094827,28.8,71.2
E00094828,20.8,79.2
E00094829,19.4,80.6
E00094830,18,82
E00094831,19,81
E00094832,15.8,84.2
E00094833,16.9,83.1
E00094834,22.1,77.9
E00094835,20,80
E00094836,16.7,83.3
E00094837,21,79
E00094838,22.4,77.6
E00094839,27.6,72.4
E00094840,16.6,83.4
E00094841,21.6,78.4
E00094843,10.8,89.2
E00094844,21,79
