areacd,english_proficiency_4a-001,english_proficiency_4a-002,english_proficiency_4a-003
E00094642,95.8,3.5,0.7
E00094643,92.6,7,0.4
E00094644,99.1,0.9,0
E00094645,98.1,1.9,0
E00094646,96.2,3.5,0.3
E00094647,91.6,6.2,2.2
E00094648,99.6,0.4,0
E00094650,93.2,4.4,2.4
E00094651,99.1,0.9,0
E00094652,97.2,2.8,0
E00094653,98,1.3,0.7
E00094655,98.8,1.2,0
E00094656,97.5,2.3,0.2
E00094657,85.7,12.6,1.7
E00094658,97.9,2.1,0
E00094660,100,0,0
E00094661,99.7,0.3,0
E00094663,99.4,0.6,0
E00094665,99.4,0.6,0
E00094666,100,0,0
E00094667,99.4,0.6,0
E00094670,99,1,0
E00094674,99.3,0.7,0
E00094676,99.4,0.6,0
E00094677,99.3,0.5,0.2
E00094679,99.7,0.3,0
E00094680,99.1,0.6,0.3
E00094681,99.7,0.3,0
E00094682,99.3,0.7,0
E00094683,97.8,2.2,0
E00094684,95.9,3.6,0.5
E00094685,99.7,0.3,0
E00094686,100,0,0
E00094687,99.8,0.2,0
E00094688,100,0,0
E00094689,99.5,0.5,0
E00094690,99.3,0.7,0
E00094691,99.3,0.4,0.2
E00094692,100,0,0
E00094693,99.8,0.2,0
E00094694,99.5,0.5,0
E00094695,100,0,0
E00094696,99.5,0.5,0
E00094697,99.7,0.3,0
E00094698,99.2,0.5,0.3
E00094699,99.7,0.3,0
E00094700,99.7,0,0.3
E00094701,98.6,0,1.4
E00094702,97.1,2.9,0
E00094703,100,0,0
E00094704,99.4,0.6,0
E00094705,99.4,0.6,0
E00094706,99.4,0.6,0
E00094707,98.9,1.1,0
E00094708,98.2,1.8,0
E00094709,99.7,0.3,0
E00094711,100,0,0
E00094712,100,0,0
E00094713,99.2,0.8,0
E00094714,99.8,0.2,0
E00094715,99.7,0.3,0
E00094716,100,0,0
E00094717,100,0,0
E00094719,100,0,0
E00094720,95.7,1.9,2.4
E00094721,99.4,0.6,0
E00094722,100,0,0
E00094723,98.9,1.1,0
E00094724,99.6,0,0.4
E00094725,99.6,0.4,0
E00094726,99.2,0.8,0
E00094727,96.1,3.9,0
E00094728,99.3,0.7,0
E00094729,100,0,0
E00094730,99.3,0.7,0
E00094731,95.3,3.1,1.6
E00094732,98.2,1.4,0.4
E00094733,99.4,0.6,0
E00094734,97.3,2.7,0
E00094735,96.6,2.9,0.6
E00094736,96.4,3.6,0
E00094737,99.2,0.8,0
E00094738,98.4,1.6,0
E00094739,96,3.4,0.7
E00094740,97.2,2.4,0.4
E00094741,97.3,2.7,0
E00094742,96,3.7,0.3
E00094743,97.1,0.9,2
