areacd,health_in_general_4a-001,health_in_general_4a-002,health_in_general_4a-003
E00094642,78.9,14.6,6.5
E00094643,83.5,13.8,2.7
E00094644,61.5,21.4,17.1
E00094645,69,19.9,11
E00094646,85.8,8.4,5.9
E00094647,74.4,14.6,11
E00094648,80.3,13.5,6.1
E00094650,64.3,20.3,15.3
E00094651,73,21.8,5.2
E00094652,83.3,11.1,5.6
E00094653,76.2,16.6,7.3
E00094655,84,11.5,4.5
E00094656,77.5,16.3,6.2
E00094657,76.3,15.5,8.2
E00094658,78.4,16.4,5.1
E00094660,79.3,17.3,3.4
E00094661,81.5,14.6,3.9
E00094663,84.4,10.8,4.8
E00094665,71.7,20.8,7.5
E00094666,70.9,21.7,7.4
E00094667,78.9,16,5
E00094670,83,13.1,3.9
E00094674,74.9,16.2,8.9
E00094676,82.2,13.4,4.5
E00094677,78.7,15.9,5.3
E00094679,80.1,15,4.9
E00094680,87.4,8.9,3.7
E00094681,84.3,10.8,4.9
E00094682,80.6,13.4,6
E00094683,85.2,11.8,3
E00094684,81.8,12.8,5.5
E00094685,78,17.4,4.6
E00094686,80.3,16.3,3.4
E00094687,67.2,19.3,13.5
E00094688,77.4,17.9,4.7
E00094689,75.2,15.4,9.4
E00094690,80.2,15.3,4.5
E00094691,78.5,16.2,5.3
E00094692,73.2,18.5,8.3
E00094693,76.2,17.1,6.8
E00094694,76.5,12.4,11.1
E00094695,74.2,17.2,8.6
E00094696,80.5,13.8,5.7
E00094697,74.1,14.5,11.4
E00094698,75.9,17.6,6.4
E00094699,84.2,11.5,4.2
E00094700,80.1,15.6,4.3
E00094701,81.2,13.1,5.7
E00094702,73.3,17.4,9.3
E00094703,56.9,19.2,23.8
E00094704,78.7,16,5.3
E00094705,81.4,14.1,4.5
E00094706,79,15.9,5.1
E00094707,74.7,19.5,5.8
E00094708,86,11,3
E00094709,74.5,17.4,8.1
E00094711,73.3,22.1,4.6
E00094712,78.5,14.3,7.2
E00094713,81.8,13.8,4.5
E00094714,82.8,12.4,4.8
E00094715,87,7.4,5.6
E00094716,74,16.3,9.7
E00094717,89.7,8.9,1.4
E00094719,85.6,9.5,4.9
E00094720,85.1,12,2.9
E00094721,87.9,7.5,4.6
E00094722,90.3,6.2,3.5
E00094723,82.8,12.5,4.7
E00094724,83,11.4,5.7
E00094725,75,16.1,8.9
E00094726,81.5,13.6,4.9
E00094727,78.2,17.8,4
E00094728,86.6,9.7,3.7
E00094729,71.7,21.4,7
E00094730,76.7,16,7.3
E00094731,72.6,18.8,8.6
E00094732,82.8,12.4,4.8
E00094733,79.9,14.2,6
E00094734,84.8,10.1,5.1
E00094735,76.7,14.9,8.4
E00094736,84.5,11.5,4
E00094737,79.8,13.3,6.9
E00094738,72.7,16.5,10.8
E00094739,71.6,19.3,9.2
E00094740,85,10.6,4.4
E00094741,69.3,15.5,15.2
E00094742,84.9,10.4,4.7
E00094743,70.5,19.5,9.9
E00094744,62.4,20.3,17.3
E00094745,58.7,25.3,16
E00094746,85.2,10.2,4.6
E00094748,80.8,12.8,6.4
E00094749,70,17.1,12.8
E00094750,80.9,14.2,4.9
E00094751,78.8,17,4.2
E00094752,79.2,13.1,7.7
E00094753,73.7,18.1,8.1
E00094754,85.5,10.6,3.8
E00094755,74.6,16.6,8.9
E00094756,73,17.6,9.3
E00094757,67.6,22.4,9.9
E00094758,68.2,23.1,8.7
E00094759,77.5,17,5.5
E00094760,71.9,15.9,12.2
E00094761,79.8,14,6.2
E00094762,64.2,22.6,13.3
E00094763,71.2,20.1,8.6
E00094764,82.9,12.5,4.6
E00094765,71.8,17.1,11
E00094766,80.2,14.6,5.2
E00094767,63.1,18.9,18
E00094768,70.9,23.1,6
E00094769,84.2,11.7,4
E00094770,79.4,15.2,5.4
E00094771,69.6,24.5,5.9
E00094772,71.9,20.2,7.9
E00094773,74.9,16.9,8.2
E00094774,78.2,17.1,4.7
E00094775,77.6,15.7,6.7
E00094777,73.2,18.3,8.5
E00094778,85.8,10.8,3.4
E00094779,76.3,12.6,11.1
E00094780,72.6,19.1,8.3
E00094781,79.5,15.5,5
E00094782,75.2,17.7,7.1
E00094783,70.9,17.9,11.2
E00094784,80.1,13.9,6.1
E00094785,78.2,14.9,6.9
E00094786,75.6,19.3,5.2
E00094787,78.3,16,5.7
E00094788,78.4,16.7,4.9
E00094789,81.7,15.1,3.2
E00094790,77.8,13.8,8.4
E00094791,82.2,13.6,4.1
E00094792,83.1,13.1,3.7
E00094793,80.2,14.4,5.4
E00094794,78.9,14.3,6.8
E00094795,73.3,17.6,9.2
E00094796,80.1,14,5.9
E00094797,74.6,17.5,7.9
E00094798,72.9,22.3,4.8
E00094799,75.6,17.8,6.7
E00094800,73.2,20.2,6.6
E00094801,83.6,11.8,4.6
E00094802,82.6,12.5,4.9
E00094803,79.2,14.1,6.7
E00094806,80.5,13.6,5.8
E00094810,71.8,19.2,9
E00094811,77.2,13.6,9.2
E00094817,80.8,14.5,4.7
E00094818,86.1,10,3.9
E00094819,77.1,16.1,6.8
E00094820,81.2,14,4.8
E00094821,74,21.7,4.3
E00094822,80.9,13.4,5.7
E00094823,73.3,19.2,7.5
E00094824,71,22.9,6.1
E00094825,81.5,12.5,5.9
E00094826,81.1,12.9,6
E00094827,71,18.1,10.9
E00094828,77.9,15.3,6.8
E00094829,82,11.9,6.1
E00094830,81.7,7.9,10.4
E00094831,81,14.7,4.3
E00094832,83.8,14.3,1.9
E00094833,82,13.4,4.6
E00094834,79.8,15.4,4.8
E00094835,78.7,12.6,8.7
E00094836,89,9.4,1.7
E00094837,76.1,16.4,7.5
E00094838,79.8,13.7,6.4
E00094839,74.6,15.7,9.6
E00094840,85.5,9.2,5.3
E00094841,83.9,10.6,5.6
E00094843,90.6,7,2.3
E00094844,82.2,11.5,6.4
E00094845,73.2,19.9,6.9
E00094846,63.6,22.3,14.1
E00094847,66.1,23,10.9
E00094848,80.8,14.1,5.1
E00094849,61.9,23.8,14.2
E00094850,79.5,16,4.5
E00094851,82.2,13.6,4.1
E00094852,69.7,21.1,9.3
E00094854,84.5,12.2,3.3
E00094856,74.8,17.9,7.3
E00094857,70.9,17.6,11.4
E00094858,71.6,19.5,8.8
E00094859,84.6,13.4,2
E00094861,76.7,16.6,6.8
E00094863,86.1,10.3,3.6
E00094865,83.1,12.1,4.8
E00094867,74.1,19.6,6.3
E00094877,77.4,14.2,8.5
E00094878,73.5,15.3,11.2
E00094879,74.4,16.7,8.9
E00094880,86,10.9,3.1
E00094881,80.1,14.2,5.6
E00094882,81.3,13,5.7
E00094883,85.2,10.9,3.9
E00094884,85.6,11.9,2.5
E00094885,82.4,12.3,5.3
E00094886,87.8,8.7,3.5
E00094887,89.3,9.1,1.6
E00094888,78.4,15.8,5.8
E00094889,73.3,18,8.6
E00094905,77,19.4,3.6
E00094910,85.5,11.7,2.8
E00095555,84.1,11.8,4.1
E00095556,83,12.5,4.5
E00095557,82.6,13.8,3.6
E00095558,86,10.2,3.9
E00095559,85.6,8.7,5.7
E00095560,78,18.7,3.3
E00095561,81.3,12.8,5.9
E00095562,69.4,19.9,10.7
E00095563,81.9,13.1,5
E00095564,80.3,13.2,6.5
E00095565,80.4,14.1,5.5
E00095566,80,17,3
E00095567,80.2,13.3,6.5
E00095568,79.8,20.2,0
E00095569,81,15.3,3.7
E00095570,73.9,20.2,5.9
E00095571,82.2,14.5,3.3
E00095572,79.7,14,6.3
E00095573,83,13.1,3.9
E00095574,77.2,18.3,4.4
E00095575,80.8,13.6,5.6
E00095576,82.4,12.1,5.4
E00095577,84,12.3,3.8
E00095578,80.1,13.2,6.6
E00095579,77.6,16.6,5.8
E00095580,66.2,21.5,12.3
E00095581,75.1,16.2,8.8
E00095582,73.4,19.4,7.3
E00095583,75.4,19.4,5.2
E00095584,82.3,12.4,5.3
E00095585,75.4,17,7.6
E00095586,78.7,16.7,4.6
E00095588,76.5,18,5.5
E00095589,66.5,20.8,12.7
E00095590,74.3,17.3,8.5
E00095591,73,19.9,7.1
E00095592,70.8,18.4,10.9
E00095593,80,14.6,5.4
E00095594,78.2,14.2,7.6
E00095595,65.9,24,10.1
E00095596,70.3,23.6,6
E00095597,77.5,14,8.6
E00095598,71.5,17.2,11.4
E00095599,73.3,14.8,11.9
E00095600,71.9,17.3,10.8
E00095601,74.9,18.8,6.3
E00095602,73.2,16.5,10.2
E00095604,81.2,11.4,7.4
E00095605,73.5,19.8,6.7
E00095606,67.4,19.1,13.5
E00095607,78.8,18.9,2.4
E00095608,81.7,14.1,4.2
E00095609,75.1,15.9,9
E00095611,83.3,11.6,5.1
E00095612,73.3,15,11.7
E00095613,78.6,14.5,7
E00095614,78.9,16.4,4.7
E00095615,79.6,14.6,5.8
E00095616,80,14.5,5.5
E00095617,86.6,10.7,2.8
E00095618,82.7,10.1,7.2
E00095619,75.9,15.7,8.4
E00095620,79.4,13.5,7.1
E00095638,79.1,14.2,6.6
E00095640,75.4,17,7.6
E00095641,74,16.8,9.2
E00095643,68.1,19.9,12
E00095644,81.7,12.5,5.8
E00095645,88.8,9,2.1
E00095646,71.4,19.7,9
E00095647,78.7,14.8,6.5
E00095648,85.9,9.9,4.2
E00095649,78,15.6,6.4
E00095650,75.5,17.8,6.7
E00095651,71.7,19.4,8.9
E00095652,77.2,16,6.8
E00095653,80.3,11.9,7.8
E00095654,83.6,13.2,3.2
E00095655,70.7,17.8,11.4
E00095656,77.3,16.2,6.5
E00095657,84.1,11.3,4.6
E00095658,79.3,12.6,8.1
E00095659,77,16.1,6.9
E00095660,76.7,19.3,4
E00095668,85.8,10.9,3.3
E00095669,74.6,18.2,7.3
E00095670,82.5,12.1,5.4
E00095671,77,17,6
E00095672,77,16,7
E00095673,78.3,16.2,5.5
E00095674,68.3,21.7,10
E00095675,81.8,12.7,5.4
