areacd,hours_per_week_worked-001,hours_per_week_worked-002,hours_per_week_worked-003,hours_per_week_worked-004
E00094642,9.2,25.4,56.3,9.2
E00094643,8.7,23.8,55.6,11.9
E00094644,12.7,27.8,50.6,8.9
E00094645,8.6,27.6,52.4,11.4
E00094646,5.7,20.6,66,7.7
E00094647,11.3,20.2,56.5,12.1
E00094648,6.3,21.1,58.5,14.1
E00094650,9.7,22.6,52.7,15.1
E00094651,15.7,24.4,49.6,10.2
E00094652,14,22.1,43,20.9
E00094653,8.6,21.9,59.4,10.2
E00094655,10.4,21.3,52,16.3
E00094656,12.7,25.4,53.5,8.5
E00094657,10.1,21.6,57.6,10.8
E00094658,10,22.5,56.7,10.8
E00094660,13.9,20,54.5,11.5
E00094661,7.2,17.8,59.9,15.1
E00094663,16.6,22.3,49,12.1
E00094665,6.1,42.9,42.9,8.2
E00094666,15.1,17.9,52.8,14.2
E00094667,11.3,25.2,50.3,13.2
E00094670,13.2,19.9,47.8,19.1
E00094674,8.3,19.8,56.2,15.7
E00094676,10.3,21.5,52.9,15.3
E00094677,13.8,20.8,52.8,12.6
E00094679,11,22.1,50.3,16.6
E00094680,10.6,21.1,52.8,15.4
E00094681,14.5,22.4,53.9,9.2
E00094682,17.3,21.5,49.7,11.5
E00094683,17.7,17,52.4,12.9
E00094684,18.8,20.3,41.1,19.8
E00094685,7.8,27.1,51.2,14
E00094686,14.2,23,54.1,8.8
E00094687,11.1,24.2,57.5,7.2
E00094688,12.8,22.7,53.5,11
E00094689,9.9,18,45.9,26.2
E00094690,12.2,25.2,48.3,14.3
E00094691,12.1,24.7,51.5,11.7
E00094692,11.1,21.4,52.1,15.4
E00094693,11.1,27,41.8,20.1
E00094694,13.2,14,59.6,13.2
E00094695,18.9,21.1,50,10
E00094696,14.1,22,47.1,16.8
E00094697,13.6,22,49.2,15.2
E00094698,15.4,22.4,52.6,9.6
E00094699,16.6,19.5,49.1,14.8
E00094700,14,26,39.3,20.7
E00094701,8.8,24.8,48.7,17.7
E00094702,33.8,23.8,33.8,8.8
E00094703,23.7,26.3,34.2,15.8
E00094704,17.6,17.6,50.6,14.1
E00094705,14.5,20.5,42.2,22.9
E00094706,11.9,23.8,51,13.3
E00094707,16.4,23.3,52.7,7.5
E00094708,19.5,16.9,53.2,10.4
E00094709,12.3,23.1,48.5,16.2
E00094711,12.1,24.3,54.2,9.3
E00094712,13.6,18.5,50.6,17.3
E00094713,18.8,14.5,53.8,12.8
E00094714,12.5,24.2,50.4,12.9
E00094715,12.1,19.7,48.5,19.7
E00094716,14,17.2,59.9,8.9
E00094717,6.5,20.5,60.9,12.1
E00094719,13.2,27.9,35.3,23.5
E00094720,14.6,22.5,48.3,14.6
E00094721,12.9,16.1,47.3,23.7
E00094722,23.3,14,51.2,11.6
E00094723,15.7,23.1,48.1,13
E00094724,18.4,20.4,45.6,15.5
E00094725,14.4,16.1,46.6,22.9
E00094726,12.2,23.8,48.2,15.9
E00094727,7.7,17.9,51.3,23.1
E00094728,11.3,29,38.7,21
E00094729,22.4,20.9,52.2,4.5
E00094730,10.8,23.1,47.7,18.5
E00094731,18.6,24.3,40,17.1
E00094732,14.5,24.8,37.2,23.4
E00094733,21.1,21.1,38.2,19.5
E00094734,21.2,17.5,46,15.3
E00094735,10.7,24.7,57.3,7.3
E00094736,7.9,18.3,63.4,10.4
E00094737,11.1,20.1,57.7,11.1
E00094738,6.5,17.5,61.7,14.3
E00094739,11.1,32.4,47.2,9.3
E00094740,8.6,23.9,56.9,10.6
E00094741,9.5,22.6,60.6,7.3
E00094742,5.5,20.4,66.3,7.7
E00094743,12.6,22,49.6,15.7
E00094744,11.1,24.4,57.8,6.7
E00094745,8.5,32.2,42.4,16.9
E00094746,10.5,22.7,57,9.7
E00094748,7.2,23.9,60.1,8.7
E00094749,9.2,27.5,53.2,10.1
E00094750,7.5,26.7,54.8,11
E00094751,9.6,19.9,58.2,12.3
E00094752,18.4,14.9,52.6,14
E00094753,11.4,15.9,58.3,14.4
E00094754,14.7,20.7,50,14.7
E00094755,11.5,28.8,47.5,12.2
E00094756,15.6,24.6,50,9.8
E00094757,13.1,25.2,43.9,17.8
E00094758,14.8,13,53.8,18.3
E00094759,8.2,26.4,52.8,12.6
E00094760,6.9,28.7,53.2,11.2
E00094761,8.9,24,60.3,6.8
E00094762,9,22.5,60.7,7.9
E00094763,8.3,19.4,66.7,5.6
E00094764,15.6,25.2,48.9,10.4
E00094765,13.8,27.7,36.9,21.5
E00094766,13,25,45.4,16.7
E00094767,17.7,21.5,40.5,20.3
E00094768,12.5,27.7,50,9.8
E00094769,13,32.4,47.2,7.4
E00094770,13.3,26.7,45.6,14.4
E00094771,16.2,28.4,48.6,6.8
E00094772,19.7,21.1,43.4,15.8
E00094773,17.7,24.1,46.8,11.4
E00094774,23.2,21.7,34.8,20.3
E00094775,12.6,25.9,48.3,13.3
E00094777,5.4,27,59.5,8.1
E00094778,15.5,23.6,47.2,13.7
E00094779,15.8,29.8,44.7,9.6
E00094780,20,22.5,43.8,13.8
E00094781,10.9,19.1,53.6,16.4
E00094782,7,26.1,54.8,12.2
E00094783,18.3,21.1,52.1,8.5
