geography_code,accommodation_type_3a-001,accommodation_type_3a-002,accommodation_type_3a-003
E00037141,99.3,0.7,0
E00037142,92.9,7.1,0
E00037143,100,0,0
E00037145,99.2,0.8,0
E00037146,85.1,14.9,0
E00037147,97.4,2.6,0
E00037149,100,0,0
E00037150,92.8,6.7,0.4
E00037151,99.1,0.9,0
E00037152,96.9,3.1,0
E00037153,100,0,0
E00037154,98.5,1.5,0
E00037155,99.2,0,0.8
E00037156,100,0,0
E00037157,99,1,0
E00037158,88.1,11.9,0
E00037159,99.4,0.6,0
E00037163,100,0,0
E00037164,100,0,0
E00037166,90.7,9.3,0
E00037227,100,0,0
E00037228,96.3,3.7,0
E00037230,90.8,9.2,0
E00037240,96.1,3.9,0
E00037258,100,0,0
E00037259,100,0,0
E00037265,100,0,0
E00037266,100,0,0
E00037267,100,0,0
E00037268,100,0,0
E00037269,100,0,0
E00037270,99.3,0.7,0
E00037271,97.4,2.6,0
E00037272,99.2,0.8,0
E00037273,94.9,5.1,0
E00037274,99.1,0.9,0
E00037275,95.7,4.3,0
E00037360,45.6,54.4,0
E00037362,98.6,1.4,0
E00037364,91.5,8.5,0
E00037365,98.1,1.9,0
E00037366,62.5,37.5,0
E00037367,100,0,0
E00037368,96.7,3.3,0
E00037369,94.1,5.5,0.5
E00037370,100,0,0
E00037371,100,0,0
E00037372,100,0,0
E00037373,100,0,0
E00037377,97.4,2.6,0
E00037378,88.8,11.2,0
E00037379,99.2,0.8,0
E00037380,99.3,0.7,0
E00037381,88.7,11.3,0
E00037383,92.9,7.1,0
E00037385,98.8,1.2,0
E00037386,100,0,0
E00037387,94.8,5.2,0
E00037388,99.1,0.9,0
E00037389,95.7,4.3,0
E00037390,94.3,5.7,0
E00037391,91.4,8.6,0
E00037392,87.9,12.1,0
E00037393,98.5,1.5,0
E00037394,94,6,0
E00037829,99.1,0.9,0
E00037830,75.9,24.1,0
E00037831,94,6,0
E00037832,94.4,5.6,0
E00037833,89.2,10.8,0
E00037834,98,2,0
E00037835,100,0,0
E00037836,98.5,1.5,0
E00037837,100,0,0
E00037838,100,0,0
E00037839,99.2,0.8,0
E00037840,99.2,0.8,0
E00037841,91.1,8.9,0
E00037843,100,0,0
E00037844,100,0,0
E00037845,83.6,15.7,0.7
E00037846,100,0,0
E00037847,80.6,19.4,0
E00037848,99.2,0.8,0
E00037849,76.1,23.9,0
E00037850,100,0,0
E00037851,98.2,1.8,0
E00037852,98.2,1.8,0
E00037853,100,0,0
E00037854,100,0,0
E00037855,100,0,0
E00037856,99.1,0.9,0
E00037857,99.3,0.7,0
E00037858,93.5,6.5,0
E00037859,94.4,5.6,0
E00037860,81.4,18.6,0
E00037861,80.7,19.3,0
E00037862,100,0,0
E00037863,95.6,4.4,0
E00037864,100,0,0
E00037865,97.4,2.6,0
E00037866,84,16,0
E00037867,82.7,17.3,0
E00037868,94.8,5.2,0
E00037869,86,14,0
E00037870,89.1,10.9,0
E00037871,96.9,3.1,0
E00037872,74.3,25.7,0
E00037873,96.8,3.2,0
E00037874,98.5,1.5,0
E00037875,81.5,18.5,0
E00037876,80.3,19.7,0
E00037877,88.7,11.3,0
E00037878,99.2,0.8,0
E00037879,100,0,0
E00037880,99.2,0.8,0
E00037881,100,0,0
E00037882,99.1,0.9,0
E00037883,100,0,0
E00037884,80.1,19.9,0
E00037893,97.3,2.7,0
E00037899,98.3,1.7,0
E00037923,100,0,0
E00037925,78.9,21.1,0
E00037926,100,0,0
E00037927,88.6,0.8,10.6
E00037928,99.2,0.8,0
E00037929,100,0,0
E00037930,99.5,0.5,0
E00037931,100,0,0
E00037932,100,0,0
E00037933,93.9,5.3,0.8
E00037934,100,0,0
E00037935,100,0,0
E00037936,93.3,6.7,0
E00037937,97.1,2.1,0.7
E00037938,100,0,0
E00037939,98.7,1.3,0
E00037940,90,10,0
E00037941,95.7,4.3,0
E00037942,100,0,0
E00037943,99.3,0,0.7
E00037944,100,0,0
E00037945,87.8,11.6,0.7
E00037946,99.1,0.9,0
E00037947,99.2,0.8,0
E00037948,96.9,3.1,0
E00037949,86.2,13.8,0
E00037950,95.4,4.6,0
E00037951,98.4,1.6,0
E00037952,94,6,0
E00037954,84.1,0,15.9
E00037955,81.5,18.5,0
E00037956,93.2,6.8,0
E00037957,88.2,3.1,8.7
E00037958,98.4,1.6,0
E00037959,100,0,0
E00037960,89.9,0,10.1
E00037961,98.7,0.7,0.7
E00037962,68.2,31.8,0
E00037963,98.6,1.4,0
E00037964,98.5,1.5,0
E00037965,85,15,0
E00037966,99.1,0.9,0
E00037967,95.5,4.5,0
E00037968,97.2,2.8,0
E00037969,96.9,3.1,0
E00037970,96.4,3.6,0
E00037971,100,0,0
E00037972,100,0,0
E00037973,98.5,1.5,0
E00037974,100,0,0
E00037975,98.2,1.8,0
E00037976,99.1,0.9,0
E00037977,90.8,7.7,1.5
E00037978,100,0,0
E00038025,97.9,2.1,0
E00038026,97.5,2.5,0
E00038028,55.9,1,43.1
E00038029,81.8,18.2,0
E00038030,98.6,1.4,0
E00038031,91.4,5.6,3.1
E00038032,99.2,0,0.8
E00038033,90.1,9.9,0
E00038034,99.2,0.8,0
E00038035,15.6,45,39.4
