geography_code,hh_size_5a-001,hh_size_5a-002,hh_size_5a-003,hh_size_5a-004
E00037141,18.4,40.8,15,25.9
E00037142,20.2,43.4,18.9,17.5
E00037143,30.3,29.7,16,24
E00037145,24.6,44.3,17.2,13.9
E00037146,58.2,26.1,6,9.7
E00037147,28.3,34.6,14.8,22.4
E00037149,24.8,34.2,16.2,24.8
E00037150,26.3,30.8,19.6,23.2
E00037151,25,31.9,25.9,17.2
E00037152,25.8,29.7,18.8,25.8
E00037153,35.4,34.6,16.2,13.8
E00037154,25.7,40.7,15.7,17.9
E00037155,39.1,36.7,18,6.3
E00037156,25.3,24.7,24.2,25.8
E00037157,29.2,32.2,19.8,18.8
E00037158,42.7,37.9,12.9,6.5
E00037159,25.6,32,19.2,23.3
E00037163,27.5,40,18.8,13.8
E00037164,41.6,36.5,12.4,9.5
E00037166,26.5,36.4,19.8,17.3
E00037227,26.3,40.6,17.3,15.8
E00037228,23.1,42.5,14.9,19.4
E00037230,19.3,25,23.6,32.1
E00037240,26.4,48.8,15.5,9.3
E00037258,17.2,26.1,28.4,28.4
E00037259,33.1,43,13.2,10.7
E00037265,28,50,12.7,9.3
E00037266,25.2,29.4,19,26.4
E00037267,39.5,33.1,19.4,8.1
E00037268,36.9,30.3,12.3,20.5
E00037269,36.2,30.2,10.3,23.3
E00037270,38.9,33.3,13.9,13.9
E00037271,28.5,40.4,17.6,13.5
E00037272,36.4,38.8,12.4,12.4
E00037273,34.6,39,12.5,14
E00037274,28.7,34.3,23.1,13.9
E00037275,28.8,31.8,18.2,21.2
E00037360,57.8,23.7,8.1,10.4
E00037362,35,40,11.4,13.6
E00037364,34.8,33.3,13.5,18.4
E00037365,26.8,29.3,24.8,19.1
E00037366,53.6,25,12.5,8.9
E00037367,36.1,44.5,13.4,5.9
E00037368,28.6,45.4,16.8,9.2
E00037369,23.2,41.8,20.5,14.5
E00037370,32.6,38.3,19.1,9.9
E00037371,26.1,44,18.7,11.2
E00037372,20.6,38.2,23.5,17.6
E00037373,26,42.3,18.7,13
E00037377,15.7,44.3,14.8,25.2
E00037378,28,31.8,18.9,21.2
E00037379,25.4,33.1,16.2,25.4
E00037380,29.1,27.6,16.4,26.9
E00037381,25.7,29.5,17.1,27.6
E00037383,31.9,34.8,17.4,15.9
E00037385,41,30.1,18.1,10.8
E00037386,23.2,33.6,25.6,17.6
E00037387,42.6,28.7,11.8,16.9
E00037388,33.6,45.1,14.2,7.1
E00037389,35.5,41.3,10.9,12.3
E00037390,25.3,34,20.6,20.1
E00037391,55.7,22.9,10.7,10.7
E00037392,36.8,33.1,12.8,17.3
E00037393,28.5,30.7,18.2,22.6
E00037394,32.8,27.6,15.7,23.9
E00037829,19.7,30.8,25.6,23.9
E00037830,33.6,36.4,14.3,15.7
E00037831,31.3,40.3,11.9,16.4
E00037832,18.9,44.9,18.1,18.1
E00037833,28.5,26.2,18.5,26.9
E00037834,12.5,42.8,25.7,19.1
E00037835,41.7,35.6,12.1,10.6
E00037836,40,25.2,17.8,17
E00037837,31.4,55.4,7.4,5.8
E00037838,17.3,35.5,26.4,20.9
