geography_code,disability_3a-001,disability_3a-002
E00037141,16.3,83.7
E00037142,15.8,84.2
E00037143,25.1,74.9
E00037145,25.8,74.2
E00037146,44.7,55.3
E00037147,23.7,76.3
E00037149,22.6,77.4
E00037150,19,81
E00037151,27.8,72.2
E00037152,22.2,77.8
E00037153,23.5,76.5
E00037154,20.4,79.6
E00037155,38.9,61.1
E00037156,19.9,80.1
E00037157,23.8,76.3
E00037158,37.9,62.1
E00037159,16.7,83.3
E00037163,25.1,74.9
E00037164,25.5,74.5
E00037166,23.6,76.4
E00037227,12.2,87.8
E00037228,27.1,72.9
E00037230,26.2,73.8
E00037240,20.8,79.2
E00037258,24,76
E00037259,22.5,77.5
E00037265,29,71
E00037266,27.7,72.3
E00037267,31.7,68.3
E00037268,33.3,66.7
E00037269,32.4,67.6
E00037270,22.1,77.9
E00037271,23.5,76.5
E00037272,22.7,77.3
E00037273,31.4,68.6
E00037274,23.9,76.1
E00037275,21.1,78.9
E00037360,37.3,62.7
E00037362,38.9,61.1
E00037364,31.5,68.5
E00037365,23.1,76.9
E00037366,27.6,72.4
E00037367,31.4,68.6
E00037368,25.3,74.7
E00037369,19.6,80.4
E00037370,25.9,74.1
E00037371,26.7,73.3
E00037372,21.7,78.3
E00037373,32,68
E00037377,21,79
E00037378,26.1,73.9
E00037379,19.2,80.8
E00037380,23.5,76.5
E00037381,27.5,72.5
E00037383,25.8,74.2
E00037385,25.4,74.6
E00037386,19.2,80.8
E00037387,31.9,68.1
E00037388,26.2,73.8
E00037389,29.7,70.3
E00037390,23.3,76.7
E00037391,41.8,58.2
E00037392,34.7,65.3
E00037393,27.5,72.5
E00037394,28.8,71.2
E00037829,17.2,82.8
E00037830,21.5,78.5
E00037831,20,80
E00037832,15.3,84.7
E00037833,23.1,76.9
E00037834,13,87
E00037835,28.1,71.9
E00037836,18.9,81.1
E00037837,26.7,73.3
E00037838,21.3,78.7
E00037839,19,81
E00037840,19.3,80.7
E00037841,22.1,77.9
E00037843,21.5,78.5
E00037844,20.6,79.4
E00037845,26.3,73.7
E00037846,14.7,85.3
E00037847,27.9,72.1
E00037848,22.7,77.3
E00037849,34.9,65.1
E00037850,22.9,77.1
E00037851,25.2,74.8
E00037852,20.9,79.1
E00037853,20.2,79.8
E00037854,23.7,76.3
E00037855,33.5,66.5
E00037856,23.2,76.8
E00037857,14.2,85.8
E00037858,25,75
E00037859,28.7,71.3
E00037860,27.7,72.3
E00037861,26.8,73.2
E00037862,17,83
E00037863,47.9,52.1
E00037864,16.9,83.1
E00037865,19.7,80.3
E00037866,25.5,74.5
E00037867,35.9,64.1
E00037868,45.8,54.2
E00037869,24.6,75.4
E00037870,25.5,74.5
E00037871,15.6,84.4
E00037872,26,74
E00037873,12.5,87.5
E00037874,20.7,79.3
E00037875,36.7,63.3
E00037876,23.6,76.4
E00037877,22.6,77.4
E00037878,14.5,85.5
E00037879,18.1,81.9
E00037880,18.2,81.8
E00037881,21.6,78.4
E00037882,15.4,84.6
E00037883,17.8,82.2
E00037884,21.5,78.5
E00037893,17.3,82.7
E00037899,24.4,75.6
E00037923,25,75
E00037925,20.2,79.8
E00037926,22.6,77.4
E00037927,15.6,84.4
E00037928,12.7,87.3
E00037929,9.5,90.5
E00037930,20.9,79.1
E00037931,18.8,81.2
E00037932,14.2,85.8
E00037933,15.6,84.4
E00037934,13.4,86.6
E00037935,17.8,82.2
E00037936,19.2,80.8
E00037937,17.4,82.6
E00037938,21.9,78.1
E00037939,19,81
E00037940,20.8,79.2
E00037941,33.3,66.7
E00037942,19,81
E00037943,22.6,77.4
E00037944,17.8,82.2
E00037945,34.6,65.4
E00037946,21.2,78.8
E00037947,25.3,74.7
E00037948,18.8,81.3
E00037949,18.2,81.8
E00037950,31.4,68.6
E00037951,24.4,75.6
E00037952,24.7,75.3
E00037954,33.2,66.8
E00037955,29,71
E00037956,16.6,83.4
E00037957,25,75
E00037958,20.4,79.6
E00037959,17.8,82.2
E00037960,17.2,82.8
E00037961,14.8,85.2
E00037962,25.7,74.3
E00037963,19.4,80.6
E00037964,16.4,83.6
E00037965,29.5,70.5
E00037966,17.8,82.2
E00037967,21.9,78.1
E00037968,16.5,83.5
E00037969,15.9,84.1
E00037970,29.5,70.5
E00037971,22.9,77.1
E00037972,15.6,84.4
E00037973,15.9,84.1
E00037974,17.5,82.5
E00037975,23.5,76.5
E00037976,22.4,77.6
E00037977,15.9,84.1
E00037978,13.5,86.5
E00038025,19.2,80.8
E00038026,27.1,72.9
E00038028,30.5,69.5
E00038029,14.5,85.5
E00038030,19.3,80.7
E00038031,14.7,85.3
E00038032,22.4,77.6
E00038033,25.7,74.3
E00038034,25.8,74.2
E00038035,44.9,55.1
E00038036,31.1,68.9
E00038037,24.7,75.3
E00038038,21.2,78.8
E00038039,25.3,74.7
E00038040,20.1,79.9
E00038041,19.6,80.4
E00038042,20.8,79.2
E00038043,19.4,80.6
E00038044,13.2,86.8
E00038045,16.5,83.5
E00038046,28.2,71.8
E00038047,22.6,77.4
E00038048,36.3,63.7
E00038049,23.3,76.7
E00038050,30.6,69.4
E00038051,30.7,69.3
E00038052,17.9,82.1
E00038053,19.6,80.4
E00038054,18,82
E00038055,22.7,77.3
E00038056,29.4,70.6
E00038057,18.8,81.2
E00038058,16,84
E00038059,18.9,81.1
E00038060,21.2,78.8
E00038061,18.8,81.2
E00038062,40.8,59.2
E00038065,16.8,83.2
E00038066,25.2,74.8
E00038067,25.7,74.3
E00038068,17,83
E00038069,23.7,76.3
E00038070,19.9,80.1
E00038071,15,85
E00038072,24.7,75.3
E00038073,22.3,77.7
E00038074,26.4,73.6
E00038075,17.5,82.5
E00038076,28.5,71.5
E00038077,19.7,80.3
E00038078,31.4,68.6
E00038080,19.4,80.6
E00038081,15.9,84.1
E00038083,17.5,82.5
E00038085,18.1,81.9
E00038097,26.8,73.2
E00038098,14.1,85.9
E00038099,18.7,81.3
E00038100,22.7,77.3
E00038101,17.8,82.2
E00038416,17.7,82.3
E00038417,30.9,69.1
E00038418,31.1,68.9
E00038425,18,82
E00038426,16.6,83.4
E00038427,20.5,79.5
E00038428,25.8,74.2
E00038430,11.8,88.2
E00038431,16,84
E00038611,15.2,84.8
E00038612,15.1,84.9
E00038613,34.2,65.8
E00038614,19.3,80.7
E00038615,18.6,81.4
E00038616,22.4,77.6
E00038617,9.7,90.3
E00038618,16.2,83.8
E00038619,18.1,81.9
E00038620,18.1,81.9
E00038621,22.5,77.5
E00038622,20.7,79.3
E00038623,22.9,77.1
E00038624,30.7,69.3
E00038625,15.2,84.8
E00038626,20.5,79.5
E00038627,12.5,87.5
E00038628,23.2,76.8
E00038629,23.2,76.8
E00038630,19.5,80.5
E00038631,20.5,79.5
E00038632,8.7,91.3
E00038633,25.8,74.2
E00038634,21.3,78.7
E00038635,10.2,89.8
E00038636,18.3,81.7
E00038637,14.5,85.5
E00038638,12.4,87.6
E00038751,15.6,84.4
E00038756,22.9,77.1
E00038757,19.2,80.8
E00038759,21,79
E00038760,25.4,74.6
E00038762,21.1,78.9
E00038763,30.6,69.4
E00038764,17.5,82.5
E00056979,14.7,85.3
E00056985,18.8,81.2
E00056990,13.1,86.9
E00056991,13.7,86.3
E00057421,17.9,82.1
E00057422,10.7,89.3
E00057423,8.6,91.4
E00057424,20.2,79.8
E00057425,18.2,81.8
E00057426,18.7,81.3
E00057430,13.3,86.7
E00057469,19,81
E00057470,19.9,80.1
E00059189,17.6,82.4
E00059190,18.9,81.1
E00059191,25,75
E00059192,19.7,80.3
E00059194,22.5,77.5
E00059195,25.3,74.7
E00059196,22.4,77.6
E00059197,26.1,73.9
E00059198,17.2,82.8
E00059199,25.5,74.5
E00059200,25.2,74.8
E00059201,23.2,76.8
E00059202,22.1,77.9
E00059203,20,80
E00059204,27.7,72.3
E00059205,28,72
E00059206,21.6,78.4
E00059207,28,72
E00059208,15.2,84.8
E00059209,24.9,75.1
E00059210,26.8,73.2
E00059211,30.6,69.4
E00059212,27.4,72.6
E00059213,33.7,66.3
E00059214,26.4,73.6
E00059215,33.2,66.8
E00059216,25,75
E00059217,22.6,77.4
E00059218,20.8,79.2
E00059219,28,72
E00059220,24.3,75.7
E00059221,17.7,82.3
E00059222,26.3,73.7
E00059223,17.3,82.7
E00059224,22.5,77.5
E00059225,15.7,84.3
E00059226,17.4,82.6
E00059227,18.3,81.7
E00059228,13.8,86.2
E00059229,19.7,80.3
E00059230,11.7,88.3
E00059231,16.7,83.3
E00059232,17.1,82.9
E00059233,21.2,78.8
E00059234,39.8,60.2
E00059235,23.1,76.9
E00059236,17.6,82.4
E00059237,33,67
E00059238,20,80
E00059239,19.7,80.3
E00059240,26.2,73.8
E00059241,21.8,78.2
E00059242,22.6,77.4
E00059243,23.4,76.6
E00059244,38.2,61.8
E00059245,34.3,65.7
E00059246,35.6,64.4
E00059247,20.5,79.5
E00059248,23.3,76.7
E00059249,23.6,76.4
E00059250,23,77
E00059251,19.1,80.9
E00059252,16.5,83.5
E00059253,36.9,63.1
E00059254,31,69
E00059255,20.7,79.3
E00059256,25,75
E00059257,20.9,79.1
E00059258,20.4,79.6
E00059259,16.2,83.8
E00059260,34.5,65.5
E00059261,18.4,81.6
E00059262,18.6,81.4
E00059264,22,78
E00059265,17.7,82.3
E00059267,16.7,83.3
E00059268,23.2,76.8
E00059269,17.3,82.7
E00059270,17.9,82.1
E00059271,15.7,84.3
E00059272,17.8,82.2
E00059273,22.9,77.1
E00059274,16.3,83.7
E00059275,25.5,74.5
E00059276,24.9,75.1
E00059277,18.3,81.7
E00059278,12.2,87.8
E00059279,27.8,72.2
E00059280,17.3,82.7
E00059281,19.3,80.7
E00059282,24.9,75.1
E00059283,33.3,66.7
E00059284,24.4,75.6
E00059286,24.2,75.8
E00059287,23.2,76.8
E00059289,17.1,82.9
E00059290,16.5,83.5
E00059291,18.1,81.9
E00059292,17,83
E00059293,24.3,75.7
E00059294,22.6,77.4
E00059295,52.6,47.4
E00059296,17.4,82.6
E00059297,22.4,77.6
E00059298,19.9,80.1
E00059299,21.5,78.5
E00059300,15.9,84.1
E00059301,21.1,78.9
E00059302,26.8,73.2
E00059303,22.8,77.2
E00059304,27.8,72.2
E00059305,30.6,69.4
E00059306,23.7,76.3
E00059307,23.1,76.9
E00059308,21,79
E00059309,22.5,77.5
E00059310,29.7,70.3
E00059312,38.6,61.4
E00059314,33.2,66.8
E00059315,37.6,62.4
E00059316,23,77
E00059317,23.9,76.1
E00059319,19.3,80.7
E00059321,27.6,72.4
E00059322,20.7,79.3
E00059323,15.2,84.8
E00059324,15.4,84.6
E00059325,23.1,76.9
E00059327,19.1,80.9
E00059328,19.8,80.2
E00059329,20.4,79.6
E00059331,17.9,82.1
E00059332,13.9,86.1
E00059333,16.2,83.8
E00059334,14.7,85.3
E00059335,29.6,70.4
E00059336,15.9,84.1
E00059337,20.7,79.3
E00059338,28,72
E00059339,34.8,65.2
E00059340,13.3,86.7
E00059341,13.6,86.4
E00059342,16.7,83.3
E00059343,15.8,84.2
E00059364,18.2,81.8
E00059365,17.7,82.3
E00059375,24.1,75.9
E00059376,41.1,58.9
E00059377,27.5,72.5
E00059378,18.6,81.4
E00059379,27.7,72.3
E00059380,21.1,78.9
E00059381,22.1,77.9
E00059382,26.9,73.1
E00059383,24.9,75.1
E00059384,22.3,77.7
E00059385,18.5,81.5
E00059386,17.6,82.4
E00059387,23,77
E00059389,19.9,80.1
E00059390,22.7,77.3
E00059391,21.7,78.3
E00059392,23.1,76.9
E00059393,18.1,81.9
E00059395,24.8,75.2
E00059396,43.8,56.2
E00059398,17.6,82.4
E00059399,23.6,76.4
E00059400,18.9,81.1
E00059401,27.9,72.1
E00059402,28.6,71.4
E00059403,26.5,73.5
E00059404,20.8,79.2
E00059405,23.6,76.4
E00059406,26.4,73.6
E00059407,12.2,87.8
E00059409,27.9,72.1
E00059410,14.8,85.3
E00059412,26.5,73.5
E00059413,10.5,89.5
E00059414,25.4,74.6
E00059415,27.3,72.7
E00059416,25.7,74.3
E00059417,24.8,75.2
E00059418,35.1,64.9
E00059419,14.9,85.1
E00059420,17.3,82.7
E00059421,18.6,81.4
E00059422,26,74
E00059423,37.7,62.3
E00059424,26.3,73.7
E00059428,44.4,55.6
E00059429,22.9,77.1
E00059430,20.2,79.8
E00059431,32.4,67.6
E00059432,34.8,65.2
E00059434,29,71
E00059435,26.4,73.6
E00059436,24.3,75.7
E00059437,23.6,76.4
