geography_code,ethnic_group_tb_6a-001,ethnic_group_tb_6a-002,ethnic_group_tb_6a-003,ethnic_group_tb_6a-004,ethnic_group_tb_6a-005
E00038827,0.6,0,2.4,97,0
E00038828,0.7,0,0.7,98.4,0.2
E00038829,1,0.5,1.2,97.1,0.2
E00038830,0,0.5,0.5,98.7,0.3
E00038831,5.8,0,1.7,92.1,0.4
E00038832,0,1.8,1.8,96.5,0
E00038834,1.9,1,3.1,94,0
E00038835,0,0.5,1.3,98.2,0
E00038836,3.4,3.7,2,90.9,0
E00038837,0,1.7,0.6,97.7,0
E00038838,0.4,0,0.9,98.2,0.4
E00038839,1.6,0,1.1,97.1,0.2
E00038840,1.6,0.9,1.9,94.4,1.2
E00038841,4.9,1.6,0.5,92.9,0
E00038842,1.7,1.4,2.3,94.2,0.3
E00038843,2.1,0,0.7,97.2,0
E00038844,0,1.6,0.6,97.5,0.3
E00038845,0,0.5,0.5,98.6,0.5
E00038846,1.1,0,1.4,96.7,0.8
E00038847,2.3,0,0.8,96.9,0
E00038848,2.7,0,0,97.3,0
E00038849,0,0,2.1,97.1,0.8
E00038850,1.7,0,0,98,0.3
E00038851,4.3,0,2,92.6,1.1
E00038852,0.2,0,1,98,0.7
E00038853,3.3,0,2.5,93.4,0.8
E00038855,1.8,1.8,2.9,91.9,1.6
E00038856,3.1,2.7,0.4,93.7,0
E00038858,0.6,0.3,0.9,98.2,0
E00038859,3.6,1.5,0,94.8,0
E00038860,3.2,0,1.1,95.7,0
E00038861,0,2.2,0,97.8,0
E00038862,0,0.5,0.5,98.5,0.5
E00038863,0,1.6,0.7,97.7,0
E00038864,1.3,1.8,0.9,96,0
E00038865,1.6,0.7,0.7,97.1,0
E00038866,1.9,1,2.7,94.2,0.2
E00038867,0,0,0,100,0
E00038868,0.7,0.3,0,99,0
E00038869,0.4,3.1,0,95.6,0.9
E00038870,2.8,0,0.6,96.1,0.6
E00038871,0,0,0.7,99.3,0
E00038872,0.3,0.3,0,99,0.3
E00038873,2.9,1.2,4.9,91,0
E00038876,0,0,0,97.7,2.3
E00038877,4.9,0,2.8,91.6,0.7
E00038878,36.9,1.9,1.3,57.7,2.2
E00038879,51.1,0,2.7,40.1,6.1
E00038880,48,1.3,1.3,45.8,3.5
E00038881,42.7,0.3,2,50,5.1
E00038882,4.6,11.2,4.8,72.5,6.9
E00038883,26,0.9,1.8,71.3,0
E00038884,22.3,4.7,3.3,66.1,3.7
E00038885,41.5,0,4.2,53.8,0.5
E00038886,12.5,0.7,1.1,82.1,3.6
E00038887,5.8,7.5,3.1,80.9,2.7
E00038888,37.8,3.5,3.5,51.6,3.5
E00038889,26.2,4.6,3,62.4,3.8
E00038890,42.6,1.2,3,50.9,2.2
E00038891,43.5,0.6,1.6,49.7,4.5
E00038892,34.5,6.3,3.9,47.9,7.4
E00038893,8.7,4.4,2.2,81.1,3.6
E00038894,42,0,1.1,56.9,0
E00038895,3.8,0,2.1,92.4,1.7
E00038896,4.7,2,2.8,90.6,0
E00038897,3.2,0.4,2.5,94,0
E00038898,35.3,0,0,60.1,4.6
E00038899,29.9,1.9,0,68.2,0
E00038900,47.9,2.4,1.5,39,9.1
E00038901,56.3,1.9,0.7,38,3.1
E00038902,3.1,7.5,2,86.4,1
E00038903,52.3,0.4,1.1,36.9,9.3
E00038904,59.2,0,1,37.1,2.7
E00038905,52.7,0,1.1,36.9,9.2
E00038906,25.4,1.1,2.8,68.4,2.2
E00038907,7.8,5.2,2.1,85,0
E00038908,11.3,1.5,6.7,77,3.4
E00038909,0.3,0,0,99.7,0
E00038910,1.8,0,0.4,97.9,0
E00038911,0.3,0,1.8,98,0
E00038912,1.2,0,0,98.8,0
E00038913,0,0.4,0,99.6,0
E00038915,4.8,2.6,1.6,90.7,0.3
E00038916,0,0,0.8,99.2,0
E00038917,0,0,0.3,99.7,0
E00038918,1.8,1.5,0.9,94.6,1.2
E00038919,0,0,0,100,0
E00038920,2.6,0.4,0.4,96.3,0.4
E00038921,3.2,0.3,0.9,93.7,1.9
E00038922,0,0,0.7,99.3,0
E00038923,1.3,0.3,0.6,97.7,0
E00038924,0,0,0,98.6,1.4
E00038925,1.5,0,0.3,98.2,0
E00038926,0,0,3,96.5,0.4
E00038927,0,0.3,0.7,97.7,1.3
E00038928,0,2.2,0.9,97,0
E00038929,2.2,0,0,97.8,0
E00038930,0.5,0,1.4,97.6,0.5
E00038931,2.5,0,0,97.1,0.4
E00038932,0,0,0,99.6,0.4
E00038933,1.7,0,0,97,1.3
E00038934,0,0,2.7,97.3,0
E00038935,1.2,1.2,2.8,94.9,0
E00038943,0,0,0.7,99.3,0
E00038944,3.9,0.4,0.4,94.9,0.4
E00038945,6.7,1.3,0,89.8,2.2
E00038946,7.3,0,0.6,91.2,0.8
E00038947,0.7,0,0.3,98.7,0.3
E00038948,6,0.2,1.1,92.6,0
E00038949,2.9,0.6,1.2,94.7,0.6
E00038950,0.4,0,3.3,95.9,0.4
E00038951,0.4,0,0,99.2,0.4
E00038952,0.3,0,1,98.7,0
E00038953,2.2,0,0.3,97.5,0
E00038954,2.9,0.3,0,96.1,0.7
E00038955,0.3,1,0,98.4,0.3
E00038956,1.5,0,0,97.7,0.9
E00038957,0,0,2.2,95.6,2.2
E00038958,5.5,0,3.3,91.2,0
E00038959,2.2,1.8,1.5,94.5,0
E00038960,2.7,0,0.9,96.4,0
E00038961,0.3,0.3,0.7,98.7,0
E00038962,2.6,0,0,97.4,0
E00038963,0,0,0.7,99,0.3
