areacd,hh_size_5a-001,hh_size_5a-002,hh_size_5a-003,hh_size_5a-004
E00127023,12.9,45.2,28,14
E00127411,27.5,37.7,13,21.7
E00129625,26.8,47.8,8.8,16.6
E00129626,40.2,41.8,9,9
E00129709,27.3,36.7,17.2,18.8
E00129712,28.5,44.5,13.1,13.9
E00129713,29.8,46,16.1,8.1
E00129717,25.6,49.6,14.9,9.9
E00129718,22.2,36.1,16,25.7
E00129719,24.5,42.4,12.2,20.9
E00129720,32.1,47.9,9.7,10.3
E00129721,40.9,39.4,8.7,11
E00129723,29.6,33.1,16.2,21.1
E00129724,25.3,48.7,10.4,15.6
E00129725,43.9,30.3,15.2,10.6
E00129726,28.5,49,9.3,13.2
E00129727,25,41.7,11.7,21.7
E00129728,33.9,43.3,14.2,8.7
E00129729,37.6,48.6,9.8,4
E00129730,26.2,35.7,17.3,20.8
E00129731,44.2,51.2,3.5,1.2
E00129732,30.5,44.9,12.7,11.9
E00129733,27.1,40,14.1,18.8
E00129734,25,45.5,12.5,17
E00129840,19.2,46.1,14.2,20.5
E00129841,18.8,52.3,12.8,16.1
E00129842,21.5,41.9,13.4,23.1
E00129843,28,48,17.3,6.7
E00129844,18.9,50,10,21.1
E00129845,20.6,43.7,17.5,18.3
E00129848,43.2,37.7,9.9,9.3
E00129849,36.7,46.9,13.3,3.1
E00129852,31.1,54.4,9.8,4.7
E00129853,20.6,49.2,8.7,21.4
E00129854,34.8,45.5,8.6,11.2
E00129855,34,42.2,10.2,13.6
E00129856,22.8,48.5,15.8,12.9
E00129857,21.2,53,10.6,15.2
E00129859,33.3,39.5,15.8,11.4
E00129860,38.9,38.3,12.8,10.1
E00129863,28.8,32.2,22.9,16.1
E00129864,29.3,38.7,19.3,12.7
E00129865,44.1,37.8,10.8,7.2
E00170174,25.2,34.8,18.3,21.7
E00170180,21.6,42.2,10.3,25.9
E00185571,25.5,54.5,11.5,8.5
E00185579,26.3,41.4,19.2,13.1
E00185588,28.9,31.1,24.4,15.6
E00185601,28.1,39.1,12.5,20.3
E00185616,20.8,41.6,18.6,19
