areacd,hh_deprivation-001,hh_deprivation-002,hh_deprivation-003,hh_deprivation-004,hh_deprivation-005
E00127023,57.9,27.4,10.5,4.2,0
E00127411,58.3,25.9,13.7,2.2,0
E00129625,59,29.3,11.2,0.5,0
E00129626,42.6,36.1,19.7,1.6,0
E00129709,39.5,37.2,17.8,5.4,0
E00129712,50.4,43,5.9,0.7,0
E00129713,52,35.2,12.8,0,0
E00129717,48.4,36.1,13.9,1.6,0
E00129718,54.5,35,8.4,2.1,0
E00129719,56,31.9,11.3,0.7,0
E00129720,49.4,32.4,16.5,1.8,0
E00129721,47.2,33.1,12.6,4.7,2.4
E00129723,54.4,27.2,11.8,6.6,0
E00129724,48.1,36.4,12.3,3.2,0
E00129725,47.4,39.3,11.1,2.2,0
E00129726,55.3,35.5,7.9,1.3,0
E00129727,62.3,26.2,9.8,1.6,0
E00129728,45.7,37.2,16.3,0.8,0
E00129729,36.4,42.8,16.8,2.9,1.2
E00129730,57.2,31.3,10.2,1.2,0
E00129731,29.1,48.8,18.6,2.3,1.2
E00129732,59.5,30.6,9.1,0.8,0
E00129733,50.9,28.1,18.7,2.3,0
E00129734,42.2,40.4,15.7,1.8,0
E00129840,51.6,34.4,11.3,2.7,0
E00129841,53.4,33.1,12.8,0.7,0
E00129842,44,34.2,18.5,3.3,0
E00129843,40,44,13.3,2.7,0
E00129844,52.6,33.7,11.6,1.6,0.5
E00129845,51.2,34.1,14,0.8,0
E00129848,41.4,29.6,24.7,4.3,0
E00129849,35.4,44.9,17.3,2.4,0
E00129852,37.6,38.7,21.1,2.6,0
E00129853,47.7,39.1,11.7,1.6,0
E00129854,42.8,39,13.9,4.3,0
E00129855,39.2,41.2,17.6,2,0
E00129856,42.8,38.3,15.4,3.5,0
E00129857,43.3,38,16,2.7,0
E00129859,49.6,28.3,18.6,2.7,0.9
E00129860,31.8,41.9,23,3.4,0
E00129863,37.8,35.3,22.7,4.2,0
E00129864,47.3,34,16.7,2,0
E00129865,40.5,43.2,14.4,0.9,0.9
E00170174,44,38.8,14.7,2.6,0
E00170180,57,28.1,13.2,1.8,0
E00185571,48.3,39.9,11.3,0.5,0
E00185579,50.8,35.2,10.6,3.5,0
E00185588,43.5,34.8,17.4,4.3,0
E00185601,55.4,33.8,10.8,0,0
E00185616,59.4,29,10.1,1.4,0
