areacd,health_in_general_4a-001,health_in_general_4a-002,health_in_general_4a-003
E00101076,88.7,9.9,1.4
E00101077,68.3,16.1,15.6
E00101078,82.2,13.1,4.7
E00101079,77.6,16.9,5.5
E00101080,79.4,14.6,6
E00101081,80.2,15.2,4.7
E00101082,76.1,15.4,8.6
E00101083,82.4,10.7,6.9
E00101084,88.5,8.7,2.8
E00101085,87.3,11.3,1.4
E00101086,81.8,15.9,2.3
E00101087,80.7,11,8.3
E00101088,85.7,11.2,3.1
E00101089,71.5,20.5,7.9
E00101090,83.3,12.1,4.5
E00101091,83,13.4,3.6
E00101092,82.5,12.6,4.9
E00101093,84.9,11.7,3.4
E00101094,88.8,9.1,2.2
E00101095,83.9,12,4
E00101096,59.3,24.1,16.6
E00101097,89.1,9,2
E00101098,80.8,13.3,5.9
E00101099,85.9,10.8,3.2
E00101100,79.6,14.3,6.1
E00101101,84.7,8.5,6.8
E00101102,83.6,15.4,1
E00101103,86,8.9,5.1
E00101104,81.4,15.8,2.8
E00101105,66.5,25.8,7.7
E00101106,84.7,10,5.3
E00101107,83.3,12.4,4.3
E00101108,78.8,13.7,7.5
E00101109,81.9,15.1,3.1
E00101110,80.2,14.6,5.3
E00101111,81.3,12.1,6.6
E00101112,77.4,17.2,5.5
E00101113,80.3,13.3,6.4
E00101114,79.1,14.9,6.1
E00101115,81,14.3,4.8
E00101116,87.3,9.1,3.6
E00101117,59.9,31.6,8.5
E00101118,76.8,14.8,8.4
E00101119,84.2,12.7,3.1
E00101120,88.3,9.3,2.4
E00101121,86.7,10.1,3.2
E00101122,75.8,16.3,8
E00101123,69.7,18.7,11.6
E00101132,87.6,10,2.4
E00101133,64.9,21.8,13.3
E00101134,84.8,12.8,2.5
E00101135,71.4,17.3,11.4
E00101136,85.8,10.6,3.5
E00101137,83.1,14.5,2.4
E00101138,76.4,16.3,7.3
E00101139,79.9,12.9,7.2
E00101140,85.5,12.8,1.7
E00101141,84.8,13.5,1.7
E00101142,88.6,9.7,1.7
E00101143,66.9,23,10
E00101144,83.8,13.2,3
E00101145,87.3,10.9,1.8
E00101146,84.5,11.3,4.2
E00101147,87.3,9.3,3.4
E00101148,86.1,10,3.9
E00101149,81.7,14.7,3.6
E00101150,84.6,13.4,2.1
E00101151,78.4,15.3,6.3
E00101152,78,15.7,6.4
E00101153,86,11.5,2.5
E00101154,86.2,12.4,1.4
E00101155,77.5,17.4,5.2
E00101156,86.3,9.8,3.9
E00101157,88.7,10.1,1.2
E00101158,83.3,11.7,5
E00101159,78.7,13.8,7.5
E00101160,85.3,10,4.6
E00101161,79.2,14.2,6.5
E00101162,77.3,14.9,7.8
E00101200,89.7,6.3,4
E00101202,92.4,5.6,2
E00101203,83.6,12.7,3.7
E00101204,74.7,17.1,8.3
E00101206,89,8,3
E00101207,87.7,10,2.4
E00101208,75.3,17.2,7.5
E00101209,82.2,11.7,6.1
E00101210,83.6,12.5,3.9
E00101212,90.1,7.5,2.4
E00101213,66,20.9,13.1
E00101214,73.2,14.8,12
E00101216,79.3,14.5,6.3
E00101218,91.3,6.9,1.7
E00101219,88,7.8,4.2
E00101224,87.5,10.7,1.8
E00101227,90.9,5.4,3.6
E00101229,86.2,10.2,3.7
E00101271,92.8,6.4,0.8
E00101307,59.9,26.8,13.4
E00101308,85.8,8.7,5.4
E00101309,82.1,10.4,7.5
E00101310,85.3,12.5,2.2
E00101313,87,10,3
E00101314,59.6,23,17.5
E00101315,81.1,16.2,2.7
E00101316,88.4,9.4,2.3
E00101317,66.2,22.8,11
E00101318,56.8,21.6,21.6
E00101319,69,24.3,6.6
E00101320,88.9,8.3,2.8
E00101321,68.1,16.4,15.5
E00101322,79,17.8,3.2
E00101323,87,10.7,2.4
E00101325,86,9.2,4.8
E00101326,82.5,13.8,3.7
E00101327,88.3,9,2.7
E00101328,86.3,8.1,5.5
E00101329,94.3,4.5,1.1
E00101330,92.2,6.2,1.6
E00101331,82.8,11.9,5.3
E00101332,90.7,7.4,1.9
E00101333,82.8,6.8,10.4
E00101334,82.6,12.6,4.9
E00101336,82.9,14.4,2.7
E00101337,88.9,8,3.1
E00101338,94.4,4.2,1.4
E00101339,92.7,4.5,2.8
E00101340,91.6,6.3,2.1
E00101341,82.6,13.1,4.3
E00101342,86.7,10.2,3
E00101343,93,5.2,1.8
E00101344,92.5,5.4,2.1
E00101345,90.7,7.9,1.3
E00101346,86.3,11.8,1.9
E00101347,83,15.2,1.9
