areacd,heating_type_3a-001,heating_type_3a-002
E00101076,0.8,99.2
E00101077,2.8,97.2
E00101078,2.3,97.7
E00101079,4.5,95.5
E00101080,2.1,97.9
E00101081,2.2,97.8
E00101082,2.5,97.5
E00101083,0.8,99.2
E00101084,2.7,97.3
E00101085,8.1,91.9
E00101086,0.5,99.5
E00101087,0.9,99.1
E00101088,5.9,94.1
E00101089,2.4,97.6
E00101090,6.1,93.9
E00101091,3.6,96.4
E00101092,0.9,99.1
E00101093,1.6,98.4
E00101094,2.1,97.9
E00101095,1.4,98.6
E00101096,5.3,94.7
E00101097,4.1,95.9
E00101098,3.9,96.1
E00101099,3.6,96.4
E00101100,2.1,97.9
E00101101,5.4,94.6
E00101102,0,100
E00101103,2.2,97.8
E00101104,3.1,96.9
E00101105,4.2,95.8
E00101106,0,100
E00101107,0.8,99.2
E00101108,4.6,95.4
E00101109,1.7,98.3
E00101110,1.6,98.4
E00101111,1.5,98.5
E00101112,2.3,97.7
E00101113,3.3,96.7
E00101114,0,100
E00101115,1.5,98.5
E00101116,1.6,98.4
E00101117,1.1,98.9
E00101118,3.6,96.4
E00101119,1.2,98.8
E00101120,0.8,99.2
E00101121,3,97
E00101122,6,94
E00101123,0.8,99.2
E00101132,0.7,99.3
E00101133,2.5,97.5
E00101134,1.7,98.3
E00101135,1.7,98.3
E00101136,5.6,94.4
E00101137,0,100
E00101138,0.7,99.3
E00101139,1.5,98.5
E00101140,4.7,95.3
E00101141,6.5,93.5
E00101142,5.5,94.5
E00101143,5.3,94.7
E00101144,3,97
E00101145,1.5,98.5
E00101146,4,96
E00101147,0,100
E00101148,0,100
E00101149,0.8,99.2
E00101150,0.8,99.2
E00101151,0.8,99.2
E00101152,0.9,99.1
E00101153,0,100
E00101154,1,99
E00101155,2,98
E00101156,1.9,98.1
E00101157,3.8,96.2
E00101158,0,100
E00101159,0.8,99.2
E00101160,0,100
E00101161,6.3,93.7
E00101162,0,100
E00101200,6.8,93.2
E00101202,2.8,97.2
E00101203,10.2,89.8
E00101204,5.2,94.8
E00101206,2,98
E00101207,1.5,98.5
E00101208,4.5,95.5
E00101209,3.6,96.4
E00101210,1.6,98.4
E00101212,0.8,99.2
E00101213,0,100
E00101214,13.3,86.7
E00101216,2,98
E00101218,1.8,98.2
E00101219,0,100
E00101224,2.2,97.8
E00101227,1.7,98.3
E00101229,0,100
E00101271,4.5,95.5
E00101307,3,97
E00101308,3,97
E00101309,3.1,96.9
E00101310,5.1,94.9
E00101313,5.5,94.5
E00101314,3.6,96.4
E00101315,2.4,97.6
E00101316,5.2,94.8
E00101317,2.7,97.3
E00101318,1.7,98.3
E00101319,1.6,98.4
E00101320,3.3,96.7
E00101321,0,100
E00101322,2.9,97.1
E00101323,6.5,93.5
E00101325,4,96
E00101326,4.5,95.5
E00101327,4.3,95.7
E00101328,3.2,96.8
E00101329,0.8,99.2
E00101330,1.3,98.7
E00101331,0.7,99.3
E00101332,3.2,96.8
E00101333,3.2,96.8
E00101334,2.6,97.4
E00101336,2.9,97.1
E00101337,1.9,98.1
E00101338,4.3,95.7
E00101339,1.6,98.4
E00101340,6.1,93.9
E00101341,4,96
E00101342,10,90
E00101343,1.4,98.6
E00101344,2.9,97.1
E00101345,2.5,97.5
E00101346,0,100
E00101347,1.6,98.4
E00101349,2.3,97.7
E00101350,3.4,96.6
E00101351,0,100
E00101352,0.7,99.3
E00101353,0,100
E00101355,3.4,96.6
E00101356,2.9,97.1
E00101357,3.8,96.2
E00101358,0,100
E00101360,3.6,96.4
E00101361,4.1,95.9
E00101362,0.8,99.2
E00101379,5.9,94.1
E00101380,3.6,96.4
E00101381,1.3,98.7
E00101382,2.3,97.7
E00101383,3.7,96.3
E00101384,2.3,97.7
E00101385,2.2,97.8
E00101386,5.6,94.4
E00101387,3.3,96.7
E00101388,0,100
E00101389,4,96
E00101390,3.6,96.4
E00101391,0.8,99.2
E00101392,4.8,95.2
E00101393,1.2,98.8
E00101394,1.7,98.3
E00101395,1.3,98.7
E00101396,4.8,95.2
E00101397,3.2,96.8
E00101398,4.3,95.7
E00101399,0,100
E00101684,6.2,93.8
E00101685,2.3,97.7
E00102285,1.7,98.3
E00102286,0.7,99.3
E00102289,1.2,98.8
E00102290,0,100
E00102291,9.5,90.5
E00102296,2.1,97.9
E00102297,5.1,94.9
E00102298,0.8,99.2
E00102299,2,98
E00102300,2.5,97.5
E00102301,1.4,98.6
E00102302,2.6,97.4
E00102303,2.2,97.8
E00102304,0.6,99.4
E00102305,1.5,98.5
E00102306,2.6,97.4
E00102307,0,100
E00102321,0,100
E00102322,0.6,99.4
E00102323,1.3,98.8
E00102324,0,100
E00102325,0,100
E00102326,2.1,97.9
E00102327,0.7,99.3
E00102328,2,98
E00102329,1.5,98.5
E00102330,1.8,98.2
E00102331,0,100
E00102332,1.7,98.3
E00102333,1.5,98.5
E00102334,2.2,97.8
E00102335,2.8,97.2
E00102336,3.8,96.2
E00102337,4.5,95.5
E00102338,0.7,99.3
E00102339,1.4,98.6
E00102340,0,100
E00102341,2.4,97.6
E00102342,4.7,95.3
E00102343,0,100
E00102344,0.5,99.5
E00102345,0,100
E00102346,0,100
E00102347,2.5,97.5
E00102348,0.6,99.4
E00102349,0,100
E00102350,2,98
E00102351,0.7,99.3
E00102352,2.1,97.9
E00102354,5.3,94.7
E00102355,6,94
E00102356,0,100
E00102357,1.6,98.4
E00102358,0,100
E00102359,0,100
E00102360,0,100
E00102361,0.8,99.2
E00102362,2.5,97.5
E00102364,1.6,98.4
E00102365,0,100
E00102366,2.4,97.6
E00102367,0.7,99.3
E00102368,2.1,97.9
E00102369,3.7,96.3
E00102371,0.5,99.5
E00102372,0,100
E00102373,1.4,98.6
E00102374,2.4,97.6
E00102375,0,100
E00102376,0.8,99.2
E00102377,0.7,99.3
E00102378,0.8,99.2
E00102379,1,99
E00102380,6.4,93.6
E00102381,4.4,95.6
E00102382,1.6,98.4
E00102383,3.9,96.1
E00102384,4.9,95.1
E00102385,2.4,97.6
E00102386,1.7,98.3
E00102387,2.5,97.5
E00102388,0.9,99.1
E00102389,3.1,96.9
E00102390,1.6,98.4
E00102391,0.7,99.3
E00102392,0,100
E00102393,1.5,98.5
E00102394,2.4,97.6
E00102395,0,100
E00102396,2.8,97.2
E00102397,1.8,98.2
E00102398,2.1,97.9
E00102399,0.7,99.3
E00102400,2.3,97.7
E00102401,2.6,97.4
E00102402,6.4,93.6
E00102403,1.3,98.7
E00102404,3.2,96.8
E00102405,2.2,97.8
E00102406,3.9,96.1
E00102407,3.1,96.9
E00102408,3.4,96.6
E00102409,4.1,95.9
E00102410,1.6,98.4
E00102411,3.4,96.6
E00102412,1.3,98.7
E00102413,4.3,95.7
E00102414,1.9,98.1
E00102415,0,100
E00102417,0,100
E00102418,0,100
E00102419,3.2,96.8
E00102420,4.3,95.7
E00102421,3.4,96.6
E00102422,3,97
E00102423,3.3,96.7
E00102425,0,100
E00102426,2.3,97.7
E00102428,2.9,97.1
E00102429,3.5,96.5
E00102430,5.2,94.8
E00102431,1.6,98.4
E00102432,0.7,99.3
E00102433,4.1,95.9
E00102434,1.1,98.9
E00102435,1.5,98.5
E00102436,6.2,93.8
E00102437,2.2,97.8
E00102438,0,100
E00102439,0,100
E00102440,2,98
E00102441,0,100
E00102442,0,100
E00102443,1.6,98.4
E00102444,2.6,97.4
E00102445,0,100
E00102446,2.7,97.3
E00102447,2.4,97.6
E00102448,3.4,96.6
E00102449,8,92
E00102450,2.2,97.8
E00102498,3.9,96.1
E00102499,1.2,98.8
E00102500,0,100
E00102501,0,100
E00102502,4.2,95.8
E00102503,1.6,98.4
E00102504,4.9,95.1
E00102505,2.5,97.5
E00102506,0.8,99.2
E00102515,1.7,98.3
E00102522,0.9,99.1
E00102527,3.2,96.8
E00102528,0.8,99.2
E00102529,8.2,91.8
E00102530,5.4,94.6
E00102531,2.1,97.9
E00102533,1.2,98.8
E00102535,7,93
E00102547,7,93
E00102548,3,97
E00102566,4.8,95.2
E00102567,0.6,99.4
E00102568,1.4,98.6
E00102569,3.6,96.4
E00102570,0,100
E00102571,0.8,99.2
E00102573,0.8,99.2
E00102574,0,100
E00102575,3,97
E00102576,1.7,98.3
E00102577,4.7,95.3
E00102578,3.2,96.8
E00102579,0.7,99.3
E00102580,0,100
E00102581,0,100
E00102582,3.2,96.8
E00102583,4.3,95.7
E00102584,2,98
E00102585,0.8,99.2
E00102586,4.3,95.7
E00102587,3.8,96.2
E00102589,1.5,98.5
E00102590,0.8,99.2
E00102591,0.7,99.3
E00102592,4,96
E00102593,0.9,99.1
E00102594,3.3,96.7
E00102595,0.9,99.1
E00102596,2.7,97.3
E00102598,1,99
E00102599,2.1,97.9
E00102600,0.8,99.2
E00102601,3.3,96.7
E00102602,0.9,99.1
E00102603,1.7,98.3
E00102605,2,98
E00102606,1.3,98.7
E00102607,2.6,97.4
