areacd,hours_per_week_worked-001,hours_per_week_worked-002,hours_per_week_worked-003,hours_per_week_worked-004
E00101076,11.4,18.4,62.7,7.6
E00101077,15.2,24.8,52.1,7.9
E00101078,6.8,24.5,59.2,9.5
E00101079,9.9,25.4,53.5,11.3
E00101080,9.9,25.1,59.1,5.8
E00101081,11.5,24.5,56.8,7.3
E00101082,8.6,20.1,61.2,10.1
E00101083,10.9,18.9,59.4,10.9
E00101084,6.5,20.3,64.2,8.9
E00101085,13.5,19,61.9,5.6
E00101086,6.8,19.5,63.2,10.5
E00101087,10.3,29.3,49.1,11.2
E00101088,3.6,28.2,60,8.2
E00101089,10,24.4,54.4,11.1
E00101090,11.4,18.1,67.1,3.4
E00101091,8.8,28.7,50,12.5
E00101092,6.2,25.7,60.2,8
E00101093,11.6,21.9,58.9,7.5
E00101094,9.2,14.5,68.4,7.9
E00101095,8.5,16,64.4,11.2
E00101096,10.8,15.4,64.6,9.2
E00101097,4.6,12.4,71.2,11.8
E00101098,8.8,15.3,64.2,11.7
E00101099,5.2,24.7,60.4,9.7
E00101100,9.9,26.3,61.8,2
E00101101,8.7,20.6,61.1,9.5
E00101102,11.6,19.9,58.9,9.6
E00101103,8.2,16.4,63.9,11.5
E00101104,8,16,68.7,7.4
E00101105,10,14.4,65.6,10
E00101106,7,29.1,58.2,5.7
E00101107,8.9,19.7,60.5,10.8
E00101108,12.4,23.2,54.6,9.7
E00101109,12.7,26.3,50,11
E00101110,13.4,25,53.7,7.9
E00101111,11.2,26.1,53.7,9
E00101112,6.4,33.9,53.2,6.4
E00101113,14.6,24,51.5,9.9
E00101114,10.6,22,61.7,5.7
E00101115,14.5,26.4,50,9.1
E00101116,6.3,23.6,60.2,9.9
E00101117,14.1,28.9,49.3,7.7
E00101118,5.2,31,56.9,6.9
E00101119,14.5,17.7,55,12.7
E00101120,12.3,19.6,58.9,9.2
E00101121,5.3,24.3,62.4,7.9
E00101122,8.4,27.5,58,6.1
E00101123,7.6,22.8,57,12.7
E00101132,29.8,15.9,43,11.3
E00101133,13.6,27.2,48.1,11.1
E00101134,3.6,19.8,68.9,7.8
E00101135,18.1,24.8,50.5,6.7
E00101136,9.6,22.6,60.3,7.5
E00101137,10.3,26,50,13.7
E00101138,13.5,22.7,58.9,5
E00101139,10.5,23.4,59.6,6.4
E00101140,7.9,24.7,58.4,9
E00101141,9,16.2,61.9,12.9
E00101142,5,16.1,67.1,11.8
E00101143,9.9,39.4,47.9,2.8
E00101144,12.3,23.9,54.6,9.2
E00101145,9.4,22.8,56.4,11.4
E00101146,11.9,22.3,57.2,8.6
E00101147,12.8,21.8,58.6,6.8
E00101148,9.1,24.6,59.6,6.7
E00101149,10.1,21.5,62.4,6
E00101150,6.7,24.2,63.8,5.4
E00101151,12.4,24.2,55.6,7.8
E00101152,12.9,22.8,58.4,5.9
E00101153,16.3,22.4,51,10.2
E00101154,11.1,21.6,57.4,9.9
E00101155,5.6,26.2,56.1,12.1
E00101156,4.7,15.3,66.7,13.3
E00101157,7.9,23.6,62.8,5.8
E00101158,13.3,23.3,57.5,5.8
E00101159,11.6,23.1,58.7,6.6
E00101160,5.9,31.1,56.3,6.7
E00101161,8.7,27,57.4,7
E00101162,9.8,29.5,51.8,8.9
E00101200,14.7,17.2,58.6,9.5
E00101202,19,15.7,55.6,9.8
E00101203,17.6,17.6,56.5,8.3
E00101204,13,25,55,7
E00101206,17.4,20.5,56.3,5.8
E00101207,21,17.4,55.7,6
E00101208,14.1,25.9,49.4,10.6
E00101209,11.7,14.8,63.3,10.2
E00101210,13.3,17,60,9.6
E00101212,12.8,15.5,56.1,15.5
E00101213,35.6,28.9,35.6,0
E00101214,8.3,12.2,69.2,10.3
E00101216,12.5,21.9,52.3,13.3
E00101218,20.6,18.3,52.4,8.7
E00101219,20.8,20,51.5,7.7
E00101224,25.2,17.5,46.9,10.5
E00101227,25,25,41.4,8.6
E00101229,11.9,25.9,55.2,7
E00101271,20.5,14.6,57,7.9
E00101307,18.9,18.9,56.8,5.4
E00101308,14.6,25.1,52,8.2
E00101309,19.2,13.5,56.7,10.6
E00101310,16.5,16.5,57.9,9
E00101313,12.5,15.6,65,6.9
E00101314,20.3,15.3,59.3,5.1
E00101315,13.1,14.5,61.5,10.9
E00101316,15.3,15.3,63.5,6
E00101317,10.7,29.3,58.7,1.3
E00101318,6.1,18.2,65.2,10.6
E00101319,16.9,21,55.6,6.5
E00101320,11.3,15.3,62.1,11.3
E00101321,10.8,19.4,62.4,7.5
E00101322,19.7,23.7,53.9,2.6
E00101323,17.8,19.4,53.5,9.3
E00101325,19.5,22.1,49.7,8.7
E00101326,14.8,15.7,63.1,6.4
E00101327,30.4,18.5,43.7,7.4
E00101328,23.9,22.4,47.8,6
E00101329,35.7,17.8,38.8,7.8
E00101330,43.4,12.5,37.5,6.6
E00101331,17.2,17.2,55.5,10.2
E00101332,22.2,13.8,53.2,10.8
E00101333,27.5,13,48.1,11.5
E00101334,25.3,22.1,46.1,6.5
E00101336,25.5,23.6,43.4,7.5
E00101337,23,24,42,11
E00101338,54.3,12.8,31.9,1.1
E00101339,48.9,12.8,34,4.3
E00101340,30.3,14.5,50,5.3
E00101341,28.9,24.7,46.4,0
E00101342,27.7,8.9,56.3,7.1
E00101343,18.3,11.8,57.4,12.4
E00101344,17.7,15.9,62.8,3.5
E00101345,36.9,17.5,41.7,3.9
E00101346,11.2,25.7,52,11.2
E00101347,12.6,19.8,58.7,9
E00101349,14.7,13.5,66,5.8
E00101350,11.4,11.4,66.7,10.6
E00101351,11.8,11.8,67.4,9
E00101352,12.7,19.8,50,17.5
E00101353,5.5,15.2,70.1,9.1
E00101355,7.6,16.2,61,15.2
E00101356,8.8,19.9,63,8.3
E00101357,10.8,18.4,60.1,10.8
E00101358,17.3,27.8,46.6,8.3
E00101360,8.8,16.2,59.6,15.4
E00101361,9,17.3,63.5,10.3
E00101362,15.6,15.6,62.3,6.6
E00101379,8.5,24.1,54.6,12.8
E00101380,10.7,26.2,57.1,6
E00101381,7.9,21.9,62.8,7.4
E00101382,7.3,15.2,66.5,11
E00101383,8.8,15,65.2,11
E00101384,8.7,17.8,63,10.6
E00101385,9.9,26,56.9,7.2
E00101386,9,18.4,63.7,9
E00101387,7.9,17.6,64.2,10.3
E00101388,10.7,28.3,51.6,9.4
E00101389,7.7,16.4,63.9,12
E00101390,12.9,19.9,57,10.2
E00101391,8.3,23.8,58.9,8.9
E00101392,7.4,25.5,61.7,5.4
E00101393,9.1,14.8,68.7,7.4
E00101394,16.6,18.6,57.9,6.9
E00101395,8.8,13.1,63.8,14.4
E00101396,9,21.5,62.5,7
E00101397,8.8,19.3,63.7,8.2
E00101398,11.1,16.7,65.4,6.8
E00101399,9.2,15,64.7,11.1
E00101684,18.8,22.9,43.8,14.6
E00101685,8.8,24.3,54.1,12.8
E00102285,7.6,26.6,60,5.9
E00102286,13,17.2,60.4,9.5
E00102289,14,18.8,55.9,11.3
E00102290,11.6,24.1,51.8,12.5
