areacd,highest_qualification_6a-000,highest_qualification_6a-001,highest_qualification_6a-002,highest_qualification_6a-003,highest_qualification_6a-004
E00101076,12.5,43.5,8.2,32.8,3
E00101077,25.5,31.5,7.1,34.2,1.6
E00101078,16.3,46.2,5,30.8,1.8
E00101079,21.4,44.8,8.1,23.8,2
E00101080,21,43.7,13.2,18.6,3.4
E00101081,19,41.6,13,21.3,5.1
E00101082,18.5,48.6,6.8,26.1,0
E00101083,16.3,44.9,9,26.9,2.9
E00101084,15.2,43.1,4.9,34.3,2.5
E00101085,17.5,44.8,9.3,28.4,0
E00101086,17.5,43.3,8.3,27.7,3.2
E00101087,16.7,37.1,10.4,33.9,2
E00101088,15.6,49,7.8,26,1.6
E00101089,22.4,37.1,9.3,26.8,4.4
E00101090,19.9,50.4,6.6,20.8,2.2
E00101091,19.6,40.4,8.5,27.7,3.8
E00101092,11.9,35.8,11.5,36.6,4.1
E00101093,17.5,42.1,8.8,29.4,2.2
E00101094,5,33.8,0.5,56.6,4.1
E00101095,6.7,32.9,5.2,52.8,2.4
E00101096,25.8,34.8,5.4,30.5,3.6
E00101097,9.9,36.6,3.1,48.7,1.6
E00101098,14.4,35.6,3.2,43.5,3.2
E00101099,11.1,41.6,5.3,38.1,4
E00101100,20.7,37.8,7.1,33.2,1.2
E00101101,19.6,42.9,9.5,24.3,3.7
E00101102,14.6,40.9,7.1,35.4,2
E00101103,15,43.7,5.5,32.7,3.1
E00101104,16.9,43.2,7.6,30.9,1.4
E00101105,23.4,42.9,5.4,26.1,2.2
E00101106,15.4,51.9,8.3,22.8,1.7
E00101107,17.8,39,9.3,31.3,2.7
E00101108,24.2,47.1,7.2,20.1,1.4
E00101109,18.8,42.7,7.5,27.7,3.3
E00101110,21.6,44.8,5.2,26,2.4
E00101111,17.5,39.5,12.2,27,3.8
E00101112,19.7,43.2,12.4,20.1,4.7
E00101113,19.7,45.4,7.4,24.9,2.6
E00101114,21,34.5,7.6,31.9,5
E00101115,21.5,35.1,14.3,26.3,2.8
E00101116,12.1,48.8,6.2,31.5,1.4
E00101117,31.6,35.5,6.6,22,4.2
E00101118,22.3,45,11.9,17.3,3.5
E00101119,15.5,40.9,7.5,33.4,2.8
E00101120,15.2,44.2,4.8,33.3,2.6
E00101121,8.2,39.8,5.2,45.4,1.5
E00101122,23.5,38.3,4.8,29.6,3.9
E00101123,21.7,38,8.2,28.3,3.8
E00101132,4.9,56.7,2.4,34.3,1.6
E00101133,35.1,40.6,6.9,14.4,3
E00101134,13.3,43.8,9,31,2.9
E00101135,26.6,46.2,8.5,14.6,4
E00101136,11.1,44.9,7.2,33.3,3.4
E00101137,14.9,42.7,6.9,31.5,4
E00101138,26.1,41.4,6.1,23.2,3.2
E00101139,15.6,57.8,4.7,20.3,1.6
E00101140,13.8,53.8,4.2,25.4,2.7
E00101141,12.6,48.9,1.9,34.7,1.9
E00101142,13.5,46.2,5.8,31.3,3.4
E00101143,33.5,40.5,5.9,16.8,3.2
E00101144,15.6,50.2,7.6,24.1,2.5
E00101145,10.9,34.7,4.6,46.9,2.9
E00101146,8.6,50.8,7,31.2,2.4
E00101147,13.9,43.7,8.8,30.3,3.4
E00101148,13.3,45.5,5.7,32.4,3
E00101149,16.8,49.6,9.8,22.1,1.6
E00101150,13.5,48.3,6.1,30.9,1.3
E00101151,15.8,42.9,10.5,30.8,0
E00101152,28,40.3,7.6,20.9,3.3
E00101153,12.2,43.3,12.2,25.9,6.3
E00101154,18,44.6,11.6,25.8,0
E00101155,20.8,44.9,3.9,29.8,0.6
E00101156,9.9,51.2,6.4,32,0.5
E00101157,18,46.2,4.5,31.2,0
E00101158,15.8,53.7,7.9,20.3,2.3
E00101159,27.7,43.7,6.1,22.1,0.4
E00101160,16.8,47.2,10.3,23.4,2.3
E00101161,23.1,54.8,3.2,14.5,4.3
E00101162,23.8,46.2,9.5,16.7,3.8
E00101200,6.4,43.1,1.4,45.6,3.6
E00101202,9.2,52.6,2,35.3,0.9
E00101203,6.8,57.4,1.3,32.8,1.7
E00101204,13.1,45.4,4.9,34.4,2.2
E00101206,5.9,52.5,1.7,36.9,3
E00101207,5.4,62.8,0.5,31,0.3
E00101208,15.3,50.3,3.7,28.8,1.8
E00101209,14.3,33.9,6.1,42.9,2.9
E00101210,10.6,33.6,3.7,48.4,3.7
E00101212,3.1,41.2,1.2,51.4,3.1
E00101213,32.8,43.2,3.6,15.6,4.7
E00101214,10.5,32.2,3.7,50.9,2.6
E00101216,14.9,39.5,2.6,39.5,3.5
E00101218,6.3,57.8,1.5,34.3,0
E00101219,6.3,52.3,3,37.3,1
E00101224,3.8,48.6,2,44.2,1.4
E00101227,6.5,48.2,2.9,40.1,2.3
E00101229,5.1,30,4,60.9,0
E00101271,2.8,54.3,2.6,38.6,1.7
E00101307,27.9,29.2,7.1,30.5,5.2
E00101308,9,41.5,3.3,44.5,1.7
E00101309,5.2,60.6,3.8,28.3,2
E00101310,10,32.7,2.3,52.7,2.3
E00101313,4.3,48,2,44.5,1.2
E00101314,25,31.8,3.4,36.4,3.4
E00101315,17.8,30.7,2.3,46.8,2.3
E00101316,8.2,41.6,1.9,45.7,2.5
E00101317,16.9,47.4,4.2,31,0.5
E00101318,32.7,35.3,5.2,24.8,2
E00101319,23.4,34,3.3,35.8,3.6
E00101320,0.5,30,0,67.5,2
E00101321,18,41.8,3.2,33.9,3.2
E00101322,12.4,40.6,2.5,43.1,1.5
E00101323,5.8,59.4,2.6,30,2.3
E00101325,10.8,53.7,5.6,28,1.9
E00101326,9,37.6,3.1,48.6,1.8
E00101327,6.2,71.5,1,19.8,1.5
E00101328,11,62.5,2,23.1,1.3
E00101329,1.9,64.3,1.7,31,1.2
E00101330,1.9,68.2,1.1,25.7,3.2
E00101331,12.7,57.2,4.7,22.7,2.7
E00101332,6.1,56.5,1.8,33.1,2.5
E00101333,15,43.8,1.5,39.1,0.7
E00101334,10,48.3,4.5,33.5,3.7
E00101336,6.6,67.6,1.7,20.6,3.5
E00101337,5.1,57.9,2.7,33.7,0.7
E00101338,1.4,80.1,0.7,15.7,2.1
E00101339,0,77,0.4,21.2,1.4
E00101340,4,61.5,0.8,32.1,1.6
E00101341,8.1,58.7,3.9,27.2,2.1
E00101342,3.4,56.6,3.1,35.6,1.3
E00101343,3.6,31.8,2.4,59.5,2.7
E00101344,4.7,49.5,1.9,42,1.9
E00101345,3,68.8,1.6,25.8,0.8
E00101346,10.1,28,3.1,56.4,2.3
E00101347,10,24.4,1.9,63.7,0
E00101349,12.3,26,3.4,57.9,0.4
E00101350,5.9,29.4,0.6,62.4,1.8
E00101351,4.3,27.4,2.4,65.4,0.5
E00101352,10.3,13.9,2,71.4,2.4
E00101353,6.6,24.9,1.4,65.7,1.4
E00101355,7.9,19.9,6.3,64.4,1.6
E00101356,9.9,29.1,6.2,53.1,1.7
E00101357,4.8,20.9,2.8,69.5,2
E00101358,10.3,27.7,4.2,54.9,2.8
E00101360,9.5,24.3,3.3,60.9,2.1
E00101361,2.5,35.1,3,58.9,0.5
E00101362,10.1,23.7,4,59.1,3
E00101379,14.2,34.1,5.2,44.4,2.2
E00101380,10.3,48.1,4.9,34.6,2.1
E00101381,21.6,37.3,5.9,33.3,1.9
E00101382,10,41,5.6,40.2,3.2
E00101383,13.2,34.5,7.2,43.3,1.9
E00101384,10.9,38.8,6.2,42.2,1.9
E00101385,16.7,39.5,8.3,34.4,1.1
E00101386,10.3,42.8,6.2,37.2,3.4
E00101387,11,39.8,3.4,45.3,0.4
E00101388,14.9,42.6,5.8,33.5,3.3
E00101389,16.3,41.5,5.9,34.1,2.2
E00101390,24.3,34.6,5.1,30.5,5.4
E00101391,9.7,38.8,1.5,48.1,1.9
E00101392,22.4,35.9,3.5,34.4,3.9
E00101393,17.3,37.7,6.8,36,2.2
E00101394,12.4,38.9,7.5,38.5,2.7
E00101395,18.2,37.2,4.5,37.2,2.9
E00101396,13.4,42.2,4,38.2,2.1
E00101397,14.8,39.1,5.2,40.4,0.4
E00101398,18.5,36.7,3.5,39,2.3
E00101399,10.2,42.9,3.6,40.8,2.6
E00101684,12.9,41.1,7.9,35.3,2.9
E00101685,17.6,41,7.4,31.3,2.7
E00102285,10.4,52,5.3,31.4,0.9
E00102286,12.8,47.3,8.5,29.2,2.1
E00102289,9.6,42.4,5.4,39.5,3.2
E00102290,10.1,45.8,6.7,36.9,0.6
E00102291,7.7,50.7,4.9,32.4,4.2
E00102296,15.4,34.6,6.7,41.3,2.1
E00102297,14.4,39.1,6.4,37.4,2.8
E00102298,21,39.3,7,29.7,3.1
E00102299,10,30.6,3.7,53.5,2.3
E00102300,26.1,39,5.7,26.5,2.7
E00102301,20.7,40.2,8.3,26.6,4.1
E00102302,20,36.5,4,35,4.5
E00102303,7.1,32.6,4.6,55.6,0
E00102304,14.3,39.4,9.1,33.6,3.6
E00102305,28.2,41,3.8,26.5,0.4
E00102306,10.4,40.1,5.2,43.1,1.1
E00102307,13.8,42.1,2.7,39.1,2.3
E00102321,11.8,39.2,6.4,38.5,4.1
E00102322,15.2,33.4,5.7,39.1,6.6
E00102323,10.3,35.9,9.3,42.3,2.2
E00102324,19.9,39.4,6.4,29.6,4.7
E00102325,22.7,33.8,14.9,26.6,1.9
E00102326,7,38.5,6.4,45.5,2.7
E00102327,8.2,34.6,5.7,49.3,2.1
E00102328,13.5,36.7,6,42.7,1.1
E00102329,11.3,33.5,6.8,46.2,2.3
E00102330,34.6,30,12.4,17,6.1
E00102331,13.6,37.6,2.8,43.2,2.8
E00102332,10.1,39.6,7.5,37.9,4.8
E00102333,14.6,56.9,6.7,20.2,1.5
E00102334,18.2,51.5,6.9,19.9,3.5
E00102335,29.2,47.6,6,15,2.2
E00102336,12.6,48.9,8.2,29.1,1.1
E00102337,10.8,32.9,5.8,49.6,0.8
E00102338,13.3,33.6,9.1,42.3,1.7
E00102339,13,33.6,4.7,47.4,1.2
