areacd,heating_type_3a-001,heating_type_3a-002
E00045717,3.1,96.9
E00047678,1.4,98.6
E00047683,1,99
E00047706,0,100
E00047712,0,100
E00047714,2.7,97.3
E00047715,0.8,99.2
E00047716,0.9,99.1
E00047718,1.8,98.2
E00047719,0,100
E00047720,0.8,99.2
E00047721,0.8,99.2
E00047722,0.8,99.2
E00047723,0,100
E00047724,3.3,96.7
E00047725,1.1,98.9
E00047726,0,100
E00047727,0,100
E00047728,0.7,99.3
E00047729,0.9,99.1
E00047730,0.9,99.1
E00047731,0.7,99.3
E00047732,0,100
E00047733,0.9,99.1
E00047734,2.2,97.8
E00047735,1.4,98.6
E00047736,0.9,99.1
E00047737,0,100
E00047738,1.2,98.8
E00047739,0,100
E00047740,1.7,98.3
E00047741,2.8,97.2
E00047742,0,100
E00047743,0,100
E00047744,0,100
E00047745,2.8,97.2
E00047746,0,100
E00047747,2.8,97.2
E00047748,0,100
E00047749,0,100
E00047750,0.7,99.3
E00047751,0.8,99.2
E00047752,0,100
E00047753,0.8,99.2
E00047754,0.6,99.4
E00047755,0.9,99.1
E00047756,0,100
E00047757,0.8,99.2
E00047758,3.9,96.1
E00047759,0.7,99.3
E00047760,3,97
E00047761,2.3,97.7
E00047762,0,100
E00047777,2.3,97.7
E00047778,0,100
E00047779,1.8,98.2
E00047780,0.8,99.2
E00047782,1.5,98.5
E00047783,0.5,99.5
E00047784,2.3,97.7
E00047785,1.6,98.4
E00047786,1.5,98.5
E00047787,13.1,86.9
E00047788,0.8,99.2
E00047789,1.9,98.1
E00047790,0.6,99.4
E00047791,1.4,98.6
E00047792,2.5,97.5
E00047793,2,98
E00047794,0.8,99.2
E00047795,0,100
E00047796,0,100
E00047797,5.6,94.4
E00047798,1.9,98.1
E00047799,14.7,85.3
E00047800,0.9,99.1
E00047801,5.4,94.6
E00047802,2.4,97.6
E00047803,1.3,98.7
E00047804,1.5,98.5
E00047805,0.7,99.3
E00047806,1.8,98.2
E00047807,0,100
E00047808,4.4,95.6
E00047809,1.6,98.4
E00047810,3.6,96.4
E00047811,1.7,98.3
E00047812,1.6,98.4
E00047813,0.9,99.1
E00047814,0.9,99.1
E00047815,1.5,98.5
E00047816,0.7,99.3
E00047817,0.7,99.3
E00047818,0.9,99.1
E00047819,0,100
E00047820,1.4,98.6
E00047821,0,100
E00047823,0,100
E00047824,0,100
E00047825,0,100
E00047826,1.6,98.4
E00047827,0,100
E00047828,0.7,99.3
E00047829,0.8,99.2
E00047830,4.1,95.9
E00047831,3.7,96.3
E00047832,4.3,95.7
E00047833,0,100
E00047834,1.5,98.5
E00047835,1.9,98.1
E00047836,1.6,98.4
E00047837,0,100
E00047838,0.8,99.2
E00047840,2.3,97.7
E00047858,0,100
E00047859,0.9,99.1
E00047860,1.6,98.4
E00047861,0,100
E00047863,0,100
E00047864,3,97
E00047865,0,100
E00047866,2.2,97.8
E00047867,1.3,98.7
E00047868,0,100
E00047869,2,98
E00047870,2.9,97.1
E00047871,0,100
E00047872,4.1,95.9
E00047873,0.7,99.3
E00047874,0.9,99.1
E00047875,0.7,99.3
E00047876,0.8,99.2
E00047877,1.6,98.4
E00047878,0,100
E00047880,2,98
E00047881,1.1,98.9
E00047882,2.4,97.6
E00047883,3.4,96.6
E00047884,5.5,94.5
E00047885,1.7,98.3
E00047886,1.7,98.3
E00047890,0,100
E00047894,0.8,99.2
E00047897,1.7,98.3
E00047898,2.8,97.2
E00047900,0,100
E00047901,0.8,99.2
E00047902,0,100
E00047908,1.6,98.4
E00047913,3.1,96.9
E00047914,4.8,95.2
E00047915,0.5,99.5
E00047916,0,100
E00047917,1.4,98.6
E00047918,2,98
E00047921,0,100
E00047923,0.9,99.1
E00047924,0.8,99.2
E00047925,0,100
E00047927,0.7,99.3
E00047928,0,100
E00047929,1.6,98.4
E00047930,2.3,97.7
E00047933,0.8,99.2
E00047934,1.7,98.3
E00047935,0.8,99.2
E00047936,0.7,99.3
E00047939,0.8,99.2
E00047940,0.6,99.4
E00047941,1.4,98.6
E00047942,3.4,96.6
E00047943,1.7,98.3
E00047944,2.3,97.7
E00047945,1.6,98.4
E00047946,0.8,99.2
E00047947,4.6,95.4
E00047948,1.7,98.3
E00047949,0.8,99.2
E00047951,0,100
E00047952,1.9,98.1
E00047953,0,100
E00047954,2.7,97.3
E00047955,1.7,98.3
E00047956,3.3,96.7
E00047957,8,92
E00047958,0.7,99.3
E00047959,3.6,96.4
E00047960,3.8,96.2
E00047961,2.5,97.5
E00047962,0,100
E00047963,0,100
E00047964,0.7,99.3
E00047965,1.7,98.3
E00158152,0,100
E00175697,0,100
E00175698,2.5,97.5
E00175737,0,100
E00175741,0.9,99.1
E00175742,1,99
E00175743,1.9,98.1
E00186209,4.1,95.9
E00186265,0,100
