areacd,disability_3a-001,disability_3a-002
E00045717,16.1,83.9
E00047678,22.2,77.8
E00047683,16.9,83.1
E00047706,7.8,92.2
E00047712,19.1,80.9
E00047714,18.6,81.4
E00047715,12.3,87.7
E00047716,22.7,77.3
E00047718,9.6,90.4
E00047719,18.7,81.3
E00047720,17.8,82.2
E00047721,13.1,86.9
E00047722,26.9,73.1
E00047723,13.2,86.8
E00047724,8,92
E00047725,16.4,83.6
E00047726,19.8,80.2
E00047727,12.3,87.7
E00047728,9.1,90.9
E00047729,11.6,88.4
E00047730,15.1,84.9
E00047731,21,79
E00047732,17.8,82.2
E00047733,5.7,94.3
E00047734,17.2,82.8
E00047735,8.6,91.4
E00047736,17.6,82.4
E00047737,11.9,88.1
E00047738,12,88
E00047739,7.6,92.4
E00047740,18.6,81.4
E00047741,25.7,74.3
E00047742,18.4,81.6
E00047743,14.3,85.7
E00047744,12.2,87.8
E00047745,11.2,88.8
E00047746,10.7,89.3
E00047747,12.7,87.3
E00047748,10.5,89.5
E00047749,11.6,88.4
E00047750,14.5,85.5
E00047751,10,90
E00047752,7.7,92.3
E00047753,16.2,83.8
E00047754,17.6,82.4
E00047755,14.2,85.8
E00047756,14,86
E00047757,13.7,86.3
E00047758,22.4,77.6
E00047759,15.2,84.8
E00047760,11.6,88.4
E00047761,33.2,66.8
E00047762,14.6,85.4
E00047777,11.8,88.2
E00047778,6.6,93.4
E00047779,11.3,88.7
E00047780,17.7,82.3
E00047782,20.2,79.8
E00047783,12.1,87.9
E00047784,15,85
E00047785,20.3,79.7
E00047786,15.4,84.6
E00047787,24.7,75.3
E00047788,15.6,84.4
E00047789,10,90
E00047790,13.5,86.5
E00047791,16.6,83.4
E00047792,17.4,82.6
E00047793,23.6,76.4
E00047794,16.2,83.8
E00047795,14.9,85.1
E00047796,12,88
E00047797,17.7,82.3
E00047798,15.7,84.3
E00047799,17.7,82.3
E00047800,24.5,75.5
E00047801,15,85
E00047802,14.3,85.7
E00047803,8.4,91.6
E00047804,16.3,83.7
E00047805,32.8,67.2
E00047806,17.3,82.7
E00047807,11.7,88.3
E00047808,14.2,85.8
E00047809,11,89
E00047810,19,81
E00047811,16.5,83.5
E00047812,13,87
E00047813,27.9,72.1
E00047814,27.7,72.3
E00047815,11.4,88.6
E00047816,11.2,88.8
E00047817,14.6,85.4
E00047818,13.8,86.2
E00047819,13.5,86.5
E00047820,12.1,87.9
E00047821,12.1,87.9
E00047823,9.5,90.5
E00047824,12.7,87.3
E00047825,20.1,79.9
E00047826,10.7,89.3
E00047827,9.7,90.3
E00047828,26.1,73.9
E00047829,16.2,83.8
E00047830,11.2,88.8
E00047831,15.3,84.7
E00047832,16.9,83.1
E00047833,12.1,87.9
E00047834,22.7,77.3
E00047835,14.9,85.1
E00047836,11.3,88.7
E00047837,13.8,86.2
E00047838,17.1,82.9
E00047840,17.3,82.7
E00047858,15.3,84.7
E00047859,25.4,74.6
E00047860,11.6,88.4
E00047861,21.8,78.2
E00047863,9,91
E00047864,41.5,58.5
E00047865,10.8,89.2
E00047866,11.9,88.1
E00047867,15,85
E00047868,14.5,85.5
E00047869,31.1,68.9
E00047870,12,88
E00047871,23.5,76.5
E00047872,27.5,72.5
E00047873,12.2,87.8
E00047874,22,78
E00047875,15.7,84.3
E00047876,19.4,80.6
E00047877,29,71
E00047878,23.2,76.8
E00047880,13.9,86.1
E00047881,18.4,81.6
E00047882,18,82
E00047883,25.4,74.6
E00047884,21.3,78.7
E00047885,30.2,69.8
E00047886,16.4,83.6
E00047890,22.9,77.1
E00047894,23.9,76.1
E00047897,14.4,85.6
E00047898,30.8,69.2
E00047900,18.3,81.7
E00047901,15.7,84.3
E00047902,12.5,87.5
E00047908,12.2,87.8
E00047913,17.5,82.5
E00047914,19,81
E00047915,13.5,86.5
E00047916,14.6,85.4
E00047917,17.7,82.3
E00047918,8.8,91.2
E00047921,10.8,89.2
E00047923,27.4,72.6
E00047924,13.8,86.2
E00047925,15.9,84.1
E00047927,23.3,76.7
E00047928,12.6,87.4
E00047929,13.8,86.2
E00047930,13.2,86.8
E00047933,16.7,83.3
E00047934,16.7,83.3
E00047935,12.9,87.1
E00047936,11.9,88.1
E00047939,17.5,82.5
E00047940,14,86
E00047941,25.4,74.6
E00047942,19.6,80.4
E00047943,13,87
E00047944,24.5,75.5
E00047945,13,87
E00047946,18.1,81.9
E00047947,16.3,83.7
E00047948,16.2,83.8
E00047949,17.9,82.1
E00047951,14.5,85.5
E00047952,40.2,59.8
E00047953,15.2,84.8
E00047954,29.6,70.4
E00047955,12.7,87.3
E00047956,16,84
E00047957,17.2,82.8
E00047958,12.3,87.7
E00047959,12.8,87.2
E00047960,16.5,83.5
E00047961,14.6,85.4
E00047962,12.3,87.7
E00047963,32.3,67.7
E00047964,16.6,83.4
E00047965,45.4,54.6
E00158152,15.8,84.2
E00175697,10.7,89.3
E00175698,14.3,85.7
E00175737,10.3,89.7
E00175741,18.5,81.5
E00175742,14,86
E00175743,10.4,89.6
E00186209,10.4,89.6
E00186265,20,80
